,num_bikes_available,legacy_id,is_installed,last_reported,num_docks_available,num_bikes_disabled,num_ebikes_available,is_renting,is_returning,station_id,num_docks_disabled,station_status,eightd_has_available_keys,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,26,72,1,1605246258,28,1,2,1,1,72,0,active,False,,,1605247205,1605247205,0,0
1,27,79,1,1605239154,6,0,0,1,1,79,0,active,False,,,1605247205,1605247205,0,0
2,26,82,1,1605244287,1,0,2,1,1,82,0,active,False,,,1605247205,1605247205,0,0
3,39,83,1,1605239204,23,0,0,1,1,83,0,active,False,,,1605247205,1605247205,0,0
4,0,116,0,86400,0,0,0,0,0,116,0,out_of_service,False,,,1605247205,1605247205,0,0
5,45,119,1,1605242356,8,0,0,1,1,119,0,active,False,,,1605247205,1605247205,0,0
6,7,120,1,1605241119,12,0,1,1,1,120,0,active,False,,,1605247205,1605247205,0,0
7,30,127,1,1605243244,1,0,1,1,1,127,0,active,False,,,1605247205,1605247205,0,0
8,43,128,1,1605246783,12,1,4,1,1,128,0,active,False,,,1605247205,1605247205,0,4
9,6,143,1,1605246918,18,0,2,1,1,143,0,active,False,,,1605247205,1605247205,0,2
10,56,144,1,1605236222,1,1,0,1,1,144,0,active,False,,,1605247205,1605247205,0,0
11,29,146,1,1605244999,10,0,0,1,1,146,0,active,False,,,1605247205,1605247205,1,0
12,29,150,1,1605244915,26,0,3,1,1,150,0,active,False,,,1605247205,1605247205,0,0
13,12,151,1,1605246028,19,2,0,1,1,151,0,active,True,,,1605247205,1605247205,0,1
14,43,152,1,1605244685,5,1,0,1,1,152,0,active,False,,,1605247205,1605247205,0,1
15,13,157,1,1605245631,10,0,2,1,1,157,0,active,False,,,1605247205,1605247205,0,0
16,17,161,1,1605246364,17,1,0,1,1,161,0,active,False,,,1605247205,1605247205,0,1
17,15,164,1,1605244495,31,1,2,1,1,164,0,active,False,,,1605247205,1605247205,0,0
18,29,168,1,1605242226,18,0,1,1,1,168,0,active,False,,,1605247205,1605247205,0,0
19,33,173,1,1605245028,37,0,0,1,1,173,0,active,False,,,1605247205,1605247205,1,0
20,12,174,1,1605246643,23,0,2,1,1,174,0,active,False,,,1605247205,1605247205,3,0
21,50,212,1,1605246693,8,2,0,1,1,212,0,active,False,,,1605247205,1605247205,0,0
22,16,216,1,1605243850,21,0,6,1,1,216,0,active,False,,,1605247205,1605247205,0,0
23,32,217,1,1605242824,7,0,1,1,1,217,0,active,False,,,1605247205,1605247205,0,1
