,last_reported,station_id,is_installed,station_status,legacy_id,eightd_has_available_keys,num_docks_available,is_returning,num_docks_disabled,num_bikes_disabled,num_bikes_available,num_ebikes_available,is_renting,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,1604757590,72,1,active,72,False,6,1,0,4,45,7,1,,,1604757600,1604757600,0,0
1,1604755360,79,1,active,79,False,6,1,0,0,27,0,1,,,1604757600,1604757600,0,1
2,1604755891,82,1,active,82,False,4,1,0,0,23,0,1,,,1604757600,1604757600,1,0
3,1604755874,83,1,active,83,False,13,1,0,0,49,0,1,,,1604757600,1604757600,2,0
4,86400,116,0,out_of_service,116,False,0,0,0,0,0,0,0,,,1604757600,1604757600,0,0
5,1604745860,119,1,active,119,False,6,1,0,0,47,0,1,,,1604757600,1604757600,1,0
6,1604757292,120,1,active,120,False,7,1,0,0,12,3,1,,,1604757600,1604757600,0,1
7,1604757336,127,1,active,127,False,12,1,0,0,19,1,1,,,1604757600,1604757600,0,4
8,1604757437,128,1,active,128,False,21,1,0,5,30,1,1,,,1604757600,1604757600,3,0
9,1604757594,143,1,active,143,False,5,1,0,0,19,6,1,,,1604757600,1604757600,0,0
10,1604757449,144,1,active,144,False,17,1,0,2,39,1,1,,,1604757600,1604757600,0,2
11,1604757559,146,1,active,146,False,26,1,0,1,12,1,1,,,1604757600,1604757600,0,0
12,1604757508,150,1,active,150,False,12,1,0,1,42,3,1,,,1604757600,1604757600,3,0
13,1604757419,151,1,active,151,True,13,1,0,1,19,3,1,,,1604757600,1604757600,0,3
14,1604753278,152,1,active,152,False,33,1,0,0,16,1,1,,,1604757600,1604757600,0,0
15,1604757528,157,1,active,157,False,1,1,0,0,22,2,1,,,1604757600,1604757600,0,0
16,1604756559,161,1,active,161,False,24,1,0,0,11,0,1,,,1604757600,1604757600,0,1
17,1604757357,164,1,active,164,False,5,1,0,2,40,0,1,,,1604757600,1604757600,0,5
18,1604757513,168,1,active,168,False,20,1,0,0,27,0,1,,,1604757600,1604757600,3,0
19,1604757318,173,1,active,173,False,28,1,0,0,42,3,1,,,1604757600,1604757600,3,0
20,1604757547,174,1,active,174,False,1,1,16,16,2,0,1,,,1604757600,1604757600,0,1
21,1604757475,212,1,active,212,False,13,1,0,0,47,0,1,,,1604757600,1604757600,0,1
22,1604757004,216,1,active,216,False,34,1,0,1,2,1,1,,,1604757600,1604757600,0,2
23,1604756918,217,1,active,217,False,12,1,0,1,26,4,1,,,1604757600,1604757600,12,0
