,eightd_has_available_keys,is_installed,is_renting,is_returning,last_reported,legacy_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,station_id,station_status,starttime,timestamp,demand,supply
0,False,1,1,1,1607207110,72,10,1,44,0,7,72,active,1607209205,1607209205,3,0
1,False,1,1,1,1607209078,79,25,0,8,0,1,79,active,1607209205,1607209205,0,6
2,False,1,1,1,1607206165,82,15,1,11,0,1,82,active,1607209205,1607209205,0,0
3,False,1,1,1,1607207137,83,57,1,4,0,4,83,active,1607209205,1607209205,0,2
4,False,1,1,1,1607208521,116,16,0,33,0,2,116,active,1607209205,1607209205,0,0
5,False,1,1,1,1607205099,119,31,1,21,0,1,119,active,1607209205,1607209205,0,0
6,False,1,1,1,1607209007,120,3,1,15,0,2,120,active,1607209205,1607209205,0,2
7,False,1,1,1,1607208799,127,19,0,12,0,1,127,active,1607209205,1607209205,2,0
8,False,1,1,1,1607209042,128,53,3,0,0,6,128,active,1607209205,1607209205,0,3
9,False,1,1,1,1607207963,143,9,1,14,0,0,143,active,1607209205,1607209205,3,0
10,False,1,1,1,1607208833,144,46,3,9,0,1,144,active,1607209205,1607209205,1,0
11,False,1,1,1,1607208826,146,26,1,12,0,3,146,active,1607209205,1607209205,3,0
12,False,1,1,1,1607208349,150,9,1,45,0,0,150,active,1607209205,1607209205,0,0
13,True,1,1,1,1607209170,151,13,0,20,0,4,151,active,1607209205,1607209205,4,0
14,False,1,1,1,1607208235,152,36,1,12,0,1,152,active,1607209205,1607209205,0,2
15,False,1,1,1,1607208724,157,20,0,2,1,1,157,active,1607209205,1607209205,2,0
16,False,1,0,0,1607205621,161,35,0,0,0,6,161,active,1607209205,1607209205,0,0
17,False,1,1,1,1607208905,164,14,0,32,0,0,164,active,1607209205,1607209205,1,0
18,False,1,1,1,1607208771,168,36,0,11,0,4,168,active,1607209205,1607209205,2,0
19,False,1,1,1,1607208778,173,21,2,47,0,5,173,active,1607209205,1607209205,0,0
20,False,1,1,1,1607208811,174,4,2,29,0,1,174,active,1607209205,1607209205,4,0
21,False,1,1,1,1607208917,212,24,1,35,0,7,212,active,1607209205,1607209205,4,0
22,False,1,1,1,1607208919,216,5,0,32,0,3,216,active,1607209205,1607209205,0,0
23,False,1,1,1,1607207902,217,27,1,11,0,0,217,active,1607209205,1607209205,1,0
24,False,1,1,1,1607209087,223,32,0,1,0,9,223,active,1607209205,1607209205,1,0
25,True,1,1,1,1607209059,224,7,0,23,0,3,224,active,1607209205,1607209205,6,0
26,False,1,1,1,1607207784,228,30,0,25,0,1,228,active,1607209205,1607209205,2,0
27,False,1,1,1,1607209151,229,7,1,15,0,1,229,active,1607209205,1607209205,2,0
28,False,1,1,1,1607209124,236,42,8,1,0,5,236,active,1607209205,1607209205,0,3
29,False,1,1,1,1607209031,237,31,2,6,0,6,237,active,1607209205,1607209205,2,0
30,False,1,1,1,1607208421,238,11,0,20,0,3,238,active,1607209205,1607209205,0,0
31,False,1,1,1,1607206355,239,15,2,14,0,2,239,active,1607209205,1607209205,1,0
32,False,1,1,1,1607209143,241,7,2,14,0,0,241,active,1607209205,1607209205,0,1
33,False,1,1,1,1607208820,242,32,1,13,0,2,242,active,1607209205,1607209205,0,2
34,False,1,1,1,1607208769,244,4,2,25,0,0,244,active,1607209205,1607209205,0,0
35,True,1,1,1,1607199233,245,4,3,16,0,0,245,active,1607209205,1607209205,2,0
36,False,1,1,1,1607208702,247,65,3,11,0,6,247,active,1607209205,1607209205,0,1
37,False,1,1,1,1607208011,248,69,0,22,0,0,248,active,1607209205,1607209205,0,0
38,False,1,1,1,1607207555,249,19,0,8,0,1,249,active,1607209205,1607209205,0,1
39,False,1,1,1,1607209053,250,15,4,21,0,7,250,active,1607209205,1607209205,0,0
40,False,1,1,1,1607208593,251,27,0,0,0,4,251,active,1607209205,1607209205,0,3
41,False,1,1,1,1607209041,252,28,0,5,0,1,252,active,1607209205,1607209205,0,3
42,False,1,1,1,1607208786,254,16,1,30,0,2,254,active,1607209205,1607209205,0,1
43,False,1,1,1,1607208997,257,62,9,8,0,1,257,active,1607209205,1607209205,4,0
44,False,1,1,1,1607208856,258,4,2,17,0,2,258,active,1607209205,1607209205,5,0
45,False,1,1,1,1607209148,259,17,0,22,0,2,259,active,1607209205,1607209205,1,0
46,False,1,1,1,1607207977,260,27,0,6,0,0,260,active,1607209205,1607209205,0,1
47,False,1,1,1,1607208972,261,7,0,34,0,1,261,active,1607209205,1607209205,3,0
48,False,1,1,1,1607209130,262,9,0,15,0,0,262,active,1607209205,1607209205,2,0
49,False,1,1,1,1607208864,264,0,19,0,8,0,264,active,1607209205,1607209205,0,0
50,False,1,1,1,1607209176,265,25,2,8,0,4,265,active,1607209205,1607209205,0,1
51,False,1,1,1,1607209148,267,4,2,72,0,2,267,active,1607209205,1607209205,0,2
52,False,1,1,1,1607208432,268,8,1,18,0,3,268,active,1607209205,1607209205,0,1
53,False,1,1,1,1607208767,270,5,1,17,0,1,270,active,1607209205,1607209205,0,2
54,False,1,1,1,1607208859,274,21,1,9,0,2,274,active,1607209205,1607209205,2,0
55,False,1,1,1,1607209111,275,1,1,17,0,0,275,active,1607209205,1607209205,1,0
56,False,1,1,1,1607208805,276,6,0,19,0,1,276,active,1607209205,1607209205,0,0
57,False,1,1,1,1607206681,278,7,0,12,0,0,278,active,1607209205,1607209205,0,0
58,False,0,0,0,1606931963,280,0,0,1,0,0,280,out_of_service,1607209205,1607209205,0,0
59,True,1,1,1,1607208877,281,55,1,10,0,8,281,active,1607209205,1607209205,0,2
60,False,1,1,1,1607208793,282,13,3,11,0,2,282,active,1607209205,1607209205,0,0
61,False,1,1,1,1607209182,284,20,4,27,0,1,284,active,1607209205,1607209205,0,0
62,True,1,1,1,1607209081,285,30,3,20,0,1,285,active,1607209205,1607209205,0,0
63,False,1,1,1,1607207963,289,2,2,15,0,1,289,active,1607209205,1607209205,0,1
64,False,1,1,1,1607208692,291,11,1,8,0,3,291,active,1607209205,1607209205,0,0
65,False,1,1,1,1607209165,293,37,2,15,0,5,293,active,1607209205,1607209205,0,3
66,False,1,1,1,1607208806,295,5,0,19,0,0,295,active,1607209205,1607209205,0,3
67,False,1,0,0,1607208701,297,76,1,0,0,8,297,active,1607209205,1607209205,0,0
68,False,1,1,1,1607206623,298,27,1,7,0,4,298,active,1607209205,1607209205,1,0
69,False,1,1,1,1607209133,301,19,1,38,0,1,301,active,1607209205,1607209205,4,0
70,False,1,1,1,1607208631,302,5,2,30,0,4,302,active,1607209205,1607209205,2,0
71,False,1,1,1,1607209134,303,62,0,5,0,5,303,active,1607209205,1607209205,0,3
72,True,1,1,1,1607208454,304,27,0,6,0,0,304,active,1607209205,1607209205,1,0
73,False,1,1,1,1607209189,305,27,1,5,0,1,305,active,1607209205,1607209205,0,7
74,False,1,1,1,1607208215,307,13,0,17,0,0,307,active,1607209205,1607209205,8,0
75,False,1,1,1,1607209159,308,24,2,22,0,0,308,active,1607209205,1607209205,0,2
76,False,1,1,1,1607207967,309,9,0,32,0,0,309,active,1607209205,1607209205,0,0
77,False,1,1,1,1607209053,310,58,0,8,0,2,310,active,1607209205,1607209205,0,0
78,False,1,1,1,1607209149,311,16,0,15,0,0,311,active,1607209205,1607209205,0,1
79,False,1,1,1,1607208974,312,17,3,13,0,5,312,active,1607209205,1607209205,0,1
80,False,1,1,1,1607207718,313,9,0,46,0,0,313,active,1607209205,1607209205,0,0
81,False,1,1,1,1607208497,315,5,3,21,0,1,315,active,1607209205,1607209205,0,0
82,False,1,1,1,1607208577,316,4,0,39,0,2,316,active,1607209205,1607209205,3,0
83,False,0,0,0,86400,317,0,0,0,0,0,317,out_of_service,1607209205,1607209205,0,0
84,False,1,1,1,1607209187,319,4,0,29,0,2,319,active,1607209205,1607209205,0,2
85,False,1,1,1,1607208391,320,13,2,20,0,4,320,active,1607209205,1607209205,0,6
86,False,1,1,1,1607209146,321,21,2,16,0,1,321,active,1607209205,1607209205,1,0
87,False,1,1,1,1607207807,323,20,0,19,0,1,323,active,1607209205,1607209205,0,1
88,False,1,1,1,1607209146,324,69,4,1,0,3,324,active,1607209205,1607209205,0,1
89,False,1,0,0,1607209150,325,14,1,20,0,1,325,active,1607209205,1607209205,3,0
90,False,1,1,1,1607209093,326,26,8,7,0,4,326,active,1607209205,1607209205,2,0
91,True,1,1,1,1607209103,327,25,0,14,0,3,327,active,1607209205,1607209205,5,0
92,False,1,1,1,1607208963,328,22,0,13,0,5,328,active,1607209205,1607209205,2,0
93,False,1,1,1,1607208901,330,15,0,27,0,1,330,active,1607209205,1607209205,0,0
94,False,1,1,1,1607208839,331,17,2,8,0,1,331,active,1607209205,1607209205,0,1
95,False,1,1,1,1607208660,332,23,1,12,0,2,332,active,1607209205,1607209205,2,0
96,False,1,0,0,1607200075,334,13,1,30,0,2,334,active,1607209205,1607209205,0,0
97,False,1,1,1,1607208567,335,7,0,20,0,0,335,active,1607209205,1607209205,0,2
98,False,1,1,1,1607209194,336,26,0,10,0,0,336,active,1607209205,1607209205,6,0
99,False,1,1,1,1607209192,340,7,2,18,0,1,340,active,1607209205,1607209205,4,0
100,False,1,1,1,1607206864,341,9,1,9,0,6,341,active,1607209205,1607209205,0,1
101,False,1,1,1,1607208743,342,12,0,16,1,2,342,active,1607209205,1607209205,4,0
102,False,1,1,1,1607200953,343,21,0,2,0,0,343,active,1607209205,1607209205,1,0
103,False,1,1,1,1607209013,344,2,0,21,0,0,344,active,1607209205,1607209205,0,0
