,num_bikes_available,num_bikes_disabled,num_docks_available,is_installed,last_reported,station_status,station_id,num_docks_disabled,is_returning,is_renting,eightd_has_available_keys,num_ebikes_available,legacy_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,32,0,23,1,1604671163,active,72,0,1,1,False,1,72,,,1604671205,1604671205,0,4
1,19,0,14,1,1604671141,active,79,0,1,1,False,1,79,,,1604671205,1604671205,2,0
2,8,0,19,1,1604669862,active,82,0,1,1,False,0,82,,,1604671205,1604671205,1,0
3,42,0,20,1,1604670996,active,83,0,1,1,False,0,83,,,1604671205,1604671205,0,0
4,0,0,0,0,86400,out_of_service,116,0,0,0,False,0,116,,,1604671205,1604671205,0,0
5,49,1,3,1,1604669801,active,119,0,1,1,False,0,119,,,1604671205,1604671205,0,1
6,2,0,17,1,1604670867,active,120,0,1,1,False,0,120,,,1604671205,1604671205,2,0
7,17,1,13,1,1604670928,active,127,0,1,1,False,0,127,,,1604671205,1604671205,0,5
8,19,1,36,1,1604671141,active,128,0,1,1,False,5,128,,,1604671205,1604671205,0,3
9,17,2,5,1,1604671196,active,143,0,1,1,False,1,143,,,1604671205,1604671205,4,0
10,46,0,12,1,1604669568,active,144,0,1,1,False,0,144,,,1604671205,1604671205,1,0
11,15,0,24,1,1604670758,active,146,0,1,1,False,0,146,,,1604671205,1604671205,0,1
12,6,0,49,1,1604670944,active,150,0,1,1,False,0,150,,,1604671205,1604671205,0,3
13,2,1,30,1,1604671151,active,151,0,1,1,True,0,151,,,1604671205,1604671205,3,0
14,19,0,30,1,1604670508,active,152,0,1,1,False,0,152,,,1604671205,1604671205,1,0
15,17,0,6,1,1604670739,active,157,0,1,1,False,0,157,,,1604671205,1604671205,2,0
16,12,1,22,1,1604670751,active,161,0,1,1,False,0,161,,,1604671205,1604671205,1,0
17,37,1,9,1,1604670887,active,164,0,1,1,False,0,164,,,1604671205,1604671205,7,0
18,17,1,29,1,1604671121,active,168,0,1,1,False,0,168,,,1604671205,1604671205,0,3
19,58,3,9,1,1604670829,active,173,0,1,1,False,6,173,,,1604671205,1604671205,0,3
20,28,2,5,1,1604670716,active,174,0,1,1,False,2,174,,,1604671205,1604671205,1,0
