,station_status,last_reported,is_returning,is_renting,num_docks_disabled,num_bikes_disabled,num_docks_available,station_id,num_bikes_available,is_installed,num_ebikes_available,eightd_has_available_keys,legacy_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,active,1605178474,1,1,0,0,47,72,8,1,1,False,72,,,1605178805,1605178805,0,1
1,active,1605164151,1,1,0,0,4,79,29,1,1,False,79,,,1605178805,1605178805,0,0
2,active,1605162945,1,1,0,0,0,82,27,1,6,False,82,,,1605178805,1605178805,0,1
3,active,1605168260,1,1,0,0,32,83,30,1,0,False,83,,,1605178805,1605178805,1,0
4,out_of_service,86400,0,0,0,0,0,116,0,0,0,False,116,,,1605178805,1605178805,0,0
5,active,1605161738,1,1,0,0,10,119,43,1,1,False,119,,,1605178805,1605178805,0,1
6,active,1605161741,1,1,0,1,15,120,3,1,2,False,120,,,1605178805,1605178805,0,0
7,active,1605162946,1,1,0,0,22,127,9,1,3,False,127,,,1605178805,1605178805,1,0
8,active,1605178526,1,1,0,0,21,128,35,1,1,False,128,,,1605178805,1605178805,0,0
9,active,1605161740,1,1,0,0,16,143,8,1,1,False,143,,,1605178805,1605178805,1,0
10,active,1605177219,1,1,0,2,7,144,49,1,0,False,144,,,1605178805,1605178805,0,0
11,active,1605161739,1,1,0,0,14,146,25,1,0,False,146,,,1605178805,1605178805,0,0
12,active,1605178008,1,1,0,0,16,150,39,1,5,False,150,,,1605178805,1605178805,0,0
13,active,1605162943,1,1,0,3,10,151,20,1,1,True,151,,,1605178805,1605178805,0,1
14,active,1605173797,1,1,0,0,8,152,41,1,0,False,152,,,1605178805,1605178805,0,0
15,active,1605177348,1,1,0,0,15,157,8,1,2,False,157,,,1605178805,1605178805,0,1
16,active,1605174804,1,1,0,2,22,161,11,1,0,False,161,,,1605178805,1605178805,0,0
17,active,1605166561,1,1,0,2,34,164,11,1,0,False,164,,,1605178805,1605178805,0,1
18,active,1605164151,1,1,0,0,20,168,27,1,0,False,168,,,1605178805,1605178805,1,0
19,active,1605178205,1,1,0,0,22,173,48,1,0,False,173,,,1605178805,1605178805,4,0
20,active,1605178538,1,1,0,0,25,174,10,1,1,False,174,,,1605178805,1605178805,0,2
21,active,1605178508,1,1,0,1,9,212,50,1,0,False,212,,,1605178805,1605178805,4,0
22,active,1605161741,1,1,0,1,26,216,10,1,0,False,216,,,1605178805,1605178805,0,0
23,active,1605161740,1,1,0,1,4,217,34,1,1,False,217,,,1605178805,1605178805,1,0
24,active,1605178468,1,1,0,1,3,223,29,1,1,False,223,,,1605178805,1605178805,0,2
25,active,1605176860,1,1,0,1,25,224,4,1,1,True,224,,,1605178805,1605178805,0,1
26,active,1605162784,0,0,1,1,4,228,49,1,14,False,228,,,1605178805,1605178805,0,1
27,active,1605178603,1,1,0,1,11,229,11,1,1,False,229,,,1605178805,1605178805,1,0
28,active,86400,1,1,0,0,0,236,0,1,0,False,236,,,1605178805,1605178805,0,0
29,active,1605178392,1,1,0,2,9,237,28,1,0,False,237,,,1605178805,1605178805,0,1
30,active,1605162945,1,1,0,0,11,238,20,1,1,False,238,,,1605178805,1605178805,1,0
31,active,1605161739,1,1,0,1,1,239,29,1,0,False,239,,,1605178805,1605178805,1,0
32,active,1605161739,1,1,0,1,16,241,6,1,0,False,241,,,1605178805,1605178805,0,0
33,active,1605161739,1,1,0,1,7,242,38,1,0,False,242,,,1605178805,1605178805,1,0
34,active,1605168491,1,1,0,1,23,244,7,1,5,False,244,,,1605178805,1605178805,0,1
35,active,1605161049,1,1,0,0,8,245,15,1,2,False,245,,,1605178805,1605178805,0,1
36,active,1605164949,1,1,0,2,26,247,27,1,0,False,247,,,1605178805,1605178805,1,0
37,active,1605162944,1,1,0,0,13,248,86,1,0,False,248,,,1605178805,1605178805,0,0
38,active,1605169889,1,1,0,0,2,249,25,1,1,False,249,,,1605178805,1605178805,0,0
39,active,1605163431,1,1,0,1,5,250,34,1,1,False,250,,,1605178805,1605178805,0,0
40,active,1605172622,1,1,0,0,13,251,14,1,0,False,251,,,1605178805,1605178805,0,0
41,active,1605162945,1,1,0,0,15,252,18,1,0,False,252,,,1605178805,1605178805,0,0
42,active,1605178207,1,1,1,1,32,254,13,1,2,False,254,,,1605178805,1605178805,1,0
43,active,1605164150,1,1,0,4,12,257,23,1,0,False,257,,,1605178805,1605178805,1,0
44,active,1605161740,1,1,0,1,16,258,6,1,2,False,258,,,1605178805,1605178805,1,0
45,active,1605161739,1,1,0,0,1,259,38,1,0,False,259,,,1605178805,1605178805,0,1
46,active,1605178683,1,1,0,0,11,260,22,1,0,False,260,,,1605178805,1605178805,1,0
47,active,1605161739,1,1,0,0,20,261,21,1,0,False,261,,,1605178805,1605178805,0,0
48,active,1605161739,1,1,0,1,17,262,6,1,0,False,262,,,1605178805,1605178805,0,0
49,active,1605162945,1,1,0,0,8,264,19,1,1,False,264,,,1605178805,1605178805,0,0
50,active,1605162944,1,1,0,1,24,265,10,1,0,False,265,,,1605178805,1605178805,1,0
51,active,1605164149,1,1,0,0,63,267,7,1,1,False,267,,,1605178805,1605178805,1,0
52,active,1605178131,1,1,0,1,1,268,25,1,2,False,268,,,1605178805,1605178805,0,0
53,active,1605164150,1,1,0,0,19,270,4,1,3,False,270,,,1605178805,1605178805,1,0
54,active,1605165083,1,1,0,0,18,274,13,1,0,False,274,,,1605178805,1605178805,1,0
55,active,1605161739,1,1,0,0,14,275,5,1,0,False,275,,,1605178805,1605178805,0,0
56,active,1605173774,1,1,0,0,7,276,18,1,0,False,276,,,1605178805,1605178805,0,0
57,active,1605163349,1,1,0,0,5,278,14,1,0,False,278,,,1605178805,1605178805,0,1
58,out_of_service,86400,0,0,0,0,0,280,0,0,0,False,280,,,1605178805,1605178805,0,0
59,active,1605167011,1,1,0,0,25,281,41,1,4,True,281,,,1605178805,1605178805,0,0
60,active,1605164149,1,1,0,0,17,282,10,1,3,False,282,,,1605178805,1605178805,0,0
61,active,1605178741,1,1,0,0,29,284,22,1,0,False,284,,,1605178805,1605178805,0,2
62,active,1605175812,1,1,0,1,13,285,39,1,0,True,285,,,1605178805,1605178805,0,1
63,active,1605164308,1,1,0,0,16,289,3,1,1,False,289,,,1605178805,1605178805,0,0
64,active,1605176448,1,1,0,0,1,291,19,1,1,False,291,,,1605178805,1605178805,0,1
65,active,1605167768,1,1,0,0,15,293,39,1,0,False,293,,,1605178805,1605178805,1,0
66,active,1605162945,1,1,0,0,0,295,24,1,3,False,295,,,1605178805,1605178805,0,0
67,active,1605178260,1,1,0,1,53,297,23,1,0,False,297,,,1605178805,1605178805,0,0
68,active,1605169052,1,1,0,0,28,298,7,1,0,False,298,,,1605178805,1605178805,0,0
69,active,1605164151,1,1,0,0,6,301,52,1,2,False,301,,,1605178805,1605178805,0,0
70,active,1605177379,1,1,0,5,16,302,16,1,6,False,302,,,1605178805,1605178805,0,1
71,active,1605164149,1,1,0,0,23,303,44,1,0,False,303,,,1605178805,1605178805,1,0
72,active,1605163846,1,1,0,0,14,304,19,1,2,False,304,,,1605178805,1605178805,1,0
73,active,1605171995,1,1,0,1,28,305,4,1,0,False,305,,,1605178805,1605178805,3,0
74,active,1605167469,1,1,0,0,5,307,25,1,1,False,307,,,1605178805,1605178805,0,1
75,active,1605176881,1,1,0,1,0,308,47,1,1,False,308,,,1605178805,1605178805,0,1
76,active,1605175732,1,1,0,0,11,309,30,1,1,False,309,,,1605178805,1605178805,3,0
77,active,1605178679,1,1,0,2,20,310,44,1,1,False,310,,,1605178805,1605178805,2,0
78,active,1605176757,1,1,0,1,1,311,29,1,6,False,311,,,1605178805,1605178805,0,2
79,active,1605178715,1,1,0,0,3,312,30,1,4,False,312,,,1605178805,1605178805,0,0
80,active,1605161739,1,1,0,1,6,313,48,1,1,False,313,,,1605178805,1605178805,0,0
81,active,1605161739,1,1,0,3,14,315,12,1,0,False,315,,,1605178805,1605178805,1,0
82,active,1605178689,1,1,0,0,32,316,11,1,0,False,316,,,1605178805,1605178805,0,1
83,active,1605177134,1,1,0,1,12,317,41,1,3,False,317,,,1605178805,1605178805,0,2
84,active,1605178052,1,1,0,0,14,319,19,1,0,False,319,,,1605178805,1605178805,1,0
85,active,1605164150,1,1,0,0,10,320,29,1,0,False,320,,,1605178805,1605178805,0,1
86,active,1605168360,1,1,0,1,6,321,32,1,0,False,321,,,1605178805,1605178805,0,0
87,active,1605176062,1,1,0,0,6,323,33,1,1,False,323,,,1605178805,1605178805,1,0
88,active,1605161744,1,1,0,1,6,324,67,1,0,False,324,,,1605178805,1605178805,0,1
89,active,1605172929,1,1,0,1,22,325,12,1,0,False,325,,,1605178805,1605178805,2,0
90,active,1605177767,1,1,0,0,30,326,11,1,0,False,326,,,1605178805,1605178805,0,1
91,active,1605178759,1,1,0,0,6,327,33,1,0,True,327,,,1605178805,1605178805,2,0
