,station_id,num_docks_disabled,is_renting,is_installed,num_ebikes_available,station_status,eightd_has_available_keys,legacy_id,num_bikes_available,num_docks_available,last_reported,is_returning,num_bikes_disabled,starttime,timestamp,demand,supply
717,3629,0,1,1,0,active,False,3629,22,8,1605061990,1,3,1605063595,1605063595,0,0
718,3630,0,1,1,5,active,False,3630,30,3,1605062576,1,0,1605063595,1605063595,0,1
719,3635,0,1,1,1,active,False,3635,7,36,1605062645,1,0,1605063595,1605063595,1,0
720,3637,0,1,1,2,active,False,3637,6,19,1605062305,1,6,1605063595,1605063595,0,1
721,3638,0,1,1,0,active,False,3638,13,2,1605062493,1,3,1605063595,1605063595,0,1
722,3639,0,1,1,0,active,False,3639,6,23,1605057057,1,1,1605063595,1605063595,0,0
723,3640,0,1,1,0,active,False,3640,1,17,1605061978,1,0,1605063595,1605063595,0,1
724,3641,0,1,1,1,active,False,3641,1,48,1605063463,1,5,1605063595,1605063595,0,0
725,3646,10,1,1,4,active,False,3646,10,6,1605062155,1,0,1605063595,1605063595,0,0
726,3647,0,1,1,2,active,False,3647,20,3,1605063562,1,0,1605063595,1605063595,0,1
727,3648,0,1,1,1,active,False,3648,5,19,1605060542,1,1,1605063595,1605063595,0,0
728,3649,0,1,1,2,active,False,3649,6,24,1605063270,1,0,1605063595,1605063595,2,0
729,3654,0,1,1,0,active,False,3654,2,31,1605060349,1,2,1605063595,1605063595,0,0
730,3656,0,1,1,0,active,False,3656,45,0,1605063582,1,1,1605063595,1605063595,0,0
731,3658,0,1,1,0,active,False,3658,14,12,1605062771,1,1,1605063595,1605063595,3,0
732,3661,0,1,1,1,active,False,3661,18,0,1605060825,1,1,1605063595,1605063595,0,0
733,3664,0,1,1,0,active,False,3664,12,17,1605063576,1,1,1605063595,1605063595,0,0
734,3668,0,1,1,0,active,False,3668,25,1,1605062659,1,0,1605063595,1605063595,0,3
735,3671,0,1,1,0,active,False,3671,14,23,1605063492,1,0,1605063595,1605063595,1,0
736,3673,0,1,1,0,active,False,3673,1,20,1605063586,1,0,1605063595,1605063595,1,0
737,3674,0,1,1,0,active,False,3674,10,15,1605061966,1,2,1605063595,1605063595,0,0
738,3676,0,1,1,0,active,False,3676,11,13,1605058457,1,0,1605063595,1605063595,0,0
739,3677,0,1,1,0,active,False,3677,3,15,1605055833,1,0,1605063595,1605063595,0,0
740,3678,0,1,1,0,active,False,3678,0,18,1605061432,1,0,1605063595,1605063595,0,0
741,3679,0,1,1,0,active,False,3679,1,13,1605057661,1,0,1605063595,1605063595,0,0
742,3680,0,1,1,0,active,False,3680,0,55,1605057371,1,0,1605063595,1605063595,0,0
743,3681,0,1,1,0,active,False,3681,8,10,1605053664,1,0,1605063595,1605063595,0,0
744,3686,0,1,1,0,active,False,3686,29,8,1605062692,1,2,1605063595,1605063595,0,5
745,3687,0,1,1,1,active,False,3687,17,66,1605063407,1,0,1605063595,1605063595,3,0
746,3689,1,1,1,0,active,False,3689,11,35,1605063030,1,0,1605063595,1605063595,1,0
747,3690,0,1,1,0,active,False,3690,17,18,1605063518,1,1,1605063595,1605063595,0,1
748,3691,0,1,1,2,active,False,3691,7,11,1605062856,1,1,1605063595,1605063595,1,0
749,3693,0,1,1,0,active,False,3693,26,1,1605057616,1,0,1605063595,1605063595,1,0
750,3694,0,1,1,0,active,False,3694,3,15,1605048898,1,0,1605063595,1605063595,0,0
751,3697,0,1,1,4,active,False,3697,29,12,1605062906,1,2,1605063595,1605063595,3,0
752,3699,0,1,1,0,active,False,3699,19,4,1605063525,1,7,1605063595,1605063595,1,0
753,3704,0,1,1,0,active,False,3704,16,3,1605057206,1,0,1605063595,1605063595,0,0
754,3707,0,1,1,1,active,False,3707,40,13,1605063227,1,2,1605063595,1605063595,0,8
755,3708,0,1,1,0,active,False,3708,14,13,1605063525,1,2,1605063595,1605063595,0,4
756,3709,0,1,1,1,active,False,3709,40,10,1605063500,1,1,1605063595,1605063595,0,2
757,3711,0,1,1,0,active,False,3711,40,6,1605063424,1,1,1605063595,1605063595,1,0
758,3712,0,1,1,0,active,False,3712,1,38,1605063289,1,0,1605063595,1605063595,2,0
759,3714,0,1,1,0,active,False,3714,3,57,1605061812,1,1,1605063595,1605063595,1,0
760,3715,0,1,1,0,active,False,3715,17,13,1605063501,1,1,1605063595,1605063595,0,0
761,3716,0,1,1,0,active,False,3716,6,17,1605060344,1,0,1605063595,1605063595,0,0
762,3718,0,1,1,0,active,False,3718,38,6,1605063492,1,2,1605063595,1605063595,2,0
763,3721,0,1,1,3,active,False,3721,9,26,1605063511,1,0,1605063595,1605063595,0,5
764,3723,0,1,1,0,active,True,3723,12,14,1605060435,1,4,1605063595,1605063595,1,0
765,3724,0,1,1,0,active,False,3724,1,35,1605063571,1,3,1605063595,1605063595,1,0
766,3725,0,1,1,0,active,False,3725,10,27,1605063174,1,4,1605063595,1605063595,0,0
767,3726,0,1,1,0,active,False,3726,8,13,1605063435,1,2,1605063595,1605063595,2,0
768,3727,0,1,1,1,active,False,3727,31,7,1605061856,1,0,1605063595,1605063595,0,1
769,3728,0,1,1,0,active,False,3728,6,17,1605062944,1,1,1605063595,1605063595,0,0
770,3731,0,1,1,0,active,False,3731,0,46,1605062802,1,0,1605063595,1605063595,0,0
771,3733,0,1,1,1,active,False,3733,22,22,1605063283,1,2,1605063595,1605063595,4,0
772,3734,0,1,1,3,active,False,3734,13,36,1605063109,1,1,1605063595,1605063595,0,2
773,3735,0,1,1,1,active,False,3735,17,18,1605063561,1,3,1605063595,1605063595,0,0
774,3736,0,0,0,0,out_of_service,False,3736,0,3,1601471240,0,0,1605063595,1605063595,0,0
775,3737,0,1,1,0,active,False,3737,34,1,1605063559,1,0,1605063595,1605063595,0,1
776,3738,0,1,1,0,active,False,3738,24,3,1605063519,1,4,1605063595,1605063595,3,0
777,3739,0,1,1,0,active,False,3739,26,10,1605063202,1,1,1605063595,1605063595,0,7
778,3740,0,1,1,0,active,False,3740,22,11,1605061862,1,1,1605063595,1605063595,2,0
779,3744,0,1,1,0,active,False,3744,39,11,1605063583,1,1,1605063595,1605063595,3,0
780,3745,0,1,1,1,active,False,3745,4,23,1605062081,1,0,1605063595,1605063595,5,0
781,3746,0,1,1,0,active,False,3746,39,8,1605062555,1,1,1605063595,1605063595,3,0
782,3749,0,1,1,1,active,False,3749,5,18,1605063585,1,0,1605063595,1605063595,5,0
783,3755,0,1,1,0,active,False,3755,5,13,1605060619,1,1,1605063595,1605063595,0,1
784,3756,0,1,1,1,active,False,3756,14,7,1605059773,1,0,1605063595,1605063595,0,1
785,3757,0,1,1,0,active,False,3757,13,9,1605061015,1,1,1605063595,1605063595,0,1
786,3758,0,1,1,4,active,False,3758,14,5,1605063298,1,0,1605063595,1605063595,0,4
787,3759,0,1,1,0,active,False,3759,9,9,1605062632,1,1,1605063595,1605063595,0,0
788,3760,0,1,1,0,active,False,3760,4,19,1605063567,1,0,1605063595,1605063595,0,2
789,3761,0,1,1,1,active,False,3761,1,26,1605060606,1,0,1605063595,1605063595,0,0
790,3762,0,1,1,0,active,False,3762,20,7,1605060619,1,0,1605063595,1605063595,0,1
791,3763,0,1,1,0,active,False,3763,10,17,1605062646,1,0,1605063595,1605063595,0,2
792,3764,0,1,1,1,active,False,3764,8,13,1605060642,1,0,1605063595,1605063595,0,0
793,3765,0,1,1,3,active,False,3765,15,5,1605060609,1,1,1605063595,1605063595,0,2
794,3766,0,1,1,4,active,False,3766,15,8,1605063038,1,1,1605063595,1605063595,0,1
795,3767,0,1,1,1,active,False,3767,5,13,1605057757,1,1,1605063595,1605063595,0,0
796,3768,0,1,1,0,active,False,3768,20,3,1605059874,1,0,1605063595,1605063595,0,0
797,3769,0,1,1,0,active,False,3769,11,11,1605054480,1,1,1605063595,1605063595,0,0
798,3770,0,1,1,0,active,False,3770,1,20,1605063507,1,0,1605063595,1605063595,0,1
799,3771,0,1,1,0,active,False,3771,10,19,1605060692,1,1,1605063595,1605063595,0,0
800,3772,0,1,1,0,active,False,3772,7,9,1605060569,1,3,1605063595,1605063595,1,0
801,3773,0,1,1,1,active,False,3773,5,14,1605063277,1,1,1605063595,1605063595,0,0
802,3774,0,1,1,0,active,False,3774,5,18,1605056232,1,0,1605063595,1605063595,0,0
803,3775,0,1,1,1,active,False,3775,8,19,1605061286,1,0,1605063595,1605063595,0,2
804,3776,0,1,1,2,active,False,3776,3,20,1605061800,1,0,1605063595,1605063595,1,0
805,3777,0,1,1,5,active,False,3777,6,17,1605063548,1,0,1605063595,1605063595,0,1
806,3778,0,1,1,1,active,False,3778,5,21,1605059613,1,1,1605063595,1605063595,1,0
807,3779,0,1,1,0,active,False,3779,2,21,1605061208,1,1,1605063595,1605063595,0,2
808,3780,0,1,1,0,active,False,3780,3,19,1605059920,1,0,1605063595,1605063595,1,0
809,3781,0,1,1,0,active,False,3781,0,30,1605056153,1,0,1605063595,1605063595,0,0
810,3782,0,1,1,0,active,False,3782,21,10,1605062099,1,0,1605063595,1605063595,2,0
811,3783,0,1,1,0,active,False,3783,50,14,1605061489,1,1,1605063595,1605063595,5,0
812,3785,0,1,1,0,active,False,3785,0,36,1605062441,1,1,1605063595,1605063595,2,0
813,3786,0,1,1,0,active,False,3786,43,0,1605058455,1,6,1605063595,1605063595,0,0
814,3787,0,1,1,0,active,False,3787,1,20,1605060100,1,1,1605063595,1605063595,0,0
815,3789,0,1,1,1,active,False,3789,10,19,1605062968,1,2,1605063595,1605063595,0,0
816,3790,0,1,1,1,active,False,3790,22,13,1605063373,1,2,1605063595,1605063595,0,1
817,3791,0,1,1,0,active,False,3791,20,12,1605057312,1,0,1605063595,1605063595,0,2
818,3792,0,1,1,0,active,False,3792,22,8,1605062077,1,0,1605063595,1605063595,0,1
819,3795,0,1,1,0,active,False,3795,14,5,1605061971,1,0,1605063595,1605063595,1,0
820,3798,0,1,1,0,active,False,3798,0,55,1605060821,1,0,1605063595,1605063595,0,0
821,3799,0,1,1,0,active,False,3799,0,0,86400,1,0,1605063595,1605063595,0,0
822,3803,0,1,1,5,active,False,3803,22,4,1605063407,1,1,1605063595,1605063595,3,0
823,3804,0,1,1,0,active,False,3804,8,13,1605063367,1,3,1605063595,1605063595,1,0
824,3808,0,1,1,1,active,False,3808,3,15,1605063374,1,1,1605063595,1605063595,1,0
825,3809,0,1,1,0,active,False,3809,1,51,1605063004,1,1,1605063595,1605063595,0,0
826,3811,0,1,1,2,active,False,3811,12,5,1605062905,1,2,1605063595,1605063595,2,0
827,3812,0,1,1,0,active,False,3812,40,5,1605063429,1,4,1605063595,1605063595,0,7
828,3813,0,1,1,0,active,True,3813,24,20,1605063451,1,5,1605063595,1605063595,0,4
829,3814,23,0,1,0,active,False,3814,0,0,1604990003,0,0,1605063595,1605063595,0,0
830,3815,0,1,1,0,active,False,3815,1,37,1605062669,1,3,1605063595,1605063595,0,1
831,3816,0,1,1,0,active,False,3816,4,19,1605063458,1,1,1605063595,1605063595,0,0
832,3817,0,1,1,1,active,False,3817,3,15,1605062231,1,0,1605063595,1605063595,3,0
833,3818,0,1,1,3,active,False,3818,22,16,1605059149,1,2,1605063595,1605063595,1,0
834,3819,0,1,1,0,active,False,3819,8,11,1605058441,1,1,1605063595,1605063595,1,0
835,3820,0,1,1,4,active,False,3820,5,12,1605063314,1,2,1605063595,1605063595,2,0
836,3821,0,1,1,1,active,False,3821,2,23,1605058831,1,0,1605063595,1605063595,1,0
837,3822,0,1,1,0,active,False,3822,1,19,1605062957,1,0,1605063595,1605063595,2,0
838,3823,0,1,1,2,active,False,3823,3,26,1605063200,1,1,1605063595,1605063595,1,0
839,3824,0,1,1,0,active,False,3824,2,21,1605058841,1,0,1605063595,1605063595,1,0
840,3825,0,1,1,0,active,False,3825,0,29,1605028635,1,0,1605063595,1605063595,0,0
841,3826,0,1,1,0,active,False,3826,0,18,1605062256,1,0,1605063595,1605063595,0,0
842,3827,0,1,1,2,active,False,3827,12,8,1605063333,1,0,1605063595,1605063595,0,0
843,3828,0,1,1,1,active,False,3828,2,20,1605062765,1,0,1605063595,1605063595,0,1
844,3829,0,1,1,0,active,False,3829,1,23,1605060471,1,0,1605063595,1605063595,0,0
845,3830,0,1,1,1,active,False,3830,4,18,1605059367,1,0,1605063595,1605063595,1,0
846,3831,0,1,1,3,active,False,3831,6,29,1605060875,1,0,1605063595,1605063595,1,0
847,3832,0,1,1,2,active,False,3832,7,12,1605060428,1,2,1605063595,1605063595,1,0
848,3833,0,1,1,0,active,False,3833,3,15,1605059079,1,0,1605063595,1605063595,0,0
849,3834,0,1,1,0,active,False,3834,3,15,1605060359,1,1,1605063595,1605063595,0,1
850,3835,0,1,1,1,active,False,3835,3,19,1605062483,1,0,1605063595,1605063595,1,0
851,3836,0,1,1,1,active,False,3836,5,24,1605062449,1,0,1605063595,1605063595,0,1
852,3837,0,1,1,0,active,False,3837,1,28,1605059430,1,0,1605063595,1605063595,3,0
853,3838,0,1,1,0,active,False,3838,0,25,1605062327,1,0,1605063595,1605063595,0,0
854,3839,0,1,1,3,active,False,3839,4,25,1605062793,1,0,1605063595,1605063595,0,0
855,3840,0,1,1,1,active,False,3840,2,21,1605062552,1,1,1605063595,1605063595,2,0
856,3841,0,1,1,4,active,False,3841,7,18,1605061833,1,0,1605063595,1605063595,0,1
857,3842,0,1,1,0,active,False,3842,2,27,1605056153,1,0,1605063595,1605063595,0,0
858,3843,0,1,1,0,active,False,3843,0,22,1605062493,1,1,1605063595,1605063595,0,0
859,3844,0,1,1,0,active,False,3844,5,20,1605063323,1,0,1605063595,1605063595,0,0
860,3845,0,1,1,1,active,False,3845,1,19,1605061442,1,1,1605063595,1605063595,1,0
861,3846,0,1,1,0,active,False,3846,1,24,1605063246,1,0,1605063595,1605063595,1,0
862,3847,0,1,1,0,active,False,3847,0,25,1605043943,1,0,1605063595,1605063595,0,0
863,3848,0,1,1,3,active,False,3848,4,28,1605062896,1,0,1605063595,1605063595,0,1
864,3849,0,1,1,0,active,False,3849,6,10,1605061540,1,1,1605063595,1605063595,1,0
865,3850,0,1,1,0,active,False,3850,19,5,1605062071,1,1,1605063595,1605063595,0,2
866,3851,0,1,1,0,active,False,3851,10,10,1605053983,1,0,1605063595,1605063595,0,0
867,3852,0,1,1,1,active,False,3852,11,6,1605055432,1,0,1605063595,1605063595,0,0
868,3853,0,1,1,0,active,False,3853,10,10,1605062360,1,0,1605063595,1605063595,1,0
869,3854,0,1,1,0,active,False,3854,2,22,1605060383,1,0,1605063595,1605063595,1,0
870,3855,0,1,1,0,active,False,3855,2,20,1605057508,1,0,1605063595,1605063595,0,0
871,3856,0,1,1,0,active,False,3856,3,21,1605062860,1,1,1605063595,1605063595,1,0
872,3857,0,1,1,1,active,False,3857,5,13,1605062700,1,1,1605063595,1605063595,0,1
873,3858,0,1,1,1,active,False,3858,14,6,1605057548,1,0,1605063595,1605063595,0,0
874,3859,0,1,1,0,active,False,3859,5,14,1605057329,1,1,1605063595,1605063595,1,0
875,3860,0,1,1,0,active,False,3860,5,21,1605060563,1,0,1605063595,1605063595,0,0
876,3861,0,1,1,0,active,False,3861,1,19,1605060979,1,0,1605063595,1605063595,2,0
877,3862,0,1,1,0,active,False,3862,0,18,1605050557,1,0,1605063595,1605063595,0,0
878,3863,0,1,1,0,active,False,3863,4,14,1605060378,1,0,1605063595,1605063595,4,0
879,3864,0,1,1,1,active,False,3864,3,27,1605056067,1,0,1605063595,1605063595,0,0
880,3865,0,1,1,0,active,False,3865,3,21,1605058892,1,0,1605063595,1605063595,1,0
881,3866,0,1,1,1,active,False,3866,2,30,1605057115,1,0,1605063595,1605063595,0,0
882,3867,0,1,1,0,active,False,3867,0,29,1605035701,1,0,1605063595,1605063595,0,0
883,3868,0,1,1,1,active,False,3868,3,16,1605063034,1,0,1605063595,1605063595,0,1
884,3869,0,1,1,0,active,False,3869,3,21,1605058214,1,0,1605063595,1605063595,0,2
885,3870,0,1,1,1,active,False,3870,1,19,1605063532,1,0,1605063595,1605063595,0,0
886,3871,0,1,1,0,active,False,3871,0,29,1605042013,1,1,1605063595,1605063595,0,0
887,3872,0,1,1,0,active,False,3872,1,18,1605053124,1,0,1605063595,1605063595,0,0
888,3873,0,1,1,0,active,False,3873,1,16,1605063446,1,0,1605063595,1605063595,0,0
889,3874,0,1,1,1,active,False,3874,2,14,1605061172,1,0,1605063595,1605063595,0,0
890,3875,0,1,1,0,active,False,3875,1,14,1605062900,1,0,1605063595,1605063595,0,0
891,3876,0,1,1,1,active,False,3876,5,18,1605063161,1,0,1605063595,1605063595,2,0
892,3877,0,1,1,0,active,False,3877,4,20,1605058845,1,1,1605063595,1605063595,0,0
893,3878,0,1,1,0,active,False,3878,2,17,1605051651,1,0,1605063595,1605063595,0,0
894,3879,0,1,1,1,active,False,3879,4,20,1605061838,1,1,1605063595,1605063595,0,0
895,3880,0,1,1,0,active,False,3880,6,21,1605057801,1,0,1605063595,1605063595,0,0
896,3881,0,1,1,0,active,False,3881,28,10,1605063345,1,1,1605063595,1605063595,0,0
897,3882,0,1,1,1,active,False,3882,1,14,1605063098,1,0,1605063595,1605063595,0,0
898,3883,0,1,1,1,active,False,3883,1,18,1605058689,1,0,1605063595,1605063595,0,0
899,3884,0,1,1,1,active,False,3884,2,21,1605063020,1,0,1605063595,1605063595,0,0
900,3885,0,1,1,3,active,False,3885,4,15,1605061200,1,0,1605063595,1605063595,0,0
901,3886,0,1,1,2,active,False,3886,4,16,1605061456,1,0,1605063595,1605063595,0,0
902,3887,0,1,1,0,active,False,3887,19,2,1605062927,1,0,1605063595,1605063595,1,0
903,3888,0,1,1,0,active,False,3888,1,17,1605056383,1,1,1605063595,1605063595,1,0
904,3890,0,1,1,0,active,False,3890,2,28,1605059623,1,1,1605063595,1605063595,2,0
905,3891,0,1,1,0,active,False,3891,3,17,1605060160,1,0,1605063595,1605063595,0,0
906,3892,0,1,1,1,active,False,3892,7,12,1605060084,1,0,1605063595,1605063595,0,0
907,3893,0,1,1,6,active,False,3893,12,12,1605063154,1,1,1605063595,1605063595,0,2
908,3894,0,1,1,0,active,False,3894,30,1,1605063179,1,5,1605063595,1605063595,0,1
909,3895,0,1,1,0,active,False,3895,1,24,1605058487,1,0,1605063595,1605063595,0,0
910,3896,0,1,1,1,active,False,3896,4,18,1605063585,1,0,1605063595,1605063595,0,0
911,3897,0,1,1,0,active,False,3897,1,16,1605053814,1,0,1605063595,1605063595,2,0
912,3898,0,1,1,1,active,False,3898,2,55,1605063458,1,0,1605063595,1605063595,0,0
913,3899,0,1,1,0,active,False,3899,14,4,1605060399,1,0,1605063595,1605063595,1,0
914,3900,0,1,1,0,active,False,3900,1,27,1605053635,1,2,1605063595,1605063595,0,0
915,3901,0,1,1,4,active,False,3901,4,13,1605060481,1,0,1605063595,1605063595,0,1
916,3902,0,1,1,0,active,False,3902,2,17,1605061046,1,0,1605063595,1605063595,0,0
917,3903,0,1,1,2,active,False,3903,6,11,1605063290,1,0,1605063595,1605063595,1,0
918,3905,0,1,1,0,active,False,3905,19,7,1605062346,1,1,1605063595,1605063595,1,0
919,3906,0,1,1,0,active,False,3906,29,3,1605063191,1,0,1605063595,1605063595,3,0
920,3907,0,1,1,0,active,False,3907,3,14,1605062104,1,0,1605063595,1605063595,1,0
921,3909,0,1,1,1,active,False,3909,1,19,1605058148,1,0,1605063595,1605063595,0,1
922,3910,0,1,1,4,active,False,3910,6,11,1605063489,1,0,1605063595,1605063595,0,0
923,3911,0,1,1,2,active,False,3911,14,8,1605062444,1,0,1605063595,1605063595,0,1
924,3913,0,1,1,0,active,False,3913,11,7,1605056176,1,1,1605063595,1605063595,1,0
925,3914,0,1,1,1,active,False,3914,5,33,1605062922,1,1,1605063595,1605063595,1,0
926,3916,0,1,1,0,active,True,3916,38,7,1605062428,1,0,1605063595,1605063595,0,1
927,3917,0,1,1,0,active,False,3917,21,10,1605058322,1,0,1605063595,1605063595,0,1
928,3918,0,1,1,1,active,False,3918,27,0,1605061989,1,3,1605063595,1605063595,0,0
929,3919,0,1,1,0,active,False,3919,31,6,1605063489,1,0,1605063595,1605063595,4,0
930,3920,0,1,1,0,active,False,3920,13,5,1605063538,1,1,1605063595,1605063595,0,0
931,3921,0,1,1,0,active,False,3921,6,12,1605063181,1,1,1605063595,1605063595,0,1
932,3922,0,1,1,0,active,False,3922,11,8,1605062717,1,0,1605063595,1605063595,0,0
933,3923,0,1,1,1,active,False,3923,2,15,1605060383,1,0,1605063595,1605063595,0,0
934,3924,0,1,1,3,active,False,3924,10,14,1605059650,1,1,1605063595,1605063595,0,1
935,3925,0,1,1,0,active,False,3925,11,10,1605062843,1,0,1605063595,1605063595,0,0
936,3926,0,1,1,1,active,False,3926,2,17,1605062844,1,1,1605063595,1605063595,0,0
937,3927,0,1,1,0,active,False,3927,3,24,1605060496,1,0,1605063595,1605063595,0,0
938,3928,0,1,1,2,active,False,3928,8,9,1605062962,1,1,1605063595,1605063595,0,2
939,3929,0,1,1,1,active,False,3929,9,9,1605061168,1,1,1605063595,1605063595,0,0
940,3930,0,1,1,2,active,False,3930,6,12,1605061508,1,1,1605063595,1605063595,0,0
941,3931,0,1,1,1,active,False,3931,6,17,1605060894,1,0,1605063595,1605063595,0,0
