,num_bikes_available,num_bikes_disabled,num_docks_available,is_installed,last_reported,station_status,station_id,num_docks_disabled,is_returning,is_renting,eightd_has_available_keys,num_ebikes_available,legacy_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,28,0,27,1,1604650511,active,72,0,1,1,False,0,72,,,1604653205,1604653205,0,0
1,14,0,19,1,1604650155,active,79,0,1,1,False,0,79,,,1604653205,1604653205,0,0
2,11,0,16,1,1604651229,active,82,0,1,1,False,1,82,,,1604653205,1604653205,0,0
3,41,0,21,1,1604645467,active,83,0,1,1,False,0,83,,,1604653205,1604653205,0,0
4,0,0,0,0,86400,out_of_service,116,0,0,0,False,0,116,,,1604653205,1604653205,0,0
5,50,1,2,1,1604645349,active,119,0,1,1,False,0,119,,,1604653205,1604653205,0,0
6,5,0,14,1,1604644148,active,120,0,1,1,False,0,120,,,1604653205,1604653205,1,0
7,29,2,0,1,1604647753,active,127,0,1,1,False,0,127,,,1604653205,1604653205,0,0
8,44,2,10,1,1604648956,active,128,0,1,1,False,1,128,,,1604653205,1604653205,0,0
9,15,0,9,1,1604639302,active,143,0,1,1,False,2,143,,,1604653205,1604653205,0,0
10,44,0,14,1,1604648272,active,144,0,1,1,False,1,144,,,1604653205,1604653205,0,0
11,21,1,17,1,1604653201,active,146,0,1,1,False,0,146,,,1604653205,1604653205,0,1
12,22,0,33,1,1604647752,active,150,0,1,1,False,2,150,,,1604653205,1604653205,0,0
13,29,1,3,1,1604652973,active,151,0,1,1,True,1,151,,,1604653205,1604653205,0,0
14,22,0,27,1,1604646218,active,152,0,1,1,False,0,152,,,1604653205,1604653205,0,0
15,21,1,1,1,1604645349,active,157,0,1,1,False,0,157,,,1604653205,1604653205,0,0
16,17,1,17,1,1604651045,active,161,0,1,1,False,2,161,,,1604653205,1604653205,0,0
17,46,0,1,1,1604644928,active,164,0,1,1,False,4,164,,,1604653205,1604653205,0,11
18,9,1,37,1,1604650155,active,168,0,1,1,False,0,168,,,1604653205,1604653205,0,0
19,25,1,44,1,1604650982,active,173,0,1,1,False,0,173,,,1604653205,1604653205,0,0
20,13,2,20,1,1604648954,active,174,0,1,1,False,2,174,,,1604653205,1604653205,0,0
21,30,1,29,1,1604651318,active,212,0,1,1,False,0,212,,,1604653205,1604653205,0,0
22,9,1,27,1,1604651987,active,216,0,1,1,False,0,216,,,1604653205,1604653205,0,0
23,29,0,10,1,1604651797,active,217,0,1,1,False,1,217,,,1604653205,1604653205,0,0
24,20,0,13,1,1604641717,active,223,0,1,1,False,0,223,,,1604653205,1604653205,0,0
25,2,0,28,1,1604644148,active,224,0,1,1,True,0,224,,,1604653205,1604653205,0,0
26,10,0,45,1,1604652309,active,228,0,1,1,False,0,228,,,1604653205,1604653205,0,0
27,1,3,19,1,1604647752,active,229,0,1,1,False,0,229,,,1604653205,1604653205,0,0
28,44,1,2,1,1604648140,active,236,0,1,1,False,1,236,,,1604653205,1604653205,0,1
29,25,0,14,1,1604639732,active,237,0,1,1,False,0,237,,,1604653205,1604653205,0,0
30,28,1,2,1,1604653192,active,238,0,1,1,False,3,238,,,1604653205,1604653205,0,0
31,18,0,13,1,1604645413,active,239,0,1,1,False,1,239,,,1604653205,1604653205,0,0
32,12,2,9,1,1604645349,active,241,0,1,1,False,0,241,,,1604653205,1604653205,0,0
33,33,0,13,1,1604644149,active,242,0,1,1,False,1,242,,,1604653205,1604653205,0,0
34,8,0,23,1,1604645349,active,244,0,1,1,False,0,244,,,1604653205,1604653205,1,0
35,2,1,20,1,1604650155,active,245,0,1,1,False,1,245,,,1604653205,1604653205,0,0
36,49,0,6,1,1604652684,active,247,0,1,1,False,1,247,,,1604653205,1604653205,0,0
37,48,1,50,1,1604646551,active,248,0,1,1,False,1,248,,,1604653205,1604653205,0,0
38,6,0,21,1,1604650154,active,249,0,1,1,False,0,249,,,1604653205,1604653205,0,0
39,16,0,24,1,1604651128,active,250,0,1,1,False,0,250,,,1604653205,1604653205,0,1
40,21,3,3,1,1604648954,active,251,0,1,1,False,1,251,,,1604653205,1604653205,0,0
41,25,0,8,1,1604647751,active,252,0,1,1,False,0,252,,,1604653205,1604653205,0,0
42,23,1,22,1,1604651007,active,254,1,1,1,False,1,254,,,1604653205,1604653205,0,0
43,7,0,32,1,1604650155,active,257,0,1,1,False,0,257,,,1604653205,1604653205,0,0
44,16,1,6,1,1604645349,active,258,0,1,1,False,0,258,,,1604653205,1604653205,0,0
45,32,1,6,1,1604645350,active,259,0,1,1,False,2,259,,,1604653205,1604653205,1,0
46,17,0,16,1,1604646760,active,260,0,1,1,False,0,260,,,1604653205,1604653205,0,0
47,11,0,30,1,1604645350,active,261,0,1,1,False,1,261,,,1604653205,1604653205,0,0
48,12,1,11,1,1604652516,active,262,0,1,1,False,1,262,,,1604653205,1604653205,0,0
49,17,0,10,1,1604646551,active,264,0,1,1,False,5,264,,,1604653205,1604653205,0,0
50,26,2,7,1,1604649836,active,265,0,1,1,False,0,265,,,1604653205,1604653205,1,0
51,8,4,58,1,1604650154,active,267,0,1,1,False,0,267,,,1604653205,1604653205,0,0
52,1,1,25,1,1604650154,active,268,0,1,1,False,0,268,,,1604653205,1604653205,1,0
53,6,0,17,1,1604650155,active,270,0,1,1,False,0,270,,,1604653205,1604653205,0,0
54,19,0,12,1,1604645350,active,274,0,1,1,False,4,274,,,1604653205,1604653205,0,0
55,5,2,12,1,1604645350,active,275,0,1,1,False,0,275,,,1604653205,1604653205,0,0
56,13,0,12,1,1604646550,active,276,0,1,1,False,0,276,,,1604653205,1604653205,0,1
57,5,1,13,1,1604645349,active,278,0,1,1,False,1,278,,,1604653205,1604653205,0,0
58,0,0,0,0,86400,out_of_service,280,0,0,0,False,0,280,,,1604653205,1604653205,0,0
59,9,0,57,1,1604648440,active,281,0,1,1,True,2,281,,,1604653205,1604653205,0,1
60,22,1,4,1,1604652387,active,282,0,1,1,False,4,282,,,1604653205,1604653205,0,0
61,29,0,22,1,1604648953,active,284,0,1,1,False,0,284,,,1604653205,1604653205,0,0
62,9,0,44,1,1604651017,active,285,0,1,1,True,1,285,,,1604653205,1604653205,1,0
63,7,0,12,1,1604644149,active,289,0,1,1,False,1,289,,,1604653205,1604653205,0,0
64,19,0,1,1,1604653172,active,291,0,1,1,False,1,291,,,1604653205,1604653205,1,0
65,14,3,37,1,1604651239,active,293,0,1,1,False,0,293,,,1604653205,1604653205,2,0
66,0,0,0,1,86400,active,295,0,0,0,False,0,295,,,1604653205,1604653205,0,0
67,32,1,44,1,1604651773,active,297,0,1,1,False,5,297,,,1604653205,1604653205,0,0
68,31,0,4,1,1604645349,active,298,0,1,1,False,2,298,,,1604653205,1604653205,0,0
69,41,0,17,1,1604650155,active,301,0,1,1,False,1,301,,,1604653205,1604653205,0,0
70,18,2,17,1,1604651114,active,302,0,1,1,False,4,302,,,1604653205,1604653205,0,0
71,50,2,15,1,1604648953,active,303,0,1,1,False,0,303,,,1604653205,1604653205,0,0
72,14,0,19,1,1604652006,active,304,0,1,1,True,2,304,,,1604653205,1604653205,0,0
73,3,2,28,1,1604647763,active,305,0,1,1,False,1,305,,,1604653205,1604653205,0,1
74,26,0,4,1,1604653175,active,307,0,1,1,False,4,307,,,1604653205,1604653205,0,0
75,17,1,30,1,1604650155,active,308,0,1,1,False,4,308,,,1604653205,1604653205,0,0
76,19,1,21,1,1604651596,active,309,0,1,1,False,0,309,,,1604653205,1604653205,0,0
77,65,0,1,1,1604650012,active,310,0,1,1,False,0,310,,,1604653205,1604653205,0,0
78,22,0,9,1,1604648086,active,311,0,1,1,False,0,311,,,1604653205,1604653205,0,0
79,29,2,2,1,1604651751,active,312,0,1,1,False,2,312,,,1604653205,1604653205,0,0
80,54,0,1,1,1604644148,active,313,0,1,1,False,1,313,,,1604653205,1604653205,0,0
81,14,1,14,1,1604649832,active,315,0,1,1,False,0,315,,,1604653205,1604653205,0,0
82,6,0,37,1,1604652527,active,316,0,1,1,False,0,316,,,1604653205,1604653205,0,0
83,53,0,1,1,1604650155,active,317,0,1,1,False,1,317,,,1604653205,1604653205,0,0
84,7,0,26,1,1604647510,active,319,0,1,1,False,2,319,,,1604653205,1604653205,0,0
