,station_status,last_reported,is_returning,is_renting,num_docks_disabled,num_bikes_disabled,num_docks_available,station_id,num_bikes_available,is_installed,num_ebikes_available,eightd_has_available_keys,legacy_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,active,1605166769,1,1,0,0,48,72,7,1,0,False,72,,,1605168005,1605168005,1,0
1,active,1605164151,1,1,0,0,4,79,29,1,1,False,79,,,1605168005,1605168005,0,0
2,active,1605162945,1,1,0,0,0,82,27,1,6,False,82,,,1605168005,1605168005,0,0
3,active,1605161738,1,1,0,1,31,83,30,1,0,False,83,,,1605168005,1605168005,0,0
4,out_of_service,86400,0,0,0,0,0,116,0,0,0,False,116,,,1605168005,1605168005,0,0
5,active,1605161738,1,1,0,0,10,119,43,1,1,False,119,,,1605168005,1605168005,0,0
6,active,1605161741,1,1,0,1,15,120,3,1,2,False,120,,,1605168005,1605168005,0,0
7,active,1605162946,1,1,0,0,22,127,9,1,3,False,127,,,1605168005,1605168005,0,0
8,active,1605164149,1,1,0,0,22,128,34,1,1,False,128,,,1605168005,1605168005,0,0
9,active,1605161740,1,1,0,0,16,143,8,1,1,False,143,,,1605168005,1605168005,0,0
10,active,1605167542,1,1,0,1,7,144,50,1,1,False,144,,,1605168005,1605168005,0,1
11,active,1605161739,1,1,0,0,14,146,25,1,0,False,146,,,1605168005,1605168005,0,0
12,active,1605167821,1,1,0,0,15,150,40,1,6,False,150,,,1605168005,1605168005,0,0
13,active,1605162943,1,1,0,3,10,151,20,1,1,True,151,,,1605168005,1605168005,0,0
14,active,1605162060,1,1,0,0,8,152,41,1,0,False,152,,,1605168005,1605168005,0,0
15,active,1605161738,1,1,0,0,16,157,7,1,1,False,157,,,1605168005,1605168005,0,0
16,active,1605162945,1,1,0,2,21,161,12,1,0,False,161,,,1605168005,1605168005,0,0
17,active,1605166561,1,1,0,2,34,164,11,1,0,False,164,,,1605168005,1605168005,0,0
18,active,1605164151,1,1,0,0,20,168,27,1,0,False,168,,,1605168005,1605168005,0,0
19,active,1605167662,1,1,0,0,25,173,45,1,0,False,173,,,1605168005,1605168005,0,0
20,active,1605164150,1,1,0,0,27,174,8,1,0,False,174,,,1605168005,1605168005,0,0
21,active,1605164150,1,1,0,1,9,212,50,1,0,False,212,,,1605168005,1605168005,0,0
22,active,1605161741,1,1,0,1,26,216,10,1,0,False,216,,,1605168005,1605168005,0,0
23,active,1605161740,1,1,0,1,4,217,34,1,1,False,217,,,1605168005,1605168005,0,0
24,active,1605162948,1,1,0,1,5,223,27,1,0,False,223,,,1605168005,1605168005,0,0
25,active,1605163471,1,1,0,1,24,224,5,1,1,True,224,,,1605168005,1605168005,0,0
26,active,1605162784,0,0,1,1,4,228,49,1,14,False,228,,,1605168005,1605168005,0,0
27,active,1605163341,1,1,0,1,13,229,9,1,0,False,229,,,1605168005,1605168005,0,0
28,active,86400,1,1,0,0,0,236,0,1,0,False,236,,,1605168005,1605168005,0,0
29,active,1605160415,1,1,0,3,7,237,29,1,0,False,237,,,1605168005,1605168005,0,0
30,active,1605162945,1,1,0,0,11,238,20,1,1,False,238,,,1605168005,1605168005,0,0
31,active,1605161739,1,1,0,1,1,239,29,1,0,False,239,,,1605168005,1605168005,0,0
32,active,1605161739,1,1,0,1,16,241,6,1,0,False,241,,,1605168005,1605168005,0,0
33,active,1605161739,1,1,0,1,7,242,38,1,0,False,242,,,1605168005,1605168005,0,0
34,active,1605162029,1,1,0,1,24,244,6,1,4,False,244,,,1605168005,1605168005,1,0
35,active,1605161049,1,1,0,0,8,245,15,1,2,False,245,,,1605168005,1605168005,0,0
36,active,1605164949,1,1,0,2,26,247,27,1,0,False,247,,,1605168005,1605168005,0,0
37,active,1605162944,1,1,0,0,13,248,86,1,0,False,248,,,1605168005,1605168005,0,0
38,active,1605164150,1,1,0,0,3,249,24,1,0,False,249,,,1605168005,1605168005,1,0
39,active,1605163431,1,1,0,1,5,250,34,1,1,False,250,,,1605168005,1605168005,0,0
40,active,1605164488,1,1,0,0,12,251,15,1,1,False,251,,,1605168005,1605168005,0,0
41,active,1605162945,1,1,0,0,15,252,18,1,0,False,252,,,1605168005,1605168005,0,0
42,active,1605162945,1,1,1,1,31,254,14,1,3,False,254,,,1605168005,1605168005,0,0
43,active,1605164150,1,1,0,4,12,257,23,1,0,False,257,,,1605168005,1605168005,0,0
44,active,1605161740,1,1,0,1,16,258,6,1,2,False,258,,,1605168005,1605168005,0,0
45,active,1605161739,1,1,0,0,1,259,38,1,0,False,259,,,1605168005,1605168005,0,0
46,active,1605167992,1,1,0,0,11,260,22,1,0,False,260,,,1605168005,1605168005,0,0
47,active,1605161739,1,1,0,0,20,261,21,1,0,False,261,,,1605168005,1605168005,0,0
48,active,1605161739,1,1,0,1,17,262,6,1,0,False,262,,,1605168005,1605168005,0,0
49,active,1605162945,1,1,0,0,8,264,19,1,1,False,264,,,1605168005,1605168005,0,0
50,active,1605162944,1,1,0,1,24,265,10,1,0,False,265,,,1605168005,1605168005,0,0
51,active,1605164149,1,1,0,0,63,267,7,1,1,False,267,,,1605168005,1605168005,0,0
52,active,1605165340,1,1,0,0,4,268,23,1,1,False,268,,,1605168005,1605168005,0,0
53,active,1605164150,1,1,0,0,19,270,4,1,3,False,270,,,1605168005,1605168005,0,0
54,active,1605165083,1,1,0,0,18,274,13,1,0,False,274,,,1605168005,1605168005,0,0
55,active,1605161739,1,1,0,0,14,275,5,1,0,False,275,,,1605168005,1605168005,0,0
56,active,1605162235,1,1,0,0,8,276,17,1,0,False,276,,,1605168005,1605168005,0,0
57,active,1605163349,1,1,0,0,5,278,14,1,0,False,278,,,1605168005,1605168005,0,0
58,out_of_service,86400,0,0,0,0,0,280,0,0,0,False,280,,,1605168005,1605168005,0,0
59,active,1605167011,1,1,0,0,25,281,41,1,4,True,281,,,1605168005,1605168005,0,0
60,active,1605164149,1,1,0,0,17,282,10,1,3,False,282,,,1605168005,1605168005,0,0
61,active,1605164150,1,1,0,0,30,284,21,1,0,False,284,,,1605168005,1605168005,0,0
62,active,1605166218,1,1,0,1,14,285,38,1,0,True,285,,,1605168005,1605168005,0,0
63,active,1605164308,1,1,0,0,16,289,3,1,1,False,289,,,1605168005,1605168005,0,0
64,active,1605164150,1,1,0,1,1,291,18,1,0,False,291,,,1605168005,1605168005,0,0
65,active,1605167768,1,1,0,0,15,293,39,1,0,False,293,,,1605168005,1605168005,0,0
66,active,1605162945,1,1,0,0,0,295,24,1,3,False,295,,,1605168005,1605168005,0,0
67,active,1605164279,1,1,0,1,51,297,25,1,0,False,297,,,1605168005,1605168005,0,1
68,active,1605161740,1,1,0,1,27,298,7,1,0,False,298,,,1605168005,1605168005,0,0
69,active,1605164151,1,1,0,0,6,301,52,1,2,False,301,,,1605168005,1605168005,0,0
70,active,1605164858,1,1,0,5,14,302,18,1,6,False,302,,,1605168005,1605168005,0,0
71,active,1605164149,1,1,0,0,23,303,44,1,0,False,303,,,1605168005,1605168005,0,0
72,active,1605163846,1,1,0,0,14,304,19,1,2,False,304,,,1605168005,1605168005,0,0
73,active,1605162944,1,1,0,0,28,305,5,1,1,False,305,,,1605168005,1605168005,0,0
74,active,1605167469,1,1,0,0,5,307,25,1,1,False,307,,,1605168005,1605168005,0,0
75,active,1605164153,1,1,0,1,0,308,47,1,1,False,308,,,1605168005,1605168005,0,0
76,active,1605164151,1,1,0,0,12,309,29,1,1,False,309,,,1605168005,1605168005,0,0
77,active,1605166718,1,1,0,2,20,310,44,1,0,False,310,,,1605168005,1605168005,0,0
78,active,1605162945,1,1,0,1,1,311,29,1,6,False,311,,,1605168005,1605168005,0,0
79,active,1605164857,1,1,0,0,3,312,30,1,4,False,312,,,1605168005,1605168005,0,0
80,active,1605161739,1,1,0,1,6,313,48,1,1,False,313,,,1605168005,1605168005,0,0
81,active,1605161739,1,1,0,3,14,315,12,1,0,False,315,,,1605168005,1605168005,0,0
82,active,1605162945,1,1,0,0,31,316,12,1,1,False,316,,,1605168005,1605168005,0,0
83,active,1605166473,1,1,0,1,12,317,41,1,4,False,317,,,1605168005,1605168005,0,0
84,active,1605163857,1,1,0,0,13,319,20,1,0,False,319,,,1605168005,1605168005,1,0
85,active,1605164150,1,1,0,0,10,320,29,1,0,False,320,,,1605168005,1605168005,0,0
86,active,1605161740,1,1,0,1,5,321,33,1,0,False,321,,,1605168005,1605168005,0,1
87,active,1605161740,1,1,0,0,5,323,34,1,2,False,323,,,1605168005,1605168005,0,0
88,active,1605161744,1,1,0,1,6,324,67,1,0,False,324,,,1605168005,1605168005,0,0
89,active,1605164554,1,1,0,2,21,325,12,1,0,False,325,,,1605168005,1605168005,0,0
90,active,1605162945,1,1,0,0,28,326,13,1,1,False,326,,,1605168005,1605168005,0,0
91,active,1605165647,1,1,0,1,5,327,33,1,1,True,327,,,1605168005,1605168005,0,0
92,active,1605162944,1,1,0,3,5,328,27,1,0,False,328,,,1605168005,1605168005,0,0
93,active,1605164151,1,1,0,0,19,330,20,1,1,False,330,,,1605168005,1605168005,0,0
94,active,1605162945,1,1,0,2,12,331,13,1,2,False,331,,,1605168005,1605168005,0,1
95,active,1605162944,1,1,0,2,11,332,23,1,5,False,332,,,1605168005,1605168005,0,0
96,active,1605167483,1,1,0,0,1,334,30,1,0,False,334,,,1605168005,1605168005,0,0
97,active,1605162945,1,1,0,1,20,335,6,1,0,False,335,,,1605168005,1605168005,0,0
98,active,1605162945,1,1,0,0,17,336,19,1,0,False,336,,,1605168005,1605168005,0,0
99,active,1605162945,1,1,0,0,4,340,23,1,0,False,340,,,1605168005,1605168005,0,0
100,active,1605164150,1,1,0,0,6,341,13,1,3,False,341,,,1605168005,1605168005,0,0
101,active,1605166386,1,1,1,1,4,342,23,1,2,False,342,,,1605168005,1605168005,0,0
102,active,1605161738,1,1,0,0,5,343,18,1,0,False,343,,,1605168005,1605168005,0,0
103,active,1605163271,1,1,0,4,17,344,2,1,0,False,344,,,1605168005,1605168005,0,0
104,active,1605167895,1,1,0,2,3,346,22,1,4,False,346,,,1605168005,1605168005,0,0
105,active,1605165099,1,1,0,0,28,347,26,1,0,False,347,,,1605168005,1605168005,0,1
106,active,1605158027,1,1,0,0,1,349,60,1,4,False,349,,,1605168005,1605168005,0,0
107,active,1605164150,1,1,1,0,0,350,46,1,17,False,350,,,1605168005,1605168005,0,0
108,active,1605161740,1,1,0,0,2,351,37,1,0,False,351,,,1605168005,1605168005,0,1
109,active,1605161739,1,1,0,1,25,353,1,1,0,False,353,,,1605168005,1605168005,0,0
110,active,1605160677,1,1,0,0,40,354,7,1,4,False,354,,,1605168005,1605168005,0,0
111,active,1605164152,1,1,0,0,10,355,33,1,0,False,355,,,1605168005,1605168005,0,0
112,active,1605164149,1,1,0,1,5,356,17,1,3,False,356,,,1605168005,1605168005,0,0
113,active,1605163674,1,1,0,0,21,358,29,1,3,False,358,,,1605168005,1605168005,0,0
114,active,1605162945,1,1,0,3,52,359,23,1,0,False,359,,,1605168005,1605168005,0,0
115,active,1605160951,1,1,0,2,20,360,17,1,0,False,360,,,1605168005,1605168005,0,0
116,active,1605159509,1,1,0,0,13,361,66,1,2,False,361,,,1605168005,1605168005,0,0
117,active,1605166562,1,1,0,2,29,362,26,1,0,False,362,,,1605168005,1605168005,0,0
118,out_of_service,1604843856,0,0,0,0,3,363,0,0,0,False,363,,,1605168005,1605168005,0,0
119,active,1605164150,1,1,0,2,20,364,5,1,3,False,364,,,1605168005,1605168005,0,0
120,active,1605167142,1,1,0,0,18,366,15,1,3,False,366,,,1605168005,1605168005,0,0
121,active,1605164150,1,1,0,0,35,367,8,1,1,False,367,,,1605168005,1605168005,0,0
122,active,1605162944,1,1,2,1,23,368,21,1,0,False,368,,,1605168005,1605168005,0,0
123,active,1605156447,1,1,0,0,22,369,54,1,1,False,369,,,1605168005,1605168005,2,0
124,active,1605162854,1,1,0,1,13,372,13,1,3,False,372,,,1605168005,1605168005,0,0
125,active,1605162944,1,1,0,0,13,373,6,1,0,False,373,,,1605168005,1605168005,0,0
126,active,1605153924,1,1,0,0,5,376,37,1,0,False,376,,,1605168005,1605168005,0,0
127,active,1605162944,1,1,0,0,9,377,39,1,0,False,377,,,1605168005,1605168005,0,0
128,active,1605165197,0,0,0,0,1,379,55,1,9,False,379,,,1605168005,1605168005,0,0
129,active,1605162945,1,1,0,0,8,380,34,1,1,False,380,,,1605168005,1605168005,0,0
130,active,1605162945,1,1,1,0,15,383,23,1,5,False,383,,,1605168005,1605168005,0,0
131,active,1605164149,1,1,0,0,14,385,15,1,4,False,385,,,1605168005,1605168005,0,0
132,active,1605153795,1,1,0,1,6,386,75,1,0,False,386,,,1605168005,1605168005,0,0
133,active,1605162944,1,1,0,0,29,387,10,1,0,False,387,,,1605168005,1605168005,0,0
134,active,1605162944,1,1,0,0,15,388,20,1,0,False,388,,,1605168005,1605168005,0,0
135,active,1605161739,1,1,0,0,13,389,14,1,4,False,389,,,1605168005,1605168005,0,0
136,active,1605163484,1,1,0,0,22,390,9,1,0,False,390,,,1605168005,1605168005,0,0
137,active,1605167965,1,1,1,5,12,391,20,1,1,False,391,,,1605168005,1605168005,1,0
138,active,1605161740,1,1,0,0,4,392,31,1,1,False,392,,,1605168005,1605168005,0,0
139,active,1605164150,1,1,0,0,14,393,23,1,4,False,393,,,1605168005,1605168005,0,0
140,out_of_service,86400,0,0,0,0,0,394,0,0,0,False,394,,,1605168005,1605168005,0,0
141,active,1605156251,1,1,0,0,20,396,5,1,1,False,396,,,1605168005,1605168005,0,0
142,active,1605161739,1,1,0,0,72,397,3,1,1,False,397,,,1605168005,1605168005,0,0
143,active,1605161742,1,1,0,1,1,398,29,1,3,False,398,,,1605168005,1605168005,0,0
144,active,1605167799,1,1,0,0,35,399,4,1,2,False,399,,,1605168005,1605168005,0,1
145,active,1605162336,1,1,1,0,4,400,10,1,5,False,400,,,1605168005,1605168005,0,0
146,active,1605163910,1,1,0,2,18,401,22,1,1,False,401,,,1605168005,1605168005,0,0
147,active,1605164150,1,1,0,2,23,402,14,1,0,False,402,,,1605168005,1605168005,0,0
148,active,1605162944,1,1,0,0,3,403,28,1,2,False,403,,,1605168005,1605168005,0,0
149,active,1605162945,1,1,0,0,27,405,24,1,0,True,405,,,1605168005,1605168005,1,0
150,active,1605166562,1,1,0,1,9,406,10,1,2,False,406,,,1605168005,1605168005,0,0
151,active,1605156349,1,1,0,2,0,408,21,1,3,False,408,,,1605168005,1605168005,0,0
152,active,1605164377,1,1,0,1,21,410,23,1,3,False,410,,,1605168005,1605168005,1,0
