,legacy_id,station_id,is_returning,is_installed,num_docks_available,num_ebikes_available,num_bikes_available,last_reported,is_renting,eightd_has_available_keys,station_status,num_bikes_disabled,num_docks_disabled,valet,eightd_active_station_services,starttime,timestamp,demand,supply
907,3892,3892,1,1,18,0,1,1605221146,1,False,active,0,0,,,1605222005,1605222005,0,0
908,3893,3893,1,1,23,2,2,1605221851,1,False,active,0,0,,,1605222005,1605222005,1,0
909,3894,3894,1,1,6,0,30,1605221572,1,False,active,0,0,,,1605222005,1605222005,0,6
910,3895,3895,1,1,25,0,0,1605206250,1,False,active,0,0,,,1605222005,1605222005,0,0
911,3896,3896,1,1,20,1,2,1605210822,1,False,active,0,0,,,1605222005,1605222005,0,0
912,3897,3897,1,1,15,0,2,1605216983,1,False,active,0,0,,,1605222005,1605222005,0,0
913,3898,3898,1,1,47,0,9,1605220765,1,False,active,1,0,,,1605222005,1605222005,3,0
914,3899,3899,1,1,5,0,13,1605221562,1,False,active,0,0,,,1605222005,1605222005,0,0
915,3900,3900,1,1,25,2,3,1605221950,1,False,active,2,0,,,1605222005,1605222005,0,1
916,3901,3901,1,1,16,1,1,1605220271,1,False,active,0,0,,,1605222005,1605222005,0,0
917,3902,3902,1,1,16,1,3,1605216186,1,False,active,0,0,,,1605222005,1605222005,0,0
918,3903,3903,1,1,14,1,3,1605216880,1,False,active,0,0,,,1605222005,1605222005,0,0
919,3905,3905,1,1,13,0,12,1605221594,1,False,active,2,0,,,1605222005,1605222005,5,0
920,3906,3906,1,1,11,0,19,1605221971,1,False,active,2,0,,,1605222005,1605222005,0,5
921,3907,3907,1,1,16,0,1,1605213113,1,False,active,0,0,,,1605222005,1605222005,0,0
922,3909,3909,1,1,17,2,3,1605217191,1,False,active,0,0,,,1605222005,1605222005,0,1
923,3910,3910,1,1,12,4,5,1605213678,1,False,active,0,0,,,1605222005,1605222005,0,0
924,3911,3911,1,1,3,1,19,1605221957,1,False,active,0,0,,,1605222005,1605222005,0,1
925,3913,3913,1,1,3,0,16,1605221753,1,False,active,0,0,,,1605222005,1605222005,0,0
926,3914,3914,0,1,23,4,15,1605221926,0,False,active,1,0,,,1605222005,1605222005,2,0
927,3916,3916,1,1,4,1,40,1605221877,1,True,active,1,0,,,1605222005,1605222005,1,0
928,3917,3917,1,1,3,0,28,1605211492,1,False,active,0,0,,,1605222005,1605222005,0,0
929,3918,3918,1,1,13,8,16,1605221953,1,False,active,1,0,,,1605222005,1605222005,2,0
930,3919,3919,1,1,0,1,24,1605220887,1,False,active,1,32,"{'station_id': '7ed8e4d7-d70d-464d-a860-ed9895335c0e', 'active': True, 'off_dock_count': 0, 'region': 'BKN', 'off_dock_capacity': 70, 'valet_revision': 185, 'dock_blocked_count': 32}",[{'id': '7ed8e4d7-d70d-464d-a860-ed9895335c0e'}],1605222005,1605222005,0,8
931,3920,3920,1,1,11,0,7,1605221131,1,False,active,1,0,,,1605222005,1605222005,0,0
932,3921,3921,1,1,17,1,1,1605219998,1,False,active,1,0,,,1605222005,1605222005,0,0
933,3922,3922,1,1,14,1,5,1605214640,1,False,active,0,0,,,1605222005,1605222005,0,1
934,3923,3923,1,1,16,1,1,1605217973,1,False,active,0,0,,,1605222005,1605222005,0,1
935,3924,3924,1,1,10,2,14,1605219980,1,False,active,1,0,,,1605222005,1605222005,0,1
936,3925,3925,1,1,10,0,11,1605214249,1,False,active,0,0,,,1605222005,1605222005,0,1
937,3926,3926,1,1,18,2,2,1605219260,1,False,active,0,0,,,1605222005,1605222005,0,2
938,3927,3927,1,1,24,1,1,1605220939,1,False,active,2,0,,,1605222005,1605222005,3,0
939,3928,3928,1,1,12,0,4,1605221516,1,False,active,2,0,,,1605222005,1605222005,1,0
940,3929,3929,1,1,9,0,9,1605215878,1,False,active,1,0,,,1605222005,1605222005,1,0
941,3930,3930,1,1,12,0,7,1605214635,1,False,active,0,0,,,1605222005,1605222005,0,1
942,3931,3931,1,1,13,1,10,1605216937,1,False,active,0,0,,,1605222005,1605222005,0,0
943,3932,3932,1,1,15,0,7,1605221504,1,False,active,1,0,,,1605222005,1605222005,1,0
944,3933,3933,1,1,3,0,16,1605215430,1,False,active,0,0,,,1605222005,1605222005,0,0
945,3934,3934,1,1,22,1,5,1605221705,1,False,active,0,0,,,1605222005,1605222005,0,0
946,3935,3935,1,1,16,0,3,1605221318,1,False,active,0,0,,,1605222005,1605222005,0,1
947,3936,3936,1,1,14,0,4,1605218395,1,False,active,1,0,,,1605222005,1605222005,0,1
948,3937,3937,1,1,20,0,3,1605212477,1,False,active,0,0,,,1605222005,1605222005,0,0
949,3938,3938,1,1,12,1,7,1605173798,1,False,active,0,0,,,1605222005,1605222005,0,0
950,3939,3939,1,1,18,1,3,1605211854,1,False,active,0,0,,,1605222005,1605222005,0,0
951,3940,3940,1,1,14,1,1,1605193148,1,False,active,1,0,,,1605222005,1605222005,0,0
952,3941,3941,1,1,8,0,9,1605192950,1,False,active,0,0,,,1605222005,1605222005,0,2
953,3942,3942,1,1,20,0,1,1605213682,1,False,active,0,0,,,1605222005,1605222005,0,0
954,3944,3944,1,1,30,0,0,1605218867,1,False,active,0,0,,,1605222005,1605222005,1,0
955,3945,3945,1,1,19,0,0,1605219944,1,False,active,2,0,,,1605222005,1605222005,0,0
956,3946,3946,1,1,19,1,2,1605221361,1,False,active,0,0,,,1605222005,1605222005,0,0
957,3947,3947,1,1,17,0,0,1605210791,1,False,active,1,0,,,1605222005,1605222005,0,0
958,3948,3948,1,1,23,0,0,1605221388,1,False,active,0,0,,,1605222005,1605222005,1,0
959,3949,3949,1,1,0,3,19,1605217358,1,False,active,4,0,,,1605222005,1605222005,0,0
960,3950,3950,1,1,17,0,2,1605211131,1,False,active,0,0,,,1605222005,1605222005,0,0
961,3951,3951,1,1,14,0,4,1605217766,1,False,active,1,0,,,1605222005,1605222005,0,1
962,3952,3952,1,1,18,0,0,1605213724,1,False,active,1,0,,,1605222005,1605222005,0,0
963,3953,3953,1,1,21,2,4,1605214121,1,False,active,0,0,,,1605222005,1605222005,0,0
964,3955,3955,1,1,17,0,2,1605204786,1,False,active,0,0,,,1605222005,1605222005,0,0
965,3956,3956,1,1,22,0,1,1605211628,1,False,active,0,0,,,1605222005,1605222005,0,0
966,3957,3957,1,1,17,0,2,1605203407,1,False,active,0,0,,,1605222005,1605222005,0,0
967,3958,3958,0,1,18,2,5,1605219357,0,False,active,0,0,,,1605222005,1605222005,0,0
968,3959,3959,1,1,29,1,2,1605220127,1,False,active,0,0,,,1605222005,1605222005,0,1
969,3960,3960,1,1,19,2,2,1605221902,1,False,active,0,0,,,1605222005,1605222005,0,0
970,3961,3961,1,1,1,1,18,1605221077,1,False,active,0,0,,,1605222005,1605222005,0,1
971,3963,3963,1,1,3,0,27,1605220630,1,False,active,1,0,,,1605222005,1605222005,0,0
972,3964,3964,1,1,16,1,3,1605213160,1,False,active,1,0,,,1605222005,1605222005,0,0
973,3965,3965,1,1,17,0,2,1605172591,1,False,active,0,0,,,1605222005,1605222005,0,0
974,3966,3966,1,1,11,0,8,1605215583,1,False,active,0,0,,,1605222005,1605222005,0,0
975,3967,3967,1,1,30,0,0,1605220465,1,False,active,0,0,,,1605222005,1605222005,0,0
976,3968,3968,1,1,10,6,11,1605213627,1,False,active,0,0,,,1605222005,1605222005,0,1
977,3969,3969,1,1,14,0,5,1605212527,1,False,active,0,0,,,1605222005,1605222005,0,0
978,3970,3970,1,1,9,0,10,1605210426,1,False,active,0,0,,,1605222005,1605222005,0,0
979,3972,3972,1,1,3,0,18,1605191361,1,False,active,0,2,,,1605222005,1605222005,0,0
980,3973,3973,1,1,24,0,2,1605207888,1,False,active,0,0,,,1605222005,1605222005,0,1
981,3975,3975,1,1,6,0,15,1605220235,1,False,active,0,0,,,1605222005,1605222005,0,0
982,3976,3976,1,1,5,1,14,1605220401,1,False,active,0,0,,,1605222005,1605222005,0,0
983,3977,3977,1,1,28,0,1,1605210826,1,False,active,0,0,,,1605222005,1605222005,1,0
984,3978,3978,1,1,18,0,0,1605172595,1,False,active,0,0,,,1605222005,1605222005,0,0
985,3980,3980,1,1,20,0,0,1605200843,1,False,active,0,0,,,1605222005,1605222005,1,0
986,3981,3981,1,1,23,0,0,1605203692,1,False,active,1,0,,,1605222005,1605222005,3,0
987,3982,3982,1,1,3,0,17,1605209117,1,False,active,1,0,,,1605222005,1605222005,0,0
988,3983,3983,1,1,13,0,9,1605203550,1,False,active,1,0,,,1605222005,1605222005,0,0
989,3984,3984,1,1,23,0,0,1605215784,1,False,active,0,0,,,1605222005,1605222005,0,0
990,3985,3985,1,1,20,2,2,1605208799,1,False,active,0,0,,,1605222005,1605222005,0,0
991,3986,3986,1,1,32,0,2,1605219578,1,False,active,1,0,,,1605222005,1605222005,0,1
992,3987,3987,1,1,13,0,10,1605215879,1,False,active,0,0,,,1605222005,1605222005,0,0
993,3988,3988,1,1,0,0,19,1605217407,1,False,active,0,0,,,1605222005,1605222005,0,0
994,3989,3989,1,1,22,0,0,1605205861,1,False,active,0,0,,,1605222005,1605222005,1,0
995,3992,3992,1,1,22,0,25,1605221788,1,False,active,0,0,,,1605222005,1605222005,0,2
996,3994,3994,1,1,6,0,23,1605219343,1,False,active,1,0,,,1605222005,1605222005,0,2
997,3995,3995,1,1,17,1,3,1605221954,1,False,active,1,0,,,1605222005,1605222005,2,0
998,3996,3996,1,1,6,1,18,1605218212,1,False,active,0,0,,,1605222005,1605222005,0,0
999,3997,3997,1,1,12,4,7,1605221442,1,False,active,1,0,,,1605222005,1605222005,1,0
1000,3998,3998,1,1,28,0,1,1605219600,1,False,active,0,0,,,1605222005,1605222005,0,0
1001,3999,3999,1,1,18,0,4,1605221982,1,False,active,1,0,,,1605222005,1605222005,1,0
1002,4000,4000,1,1,16,2,6,1605221816,1,False,active,0,0,,,1605222005,1605222005,0,1
1003,4001,4001,1,1,22,0,0,1605209724,1,False,active,2,0,,,1605222005,1605222005,0,0
1004,4002,4002,1,1,17,0,7,1605211913,1,False,active,0,0,,,1605222005,1605222005,0,0
1005,4004,4004,1,1,5,1,15,1605220424,1,False,active,1,0,,,1605222005,1605222005,0,1
1006,4005,4005,1,1,23,1,1,1605217810,1,False,active,0,0,,,1605222005,1605222005,0,0
1007,4006,4006,1,1,17,0,8,1605214450,1,False,active,0,0,,,1605222005,1605222005,1,0
1008,4007,4007,1,1,29,0,1,1605221188,1,False,active,0,0,,,1605222005,1605222005,0,0
1009,4008,4008,0,0,0,0,0,86400,0,False,out_of_service,0,0,,,1605222005,1605222005,0,0
1010,4009,4009,1,1,32,1,3,1605221796,1,False,active,0,0,,,1605222005,1605222005,0,0
1011,4010,4010,1,1,21,2,2,1605221934,1,False,active,1,0,,,1605222005,1605222005,0,1
1012,4011,4011,1,1,24,0,0,1605220311,1,False,active,1,0,,,1605222005,1605222005,0,0
1013,4012,4012,1,1,22,0,0,1605216273,1,False,active,1,0,,,1605222005,1605222005,3,0
1014,4013,4013,1,1,24,0,0,1605214685,1,False,active,0,0,,,1605222005,1605222005,0,0
1015,4014,4014,1,1,17,1,4,1605215880,1,False,active,1,0,,,1605222005,1605222005,0,0
1016,4015,4015,1,1,12,3,19,1605221581,1,False,active,0,0,,,1605222005,1605222005,0,0
1017,4016,4016,1,1,20,0,1,1605220532,1,False,active,1,0,,,1605222005,1605222005,1,0
1018,4017,4017,1,1,21,1,1,1605216567,1,False,active,0,0,,,1605222005,1605222005,1,0
1019,4018,4018,1,1,21,0,0,1605219424,1,False,active,0,0,,,1605222005,1605222005,3,0
1020,4019,4019,1,1,15,1,1,1605214241,1,False,active,1,0,,,1605222005,1605222005,0,0
1021,4020,4020,1,1,19,1,3,1605217906,1,False,active,0,0,,,1605222005,1605222005,0,0
1022,4021,4021,1,1,7,2,14,1605210037,1,False,active,0,0,,,1605222005,1605222005,0,0
1023,4023,4023,1,1,17,2,6,1605220203,1,False,active,1,0,,,1605222005,1605222005,0,2
1024,4024,4024,1,1,3,14,30,1605220557,1,False,active,0,0,,,1605222005,1605222005,0,1
1025,4025,4025,1,1,17,2,3,1605220515,1,False,active,0,0,,,1605222005,1605222005,0,1
1026,4027,4027,1,1,20,0,1,1605218782,1,False,active,2,0,,,1605222005,1605222005,0,0
1027,4028,4028,1,1,2,1,17,1605216470,1,False,active,0,0,,,1605222005,1605222005,0,0
1028,4029,4029,1,1,13,7,10,1605221318,1,False,active,0,0,,,1605222005,1605222005,0,3
1029,4030,4030,1,1,4,0,19,1605173796,1,False,active,0,0,,,1605222005,1605222005,1,0
1030,4031,4031,1,1,16,2,2,1605219636,1,False,active,1,0,,,1605222005,1605222005,0,0
1031,4032,4032,1,1,6,0,13,1605201697,1,False,active,0,0,,,1605222005,1605222005,0,0
1032,4034,4034,1,1,27,0,0,1605217195,1,False,active,0,0,,,1605222005,1605222005,1,0
1033,4035,4035,1,1,18,0,2,1605218772,1,False,active,0,0,,,1605222005,1605222005,0,0
1034,4036,4036,1,1,20,3,16,1605221234,1,False,active,0,0,,,1605222005,1605222005,3,0
1035,4037,4037,1,1,13,1,26,1605216192,1,False,active,0,0,,,1605222005,1605222005,0,2
1036,4038,4038,0,1,1,1,28,1605210079,0,False,active,0,0,,,1605222005,1605222005,1,0
1037,4040,4040,1,1,17,6,32,1605221619,1,False,active,2,0,,,1605222005,1605222005,0,4
1038,4041,4041,1,1,14,1,2,1605208518,1,False,active,2,0,,,1605222005,1605222005,0,0
1039,4043,4043,1,1,19,0,5,1605221309,1,False,active,0,0,,,1605222005,1605222005,3,0
1040,4044,4044,1,1,6,3,40,1605221933,1,False,active,3,0,,,1605222005,1605222005,0,3
1041,4045,4045,1,1,28,1,8,1605221889,1,False,active,3,0,,,1605222005,1605222005,1,0
1042,4047,4047,1,1,26,0,0,1605210448,1,False,active,1,0,,,1605222005,1605222005,1,0
1043,4048,4048,1,1,18,2,2,1605216633,1,False,active,0,0,,,1605222005,1605222005,0,0
1044,4050,4050,1,1,21,0,0,1605220300,1,False,active,0,0,,,1605222005,1605222005,2,0
1045,4051,4051,1,1,26,0,0,1605216178,1,False,active,0,0,,,1605222005,1605222005,0,0
1046,4052,4052,1,1,26,1,1,1605221287,1,False,active,0,0,,,1605222005,1605222005,1,0
1047,4053,4053,1,1,19,0,0,1605201101,1,False,active,0,0,,,1605222005,1605222005,0,0
1048,4054,4054,1,1,17,1,2,1605210433,1,False,active,0,0,,,1605222005,1605222005,0,1
1049,4055,4055,1,1,24,0,3,1605220853,1,False,active,0,0,,,1605222005,1605222005,0,0
1050,4056,4056,1,1,21,0,2,1605221344,1,False,active,1,0,,,1605222005,1605222005,0,1
1051,4057,4057,1,1,23,0,0,1605215081,1,False,active,0,0,,,1605222005,1605222005,0,0
1052,4058,4058,1,1,18,0,22,1605221993,1,False,active,1,0,,,1605222005,1605222005,0,7
1053,4059,4059,1,1,30,0,0,1605211677,1,False,active,1,0,,,1605222005,1605222005,0,0
1054,4060,4060,1,1,23,0,0,1605215469,1,False,active,0,0,,,1605222005,1605222005,0,0
1055,4061,4061,1,1,21,1,2,1605220677,1,False,active,1,0,,,1605222005,1605222005,0,2
1056,4062,4062,1,1,22,1,1,1605211486,1,False,active,0,0,,,1605222005,1605222005,0,0
1057,4063,4063,1,1,23,0,1,1605214910,1,False,active,0,0,,,1605222005,1605222005,0,1
1058,4064,4064,1,1,23,0,0,1605202578,1,False,active,0,0,,,1605222005,1605222005,0,0
1059,4065,4065,1,1,34,0,0,1605221550,1,False,active,1,0,,,1605222005,1605222005,1,0
1060,4066,4066,1,1,23,0,0,1605218305,1,False,active,0,0,,,1605222005,1605222005,0,0
1061,4067,4067,1,1,23,0,0,1605172592,1,False,active,0,0,,,1605222005,1605222005,0,0
1062,4068,4068,1,1,27,3,3,1605221925,1,False,active,0,0,,,1605222005,1605222005,0,0
1063,4069,4069,1,1,24,0,0,1605210797,1,False,active,0,0,,,1605222005,1605222005,0,0
1064,4070,4070,1,1,23,0,0,1605212383,1,False,active,1,0,,,1605222005,1605222005,1,0
1065,4071,4071,1,1,21,0,1,1605217654,1,False,active,0,0,,,1605222005,1605222005,2,0
1066,4072,4072,0,1,0,13,40,1605221792,0,False,active,0,0,,,1605222005,1605222005,0,0
1067,4073,4073,1,1,8,2,25,1605221789,1,False,active,2,0,,,1605222005,1605222005,0,8
1068,4074,4074,1,1,22,0,1,1605213446,1,False,active,0,0,,,1605222005,1605222005,1,0
1069,4075,4075,1,1,28,4,8,1605221121,1,True,active,2,0,,,1605222005,1605222005,0,1
1070,4076,4076,1,1,20,1,8,1605219866,1,False,active,1,0,,,1605222005,1605222005,0,0
1071,4078,4078,1,1,10,0,21,1605209116,1,False,active,0,0,,,1605222005,1605222005,1,0
1072,4079,4079,1,1,14,3,7,1605220856,1,False,active,0,0,,,1605222005,1605222005,0,0
1073,4080,4080,1,1,14,1,6,1605216104,1,False,active,1,0,,,1605222005,1605222005,0,0
1074,4081,4081,1,1,17,0,4,1605220537,1,False,active,0,0,,,1605222005,1605222005,0,0
1075,4082,4082,1,1,28,0,0,1605220916,1,False,active,2,0,,,1605222005,1605222005,0,0
1076,4083,4083,1,1,19,0,0,1605218061,1,False,active,1,0,,,1605222005,1605222005,0,0
1077,4084,4084,1,1,20,1,1,1605217854,1,False,active,1,0,,,1605222005,1605222005,0,0
1078,4085,4085,1,1,23,1,2,1605221266,1,False,active,0,0,,,1605222005,1605222005,0,0
1079,4086,4086,1,1,5,1,16,1605217858,1,False,active,0,0,,,1605222005,1605222005,0,0
1080,4087,4087,1,1,20,1,1,1605214005,1,False,active,1,0,,,1605222005,1605222005,0,0
1081,4088,4088,1,1,14,2,6,1605217726,1,False,active,0,0,,,1605222005,1605222005,0,0
1082,4090,4090,1,1,17,2,3,1605219729,1,False,active,1,0,,,1605222005,1605222005,0,0
1083,4091,4091,1,1,2,0,1,1605214563,1,False,active,18,0,,,1605222005,1605222005,0,0
1084,4092,4092,1,1,9,1,10,1605217289,1,False,active,0,0,,,1605222005,1605222005,0,0
1085,4093,4093,1,1,17,3,7,1605221991,1,False,active,1,0,,,1605222005,1605222005,0,1
1086,4094,4094,1,1,17,1,2,1605221615,1,False,active,2,0,,,1605222005,1605222005,2,0
1087,4095,4095,1,1,15,0,5,1605211995,1,False,active,1,0,,,1605222005,1605222005,1,0
1088,4096,4096,1,1,25,1,1,1605221348,1,False,active,4,0,,,1605222005,1605222005,0,1
1089,4098,4098,1,1,18,2,2,1605219082,1,False,active,0,0,,,1605222005,1605222005,0,1
1090,4099,4099,1,1,3,4,16,1605221619,1,False,active,2,0,,,1605222005,1605222005,0,2
1091,4101,4101,1,1,10,1,9,1605185276,1,False,active,0,0,,,1605222005,1605222005,0,0
1092,4102,4102,1,1,21,1,1,1605218298,1,False,active,0,0,,,1605222005,1605222005,0,0
1093,4103,4103,1,1,17,1,2,1605215384,1,False,active,0,0,,,1605222005,1605222005,0,0
1094,4104,4104,1,1,18,1,2,1605215062,1,False,active,0,0,,,1605222005,1605222005,0,0
1095,4105,4105,1,1,19,0,2,1605217452,1,False,active,0,0,,,1605222005,1605222005,0,0
1096,4106,4106,1,1,15,2,3,1605217261,1,False,active,1,0,,,1605222005,1605222005,1,0
1097,4107,4107,1,1,23,0,0,1605212327,1,False,active,1,0,,,1605222005,1605222005,0,0
1098,4108,4108,1,1,2,1,17,1605220804,1,False,active,0,0,,,1605222005,1605222005,0,0
1099,4109,4109,1,1,19,1,1,1605218422,1,False,active,1,0,,,1605222005,1605222005,0,0
1100,4110,4110,1,1,0,0,0,86400,1,False,active,0,0,,,1605222005,1605222005,0,0
1101,4112,4112,1,1,6,4,12,1605216456,1,False,active,0,0,,,1605222005,1605222005,2,0
1102,4113,4113,1,1,1,1,21,1605221307,1,False,active,0,0,,,1605222005,1605222005,0,0
1103,4114,4114,1,1,20,2,5,1605203483,1,False,active,0,0,,,1605222005,1605222005,0,0
1104,4115,4115,1,1,22,0,2,1605218750,1,False,active,1,0,,,1605222005,1605222005,0,0
1105,4116,4116,1,1,18,0,1,1605172592,1,False,active,0,0,,,1605222005,1605222005,0,0
1106,4117,4117,1,1,21,1,6,1605219022,1,False,active,0,0,,,1605222005,1605222005,3,0
1107,4118,4118,0,0,0,0,0,86400,0,False,out_of_service,0,0,,,1605222005,1605222005,0,0
1108,4120,4120,1,1,25,0,18,1605221581,1,False,active,0,0,,,1605222005,1605222005,0,9
1109,4121,4121,1,1,22,3,27,1605221976,1,False,active,4,0,,,1605222005,1605222005,2,0
1110,4122,4122,1,1,40,9,13,1605218350,1,True,active,0,0,,,1605222005,1605222005,1,0
1111,4123,4123,1,1,15,3,10,1605221571,1,True,active,0,0,,,1605222005,1605222005,1,0
1112,4124,4124,1,1,42,3,5,1605221815,1,False,active,1,0,,,1605222005,1605222005,6,0
1113,4125,4125,1,1,35,0,2,1605215927,1,False,active,0,0,,,1605222005,1605222005,0,0
1114,4126,4126,1,1,6,3,13,1605214098,1,False,active,0,0,,,1605222005,1605222005,0,1
1115,4127,4127,1,1,17,0,2,1605214585,1,False,active,0,0,,,1605222005,1605222005,0,0
1116,4128,4128,1,1,16,1,8,1605214773,1,False,active,0,0,,,1605222005,1605222005,0,0
1117,4129,4129,1,1,15,4,4,1605219913,1,False,active,0,0,,,1605222005,1605222005,0,0
