,station_status,last_reported,is_returning,is_renting,num_docks_disabled,num_bikes_disabled,num_docks_available,station_id,num_bikes_available,is_installed,num_ebikes_available,eightd_has_available_keys,legacy_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,active,1605131404,1,1,0,4,43,72,8,1,0,False,72,,,1605132005,1605132005,4,0
1,active,1605131873,1,1,0,0,2,79,31,1,1,False,79,,,1605132005,1605132005,0,1
2,active,1605130676,1,1,0,0,9,82,18,1,1,False,82,,,1605132005,1605132005,4,0
3,active,1605131935,1,1,0,1,29,83,32,1,0,False,83,,,1605132005,1605132005,0,2
4,out_of_service,86400,0,0,0,0,0,116,0,0,0,False,116,,,1605132005,1605132005,0,0
5,active,1605124931,1,1,0,0,10,119,43,1,1,False,119,,,1605132005,1605132005,0,0
6,active,1605131248,1,1,0,0,19,120,0,1,0,False,120,,,1605132005,1605132005,2,0
7,active,1605131942,1,1,0,0,24,127,7,1,0,False,127,,,1605132005,1605132005,4,0
8,active,1605131353,1,1,0,0,18,128,38,1,1,False,128,,,1605132005,1605132005,0,2
9,active,1605130353,1,1,0,0,17,143,7,1,0,False,143,,,1605132005,1605132005,0,1
10,active,1605129797,1,1,0,3,13,144,42,1,0,False,144,,,1605132005,1605132005,4,0
11,active,1605131138,1,1,0,0,12,146,27,1,0,False,146,,,1605132005,1605132005,1,0
12,active,1605131568,1,1,0,0,42,150,13,1,1,False,150,,,1605132005,1605132005,0,1
13,active,1605131991,1,1,0,6,1,151,26,1,3,True,151,,,1605132005,1605132005,0,0
14,active,1605130939,1,1,0,0,6,152,43,1,3,False,152,,,1605132005,1605132005,1,0
15,active,1605131738,1,1,0,1,16,157,6,1,2,False,157,,,1605132005,1605132005,2,0
16,active,1605131984,1,1,0,4,20,161,11,1,0,False,161,,,1605132005,1605132005,0,2
17,active,1605131874,1,1,0,2,35,164,10,1,0,False,164,,,1605132005,1605132005,0,2
18,active,1605131480,1,1,0,0,12,168,35,1,1,False,168,,,1605132005,1605132005,1,0
19,active,1605131787,1,1,0,1,19,173,50,1,2,False,173,,,1605132005,1605132005,0,3
20,active,1605130918,1,1,0,0,23,174,12,1,0,False,174,,,1605132005,1605132005,0,0
21,active,1605130269,1,1,0,1,7,212,52,1,1,False,212,,,1605132005,1605132005,0,1
22,active,1605130060,1,1,0,1,30,216,6,1,0,False,216,,,1605132005,1605132005,2,0
23,active,1605130715,1,1,0,1,1,217,37,1,2,False,217,,,1605132005,1605132005,0,0
24,active,1605130046,1,1,0,1,7,223,25,1,2,False,223,,,1605132005,1605132005,1,0
25,active,1605131471,1,1,0,0,25,224,5,1,3,True,224,,,1605132005,1605132005,0,1
26,active,1605125795,0,0,0,1,9,228,45,1,12,False,228,,,1605132005,1605132005,2,0
27,active,1605131970,1,1,0,4,5,229,14,1,0,False,229,,,1605132005,1605132005,0,3
28,active,86400,1,1,0,0,0,236,0,1,0,False,236,,,1605132005,1605132005,0,0
29,active,1605131917,1,1,0,2,20,237,17,1,1,False,237,,,1605132005,1605132005,0,3
30,active,1605131356,1,1,0,0,17,238,14,1,1,False,238,,,1605132005,1605132005,0,0
31,active,1605130199,1,1,0,1,3,239,27,1,0,False,239,,,1605132005,1605132005,2,0
32,active,1605127220,1,1,0,1,13,241,9,1,0,False,241,,,1605132005,1605132005,0,0
33,active,1605131945,1,1,0,0,3,242,43,1,0,False,242,,,1605132005,1605132005,0,0
34,active,1605129644,1,1,0,2,27,244,2,1,0,False,244,,,1605132005,1605132005,0,0
35,active,1605127911,1,1,0,0,9,245,14,1,1,False,245,,,1605132005,1605132005,1,0
36,active,1605131604,1,1,0,2,25,247,28,1,3,False,247,,,1605132005,1605132005,0,1
37,active,1605130197,1,1,0,0,12,248,87,1,0,False,248,,,1605132005,1605132005,0,0
38,active,1605130593,1,1,0,0,0,249,27,1,0,False,249,,,1605132005,1605132005,0,0
39,active,1605131267,1,1,0,3,4,250,33,1,2,False,250,,,1605132005,1605132005,4,0
40,active,1605131520,1,1,0,2,16,251,9,1,0,False,251,,,1605132005,1605132005,0,0
41,active,1605131527,1,1,0,0,1,252,32,1,0,False,252,,,1605132005,1605132005,0,0
42,active,1605131811,1,1,1,2,42,254,2,1,0,False,254,,,1605132005,1605132005,0,0
43,active,1605131765,1,1,0,3,6,257,30,1,1,False,257,,,1605132005,1605132005,0,4
44,active,1605128998,1,1,0,1,20,258,2,1,0,False,258,,,1605132005,1605132005,0,1
45,active,1605129965,1,1,0,1,1,259,37,1,0,False,259,,,1605132005,1605132005,1,0
46,active,1605130108,1,1,0,0,5,260,28,1,4,False,260,,,1605132005,1605132005,0,0
47,active,1605128021,1,1,0,0,23,261,18,1,0,False,261,,,1605132005,1605132005,3,0
48,active,1605131825,1,1,0,1,20,262,3,1,1,False,262,,,1605132005,1605132005,0,0
49,active,1605130184,1,1,0,2,1,264,24,1,2,False,264,,,1605132005,1605132005,0,1
50,active,1605131982,1,1,0,1,26,265,8,1,5,False,265,,,1605132005,1605132005,4,0
51,active,1605130118,1,1,0,1,60,267,9,1,0,False,267,,,1605132005,1605132005,2,0
52,active,1605131147,1,1,0,0,2,268,25,1,1,False,268,,,1605132005,1605132005,0,0
53,active,1605129869,1,1,0,0,23,270,0,1,0,False,270,,,1605132005,1605132005,0,0
54,active,1605130033,1,1,0,0,19,274,12,1,0,False,274,,,1605132005,1605132005,0,0
55,active,1605131384,1,1,0,1,16,275,2,1,1,False,275,,,1605132005,1605132005,2,0
56,active,1605131221,1,1,0,0,9,276,16,1,0,False,276,,,1605132005,1605132005,0,0
57,active,1605130507,1,1,0,1,2,278,16,1,2,False,278,,,1605132005,1605132005,1,0
58,out_of_service,86400,0,0,0,0,0,280,0,0,0,False,280,,,1605132005,1605132005,0,0
59,active,1605131634,1,1,0,6,10,281,50,1,4,True,281,,,1605132005,1605132005,0,2
60,active,1605131669,1,1,0,0,25,282,2,1,1,False,282,,,1605132005,1605132005,3,0
61,active,1605131959,1,1,0,0,20,284,31,1,1,False,284,,,1605132005,1605132005,0,3
62,active,1605131426,1,1,0,1,16,285,36,1,3,True,285,,,1605132005,1605132005,0,5
63,active,1605130641,1,1,0,1,16,289,2,1,1,False,289,,,1605132005,1605132005,3,0
64,active,1605131864,1,1,0,0,2,291,18,1,2,False,291,,,1605132005,1605132005,2,0
65,active,1605131950,1,1,0,1,10,293,43,1,0,False,293,,,1605132005,1605132005,0,2
66,active,1605131870,1,1,0,0,1,295,23,1,0,False,295,,,1605132005,1605132005,0,1
67,active,1605130882,1,1,0,0,54,297,23,1,3,False,297,,,1605132005,1605132005,0,5
68,active,1605131620,1,1,0,1,28,298,6,1,0,False,298,,,1605132005,1605132005,0,1
69,active,1605131760,1,1,0,0,15,301,43,1,2,False,301,,,1605132005,1605132005,0,1
70,active,1605131391,1,1,0,4,25,302,8,1,1,False,302,,,1605132005,1605132005,1,0
71,active,1605131289,1,1,0,2,22,303,43,1,0,False,303,,,1605132005,1605132005,1,0
72,active,1605131752,1,1,0,2,11,304,20,1,2,False,304,,,1605132005,1605132005,0,1
73,active,1605130081,1,1,0,0,22,305,11,1,0,False,305,,,1605132005,1605132005,0,3
74,active,1605131906,1,1,0,0,9,307,21,1,1,False,307,,,1605132005,1605132005,0,0
75,active,1605130876,1,1,0,1,0,308,47,1,2,False,308,,,1605132005,1605132005,0,0
76,active,1605130597,1,1,0,2,0,309,39,1,1,False,309,,,1605132005,1605132005,0,2
77,active,1605130745,1,1,0,3,17,310,46,1,0,False,310,,,1605132005,1605132005,0,2
78,active,1605131682,1,1,0,2,3,311,26,1,3,False,311,,,1605132005,1605132005,1,0
79,active,1605131334,1,1,0,0,1,312,32,1,4,False,312,,,1605132005,1605132005,0,1
80,active,1605131257,1,1,0,0,5,313,50,1,0,False,313,,,1605132005,1605132005,0,2
81,active,1605130110,1,1,0,4,9,315,16,1,0,False,315,,,1605132005,1605132005,1,0
82,active,1605131817,1,1,0,0,33,316,10,1,5,False,316,,,1605132005,1605132005,0,4
83,active,1605131663,1,1,0,0,31,317,23,1,0,False,317,,,1605132005,1605132005,5,0
84,active,1605131361,1,1,0,1,5,319,27,1,1,False,319,,,1605132005,1605132005,1,0
85,active,1605130927,1,1,0,0,9,320,30,1,0,False,320,,,1605132005,1605132005,1,0
86,active,1605127735,1,1,0,2,7,321,30,1,0,False,321,,,1605132005,1605132005,0,0
87,active,1605131817,1,1,0,1,1,323,37,1,3,False,323,,,1605132005,1605132005,0,1
88,active,1605129735,1,1,0,0,0,324,74,1,0,False,324,,,1605132005,1605132005,0,2
89,active,1605131417,1,1,0,1,22,325,12,1,1,False,325,,,1605132005,1605132005,3,0
90,active,1605131860,1,1,0,0,29,326,12,1,2,False,326,,,1605132005,1605132005,0,1
91,active,1605130902,1,1,0,1,12,327,26,1,4,True,327,,,1605132005,1605132005,5,0
