,num_docks_available,is_returning,num_docks_disabled,num_bikes_available,last_reported,is_renting,eightd_has_available_keys,station_status,num_ebikes_available,legacy_id,is_installed,num_bikes_disabled,station_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,27,1,0,28,1605275987,1,False,active,2,72,1,0,72,,,1605276000,1605276000,3,0
1,4,1,0,28,1605275089,1,False,active,0,79,1,1,79,,,1605276000,1605276000,0,2
2,2,1,0,25,1605275935,1,False,active,0,82,1,0,82,,,1605276000,1605276000,0,1
3,19,1,0,43,1605275939,1,False,active,1,83,1,0,83,,,1605276000,1605276000,0,0
4,0,0,0,0,86400,0,False,out_of_service,0,116,0,0,116,,,1605276000,1605276000,0,0
5,12,1,0,41,1605274517,1,False,active,0,119,1,0,119,,,1605276000,1605276000,1,0
6,14,1,0,5,1605272523,1,False,active,0,120,1,0,120,,,1605276000,1605276000,0,1
7,3,1,0,28,1605275778,1,False,active,0,127,1,0,127,,,1605276000,1605276000,0,7
8,30,1,0,26,1605275915,1,False,active,3,128,1,0,128,,,1605276000,1605276000,5,0
9,15,1,0,8,1605275973,1,False,active,0,143,1,1,143,,,1605276000,1605276000,1,0
10,3,1,0,54,1605275276,1,False,active,0,144,1,1,144,,,1605276000,1605276000,0,0
11,7,1,0,32,1605275126,1,False,active,1,146,1,0,146,,,1605276000,1605276000,0,1
12,26,1,0,29,1605275348,1,False,active,0,150,1,0,150,,,1605276000,1605276000,1,0
13,22,1,0,10,1605275987,1,True,active,0,151,1,1,151,,,1605276000,1605276000,2,0
14,4,1,0,44,1605274276,1,False,active,3,152,1,1,152,,,1605276000,1605276000,2,0
15,8,1,0,14,1605275894,1,False,active,1,157,1,1,157,,,1605276000,1605276000,1,0
16,13,1,0,19,1605275226,1,False,active,1,161,1,3,161,,,1605276000,1605276000,2,0
17,27,1,0,18,1605275684,1,False,active,3,164,1,2,164,,,1605276000,1605276000,2,0
18,19,1,0,28,1605273443,1,False,active,1,168,1,0,168,,,1605276000,1605276000,4,0
19,30,1,0,40,1605275676,1,False,active,2,173,1,0,173,,,1605276000,1605276000,1,0
20,13,1,0,22,1605275863,1,False,active,3,174,1,0,174,,,1605276000,1605276000,2,0
21,4,1,0,53,1605275551,1,False,active,3,212,1,3,212,,,1605276000,1605276000,0,3
22,22,1,0,15,1605275819,1,False,active,6,216,1,0,216,,,1605276000,1605276000,0,0
23,6,1,0,32,1605275613,1,False,active,1,217,1,1,217,,,1605276000,1605276000,0,3
24,9,1,0,23,1605275957,1,False,active,1,223,1,1,223,,,1605276000,1605276000,0,5
