,last_reported,station_id,is_installed,station_status,legacy_id,eightd_has_available_keys,num_docks_available,is_returning,num_docks_disabled,num_bikes_disabled,num_bikes_available,num_ebikes_available,is_renting,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,1604800671,72,1,active,72,False,44,1,0,4,7,0,1,,,1604800800,1604800800,0,2
1,1604798818,79,1,active,79,False,0,1,0,1,32,2,1,,,1604800800,1604800800,0,3
2,1604796190,82,1,active,82,False,0,1,0,0,27,0,1,,,1604800800,1604800800,0,0
3,1604799798,83,1,active,83,False,37,1,0,9,16,1,1,,,1604800800,1604800800,0,4
4,86400,116,0,out_of_service,116,False,0,0,0,0,0,0,0,,,1604800800,1604800800,0,0
5,1604799072,119,1,active,119,False,10,1,0,0,43,0,1,,,1604800800,1604800800,1,0
6,1604800362,120,1,active,120,False,15,1,0,3,1,0,1,,,1604800800,1604800800,0,0
7,1604800543,127,1,active,127,False,3,1,0,0,28,0,1,,,1604800800,1604800800,3,0
8,1604800689,128,1,active,128,False,2,1,0,2,52,0,1,,,1604800800,1604800800,2,0
9,1604797802,143,1,active,143,False,19,1,0,0,5,0,1,,,1604800800,1604800800,2,0
10,1604799560,144,1,active,144,False,20,1,0,0,38,0,1,,,1604800800,1604800800,0,0
11,1604798942,146,1,active,146,False,30,1,0,0,9,1,1,,,1604800800,1604800800,0,0
12,1604800149,150,1,active,150,False,23,1,0,1,31,0,1,,,1604800800,1604800800,2,0
13,1604800646,151,1,active,151,True,1,1,0,9,23,0,1,,,1604800800,1604800800,0,1
14,1604800763,152,1,active,152,False,42,1,0,0,7,0,1,,,1604800800,1604800800,0,3
15,1604800477,157,1,active,157,False,7,1,0,3,13,1,1,,,1604800800,1604800800,2,0
16,1604800279,161,1,active,161,False,0,1,0,10,25,0,1,,,1604800800,1604800800,0,2
17,1604800357,164,1,active,164,False,44,1,0,1,2,0,1,,,1604800800,1604800800,1,0
18,1604800476,168,1,active,168,False,7,1,0,1,39,0,1,,,1604800800,1604800800,3,0
19,1604800772,173,1,active,173,False,33,1,0,7,30,0,1,,,1604800800,1604800800,0,10
20,1604800772,174,1,active,174,False,2,1,1,9,23,1,1,,,1604800800,1604800800,2,0
21,1604800626,212,1,active,212,False,1,1,0,0,59,0,1,,,1604800800,1604800800,0,0
22,1604800355,216,1,active,216,False,29,1,0,2,6,1,1,,,1604800800,1604800800,3,0
23,1604800180,217,1,active,217,False,0,1,0,4,35,0,1,,,1604800800,1604800800,0,3
24,1604800461,223,1,active,223,False,1,1,0,1,31,1,1,,,1604800800,1604800800,0,4
25,1604800227,224,1,active,224,True,25,1,0,1,4,0,1,,,1604800800,1604800800,2,0
26,1604799085,228,1,active,228,False,49,1,0,1,5,0,1,,,1604800800,1604800800,0,3
27,1604800780,229,1,active,229,False,1,1,0,8,14,0,1,,,1604800800,1604800800,0,0
28,1604800702,236,1,active,236,False,2,1,0,5,40,0,1,,,1604800800,1604800800,1,0
29,1604800725,237,1,active,237,False,2,1,0,1,36,0,1,,,1604800800,1604800800,0,0
30,1604800626,238,1,active,238,False,2,1,0,0,29,0,1,,,1604800800,1604800800,2,0
31,1604800741,239,1,active,239,False,24,1,0,1,6,0,1,,,1604800800,1604800800,0,0
32,1604800384,241,1,active,241,False,4,1,0,4,15,1,1,,,1604800800,1604800800,3,0
33,1604797039,242,1,active,242,False,14,1,0,2,30,0,1,,,1604800800,1604800800,1,0
34,1604800780,244,1,active,244,False,26,1,0,3,2,1,1,,,1604800800,1604800800,0,1
35,1604798521,245,1,active,245,False,0,1,0,3,20,1,1,,,1604800800,1604800800,0,0
36,1604800271,247,1,active,247,False,2,1,0,0,53,0,1,,,1604800800,1604800800,2,0
37,1604800796,248,1,active,248,False,0,1,0,6,93,0,1,,,1604800800,1604800800,4,0
38,1604798607,249,1,active,249,False,0,1,0,0,27,0,1,,,1604800800,1604800800,0,1
39,1604800368,250,1,active,250,False,0,1,0,4,36,0,1,,,1604800800,1604800800,0,0
40,1604800586,251,1,active,251,False,1,1,0,5,21,2,1,,,1604800800,1604800800,0,0
41,1604800452,252,1,active,252,False,0,1,0,15,18,1,1,,,1604800800,1604800800,0,0
42,1604797929,254,1,active,254,False,2,1,0,4,41,0,1,,,1604800800,1604800800,0,6
43,1604800121,257,1,active,257,False,1,1,0,1,37,0,1,,,1604800800,1604800800,0,1
44,1604799782,258,1,active,258,False,19,1,0,1,3,2,1,,,1604800800,1604800800,4,0
45,1604800551,259,1,active,259,False,23,1,0,2,14,1,1,,,1604800800,1604800800,0,0
46,1604800391,260,1,active,260,False,31,1,0,1,1,0,1,,,1604800800,1604800800,3,0
47,1604800281,261,1,active,261,False,28,1,0,1,12,1,1,,,1604800800,1604800800,0,1
48,1604799943,262,1,active,262,False,1,1,0,3,20,3,1,,,1604800800,1604800800,1,0
49,1604800056,264,1,active,264,False,14,1,0,0,13,0,1,,,1604800800,1604800800,1,0
50,1604800444,265,1,active,265,False,2,1,0,0,33,0,1,,,1604800800,1604800800,2,0
51,1604800548,267,1,active,267,False,1,0,0,0,69,11,0,,,1604800800,1604800800,0,0
52,1604800104,268,1,active,268,False,0,1,0,2,25,0,1,,,1604800800,1604800800,0,1
53,1604797538,270,1,active,270,False,0,1,0,2,21,2,1,,,1604800800,1604800800,0,0
54,1604800697,274,1,active,274,False,24,1,0,1,6,0,1,,,1604800800,1604800800,3,0
55,1604800692,275,1,active,275,False,15,1,0,0,4,0,1,,,1604800800,1604800800,0,3
56,1604800721,276,1,active,276,False,8,1,0,4,13,0,1,,,1604800800,1604800800,8,0
57,1604799045,278,1,active,278,False,8,1,0,0,11,1,1,,,1604800800,1604800800,0,1
58,86400,280,0,out_of_service,280,False,0,0,0,0,0,0,0,,,1604800800,1604800800,0,0
59,1604798447,281,1,active,281,True,55,1,0,5,6,0,1,,,1604800800,1604800800,0,1
60,1604799564,282,1,active,282,False,12,1,0,2,13,4,1,,,1604800800,1604800800,0,0
61,1604800666,284,1,active,284,False,5,1,0,1,45,0,1,,,1604800800,1604800800,0,3
62,1604800789,285,1,active,285,True,2,1,0,2,49,0,1,,,1604800800,1604800800,0,0
63,1604795978,289,1,active,289,False,17,1,0,0,2,0,1,,,1604800800,1604800800,0,0
64,1604800425,291,1,active,291,False,12,1,0,0,8,2,1,,,1604800800,1604800800,0,3
65,1604798498,293,1,active,293,False,0,1,0,2,52,0,1,,,1604800800,1604800800,0,1
66,1604794545,295,1,active,295,False,0,1,0,2,22,0,1,,,1604800800,1604800800,0,2
67,1604800530,297,1,active,297,False,13,1,0,7,57,0,1,,,1604800800,1604800800,0,3
68,1604799680,298,1,active,298,False,7,1,0,1,27,0,1,,,1604800800,1604800800,0,0
69,1604799856,301,1,active,301,False,1,1,0,3,54,0,1,,,1604800800,1604800800,0,1
70,1604800288,302,1,active,302,False,14,1,0,3,20,0,1,,,1604800800,1604800800,1,0
71,1604799844,303,1,active,303,False,0,1,0,1,66,1,1,,,1604800800,1604800800,0,0
72,1604800149,304,1,active,304,True,9,1,0,6,18,1,1,,,1604800800,1604800800,0,2
73,1604800552,305,1,active,305,False,24,1,0,6,3,0,1,,,1604800800,1604800800,0,0
74,1604800727,307,1,active,307,False,4,1,0,5,21,0,1,,,1604800800,1604800800,0,3
75,1604799456,308,1,active,308,False,0,1,0,4,44,0,1,,,1604800800,1604800800,0,0
76,1604800318,309,1,active,309,False,0,1,0,2,39,1,1,,,1604800800,1604800800,0,1
77,1604800303,310,1,active,310,False,13,1,0,0,53,1,1,,,1604800800,1604800800,2,0
78,1604800537,311,1,active,311,False,4,1,0,5,22,1,1,,,1604800800,1604800800,3,0
79,1604800274,312,1,active,312,False,2,1,0,9,22,0,1,,,1604800800,1604800800,2,0
80,1604796339,313,1,active,313,False,28,1,0,0,27,0,1,,,1604800800,1604800800,0,1
81,1604800158,315,1,active,315,False,27,1,0,0,2,1,1,,,1604800800,1604800800,1,0
82,1604800688,316,1,active,316,False,27,1,0,1,15,2,1,,,1604800800,1604800800,2,0
83,1604800254,317,1,active,317,False,2,1,0,6,46,1,1,,,1604800800,1604800800,0,0
84,1604800724,319,1,active,319,False,13,1,0,3,17,2,1,,,1604800800,1604800800,0,3
85,1604800734,320,1,active,320,False,2,1,0,0,37,1,1,,,1604800800,1604800800,0,3
86,1604799225,321,1,active,321,False,3,1,0,2,34,0,1,,,1604800800,1604800800,1,0
87,1604799674,323,1,active,323,False,35,1,0,0,4,0,1,,,1604800800,1604800800,0,1
88,1604798977,324,1,active,324,False,7,1,0,0,67,0,1,,,1604800800,1604800800,0,3
89,1604800634,325,1,active,325,False,18,1,0,4,13,1,1,,,1604800800,1604800800,3,0
90,1604799651,326,1,active,326,False,0,1,0,2,39,1,1,,,1604800800,1604800800,0,1
91,1604799340,327,1,active,327,True,2,1,0,2,35,0,1,,,1604800800,1604800800,1,0
92,1604798008,328,1,active,328,False,0,1,0,0,35,0,1,,,1604800800,1604800800,0,1
93,1604799432,330,1,active,330,False,31,1,0,2,6,1,1,,,1604800800,1604800800,0,1
94,1604798750,331,1,active,331,False,2,1,0,0,25,0,1,,,1604800800,1604800800,2,0
95,1604798095,332,1,active,332,False,10,1,0,2,24,1,1,,,1604800800,1604800800,0,3
