,num_docks_available,is_returning,num_docks_disabled,num_bikes_available,last_reported,is_renting,eightd_has_available_keys,station_status,num_ebikes_available,legacy_id,is_installed,num_bikes_disabled,station_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,26,1,0,28,1605258738,1,False,active,3,72,1,1,72,,,1605261600,1605261600,0,0
1,6,1,0,27,1605261291,1,False,active,0,79,1,0,79,,,1605261600,1605261600,0,0
2,1,1,0,26,1605249415,1,False,active,2,82,1,0,82,,,1605261600,1605261600,0,0
3,23,1,0,39,1605248209,1,False,active,0,83,1,0,83,,,1605261600,1605261600,0,0
4,0,0,0,0,86400,0,False,out_of_service,0,116,0,0,116,,,1605261600,1605261600,0,0
5,9,1,0,44,1605250957,1,False,active,0,119,1,0,119,,,1605261600,1605261600,0,0
6,13,1,0,6,1605252902,1,False,active,1,120,1,0,120,,,1605261600,1605261600,0,0
7,1,1,0,30,1605249417,1,False,active,1,127,1,0,127,,,1605261600,1605261600,0,1
8,15,1,0,41,1605261180,1,False,active,2,128,1,0,128,,,1605261600,1605261600,0,23
9,19,1,0,4,1605250048,1,False,active,1,143,1,1,143,,,1605261600,1605261600,0,0
10,1,1,0,56,1605257860,1,False,active,0,144,1,1,144,,,1605261600,1605261600,1,0
11,8,1,0,31,1605252027,1,False,active,1,146,1,0,146,,,1605261600,1605261600,0,0
12,26,1,0,29,1605249416,1,False,active,3,150,1,0,150,,,1605261600,1605261600,0,1
13,21,1,0,10,1605253784,1,True,active,0,151,1,2,151,,,1605261600,1605261600,0,0
14,6,1,0,42,1605260271,1,False,active,0,152,1,1,152,,,1605261600,1605261600,1,0
15,10,1,0,13,1605248209,1,False,active,2,157,1,0,157,,,1605261600,1605261600,1,0
16,17,1,0,17,1605251100,1,False,active,1,161,1,1,161,,,1605261600,1605261600,0,1
17,31,1,0,15,1605253034,1,False,active,2,164,1,1,164,,,1605261600,1605261600,1,0
18,19,1,0,28,1605258609,1,False,active,0,168,1,0,168,,,1605261600,1605261600,0,0
19,37,1,0,33,1605261144,1,False,active,0,173,1,0,173,,,1605261600,1605261600,2,0
20,18,1,0,17,1605251734,1,False,active,2,174,1,0,174,,,1605261600,1605261600,0,2
21,9,1,0,49,1605258530,1,False,active,0,212,1,2,212,,,1605261600,1605261600,0,0
22,21,1,0,16,1605248210,1,False,active,6,216,1,0,216,,,1605261600,1605261600,0,0
23,7,1,0,31,1605248210,1,False,active,1,217,1,1,217,,,1605261600,1605261600,0,0
24,8,1,0,24,1605257498,1,False,active,4,223,1,1,223,,,1605261600,1605261600,0,0
25,26,1,0,4,1605248303,1,True,active,0,224,1,0,224,,,1605261600,1605261600,0,0
26,20,1,2,33,1605261426,1,False,active,2,228,1,0,228,,,1605261600,1605261600,0,0
27,15,1,0,7,1605249416,1,False,active,0,229,1,1,229,,,1605261600,1605261600,0,0
28,0,1,0,0,86400,1,False,active,0,236,1,0,236,,,1605261600,1605261600,0,0
29,23,1,0,16,1605251287,1,False,active,1,237,1,0,237,,,1605261600,1605261600,0,0
30,9,1,0,22,1605250622,1,False,active,3,238,1,0,238,,,1605261600,1605261600,0,0
31,15,1,0,15,1605248210,1,False,active,0,239,1,1,239,,,1605261600,1605261600,0,0
32,10,1,0,12,1605248209,1,False,active,0,241,1,1,241,,,1605261600,1605261600,0,1
33,9,1,0,37,1605248209,1,False,active,0,242,1,0,242,,,1605261600,1605261600,0,0
34,25,1,0,3,1605248209,1,False,active,1,244,1,3,244,,,1605261600,1605261600,0,0
35,16,1,0,7,1605250622,1,False,active,0,245,1,0,245,,,1605261600,1605261600,1,0
36,16,1,0,38,1605256653,1,False,active,3,247,1,1,247,,,1605261600,1605261600,0,0
37,14,1,0,85,1605261548,1,False,active,0,248,1,0,248,,,1605261600,1605261600,0,0
38,7,1,0,20,1605258740,1,False,active,1,249,1,0,249,,,1605261600,1605261600,0,0
39,15,1,0,24,1605255790,1,False,active,0,250,1,1,250,,,1605261600,1605261600,0,0
40,5,1,0,21,1605254531,1,False,active,1,251,1,1,251,,,1605261600,1605261600,0,0
41,3,1,0,30,1605257651,1,False,active,2,252,1,0,252,,,1605261600,1605261600,0,1
