,is_returning,num_docks_available,station_id,num_bikes_disabled,num_ebikes_available,legacy_id,num_docks_disabled,eightd_has_available_keys,num_bikes_available,is_renting,station_status,last_reported,is_installed,starttime,timestamp,demand,supply
0,1,25,72,0,0,72,0,False,30,1,active,1604273879,1,1604275205,1604275205,30,30
1,1,12,79,0,1,79,0,False,21,1,active,1604273241,1,1604275205,1604275205,21,21
2,1,11,82,0,1,82,0,False,16,1,active,1604273454,1,1604275205,1604275205,16,16
3,1,7,83,0,1,83,0,False,55,1,active,1604274540,1,1604275205,1604275205,55,55
4,0,0,116,0,0,116,0,False,0,0,out_of_service,86400,0,1604275205,1604275205,0,0
5,1,12,119,1,0,119,0,False,40,1,active,1604271129,1,1604275205,1604275205,40,40
6,1,9,120,0,3,120,0,False,10,1,active,1604272604,1,1604275205,1604275205,10,10
7,1,4,127,1,1,127,0,False,26,1,active,1604274127,1,1604275205,1604275205,26,26
8,1,24,128,1,1,128,0,False,31,1,active,1604274975,1,1604275205,1604275205,31,31
9,1,19,143,1,1,143,0,False,4,1,active,1604274820,1,1604275205,1604275205,4,4
10,1,27,144,0,1,144,0,False,31,1,active,1604273678,1,1604275205,1604275205,31,31
11,1,23,146,2,0,146,0,False,14,1,active,1604274355,1,1604275205,1604275205,14,14
12,1,18,150,0,3,150,0,False,37,1,active,1604271232,1,1604275205,1604275205,37,37
13,1,0,151,2,5,151,0,True,31,1,active,1604274134,1,1604275205,1604275205,31,31
14,1,35,152,0,1,152,0,False,14,1,active,1604271467,1,1604275205,1604275205,14,14
15,1,1,157,3,4,157,0,False,19,1,active,1604274472,1,1604275205,1604275205,19,19
16,1,2,161,0,0,161,0,False,33,1,active,1604274916,1,1604275205,1604275205,33,33
17,1,21,164,0,1,164,0,False,6,1,active,1604274948,1,1604275205,1604275205,6,6
18,1,19,168,0,2,168,0,False,28,1,active,1604273318,1,1604275205,1604275205,28,28
19,1,45,173,3,1,173,0,False,22,1,active,1604274657,1,1604275205,1604275205,22,22
20,1,21,174,1,0,174,0,False,8,1,active,1604273995,1,1604275205,1604275205,8,8
21,1,56,212,0,0,212,0,False,4,1,active,1604274075,1,1604275205,1604275205,4,4
22,1,34,216,0,1,216,0,False,3,1,active,1604273664,1,1604275205,1604275205,3,3
23,1,1,217,1,1,217,0,False,37,1,active,1604274021,1,1604275205,1604275205,37,37
24,1,28,223,0,0,223,0,False,5,1,active,1604274303,1,1604275205,1604275205,5,5
25,1,28,224,1,1,224,0,True,1,1,active,1604273601,1,1604275205,1604275205,1,1
26,1,27,228,2,5,228,0,False,26,1,active,1604271222,1,1604275205,1604275205,26,26
27,1,11,229,2,1,229,0,False,10,1,active,1604275117,1,1604275205,1604275205,10,10
28,1,0,236,1,1,236,0,False,46,1,active,1604275190,1,1604275205,1604275205,46,46
29,0,1,237,0,0,237,0,False,0,0,out_of_service,1604258096,0,1604275205,1604275205,0,0
30,1,15,238,0,0,238,0,False,16,1,active,1604275108,1,1604275205,1604275205,16,16
31,1,23,239,0,1,239,0,False,8,1,active,1604273203,1,1604275205,1604275205,8,8
32,1,4,241,1,3,241,0,False,18,1,active,1604272705,1,1604275205,1604275205,18,18
33,1,9,242,0,2,242,0,False,37,1,active,1604274956,1,1604275205,1604275205,37,37
34,1,18,244,0,0,244,0,False,13,1,active,1604275096,1,1604275205,1604275205,13,13
35,1,14,245,2,0,245,0,False,7,1,active,1604274951,1,1604275205,1604275205,7,7
36,1,26,247,0,1,247,0,False,29,1,active,1604274970,1,1604275205,1604275205,29,29
37,1,34,248,0,1,248,0,False,65,1,active,1604273987,1,1604275205,1604275205,65,65
38,1,25,249,0,0,249,0,False,2,1,active,1604275127,1,1604275205,1604275205,2,2
39,1,13,250,1,0,250,0,False,26,1,active,1604275103,1,1604275205,1604275205,26,26
40,1,3,251,0,2,251,0,False,24,1,active,1604272556,1,1604275205,1604275205,24,24
41,1,9,252,2,0,252,0,False,22,1,active,1604275008,1,1604275205,1604275205,22,22
42,1,31,254,2,1,254,0,False,14,1,active,1604275043,1,1604275205,1604275205,14,14
43,1,24,257,1,0,257,0,False,14,1,active,1604274457,1,1604275205,1604275205,14,14
44,1,7,258,0,0,258,0,False,16,1,active,1604275168,1,1604275205,1604275205,16,16
45,1,14,259,0,0,259,0,False,25,1,active,1604274190,1,1604275205,1604275205,25,25
46,1,25,260,1,0,260,0,False,7,1,active,1604273628,1,1604275205,1604275205,7,7
47,1,19,261,0,3,261,0,False,22,1,active,1604274863,1,1604275205,1604275205,22,22
48,1,20,262,1,1,262,0,False,3,1,active,1604273722,1,1604275205,1604275205,3,3
49,1,20,264,1,0,264,0,False,6,1,active,1604274757,1,1604275205,1604275205,6,6
50,1,10,265,1,2,265,0,False,24,1,active,1604275050,1,1604275205,1604275205,24,24
51,1,42,267,2,3,267,0,False,26,1,active,1604275165,1,1604275205,1604275205,26,26
52,1,12,268,0,0,268,0,False,15,1,active,1604273973,1,1604275205,1604275205,15,15
53,1,8,270,0,7,270,0,False,15,1,active,1604273268,1,1604275205,1604275205,15,15
54,1,4,274,3,6,274,0,False,24,1,active,1604274651,1,1604275205,1604275205,24,24
55,1,14,275,0,3,275,0,False,5,1,active,1604275078,1,1604275205,1604275205,5,5
56,1,25,276,0,0,276,0,False,0,1,active,1604268640,1,1604275205,1604275205,0,0
57,1,10,278,0,3,278,0,False,9,1,active,1604272002,1,1604275205,1604275205,9,9
58,0,0,280,0,0,280,0,False,0,0,out_of_service,86400,0,1604275205,1604275205,0,0
59,1,38,281,0,0,281,0,True,28,1,active,1604274778,1,1604275205,1604275205,28,28
60,1,5,282,2,0,282,0,False,20,1,active,1604274769,1,1604275205,1604275205,20,20
61,1,42,284,2,1,284,0,False,7,1,active,1604274474,1,1604275205,1604275205,7,7
62,1,38,285,1,0,285,0,True,14,1,active,1604274897,1,1604275205,1604275205,14,14
