,num_ebikes_available,is_installed,num_bikes_disabled,num_docks_available,legacy_id,is_renting,station_status,num_bikes_available,eightd_has_available_keys,last_reported,is_returning,num_docks_disabled,station_id,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,0,1,5,25,72,1,active,25,False,1604926103,1,0,72,,,1604926795,1604926795,0,9
1,1,1,2,2,79,1,active,29,False,1604926434,1,0,79,,,1604926795,1604926795,0,0
2,0,1,0,3,82,1,active,24,False,1604926573,1,0,82,,,1604926795,1604926795,2,0
3,2,1,0,50,83,1,active,12,False,1604925157,1,0,83,,,1604926795,1604926795,1,0
4,0,0,0,0,116,0,out_of_service,0,False,86400,0,0,116,,,1604926795,1604926795,0,0
5,2,1,0,9,119,1,active,44,False,1604926551,1,0,119,,,1604926795,1604926795,0,2
6,2,1,2,6,120,1,active,11,False,1604926518,1,0,120,,,1604926795,1604926795,0,4
7,2,1,1,12,127,1,active,18,False,1604926691,1,0,127,,,1604926795,1604926795,0,11
8,2,1,1,28,128,1,active,27,False,1604926778,1,0,128,,,1604926795,1604926795,0,11
9,0,1,0,12,143,1,active,12,False,1604926303,1,0,143,,,1604926795,1604926795,2,0
10,3,1,1,5,144,1,active,52,False,1604926438,1,0,144,,,1604926795,1604926795,0,5
11,1,1,0,0,146,1,active,39,False,1604926070,1,0,146,,,1604926795,1604926795,0,1
12,7,1,0,6,150,1,active,49,False,1604926254,1,0,150,,,1604926795,1604926795,0,7
13,1,1,2,14,151,1,active,17,True,1604926703,1,0,151,,,1604926795,1604926795,3,0
14,0,1,0,29,152,1,active,20,False,1604926397,1,0,152,,,1604926795,1604926795,1,0
15,4,1,2,16,157,1,active,5,False,1604926676,1,0,157,,,1604926795,1604926795,4,0
16,2,1,1,12,161,1,active,22,False,1604926493,1,0,161,,,1604926795,1604926795,3,0
17,0,1,1,33,164,1,active,13,False,1604926754,1,0,164,,,1604926795,1604926795,11,0
18,0,1,0,10,168,1,active,37,False,1604926655,1,0,168,,,1604926795,1604926795,10,0
19,8,1,6,29,173,1,active,35,False,1604926716,1,0,173,,,1604926795,1604926795,8,0
20,4,1,3,2,174,1,active,25,False,1604926582,1,0,174,,,1604926795,1604926795,0,0
21,0,1,3,3,212,1,active,54,False,1604926720,1,0,212,,,1604926795,1604926795,0,0
22,0,1,0,21,216,1,active,16,False,1604902327,1,0,216,,,1604926795,1604926795,0,5
23,2,1,5,16,217,1,active,18,False,1604925383,1,0,217,,,1604926795,1604926795,0,1
24,0,1,0,5,223,1,active,28,False,1604926548,1,0,223,,,1604926795,1604926795,0,3
25,0,1,1,21,224,1,active,8,True,1604926785,1,0,224,,,1604926795,1604926795,5,0
26,0,1,0,51,228,1,active,4,False,1604926288,1,0,228,,,1604926795,1604926795,11,0
27,1,1,2,5,229,1,active,16,False,1604926738,1,0,229,,,1604926795,1604926795,2,0
28,0,1,1,15,236,1,active,31,False,1604926558,1,0,236,,,1604926795,1604926795,0,3
29,0,1,2,16,237,1,active,21,False,1604926335,1,0,237,,,1604926795,1604926795,0,6
30,0,1,1,9,238,1,active,21,False,1604926533,1,0,238,,,1604926795,1604926795,0,4
31,1,1,1,29,239,1,active,1,False,1604926457,1,0,239,,,1604926795,1604926795,4,0
32,2,1,2,13,241,1,active,8,False,1604926546,1,0,241,,,1604926795,1604926795,0,3
33,1,1,0,11,242,1,active,35,False,1604925961,1,0,242,,,1604926795,1604926795,1,0
34,1,1,1,19,244,1,active,11,False,1604925881,1,0,244,,,1604926795,1604926795,0,1
35,0,1,1,2,245,1,active,20,False,1604918736,1,0,245,,,1604926795,1604926795,1,0
36,0,1,0,12,247,1,active,43,False,1604926734,1,0,247,,,1604926795,1604926795,0,15
37,1,1,1,3,248,1,active,95,False,1604924005,1,0,248,,,1604926795,1604926795,1,0
38,1,1,0,0,249,1,active,27,False,1604924430,1,0,249,,,1604926795,1604926795,0,0
39,2,1,1,8,250,1,active,31,False,1604926504,1,0,250,,,1604926795,1604926795,5,0
40,2,1,1,10,251,1,active,16,False,1604926631,1,0,251,,,1604926795,1604926795,0,5
