,station_status,num_bikes_disabled,num_bikes_available,eightd_has_available_keys,legacy_id,station_id,is_renting,num_docks_disabled,is_installed,num_ebikes_available,is_returning,num_docks_available,last_reported,starttime,timestamp,demand,supply
0,active,0,31,False,72,72,1,0,1,1,1,24,1604281153,1604282400,1604282400,31,31
1,active,0,22,False,79,79,1,0,1,0,1,11,1604281774,1604282400,1604282400,22,22
2,active,1,14,False,82,82,1,0,1,0,1,12,1604279743,1604282400,1604282400,14,14
3,active,0,53,False,83,83,1,0,1,0,1,9,1604280273,1604282400,1604282400,53,53
4,out_of_service,0,0,False,116,116,0,0,0,0,0,0,86400,1604282400,1604282400,0,0
5,active,1,40,False,119,119,1,0,1,0,1,12,1604271129,1604282400,1604282400,40,40
6,active,0,9,False,120,120,1,0,1,2,1,10,1604281338,1604282400,1604282400,9,9
7,active,2,26,False,127,127,1,0,1,0,1,3,1604282338,1604282400,1604282400,26,26
8,active,1,34,False,128,128,1,0,1,1,1,21,1604282235,1604282400,1604282400,34,34
9,active,1,4,False,143,143,1,0,1,1,1,19,1604274820,1604282400,1604282400,4,4
10,active,0,32,False,144,144,1,0,1,0,1,26,1604278087,1604282400,1604282400,32,32
11,active,2,14,False,146,146,1,0,1,1,1,23,1604282080,1604282400,1604282400,14,14
12,active,0,38,False,150,150,1,0,1,3,1,17,1604280982,1604282400,1604282400,38,38
13,active,2,4,True,151,151,1,0,1,2,1,27,1604282348,1604282400,1604282400,4,4
14,active,0,13,False,152,152,1,0,1,0,1,36,1604278955,1604282400,1604282400,13,13
15,active,3,19,False,157,157,1,0,1,3,1,1,1604281745,1604282400,1604282400,19,19
16,active,0,2,False,161,161,1,0,1,0,1,33,1604282393,1604282400,1604282400,2,2
17,active,0,8,False,164,164,1,0,1,2,1,19,1604280162,1604282400,1604282400,8,8
18,active,0,22,False,168,168,1,0,1,1,1,25,1604281803,1604282400,1604282400,22,22
19,active,3,21,False,173,173,1,0,1,3,1,46,1604280751,1604282400,1604282400,21,21
20,active,1,15,False,174,174,1,0,1,0,1,14,1604281915,1604282400,1604282400,15,15
21,active,0,6,False,212,212,1,0,1,2,1,54,1604282348,1604282400,1604282400,6,6
22,active,0,3,False,216,216,1,0,1,1,1,34,1604279292,1604282400,1604282400,3,3
23,active,1,38,False,217,217,1,0,1,0,1,0,1604278821,1604282400,1604282400,38,38
24,active,0,8,False,223,223,1,0,1,0,1,25,1604280640,1604282400,1604282400,8,8
25,active,1,2,True,224,224,1,0,1,1,1,27,1604282151,1604282400,1604282400,2,2
26,active,1,24,False,228,228,1,0,1,5,1,30,1604279679,1604282400,1604282400,24,24
27,active,2,8,False,229,229,1,0,1,0,1,13,1604281958,1604282400,1604282400,8,8
28,active,2,43,False,236,236,1,0,1,0,1,2,1604282393,1604282400,1604282400,43,43
29,out_of_service,0,0,False,237,237,0,0,0,0,0,1,1604258096,1604282400,1604282400,0,0
30,active,0,17,False,238,238,1,0,1,0,1,14,1604281489,1604282400,1604282400,17,17
31,active,0,10,False,239,239,1,0,1,3,1,21,1604281768,1604282400,1604282400,10,10
32,active,1,19,False,241,241,1,0,1,3,1,3,1604281543,1604282400,1604282400,19,19
33,active,0,37,False,242,242,1,0,1,3,1,9,1604278605,1604282400,1604282400,37,37
34,active,0,15,False,244,244,1,0,1,2,1,16,1604282165,1604282400,1604282400,15,15
35,active,2,7,False,245,245,1,0,1,0,1,14,1604274951,1604282400,1604282400,7,7
36,active,0,30,False,247,247,1,0,1,2,1,25,1604279220,1604282400,1604282400,30,30
37,active,0,64,False,248,248,1,0,1,0,1,35,1604276534,1604282400,1604282400,64,64
38,active,0,2,False,249,249,1,0,1,0,1,25,1604280711,1604282400,1604282400,2,2
39,active,1,23,False,250,250,1,0,1,0,1,16,1604282064,1604282400,1604282400,23,23
40,active,0,22,False,251,251,1,0,1,1,1,5,1604281274,1604282400,1604282400,22,22
41,active,2,19,False,252,252,1,0,1,0,1,12,1604281045,1604282400,1604282400,19,19
42,active,1,10,False,254,254,1,0,1,1,1,36,1604282380,1604282400,1604282400,10,10
43,active,1,16,False,257,257,1,0,1,1,1,22,1604281671,1604282400,1604282400,16,16
44,active,0,15,False,258,258,1,0,1,0,1,8,1604280858,1604282400,1604282400,15,15
45,active,0,26,False,259,259,1,0,1,0,1,13,1604280325,1604282400,1604282400,26,26
46,active,1,7,False,260,260,1,0,1,0,1,25,1604273628,1604282400,1604282400,7,7
47,active,0,22,False,261,261,1,0,1,1,1,19,1604282193,1604282400,1604282400,22,22
48,active,1,3,False,262,262,1,0,1,1,1,20,1604278185,1604282400,1604282400,3,3
49,active,1,6,False,264,264,1,0,1,0,1,20,1604282055,1604282400,1604282400,6,6
50,active,2,21,False,265,265,1,0,1,0,1,12,1604281755,1604282400,1604282400,21,21
51,active,2,22,False,267,267,1,0,1,1,1,46,1604282112,1604282400,1604282400,22,22
52,active,0,16,False,268,268,1,0,1,0,1,11,1604281489,1604282400,1604282400,16,16
53,active,0,16,False,270,270,1,0,1,6,1,7,1604280614,1604282400,1604282400,16,16
54,active,3,23,False,274,274,1,0,1,4,1,5,1604281878,1604282400,1604282400,23,23
55,active,1,3,False,275,275,1,0,1,2,1,15,1604278876,1604282400,1604282400,3,3
56,active,0,4,False,276,276,1,0,1,1,1,21,1604280496,1604282400,1604282400,4,4
57,active,1,9,False,278,278,1,0,1,3,1,9,1604276836,1604282400,1604282400,9,9
58,out_of_service,0,0,False,280,280,0,0,0,0,0,0,86400,1604282400,1604282400,0,0
59,active,1,24,True,281,281,1,0,1,0,1,41,1604280643,1604282400,1604282400,24,24
60,active,3,21,False,282,282,1,0,1,0,1,3,1604280238,1604282400,1604282400,21,21
61,active,1,13,False,284,284,1,0,1,1,1,37,1604282275,1604282400,1604282400,13,13
62,active,2,21,True,285,285,1,0,1,4,1,30,1604281856,1604282400,1604282400,21,21
63,active,1,7,False,289,289,1,0,1,0,1,11,1604276923,1604282400,1604282400,7,7
64,active,0,19,False,291,291,1,0,1,4,1,1,1604281056,1604282400,1604282400,19,19
65,active,3,31,False,293,293,1,1,1,3,1,20,1604282154,1604282400,1604282400,31,31
66,active,0,18,False,295,295,1,0,1,0,1,6,1604281549,1604282400,1604282400,18,18
67,active,0,32,False,297,297,1,0,1,6,1,45,1604282296,1604282400,1604282400,32,32
68,active,2,28,False,298,298,1,0,1,3,1,5,1604277727,1604282400,1604282400,28,28
69,active,0,37,False,301,301,1,0,1,3,1,21,1604281966,1604282400,1604282400,37,37
70,active,2,15,False,302,302,1,0,1,3,1,6,1604281796,1604282400,1604282400,15,15
71,active,0,36,False,303,303,1,0,1,1,1,31,1604282301,1604282400,1604282400,36,36
72,active,0,24,False,304,304,1,0,1,2,1,9,1604282057,1604282400,1604282400,24,24
73,active,0,9,False,305,305,1,0,1,1,1,24,1604281747,1604282400,1604282400,9,9
74,active,0,19,False,307,307,1,0,1,0,1,11,1604282100,1604282400,1604282400,19,19
75,active,1,13,False,308,308,1,0,1,1,1,34,1604281074,1604282400,1604282400,13,13
76,active,0,13,False,309,309,1,0,1,0,1,28,1604278998,1604282400,1604282400,13,13
77,active,0,60,False,310,310,1,0,1,2,1,6,1604282272,1604282400,1604282400,60,60
78,active,1,17,False,311,311,1,0,1,0,1,13,1604281606,1604282400,1604282400,17,17
79,active,0,29,False,312,312,1,0,1,0,1,4,1604280761,1604282400,1604282400,29,29
80,active,0,23,False,313,313,1,0,1,0,1,32,1604282333,1604282400,1604282400,23,23
81,active,2,17,False,315,315,1,0,1,1,1,10,1604274946,1604282400,1604282400,17,17
