,last_reported,station_id,is_installed,station_status,legacy_id,eightd_has_available_keys,num_docks_available,is_returning,num_docks_disabled,num_bikes_disabled,num_bikes_available,num_ebikes_available,is_renting,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,1604811570,72,1,active,72,False,31,1,0,5,19,1,1,,,1604811600,1604811600,2,0
1,1604811003,79,1,active,79,False,3,1,0,0,30,0,1,,,1604811600,1604811600,0,3
2,1604809077,82,1,active,82,False,0,1,0,0,27,1,1,,,1604811600,1604811600,0,0
3,1604811129,83,1,active,83,False,44,1,0,3,15,5,1,,,1604811600,1604811600,0,0
4,86400,116,0,out_of_service,116,False,0,0,0,0,0,0,0,,,1604811600,1604811600,0,0
5,1604809962,119,1,active,119,False,7,1,0,1,45,0,1,,,1604811600,1604811600,0,0
6,1604810632,120,1,active,120,False,12,1,0,2,5,2,1,,,1604811600,1604811600,0,1
7,1604811521,127,1,active,127,False,2,1,0,1,28,0,1,,,1604811600,1604811600,1,0
8,1604811362,128,1,active,128,False,12,1,0,4,40,0,1,,,1604811600,1604811600,2,0
9,1604811153,143,1,active,143,False,15,1,0,0,9,1,1,,,1604811600,1604811600,3,0
10,1604807719,144,1,active,144,False,18,1,0,0,40,0,1,,,1604811600,1604811600,1,0
11,1604809318,146,1,active,146,False,31,1,0,0,8,0,1,,,1604811600,1604811600,2,0
12,1604808828,150,1,active,150,False,25,1,0,0,30,0,1,,,1604811600,1604811600,11,0
13,1604811363,151,1,active,151,True,4,1,0,9,20,1,1,,,1604811600,1604811600,0,0
14,1604808608,152,1,active,152,False,40,1,0,0,9,0,1,,,1604811600,1604811600,1,0
15,1604807381,157,1,active,157,False,1,1,0,3,19,4,1,,,1604811600,1604811600,0,0
16,1604810831,161,1,active,161,False,1,1,0,11,23,0,1,,,1604811600,1604811600,0,3
17,1604808700,164,1,active,164,False,45,1,0,1,1,0,1,,,1604811600,1604811600,7,0
18,1604811323,168,1,active,168,False,9,1,0,1,37,0,1,,,1604811600,1604811600,0,4
19,1604811556,173,1,active,173,False,44,1,0,6,20,1,1,,,1604811600,1604811600,0,9
20,1604811557,174,1,active,174,False,4,1,0,7,24,0,1,,,1604811600,1604811600,2,0
21,1604807212,212,1,active,212,False,2,1,0,0,58,0,1,,,1604811600,1604811600,0,2
22,1604808851,216,1,active,216,False,20,1,0,3,14,1,1,,,1604811600,1604811600,0,0
23,1604810625,217,1,active,217,False,3,1,0,2,34,8,1,,,1604811600,1604811600,0,0
24,1604811568,223,1,active,223,False,3,1,0,1,29,0,1,,,1604811600,1604811600,0,1
25,1604811530,224,1,active,224,True,17,1,0,1,12,1,1,,,1604811600,1604811600,6,0
26,1604808115,228,1,active,228,False,53,1,0,1,1,0,1,,,1604811600,1604811600,0,0
27,1604810408,229,1,active,229,False,6,1,0,8,9,0,1,,,1604811600,1604811600,0,3
28,1604810879,236,1,active,236,False,5,1,0,6,36,0,1,,,1604811600,1604811600,8,0
29,1604811363,237,1,active,237,False,10,1,0,3,26,0,1,,,1604811600,1604811600,5,0
30,1604811220,238,1,active,238,False,9,1,0,0,22,0,1,,,1604811600,1604811600,2,0
31,1604811293,239,1,active,239,False,18,1,0,0,13,0,1,,,1604811600,1604811600,1,0
32,1604811298,241,1,active,241,False,18,1,0,3,2,0,1,,,1604811600,1604811600,0,2
33,1604807775,242,1,active,242,False,12,1,0,2,32,0,1,,,1604811600,1604811600,0,0
34,1604811234,244,1,active,244,False,27,1,0,3,1,0,1,,,1604811600,1604811600,3,0
35,1604802822,245,1,active,245,False,0,1,0,3,20,0,1,,,1604811600,1604811600,0,2
36,1604810969,247,1,active,247,False,10,1,0,0,45,0,1,,,1604811600,1604811600,0,0
37,1604810826,248,1,active,248,False,2,1,0,2,95,0,1,,,1604811600,1604811600,0,1
38,1604808666,249,1,active,249,False,4,1,0,0,23,0,1,,,1604811600,1604811600,1,0
39,1604807794,250,1,active,250,False,0,1,0,4,36,0,1,,,1604811600,1604811600,0,5
