,station_status,num_bikes_disabled,num_bikes_available,eightd_has_available_keys,legacy_id,station_id,is_renting,num_docks_disabled,is_installed,num_ebikes_available,is_returning,num_docks_available,last_reported,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,active,0,30,False,72,72,1,0,1,0,1,25,1604267495,,,1604268000,1604268000,30,30
1,active,0,22,False,79,79,1,0,1,2,1,11,1604266363,,,1604268000,1604268000,22,22
2,active,0,15,False,82,82,1,0,1,1,1,12,1604267507,,,1604268000,1604268000,15,15
3,active,0,55,False,83,83,1,0,1,0,1,7,1604267402,,,1604268000,1604268000,55,55
4,out_of_service,0,0,False,116,116,0,0,0,0,0,0,86400,,,1604268000,1604268000,0,0
5,active,1,42,False,119,119,1,0,1,2,1,10,1604267968,,,1604268000,1604268000,42,42
6,active,0,10,False,120,120,1,0,1,3,1,9,1604267392,,,1604268000,1604268000,10,10
7,active,1,29,False,127,127,1,0,1,2,1,1,1604265590,,,1604268000,1604268000,29,29
8,active,1,25,False,128,128,1,0,1,0,1,30,1604265908,,,1604268000,1604268000,25,25
9,active,1,3,False,143,143,1,0,1,1,1,20,1604263019,,,1604268000,1604268000,3,3
10,active,0,28,False,144,144,1,0,1,0,1,30,1604256874,,,1604268000,1604268000,28,28
11,active,2,12,False,146,146,1,0,1,0,1,25,1604267696,,,1604268000,1604268000,12,12
12,active,0,35,False,150,150,1,0,1,4,1,20,1604267067,,,1604268000,1604268000,35,35
13,active,2,23,True,151,151,1,0,1,2,1,8,1604267439,,,1604268000,1604268000,23,23
14,active,0,14,False,152,152,1,0,1,1,1,35,1604259053,,,1604268000,1604268000,14,14
15,active,3,16,False,157,157,1,0,1,2,1,4,1604267902,,,1604268000,1604268000,16,16
16,active,0,32,False,161,161,1,0,1,3,1,3,1604267457,,,1604268000,1604268000,32,32
17,active,0,7,False,164,164,1,0,1,2,1,20,1604267672,,,1604268000,1604268000,7,7
18,active,0,28,False,168,168,1,0,1,2,1,19,1604265698,,,1604268000,1604268000,28,28
19,active,2,19,False,173,173,1,0,1,1,1,49,1604267962,,,1604268000,1604268000,19,19
20,active,0,9,False,174,174,1,0,1,0,1,21,1604265472,,,1604268000,1604268000,9,9
21,active,0,6,False,212,212,1,0,1,1,1,54,1604266453,,,1604268000,1604268000,6,6
22,active,0,2,False,216,216,1,0,1,1,1,35,1604267391,,,1604268000,1604268000,2,2
23,active,0,35,False,217,217,1,0,1,1,1,4,1604266373,,,1604268000,1604268000,35,35
24,active,0,4,False,223,223,1,0,1,0,1,29,1604267966,,,1604268000,1604268000,4,4
25,active,1,4,True,224,224,1,0,1,0,1,25,1604266723,,,1604268000,1604268000,4,4
26,active,1,26,False,228,228,1,0,1,4,1,28,1604265936,,,1604268000,1604268000,26,26
27,active,2,20,False,229,229,1,0,1,3,1,1,1604267727,,,1604268000,1604268000,20,20
28,active,0,44,False,236,236,1,0,1,0,1,3,1604267990,,,1604268000,1604268000,44,44
29,out_of_service,0,0,False,237,237,0,0,0,0,0,1,1604258096,,,1604268000,1604268000,0,0
30,active,0,17,False,238,238,1,0,1,0,1,14,1604267040,,,1604268000,1604268000,17,17
31,active,0,10,False,239,239,1,0,1,1,1,21,1604265968,,,1604268000,1604268000,10,10
32,active,1,20,False,241,241,1,0,1,6,1,2,1604266489,,,1604268000,1604268000,20,20
33,active,0,37,False,242,242,1,0,1,1,1,9,1604266906,,,1604268000,1604268000,37,37
34,active,0,12,False,244,244,1,0,1,1,1,19,1604267147,,,1604268000,1604268000,12,12
35,active,2,7,False,245,245,1,0,1,0,1,14,1604251158,,,1604268000,1604268000,7,7
36,active,4,22,False,247,247,1,0,1,1,1,29,1604267674,,,1604268000,1604268000,22,22
37,active,1,64,False,248,248,1,0,1,1,1,34,1604266275,,,1604268000,1604268000,64,64
38,active,0,0,False,249,249,1,0,1,0,1,27,1604267743,,,1604268000,1604268000,0,0
39,active,2,32,False,250,250,1,0,1,2,1,6,1604267447,,,1604268000,1604268000,32,32
40,active,1,25,False,251,251,1,0,1,3,1,1,1604267963,,,1604268000,1604268000,25,25
41,active,2,22,False,252,252,1,0,1,3,1,9,1604267570,,,1604268000,1604268000,22,22
42,active,2,12,False,254,254,1,0,1,0,1,33,1604267877,,,1604268000,1604268000,12,12
43,active,1,15,False,257,257,1,0,1,2,1,23,1604267763,,,1604268000,1604268000,15,15
44,active,0,19,False,258,258,1,0,1,1,1,4,1604267819,,,1604268000,1604268000,19,19
45,active,0,25,False,259,259,1,0,1,2,1,14,1604264192,,,1604268000,1604268000,25,25
46,active,1,7,False,260,260,1,0,1,0,1,25,1604263312,,,1604268000,1604268000,7,7
47,active,0,23,False,261,261,1,0,1,3,1,18,1604266114,,,1604268000,1604268000,23,23
48,active,1,3,False,262,262,1,0,1,1,1,20,1604267564,,,1604268000,1604268000,3,3
49,active,1,23,False,264,264,1,0,1,1,1,3,1604267851,,,1604268000,1604268000,23,23
50,active,1,34,False,265,265,1,0,1,4,1,0,1604266424,,,1604268000,1604268000,34,34
51,active,2,26,False,267,267,1,0,1,3,1,42,1604267896,,,1604268000,1604268000,26,26
52,active,0,23,False,268,268,1,0,1,3,1,4,1604267864,,,1604268000,1604268000,23,23
53,active,0,14,False,270,270,1,0,1,7,1,9,1604266308,,,1604268000,1604268000,14,14
54,active,3,23,False,274,274,1,0,1,0,1,5,1604267946,,,1604268000,1604268000,23,23
55,active,0,6,False,275,275,1,0,1,2,1,13,1604267521,,,1604268000,1604268000,6,6
56,active,0,1,False,276,276,1,0,1,1,1,24,1604267561,,,1604268000,1604268000,1,1
57,active,0,9,False,278,278,1,0,1,3,1,10,1604267622,,,1604268000,1604268000,9,9
58,out_of_service,0,0,False,280,280,0,0,0,0,0,0,86400,,,1604268000,1604268000,0,0
59,active,0,30,True,281,281,1,0,1,0,1,36,1604266307,,,1604268000,1604268000,30,30
60,active,1,22,False,282,282,1,0,1,1,1,4,1604264437,,,1604268000,1604268000,22,22
61,active,2,12,False,284,284,1,0,1,1,1,37,1604266790,,,1604268000,1604268000,12,12
62,active,3,16,True,285,285,1,0,1,0,1,34,1604267297,,,1604268000,1604268000,16,16
63,active,1,7,False,289,289,1,0,1,0,1,11,1604266846,,,1604268000,1604268000,7,7
64,active,0,15,False,291,291,1,0,1,2,1,5,1604267596,,,1604268000,1604268000,15,15
65,active,3,32,False,293,293,1,1,1,2,1,19,1604267925,,,1604268000,1604268000,32,32
66,active,0,20,False,295,295,1,0,1,3,1,4,1604266930,,,1604268000,1604268000,20,20
67,active,3,27,False,297,297,1,0,1,3,1,47,1604267722,,,1604268000,1604268000,27,27
68,active,2,28,False,298,298,1,0,1,2,1,5,1604267513,,,1604268000,1604268000,28,28
69,active,0,39,False,301,301,1,0,1,2,1,19,1604267906,,,1604268000,1604268000,39,39
70,active,2,6,False,302,302,1,0,1,0,1,15,1604265267,,,1604268000,1604268000,6,6
71,active,1,37,False,303,303,1,0,1,2,1,29,1604267912,,,1604268000,1604268000,37,37
72,active,0,27,False,304,304,1,0,1,3,1,6,1604267785,,,1604268000,1604268000,27,27
73,active,0,8,False,305,305,1,0,1,1,1,25,1604267319,,,1604268000,1604268000,8,8
74,active,0,25,False,307,307,1,0,1,0,1,5,1604267624,,,1604268000,1604268000,25,25
