,num_ebikes_available,is_renting,last_reported,num_bikes_disabled,eightd_has_available_keys,is_installed,station_status,num_bikes_available,num_docks_disabled,station_id,num_docks_available,is_returning,legacy_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
648,0,1,1605102927,0,False,1,active,2,0,3552,37,1,3552,,,1605103205,1605103205,1,0
649,0,1,1605103190,0,False,1,active,23,0,3553,14,1,3553,,,1605103205,1605103205,0,6
650,0,1,1605103046,3,False,1,active,12,0,3554,12,1,3554,,,1605103205,1605103205,0,0
651,1,1,1605102710,0,False,1,active,3,0,3555,24,1,3555,,,1605103205,1605103205,6,0
652,5,1,1605099546,0,False,1,active,7,0,3557,12,1,3557,,,1605103205,1605103205,0,1
653,3,1,1605103127,0,False,1,active,5,0,3558,22,1,3558,,,1605103205,1605103205,0,1
654,1,1,1605100754,0,False,1,active,1,0,3559,18,1,3559,,,1605103205,1605103205,0,1
655,0,1,1605098240,0,False,1,active,3,0,3561,23,1,3561,,,1605103205,1605103205,3,0
656,3,1,1605102995,1,False,1,active,10,0,3562,16,1,3562,,,1605103205,1605103205,0,1
657,0,1,1605098362,0,False,1,active,8,0,3563,21,1,3563,,,1605103205,1605103205,0,0
658,2,1,1605100956,0,False,1,active,8,0,3564,11,1,3564,,,1605103205,1605103205,0,0
659,3,1,1605102595,0,False,1,active,7,0,3565,12,1,3565,,,1605103205,1605103205,1,0
660,0,1,1605102099,0,False,1,active,9,0,3566,16,1,3566,,,1605103205,1605103205,0,0
661,0,1,1605082502,0,False,1,active,1,0,3567,18,1,3567,,,1605103205,1605103205,0,0
662,1,1,1605100935,0,False,1,active,2,0,3568,19,1,3568,,,1605103205,1605103205,1,0
663,0,1,1605102956,1,False,1,active,3,0,3569,25,1,3569,,,1605103205,1605103205,0,0
664,0,1,1605102658,0,False,1,active,5,0,3570,26,1,3570,,,1605103205,1605103205,0,1
665,1,1,1605103065,0,False,1,active,14,0,3571,10,1,3571,,,1605103205,1605103205,1,0
666,0,1,1605101997,1,False,1,active,9,0,3572,23,1,3572,,,1605103205,1605103205,0,1
667,1,1,1605082502,0,False,1,active,6,0,3573,19,1,3573,,,1605103205,1605103205,1,0
668,1,1,1605102458,1,False,1,active,2,0,3574,20,1,3574,,,1605103205,1605103205,0,2
669,0,1,1605102924,0,False,1,active,10,0,3575,9,1,3575,,,1605103205,1605103205,0,0
670,0,1,1605103146,0,False,1,active,1,0,3576,26,1,3576,,,1605103205,1605103205,3,0
671,0,1,1605101721,1,False,1,active,4,0,3577,18,1,3577,,,1605103205,1605103205,0,1
672,1,1,1605103157,0,False,1,active,6,0,3578,15,1,3578,,,1605103205,1605103205,0,1
673,0,1,1605103029,0,False,1,active,5,0,3579,20,1,3579,,,1605103205,1605103205,0,0
674,0,1,1605101795,0,False,1,active,0,0,3580,30,1,3580,,,1605103205,1605103205,2,0
675,0,1,1605102782,1,False,1,active,1,0,3581,25,1,3581,,,1605103205,1605103205,0,1
676,1,1,1605099068,0,False,1,active,1,0,3582,27,1,3582,,,1605103205,1605103205,0,1
677,0,1,1605099828,0,False,1,active,2,0,3583,29,1,3583,,,1605103205,1605103205,1,0
678,6,1,1605103023,0,False,1,active,10,0,3584,32,1,3584,,,1605103205,1605103205,0,3
679,3,1,1605102773,0,False,1,active,4,0,3585,20,1,3585,,,1605103205,1605103205,0,1
680,0,1,1605102853,1,False,1,active,10,0,3586,8,1,3586,,,1605103205,1605103205,0,1
681,2,1,1605102777,0,False,1,active,3,0,3587,24,1,3587,,,1605103205,1605103205,1,0
682,1,1,1605102347,0,False,1,active,9,0,3588,12,1,3588,,,1605103205,1605103205,0,1
683,0,1,1605099288,0,False,1,active,3,0,3589,16,1,3589,,,1605103205,1605103205,1,0
684,1,1,1605101072,0,False,1,active,4,0,3590,15,1,3590,,,1605103205,1605103205,0,0
685,0,1,1605102360,1,False,1,active,2,0,3591,18,1,3591,,,1605103205,1605103205,1,0
686,3,1,1605102338,1,False,1,active,13,0,3592,5,1,3592,,,1605103205,1605103205,0,6
687,0,1,1605102595,0,False,1,active,4,0,3593,31,1,3593,,,1605103205,1605103205,0,1
688,0,1,1605102986,1,False,1,active,9,0,3595,8,1,3595,,,1605103205,1605103205,1,0
689,1,1,1605094443,1,False,1,active,16,0,3596,2,1,3596,,,1605103205,1605103205,0,0
690,8,1,1605102126,0,False,1,active,13,0,3597,12,1,3597,,,1605103205,1605103205,0,4
691,11,1,1605101970,1,False,1,active,16,0,3598,2,1,3598,,,1605103205,1605103205,0,0
692,2,1,1605101596,1,False,1,active,13,0,3600,13,1,3600,,,1605103205,1605103205,0,0
693,1,1,1605102500,0,False,1,active,19,0,3601,0,1,3601,,,1605103205,1605103205,0,1
694,0,1,1605102789,0,False,1,active,5,0,3602,18,1,3602,,,1605103205,1605103205,0,1
695,0,1,1605101203,0,False,1,active,3,0,3603,18,1,3603,,,1605103205,1605103205,0,0
696,4,1,1605103191,2,False,1,active,12,0,3604,2,1,3604,,,1605103205,1605103205,2,0
697,0,1,1605102870,0,False,1,active,3,0,3605,18,1,3605,,,1605103205,1605103205,2,0
698,0,1,1605101551,0,False,1,active,4,0,3606,17,1,3606,,,1605103205,1605103205,0,0
699,0,1,1605097195,0,False,1,active,7,0,3607,12,1,3607,,,1605103205,1605103205,0,0
700,0,1,1605083708,0,False,1,active,6,0,3608,15,1,3608,,,1605103205,1605103205,1,0
701,0,1,1605102178,1,False,1,active,8,0,3609,14,1,3609,,,1605103205,1605103205,1,0
702,1,1,1605102132,3,False,1,active,10,1,3610,13,1,3610,,,1605103205,1605103205,0,2
703,0,1,1605101956,0,False,1,active,13,0,3611,18,1,3611,,,1605103205,1605103205,1,0
704,2,1,1605102979,0,False,1,active,3,0,3612,12,1,3612,,,1605103205,1605103205,0,1
705,0,1,1605102116,2,False,1,active,4,0,3613,21,1,3613,,,1605103205,1605103205,0,0
706,6,1,1605103118,0,False,1,active,9,2,3614,12,1,3614,,,1605103205,1605103205,0,2
707,4,1,1605103029,0,False,1,active,8,0,3615,13,1,3615,,,1605103205,1605103205,4,0
708,2,1,1605101840,0,False,1,active,17,0,3616,8,1,3616,,,1605103205,1605103205,0,3
709,0,1,1605102013,0,False,1,active,4,0,3617,23,1,3617,,,1605103205,1605103205,1,0
710,0,1,1605103123,2,False,1,active,11,0,3618,20,1,3618,,,1605103205,1605103205,1,0
711,3,1,1605102573,1,False,1,active,7,0,3619,11,1,3619,,,1605103205,1605103205,1,0
712,1,1,1605101642,0,False,1,active,5,0,3620,18,1,3620,,,1605103205,1605103205,0,0
713,2,1,1605102514,0,False,1,active,8,0,3621,11,1,3621,,,1605103205,1605103205,2,0
714,0,1,1605102919,1,False,1,active,0,0,3622,22,1,3622,,,1605103205,1605103205,1,0
715,0,1,1605102850,1,False,1,active,4,0,3623,34,1,3623,,,1605103205,1605103205,0,1
716,3,1,1605103189,0,False,1,active,30,0,3628,1,1,3628,,,1605103205,1605103205,1,0
717,2,1,1605102981,2,False,1,active,29,0,3629,2,1,3629,,,1605103205,1605103205,2,0
718,0,1,1605102938,0,False,1,active,16,0,3630,17,1,3630,,,1605103205,1605103205,0,0
719,1,1,1605103002,0,False,1,active,5,0,3635,38,1,3635,,,1605103205,1605103205,6,0
720,8,1,1605103049,1,False,1,active,11,0,3637,19,1,3637,,,1605103205,1605103205,0,3
721,0,1,1605102485,1,False,1,active,12,0,3638,5,1,3638,,,1605103205,1605103205,2,0
722,0,1,1605102789,1,False,1,active,5,0,3639,24,1,3639,,,1605103205,1605103205,2,0
723,0,1,1605090736,0,False,1,active,1,0,3640,17,1,3640,,,1605103205,1605103205,0,1
724,2,1,1605103192,4,False,1,active,13,0,3641,37,1,3641,,,1605103205,1605103205,6,0
725,3,1,1605101546,0,False,1,active,8,10,3646,8,1,3646,,,1605103205,1605103205,1,0
726,3,1,1605102954,0,False,1,active,22,0,3647,1,1,3647,,,1605103205,1605103205,1,0
727,3,1,1605103190,0,False,1,active,17,0,3648,8,1,3648,,,1605103205,1605103205,7,0
728,0,1,1605098020,0,False,1,active,3,0,3649,27,1,3649,,,1605103205,1605103205,0,0
729,0,1,1605101928,2,False,1,active,1,0,3654,32,1,3654,,,1605103205,1605103205,1,0
730,0,1,1605103188,0,False,1,active,26,0,3656,20,1,3656,,,1605103205,1605103205,0,11
731,0,1,1605103183,1,False,1,active,17,0,3658,9,1,3658,,,1605103205,1605103205,1,0
732,2,1,1605082502,0,False,1,active,19,0,3661,0,1,3661,,,1605103205,1605103205,0,0
733,1,1,1605103088,1,False,1,active,8,30,3664,0,1,3664,"{'station_id': 'c1e24edf-7192-433f-8d38-be5b6b3647c5', 'off_dock_count': 18, 'region': 'BKN', 'off_dock_capacity': 90, 'active': True, 'valet_revision': 20081, 'dock_blocked_count': 30}",[{'id': 'c1e24edf-7192-433f-8d38-be5b6b3647c5'}],1605103205,1605103205,9,0
734,0,1,1605101776,0,False,1,active,22,0,3668,4,1,3668,,,1605103205,1605103205,0,4
735,0,1,1605103096,1,False,1,active,5,0,3671,31,1,3671,,,1605103205,1605103205,0,4
736,1,1,1605102971,0,False,1,active,4,0,3673,17,1,3673,,,1605103205,1605103205,0,2
737,1,1,1605103172,0,False,1,active,6,0,3674,21,1,3674,,,1605103205,1605103205,4,0
738,2,1,1605102978,0,False,1,active,14,0,3676,10,1,3676,,,1605103205,1605103205,0,1
739,0,1,1605099493,0,False,1,active,1,0,3677,17,1,3677,,,1605103205,1605103205,0,1
740,0,1,1605098624,0,False,1,active,0,0,3678,18,1,3678,,,1605103205,1605103205,0,0
741,0,1,1605093026,0,False,1,active,0,0,3679,14,1,3679,,,1605103205,1605103205,0,0
742,5,1,1605103075,0,False,1,active,16,0,3680,39,1,3680,,,1605103205,1605103205,7,0
743,0,1,1605101371,0,False,1,active,4,0,3681,14,1,3681,,,1605103205,1605103205,1,0
744,0,1,1605102888,2,False,1,active,20,0,3686,17,1,3686,,,1605103205,1605103205,8,0
745,0,1,1605102943,3,False,1,active,79,0,3687,1,1,3687,,,1605103205,1605103205,0,4
746,1,1,1605103109,0,False,1,active,10,1,3689,36,1,3689,,,1605103205,1605103205,0,4
747,1,1,1605102477,1,False,1,active,18,0,3690,17,1,3690,,,1605103205,1605103205,3,0
748,1,1,1605101327,2,False,1,active,4,0,3691,13,1,3691,,,1605103205,1605103205,0,0
749,3,1,1605102914,0,False,1,active,25,0,3693,2,1,3693,,,1605103205,1605103205,1,0
750,0,1,1605080090,0,False,1,active,4,0,3694,14,1,3694,,,1605103205,1605103205,0,0
751,1,1,1605103170,0,False,1,active,25,0,3697,18,1,3697,,,1605103205,1605103205,0,2
752,0,1,1605102271,4,False,1,active,12,0,3699,14,1,3699,,,1605103205,1605103205,0,4
753,1,1,1605102061,0,False,1,active,17,0,3704,2,1,3704,,,1605103205,1605103205,1,0
754,1,1,1605103161,3,False,1,active,31,0,3707,21,1,3707,,,1605103205,1605103205,0,1
755,1,1,1605103079,2,False,1,active,13,0,3708,14,1,3708,,,1605103205,1605103205,0,2
756,0,1,1605102874,2,False,1,active,18,0,3709,31,1,3709,,,1605103205,1605103205,0,0
757,0,1,1605103185,1,False,1,active,17,0,3711,29,1,3711,,,1605103205,1605103205,0,1
758,3,1,1605102511,0,False,1,active,7,0,3712,32,1,3712,,,1605103205,1605103205,3,0
759,1,1,1605101053,1,False,1,active,8,0,3714,52,1,3714,,,1605103205,1605103205,0,4
760,1,1,1605103041,1,False,1,active,15,0,3715,15,1,3715,,,1605103205,1605103205,2,0
761,0,1,1605102916,0,False,1,active,5,0,3716,18,1,3716,,,1605103205,1605103205,0,0
762,0,1,1605103069,0,False,1,active,18,0,3718,28,1,3718,,,1605103205,1605103205,0,1
763,2,1,1605102618,0,False,1,active,6,0,3721,29,1,3721,,,1605103205,1605103205,0,1
764,4,1,1605102973,0,True,1,active,21,0,3723,9,1,3723,,,1605103205,1605103205,0,1
765,8,1,1605103091,1,False,1,active,21,0,3724,17,1,3724,,,1605103205,1605103205,4,0
766,1,1,1605103052,2,False,1,active,17,0,3725,22,1,3725,,,1605103205,1605103205,10,0
767,0,1,1605102606,1,False,1,active,9,0,3726,13,1,3726,,,1605103205,1605103205,0,1
768,0,1,1605099756,0,False,1,active,28,0,3727,10,1,3727,,,1605103205,1605103205,0,3
769,0,1,1605101033,0,False,1,active,7,0,3728,17,1,3728,,,1605103205,1605103205,0,2
770,2,1,1605103090,1,False,1,active,12,0,3731,33,1,3731,,,1605103205,1605103205,14,0
771,1,1,1605103154,2,False,1,active,15,0,3733,29,1,3733,,,1605103205,1605103205,0,7
772,1,1,1605103142,2,False,1,active,22,0,3734,26,1,3734,,,1605103205,1605103205,0,0
773,9,1,1605103194,4,False,1,active,33,0,3735,1,1,3735,,,1605103205,1605103205,0,10
774,0,0,1601471240,0,False,0,out_of_service,0,0,3736,3,0,3736,,,1605103205,1605103205,0,0
775,0,1,1605102809,0,False,1,active,27,0,3737,8,1,3737,,,1605103205,1605103205,3,0
776,0,1,1605101395,0,False,1,active,26,0,3738,5,1,3738,,,1605103205,1605103205,1,0
777,0,1,1605102428,0,False,1,active,12,0,3739,25,1,3739,,,1605103205,1605103205,0,1
778,0,1,1605103077,1,False,1,active,12,0,3740,21,1,3740,,,1605103205,1605103205,0,0
779,1,1,1605103050,0,False,1,active,35,0,3744,16,1,3744,,,1605103205,1605103205,0,4
780,0,1,1605102671,0,False,1,active,6,0,3745,21,1,3745,,,1605103205,1605103205,1,0
781,2,1,1605102920,1,False,1,active,38,0,3746,9,1,3746,,,1605103205,1605103205,2,0
782,0,1,1605103177,0,False,1,active,1,0,3749,22,1,3749,,,1605103205,1605103205,1,0
783,1,1,1605102669,1,False,1,active,5,0,3755,13,1,3755,,,1605103205,1605103205,0,2
784,1,1,1605102940,0,False,1,active,11,0,3756,10,1,3756,,,1605103205,1605103205,0,0
785,2,1,1605099065,1,False,1,active,15,0,3757,7,1,3757,,,1605103205,1605103205,4,0
786,2,1,1605099451,0,False,1,active,7,0,3758,12,1,3758,,,1605103205,1605103205,0,0
787,0,1,1605102147,0,False,1,active,7,0,3759,12,1,3759,,,1605103205,1605103205,0,1
788,0,1,1605083708,0,False,1,active,2,0,3760,21,1,3760,,,1605103205,1605103205,2,0
789,0,1,1605093369,1,False,1,active,1,0,3761,25,1,3761,,,1605103205,1605103205,1,0
790,0,1,1605102263,0,False,1,active,22,0,3762,5,1,3762,,,1605103205,1605103205,0,0
791,1,1,1605100656,0,False,1,active,11,0,3763,16,1,3763,,,1605103205,1605103205,0,0
792,0,1,1605102240,0,False,1,active,6,0,3764,15,1,3764,,,1605103205,1605103205,0,1
793,1,1,1605102181,0,False,1,active,12,0,3765,9,1,3765,,,1605103205,1605103205,0,1
794,0,1,1605100855,0,False,1,active,7,0,3766,17,1,3766,,,1605103205,1605103205,1,0
795,0,1,1605096554,2,False,1,active,4,0,3767,13,1,3767,,,1605103205,1605103205,1,0
796,0,1,1605100131,0,False,1,active,19,0,3768,4,1,3768,,,1605103205,1605103205,3,0
797,0,1,1605083709,1,False,1,active,11,0,3769,11,1,3769,,,1605103205,1605103205,0,1
798,1,1,1605101416,0,False,1,active,2,0,3770,19,1,3770,,,1605103205,1605103205,0,1
799,0,1,1605102978,1,False,1,active,14,0,3771,15,1,3771,,,1605103205,1605103205,2,0
800,3,1,1605101897,0,False,1,active,8,0,3772,11,1,3772,,,1605103205,1605103205,0,0
801,1,1,1605102584,1,False,1,active,2,0,3773,17,1,3773,,,1605103205,1605103205,0,0
802,0,1,1605099516,0,False,1,active,5,0,3774,18,1,3774,,,1605103205,1605103205,2,0
803,0,1,1605103115,0,False,1,active,4,0,3775,23,1,3775,,,1605103205,1605103205,0,0
804,1,1,1605083708,0,False,1,active,5,0,3776,18,1,3776,,,1605103205,1605103205,0,0
805,0,1,1605100758,0,False,1,active,6,0,3777,17,1,3777,,,1605103205,1605103205,1,0
806,0,1,1605101205,1,False,1,active,6,0,3778,20,1,3778,,,1605103205,1605103205,0,0
807,0,1,1605083708,1,False,1,active,0,0,3779,23,1,3779,,,1605103205,1605103205,0,0
808,0,1,1605102605,0,False,1,active,4,0,3780,18,1,3780,,,1605103205,1605103205,0,0
809,0,1,1605097933,0,False,1,active,1,0,3781,29,1,3781,,,1605103205,1605103205,3,0
810,0,1,1605103074,0,False,1,active,27,0,3782,4,1,3782,,,1605103205,1605103205,3,0
811,1,1,1605103036,1,False,1,active,61,0,3783,3,1,3783,,,1605103205,1605103205,0,1
812,2,1,1605102838,2,False,1,active,18,0,3785,17,1,3785,,,1605103205,1605103205,6,0
813,2,1,1605103195,2,False,1,active,45,0,3786,2,1,3786,,,1605103205,1605103205,0,4
814,6,1,1605102220,1,False,1,active,21,0,3787,0,1,3787,,,1605103205,1605103205,0,0
815,3,1,1605103115,0,False,1,active,13,0,3789,18,1,3789,,,1605103205,1605103205,1,0
816,0,1,1605102494,1,False,1,active,13,0,3790,23,1,3790,,,1605103205,1605103205,0,2
817,0,1,1605101268,0,False,1,active,20,0,3791,12,1,3791,,,1605103205,1605103205,0,2
818,0,1,1605102260,1,False,1,active,21,0,3792,8,1,3792,,,1605103205,1605103205,0,0
819,0,1,1605102640,0,False,1,active,14,0,3795,5,1,3795,,,1605103205,1605103205,2,0
820,8,1,1605103170,0,False,1,active,29,0,3798,26,1,3798,,,1605103205,1605103205,10,0
821,0,0,86400,0,False,1,active,0,0,3799,0,0,3799,,,1605103205,1605103205,0,0
822,5,1,1605101942,0,False,1,active,24,0,3803,3,1,3803,,,1605103205,1605103205,0,0
823,0,1,1605103185,2,False,1,active,14,0,3804,8,1,3804,,,1605103205,1605103205,0,14
824,0,1,1605102772,0,False,1,active,2,0,3808,17,1,3808,,,1605103205,1605103205,1,0
825,2,1,1605103038,3,False,1,active,20,0,3809,30,1,3809,,,1605103205,1605103205,18,0
826,2,1,1605101686,2,False,1,active,12,0,3811,5,1,3811,,,1605103205,1605103205,0,1
827,1,1,1605102917,4,False,1,active,34,0,3812,11,1,3812,,,1605103205,1605103205,1,0
828,0,1,1605102952,4,True,1,active,34,0,3813,11,1,3813,,,1605103205,1605103205,9,0
829,0,0,1605076474,0,False,1,active,0,23,3814,0,0,3814,,,1605103205,1605103205,0,0
830,0,1,1605103025,0,False,1,active,7,0,3815,34,1,3815,,,1605103205,1605103205,5,0
831,0,1,1605102320,1,False,1,active,3,0,3816,20,1,3816,,,1605103205,1605103205,0,0
832,0,1,1605101828,0,False,1,active,4,0,3817,14,1,3817,,,1605103205,1605103205,0,0
833,4,1,1605101566,2,False,1,active,24,0,3818,14,1,3818,,,1605103205,1605103205,1,0
834,0,1,1605102041,0,False,1,active,9,0,3819,11,1,3819,,,1605103205,1605103205,0,0
835,1,1,1605103076,1,False,1,active,2,0,3820,16,1,3820,,,1605103205,1605103205,1,0
836,0,1,1605083709,0,False,1,active,0,0,3821,25,1,3821,,,1605103205,1605103205,0,0
837,1,1,1605098641,0,False,1,active,1,0,3822,19,1,3822,,,1605103205,1605103205,1,0
838,2,1,1605103060,1,False,1,active,6,0,3823,23,1,3823,,,1605103205,1605103205,1,0
839,3,1,1605096628,0,False,1,active,5,0,3824,18,1,3824,,,1605103205,1605103205,1,0
840,0,1,1605084915,0,False,1,active,1,0,3825,28,1,3825,,,1605103205,1605103205,0,0
841,1,1,1605084914,0,False,1,active,1,0,3826,17,1,3826,,,1605103205,1605103205,0,0
842,3,1,1605102769,1,False,1,active,13,0,3827,6,1,3827,,,1605103205,1605103205,0,4
843,0,1,1605095454,0,False,1,active,0,0,3828,22,1,3828,,,1605103205,1605103205,0,0
844,3,1,1605084914,0,False,1,active,4,0,3829,20,1,3829,,,1605103205,1605103205,0,0
845,2,1,1605084914,0,False,1,active,6,0,3830,16,1,3830,,,1605103205,1605103205,0,1
846,2,1,1605102475,0,False,1,active,3,0,3831,32,1,3831,,,1605103205,1605103205,1,0
847,0,1,1605101962,2,False,1,active,6,0,3832,13,1,3832,,,1605103205,1605103205,1,0
848,2,1,1605084914,0,False,1,active,4,0,3833,14,1,3833,,,1605103205,1605103205,0,0
849,0,1,1605095075,1,False,1,active,2,0,3834,16,1,3834,,,1605103205,1605103205,0,0
850,1,1,1605096493,0,False,1,active,5,0,3835,17,1,3835,,,1605103205,1605103205,0,1
851,0,1,1605101316,0,False,1,active,5,0,3836,24,1,3836,,,1605103205,1605103205,0,1
852,0,1,1605102987,0,False,1,active,3,0,3837,26,1,3837,,,1605103205,1605103205,0,3
853,2,1,1605101793,0,False,1,active,2,0,3838,23,1,3838,,,1605103205,1605103205,0,2
854,1,1,1605084914,0,False,1,active,3,0,3839,26,1,3839,,,1605103205,1605103205,0,1
855,0,1,1605099945,0,False,1,active,3,0,3840,21,1,3840,,,1605103205,1605103205,0,0
856,1,1,1605101902,0,False,1,active,4,0,3841,21,1,3841,,,1605103205,1605103205,0,1
857,0,1,1605101521,0,False,1,active,1,0,3842,28,1,3842,,,1605103205,1605103205,0,0
858,0,1,1605099636,0,False,1,active,2,0,3843,21,1,3843,,,1605103205,1605103205,0,0
859,0,1,1605084915,0,False,1,active,3,0,3844,22,1,3844,,,1605103205,1605103205,0,0
860,0,1,1605102436,0,False,1,active,3,0,3845,18,1,3845,,,1605103205,1605103205,0,1
