,num_bikes_available,legacy_id,is_installed,last_reported,num_docks_available,num_bikes_disabled,num_ebikes_available,is_renting,is_returning,station_id,num_docks_disabled,station_status,eightd_has_available_keys,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,23,72,1,1605239745,31,1,2,1,1,72,0,active,False,,,1605240005,1605240005,2,0
1,27,79,1,1605239154,6,0,0,1,1,79,0,active,False,,,1605240005,1605240005,0,0
2,26,82,1,1605238150,1,0,2,1,1,82,0,active,False,,,1605240005,1605240005,1,0
3,39,83,1,1605239204,23,0,0,1,1,83,0,active,False,,,1605240005,1605240005,0,0
4,0,116,0,86400,0,0,0,0,0,116,0,out_of_service,False,,,1605240005,1605240005,0,0
5,45,119,1,1605227795,6,2,0,1,1,119,0,active,False,,,1605240005,1605240005,0,0
6,6,120,1,1605239196,13,0,0,1,1,120,0,active,False,,,1605240005,1605240005,1,0
7,30,127,1,1605238492,1,0,1,1,1,127,0,active,False,,,1605240005,1605240005,0,0
8,51,128,1,1605239998,4,1,8,1,1,128,0,active,False,,,1605240005,1605240005,0,6
9,7,143,1,1605237902,17,0,2,1,1,143,0,active,False,,,1605240005,1605240005,0,1
10,56,144,1,1605236222,1,1,0,1,1,144,0,active,False,,,1605240005,1605240005,0,0
11,31,146,1,1605239931,8,0,0,1,1,146,0,active,False,,,1605240005,1605240005,0,0
12,29,150,1,1605239744,24,2,3,1,1,150,0,active,False,,,1605240005,1605240005,1,0
13,13,151,1,1605238462,18,2,1,1,1,151,0,active,True,,,1605240005,1605240005,0,0
14,44,152,1,1605237506,4,1,0,1,1,152,0,active,False,,,1605240005,1605240005,0,0
15,15,157,1,1605237770,8,0,4,1,1,157,0,active,False,,,1605240005,1605240005,0,3
16,21,161,1,1605239941,13,1,3,1,1,161,0,active,False,,,1605240005,1605240005,0,2
17,13,164,1,1605236789,33,1,2,1,1,164,0,active,False,,,1605240005,1605240005,1,0
18,29,168,1,1605239481,17,1,0,1,1,168,0,active,False,,,1605240005,1605240005,0,0
19,36,173,1,1605239509,34,0,1,1,1,173,0,active,False,,,1605240005,1605240005,0,2
20,6,174,1,1605239989,29,0,3,1,1,174,0,active,False,,,1605240005,1605240005,4,0
21,48,212,1,1605238945,10,2,0,1,1,212,0,active,False,,,1605240005,1605240005,0,1
22,16,216,1,1605239188,20,1,5,1,1,216,0,active,False,,,1605240005,1605240005,1,0
23,30,217,1,1605236881,9,0,0,1,1,217,0,active,False,,,1605240005,1605240005,2,0
24,28,223,1,1605239632,3,2,6,1,1,223,0,active,False,,,1605240005,1605240005,0,1
25,7,224,1,1605239613,23,0,2,1,1,224,0,active,True,,,1605240005,1605240005,0,0
26,31,228,1,1605236495,22,0,2,1,1,228,2,active,False,,,1605240005,1605240005,0,1
27,8,229,1,1605238928,14,1,0,1,1,229,0,active,False,,,1605240005,1605240005,2,0
28,0,236,1,86400,0,0,0,1,1,236,0,active,False,,,1605240005,1605240005,0,0
29,14,237,1,1605238741,22,3,3,1,1,237,0,active,False,,,1605240005,1605240005,0,0
30,21,238,1,1605238881,10,0,2,1,1,238,0,active,False,,,1605240005,1605240005,0,1
31,17,239,1,1605239992,13,1,1,1,1,239,0,active,False,,,1605240005,1605240005,0,1
32,12,241,1,1605237016,9,2,0,1,1,241,0,active,False,,,1605240005,1605240005,0,0
33,36,242,1,1605237246,10,0,0,1,1,242,0,active,False,,,1605240005,1605240005,1,0
34,2,244,1,1605238960,27,2,0,1,1,244,0,active,False,,,1605240005,1605240005,2,0
35,7,245,1,1605238961,16,0,0,1,1,245,0,active,False,,,1605240005,1605240005,1,0
36,38,247,1,1605238344,15,2,3,1,1,247,0,active,False,,,1605240005,1605240005,0,1
37,85,248,1,1605238938,11,3,0,1,1,248,0,active,False,,,1605240005,1605240005,0,0
38,19,249,1,1605239770,8,0,0,1,1,249,0,active,False,,,1605240005,1605240005,0,0
