,num_ebikes_available,is_renting,last_reported,legacy_id,station_id,num_docks_disabled,eightd_has_available_keys,num_bikes_available,is_installed,station_status,num_docks_available,num_bikes_disabled,is_returning,valet,eightd_active_station_services,starttime,timestamp,demand,supply
377,1,1,1605045422,3177,3177,0,False,25,1,active,32,6,1,,,1605045605,1605045605,8,0
378,7,1,1605045506,3178,3178,0,False,21,1,active,17,1,1,,,1605045605,1605045605,0,3
379,1,1,1605045193,3179,3179,0,False,6,1,active,16,1,1,,,1605045605,1605045605,0,2
380,0,1,1605044889,3184,3184,0,False,6,1,active,7,0,1,,,1605045605,1605045605,1,0
381,0,1,1605045362,3185,3185,0,False,21,1,active,1,0,1,,,1605045605,1605045605,0,2
382,0,1,1605045113,3186,3186,0,False,40,1,active,2,0,1,,,1605045605,1605045605,2,0
383,0,1,1605045033,3187,3187,0,False,21,1,active,1,0,1,,,1605045605,1605045605,0,0
384,0,1,1605042798,3191,3191,0,False,7,1,active,10,1,1,,,1605045605,1605045605,0,0
385,0,1,1605044118,3192,3192,0,False,12,1,active,10,0,1,,,1605045605,1605045605,2,0
386,0,1,1605039839,3193,3193,0,False,1,1,active,17,0,1,,,1605045605,1605045605,3,0
387,0,1,1605043618,3194,3194,0,False,0,1,active,22,0,1,,,1605045605,1605045605,0,0
388,0,1,1605040359,3195,3195,0,False,0,1,active,34,0,1,,,1605045605,1605045605,1,0
389,0,1,1605022541,3196,3196,0,False,0,1,active,18,0,1,,,1605045605,1605045605,0,0
390,0,1,1605039851,3198,3198,0,False,0,1,active,18,0,1,,,1605045605,1605045605,0,0
391,0,1,1605045152,3199,3199,0,False,11,1,active,3,0,1,,,1605045605,1605045605,0,1
392,0,1,1605037859,3201,3201,0,False,4,1,active,14,0,1,,,1605045605,1605045605,0,0
393,0,1,1605045435,3202,3202,0,False,16,1,active,2,0,1,,,1605045605,1605045605,0,5
394,0,1,1605045486,3203,3203,0,False,17,1,active,8,1,1,,,1605045605,1605045605,5,0
395,0,1,1605044744,3205,3205,0,False,3,1,active,19,0,1,,,1605045605,1605045605,0,1
396,0,1,1605043311,3206,3206,0,False,1,1,active,25,0,1,,,1605045605,1605045605,0,1
397,0,1,1605044808,3207,3207,0,False,2,1,active,24,0,1,,,1605045605,1605045605,0,0
398,0,1,1605045445,3209,3209,0,False,12,1,active,10,0,1,,,1605045605,1605045605,2,0
399,0,1,1605038957,3210,3210,0,False,1,1,active,17,0,1,,,1605045605,1605045605,0,0
400,0,1,1605041183,3211,3211,0,False,16,1,active,6,0,1,,,1605045605,1605045605,4,0
401,0,1,1605040377,3212,3212,0,False,1,1,active,21,0,1,,,1605045605,1605045605,0,0
402,0,1,1605044731,3213,3213,0,False,9,1,active,12,1,1,,,1605045605,1605045605,3,0
403,0,1,1605044208,3214,3214,0,False,19,1,active,3,0,1,,,1605045605,1605045605,0,1
404,0,1,1605044624,3220,3220,0,False,0,1,active,18,0,1,,,1605045605,1605045605,0,0
405,3,1,1605045314,3221,3221,0,False,24,1,active,2,1,1,,,1605045605,1605045605,1,0
406,0,1,1605036845,3225,3225,0,False,0,1,active,14,0,1,,,1605045605,1605045605,0,0
407,2,1,1605045094,3226,3226,0,True,2,1,active,43,0,1,,,1605045605,1605045605,3,0
408,0,1,1605045202,3231,3231,0,False,4,1,active,34,1,1,,,1605045605,1605045605,2,0
409,0,1,1605045595,3232,3232,0,False,44,1,active,1,2,1,,,1605045605,1605045605,0,8
410,0,1,1605045591,3233,3233,0,False,22,1,active,16,1,1,,,1605045605,1605045605,0,8
411,4,1,1605045470,3235,3235,0,False,15,1,active,11,0,1,,,1605045605,1605045605,0,8
412,1,1,1605045455,3236,3236,3,False,9,1,active,20,1,1,,,1605045605,1605045605,5,0
413,2,1,1605045262,3241,3241,0,False,3,1,active,13,3,1,,,1605045605,1605045605,0,0
414,0,1,1605045399,3242,3242,0,False,17,1,active,21,1,1,,,1605045605,1605045605,0,2
415,0,1,1605045228,3243,3243,0,False,1,1,active,25,3,1,,,1605045605,1605045605,0,0
416,0,1,1605045539,3244,3244,0,False,13,1,active,25,4,1,,,1605045605,1605045605,16,0
417,0,1,1605045082,3246,3246,0,False,12,1,active,26,1,1,,,1605045605,1605045605,3,0
418,2,1,1605045562,3249,3249,0,False,9,1,active,10,0,1,,,1605045605,1605045605,0,2
419,0,1,1605045582,3255,3255,0,False,3,1,active,13,2,1,"{'off_dock_count': 31, 'region': 'BKN', 'off_dock_capacity': 70, 'active': True, 'station_id': '66ddbd20-0aca-11e7-82f6-3863bb44ef7c', 'dock_blocked_count': 0, 'valet_revision': 24736}",[{'id': '66ddbd20-0aca-11e7-82f6-3863bb44ef7c'}],1605045605,1605045605,0,1
420,4,1,1605045590,3256,3256,0,False,15,1,active,5,3,1,,,1605045605,1605045605,0,3
421,0,1,1605045345,3259,3259,0,False,5,1,active,19,3,1,,,1605045605,1605045605,7,0
422,1,1,1605045591,3260,3260,0,False,34,1,active,8,3,1,,,1605045605,1605045605,0,2
423,1,1,1605045479,3263,3263,0,False,45,1,active,14,0,1,,,1605045605,1605045605,0,10
424,0,1,1605045446,3267,3267,0,False,6,1,active,8,0,1,,,1605045605,1605045605,0,1
425,0,1,1605044220,3268,3268,0,False,10,1,active,4,0,1,,,1605045605,1605045605,1,0
426,0,1,1605045065,3269,3269,0,False,3,1,active,11,0,1,,,1605045605,1605045605,0,0
427,0,1,1605044454,3270,3270,0,False,11,1,active,3,0,1,,,1605045605,1605045605,2,0
428,0,1,1605045586,3272,3272,0,False,5,1,active,9,0,1,,,1605045605,1605045605,0,1
429,0,1,1605045202,3273,3273,0,False,18,1,active,0,0,1,,,1605045605,1605045605,0,1
430,0,1,1605045302,3275,3275,0,False,5,1,active,9,0,1,,,1605045605,1605045605,6,0
431,0,1,1605045597,3276,3276,0,False,2,1,active,24,0,1,,,1605045605,1605045605,3,0
432,0,1,1605042281,3277,3277,0,False,8,1,active,6,0,1,,,1605045605,1605045605,1,0
433,0,1,1605044941,3278,3278,0,False,3,1,active,11,0,1,,,1605045605,1605045605,0,3
434,0,1,1605044988,3279,3279,0,False,14,1,active,4,0,1,,,1605045605,1605045605,1,0
435,0,1,1605044615,3280,3280,0,False,1,1,active,13,0,1,,,1605045605,1605045605,0,1
436,0,1,1605011179,3281,3281,0,False,0,1,active,14,0,1,,,1605045605,1605045605,0,0
437,2,1,1605045422,3282,3282,0,True,2,1,active,35,1,1,,,1605045605,1605045605,9,0
438,2,1,1605045523,3283,3283,0,False,4,1,active,40,3,1,,,1605045605,1605045605,0,0
439,0,1,1605044738,3284,3284,0,False,0,1,active,38,0,1,,,1605045605,1605045605,3,0
440,1,1,1605045545,3285,3285,0,False,4,1,active,38,1,1,,,1605045605,1605045605,5,0
441,5,1,1605045518,3286,3286,0,False,9,1,active,30,0,1,,,1605045605,1605045605,0,7
442,1,1,1605045546,3287,3287,0,False,4,1,active,42,1,1,,,1605045605,1605045605,11,0
443,1,1,1605045548,3288,3288,0,False,8,1,active,30,1,1,,,1605045605,1605045605,6,0
444,3,1,1605045158,3289,3289,0,False,4,1,active,28,0,1,,,1605045605,1605045605,1,0
445,2,1,1605044649,3290,3290,1,False,5,1,active,29,0,1,,,1605045605,1605045605,4,0
446,0,1,1605045215,3292,3292,1,True,0,1,active,42,0,1,,,1605045605,1605045605,1,0
447,0,1,1605045315,3293,3293,0,False,1,1,active,22,1,1,,,1605045605,1605045605,5,0
448,0,1,1605045363,3294,3294,0,True,5,1,active,33,0,1,,,1605045605,1605045605,3,0
449,3,1,1605045541,3296,3296,0,False,6,1,active,36,0,1,,,1605045605,1605045605,1,0
450,0,1,1605045134,3297,3297,0,False,0,1,active,21,0,1,,,1605045605,1605045605,1,0
451,0,1,1605045026,3298,3298,0,False,18,1,active,5,0,1,,,1605045605,1605045605,4,0
452,0,1,1605045167,3299,3299,0,False,12,1,active,11,2,1,,,1605045605,1605045605,0,8
453,1,1,1605045196,3300,3300,0,False,1,1,active,22,2,1,,,1605045605,1605045605,0,1
454,4,1,1605045496,3301,3301,2,False,6,1,active,31,0,1,,,1605045605,1605045605,0,4
455,1,1,1605045502,3302,3302,0,False,2,1,active,20,0,1,,,1605045605,1605045605,2,0
456,0,1,1605044083,3303,3303,0,False,23,1,active,2,0,1,,,1605045605,1605045605,2,0
457,0,1,1605045174,3304,3304,0,False,24,1,active,2,1,1,,,1605045605,1605045605,0,1
458,0,1,1605045417,3305,3305,0,False,15,1,active,24,0,1,,,1605045605,1605045605,11,0
459,1,1,1605045596,3306,3306,0,False,2,1,active,19,2,1,,,1605045605,1605045605,0,2
460,2,1,1605045271,3307,3307,0,False,3,1,active,26,2,1,,,1605045605,1605045605,2,0
461,0,1,1605045117,3308,3308,0,False,17,1,active,10,0,1,,,1605045605,1605045605,3,0
462,0,1,1605045466,3309,3309,0,False,2,1,active,28,0,1,,,1605045605,1605045605,0,0
463,2,1,1605045196,3310,3310,0,False,4,1,active,20,0,1,,,1605045605,1605045605,0,2
464,0,1,1605045422,3311,3311,0,False,9,1,active,12,0,1,,,1605045605,1605045605,3,0
465,0,1,1605045265,3312,3312,0,False,28,1,active,9,2,1,,,1605045605,1605045605,3,0
466,0,1,1605044628,3313,3313,0,False,6,1,active,23,0,1,,,1605045605,1605045605,5,0
467,1,1,1605045357,3314,3314,0,False,4,1,active,27,1,1,,,1605045605,1605045605,2,0
468,0,1,1605045418,3315,3315,0,False,11,1,active,10,2,1,,,1605045605,1605045605,4,0
469,0,1,1605043552,3317,3317,0,False,22,1,active,1,1,1,,,1605045605,1605045605,2,0
470,0,1,1605045503,3318,3318,0,False,20,1,active,16,3,1,,,1605045605,1605045605,6,0
471,1,1,1605045513,3319,3319,0,False,19,1,active,0,2,1,,,1605045605,1605045605,0,1
472,0,1,1605045499,3321,3321,0,False,13,1,active,12,0,1,,,1605045605,1605045605,0,0
473,0,1,1605044655,3322,3322,0,False,24,1,active,0,1,1,,,1605045605,1605045605,0,1
474,0,1,1605045592,3323,3323,0,True,3,1,active,54,2,1,,,1605045605,1605045605,3,0
475,0,1,1605041776,3324,3324,0,False,22,1,active,2,1,1,,,1605045605,1605045605,3,0
476,2,1,1605045325,3325,3325,0,False,4,1,active,27,0,1,,,1605045605,1605045605,0,0
477,0,1,1605043844,3326,3326,0,False,15,1,active,5,1,1,,,1605045605,1605045605,1,0
478,1,1,1605044520,3327,3327,0,False,8,1,active,18,1,1,,,1605045605,1605045605,0,1
479,1,1,1605045485,3328,3328,0,False,2,1,active,35,2,1,,,1605045605,1605045605,7,0
480,0,1,1605045584,3329,3329,0,False,8,1,active,17,2,1,,,1605045605,1605045605,4,0
481,0,0,1605022181,3330,3330,0,False,0,0,out_of_service,0,3,0,,,1605045605,1605045605,0,0
482,1,1,1605045546,3331,3331,0,True,15,1,active,21,3,1,,,1605045605,1605045605,3,0
483,2,1,1605045181,3332,3332,0,False,7,1,active,12,0,1,,,1605045605,1605045605,4,0
484,0,1,1605043829,3333,3333,0,False,18,1,active,3,0,1,,,1605045605,1605045605,1,0
485,1,1,1605044793,3335,3335,0,False,26,1,active,1,1,1,,,1605045605,1605045605,0,0
486,1,1,1605045578,3336,3336,0,False,1,1,active,38,2,1,,,1605045605,1605045605,0,1
487,0,1,1605044247,3337,3337,0,False,19,1,active,3,1,1,,,1605045605,1605045605,0,0
488,0,1,1605045349,3338,3338,0,False,23,1,active,8,0,1,,,1605045605,1605045605,0,2
489,0,1,1605044842,3339,3339,0,False,6,1,active,17,0,1,,,1605045605,1605045605,2,0
490,0,1,1605044888,3340,3340,0,False,19,1,active,2,0,1,,,1605045605,1605045605,0,0
491,0,1,1605044091,3342,3342,0,False,21,1,active,2,0,1,,,1605045605,1605045605,0,0
492,0,1,1605044897,3343,3343,0,False,2,1,active,21,0,1,,,1605045605,1605045605,3,0
493,0,1,1605045538,3344,3344,0,False,12,1,active,7,0,1,,,1605045605,1605045605,0,1
494,0,1,1605045430,3345,3345,0,False,8,1,active,26,1,1,,,1605045605,1605045605,0,6
495,2,1,1605045461,3346,3346,0,False,6,1,active,23,0,1,,,1605045605,1605045605,0,2
496,0,1,1605044952,3347,3347,0,False,6,1,active,13,2,1,,,1605045605,1605045605,4,0
497,0,1,1605042652,3348,3348,0,False,7,1,active,12,0,1,,,1605045605,1605045605,0,0
498,0,1,1605045585,3349,3349,0,False,16,1,active,12,2,1,,,1605045605,1605045605,1,0
499,2,1,1605045236,3350,3350,0,False,10,1,active,28,1,1,,,1605045605,1605045605,3,0
500,0,1,1605045542,3351,3351,0,False,9,1,active,15,1,1,,,1605045605,1605045605,5,0
501,0,1,1605043789,3352,3352,0,False,21,1,active,0,0,1,,,1605045605,1605045605,0,1
502,1,1,1605045523,3354,3354,0,True,2,1,active,29,0,1,,,1605045605,1605045605,0,0
503,0,1,1605045505,3355,3355,0,False,12,1,active,12,1,1,,,1605045605,1605045605,0,0
504,0,1,1605045395,3356,3356,0,False,3,1,active,18,0,1,,,1605045605,1605045605,0,3
505,3,1,1605045454,3357,3357,0,False,4,1,active,28,3,1,,,1605045605,1605045605,3,0
506,1,1,1605045424,3358,3358,0,False,3,1,active,22,0,1,,,1605045605,1605045605,0,3
507,0,1,1605045546,3359,3359,0,False,5,1,active,35,1,1,,,1605045605,1605045605,0,1
508,1,1,1605045076,3361,3361,0,False,6,1,active,16,1,1,,,1605045605,1605045605,0,2
509,1,1,1605045297,3362,3362,0,False,2,1,active,32,0,1,,,1605045605,1605045605,0,0
510,0,1,1605045172,3363,3363,0,False,21,1,active,11,1,1,,,1605045605,1605045605,0,3
511,1,1,1605045193,3364,3364,0,False,22,1,active,3,2,1,,,1605045605,1605045605,4,0
512,0,1,1605045280,3365,3365,0,False,3,1,active,24,0,1,,,1605045605,1605045605,0,3
513,0,1,1605044470,3366,3366,0,False,2,1,active,28,1,1,,,1605045605,1605045605,3,0
514,0,1,1605045226,3367,3367,0,False,21,1,active,17,1,1,,,1605045605,1605045605,0,11
515,0,1,1605045530,3368,3368,0,False,26,1,active,4,0,1,,,1605045605,1605045605,2,0
516,0,1,1605045521,3369,3369,0,False,1,1,active,26,2,1,,,1605045605,1605045605,7,0
517,0,1,1605045084,3370,3370,0,False,3,1,active,22,0,1,,,1605045605,1605045605,1,0
518,0,1,1605045595,3372,3372,0,False,8,1,active,30,1,1,,,1605045605,1605045605,0,4
519,0,1,1605045386,3373,3373,0,False,25,1,active,1,1,1,,,1605045605,1605045605,0,0
520,0,1,1605045567,3374,3374,0,True,31,1,active,2,3,1,,,1605045605,1605045605,0,13
521,0,1,1605045573,3375,3375,0,False,0,1,active,35,0,1,,,1605045605,1605045605,3,0
522,3,1,1605045514,3376,3376,0,False,5,1,active,33,1,1,,,1605045605,1605045605,0,5
523,1,1,1605045564,3377,3377,0,False,17,1,active,7,1,1,,,1605045605,1605045605,2,0
524,4,1,1605045263,3378,3378,0,False,8,1,active,19,1,1,,,1605045605,1605045605,0,5
525,1,1,1605045552,3379,3379,0,False,29,1,active,3,3,1,,,1605045605,1605045605,0,1
526,0,1,1605044321,3381,3381,0,False,18,1,active,2,1,1,,,1605045605,1605045605,0,3
527,2,1,1605045426,3382,3382,0,False,14,1,active,16,1,1,,,1605045605,1605045605,0,2
528,0,1,1605045002,3383,3383,0,False,7,1,active,17,1,1,,,1605045605,1605045605,0,4
529,2,1,1605043673,3384,3384,0,False,4,1,active,21,0,1,,,1605045605,1605045605,0,1
530,1,1,1605045368,3386,3386,0,False,7,1,active,20,0,1,,,1605045605,1605045605,0,0
531,0,1,1605045532,3387,3387,1,False,18,1,active,5,1,1,,,1605045605,1605045605,2,0
532,1,1,1605045525,3388,3388,0,False,19,1,active,6,0,1,,,1605045605,1605045605,0,0
533,1,1,1605045165,3389,3389,0,False,15,1,active,12,1,1,,,1605045605,1605045605,0,0
534,0,1,1605045463,3390,3390,0,False,14,1,active,8,2,1,,,1605045605,1605045605,0,0
535,0,1,1605045548,3391,3391,0,False,12,1,active,13,0,1,,,1605045605,1605045605,3,0
536,0,1,1605039344,3392,3392,0,False,17,1,active,2,0,1,,,1605045605,1605045605,0,3
537,0,1,1605044118,3393,3393,0,False,17,1,active,2,0,1,,,1605045605,1605045605,0,0
538,0,1,1605041943,3394,3394,0,False,17,1,active,4,0,1,,,1605045605,1605045605,0,0
539,0,1,1605036361,3395,3395,0,False,18,1,active,1,0,1,,,1605045605,1605045605,0,1
540,0,1,1605045551,3396,3396,0,False,3,1,active,22,0,1,,,1605045605,1605045605,0,1
541,0,1,1605045008,3397,3397,0,False,22,1,active,2,1,1,,,1605045605,1605045605,0,0
542,0,1,1605044392,3398,3398,0,False,17,1,active,4,2,1,,,1605045605,1605045605,0,0
543,0,1,1605043656,3399,3399,0,False,22,1,active,1,1,1,,,1605045605,1605045605,0,0
544,0,1,1605045522,3400,3400,0,True,18,1,active,5,1,1,,,1605045605,1605045605,5,0
545,0,1,1605045579,3402,3402,0,False,9,1,active,12,2,1,,,1605045605,1605045605,4,0
546,0,1,1605044028,3403,3403,0,False,25,1,active,5,1,1,,,1605045605,1605045605,4,0
547,1,1,1605044340,3404,3404,0,False,27,1,active,0,0,1,,,1605045605,1605045605,0,1
548,1,1,1605042832,3405,3405,0,False,6,1,active,17,0,1,,,1605045605,1605045605,3,0
549,0,1,1605044693,3407,3407,0,False,20,1,active,3,0,1,,,1605045605,1605045605,0,2
550,0,1,1605045212,3408,3408,0,False,24,1,active,3,0,1,,,1605045605,1605045605,0,3
551,0,1,1605045290,3409,3409,0,False,35,1,active,12,1,1,,,1605045605,1605045605,8,0
552,1,1,1605044314,3410,3410,0,False,65,1,active,12,0,1,,,1605045605,1605045605,1,0
553,0,1,1605044471,3411,3411,0,False,2,1,active,25,0,1,,,1605045605,1605045605,6,0
554,1,1,1605045257,3412,3412,0,False,4,1,active,13,1,1,,,1605045605,1605045605,0,2
555,0,1,1605045504,3414,3414,0,False,3,1,active,30,0,1,,,1605045605,1605045605,2,0
556,1,1,1605043805,3415,3415,0,False,4,1,active,21,0,1,,,1605045605,1605045605,0,1
557,0,1,1605045468,3416,3416,1,False,11,1,active,12,1,1,,,1605045605,1605045605,1,0
558,2,1,1605044338,3417,3417,0,False,19,1,active,8,0,1,,,1605045605,1605045605,3,0
559,0,1,1605045233,3418,3418,0,False,9,1,active,24,0,1,,,1605045605,1605045605,0,4
560,0,1,1605043605,3419,3419,0,False,27,1,active,0,0,1,,,1605045605,1605045605,0,0
561,2,1,1605044975,3420,3420,0,False,19,1,active,2,0,1,,,1605045605,1605045605,0,4
562,0,1,1605045429,3421,3421,0,False,19,1,active,3,1,1,,,1605045605,1605045605,1,0
563,1,1,1605043450,3422,3422,0,False,19,1,active,2,0,1,,,1605045605,1605045605,1,0
564,0,1,1605045284,3423,3423,0,True,0,1,active,24,5,1,,,1605045605,1605045605,8,0
565,2,1,1605045374,3424,3424,0,False,22,1,active,4,1,1,,,1605045605,1605045605,0,1
566,0,1,1605045473,3425,3425,0,False,17,1,active,15,1,1,,,1605045605,1605045605,0,0
567,2,1,1605045589,3429,3429,0,False,34,1,active,5,0,1,,,1605045605,1605045605,1,0
568,0,1,1605045588,3430,3430,0,False,5,1,active,20,0,1,,,1605045605,1605045605,0,2
569,0,1,1605045441,3435,3435,0,False,38,1,active,7,0,1,,,1605045605,1605045605,4,0
570,0,1,1605045446,3436,3436,0,False,32,1,active,3,0,1,,,1605045605,1605045605,3,0
571,5,1,1605045216,3437,3437,0,False,7,1,active,30,2,1,,,1605045605,1605045605,0,2
572,0,1,1605045406,3440,3440,0,False,15,1,active,29,3,1,,,1605045605,1605045605,0,1
573,0,1,1605045587,3443,3443,0,False,21,1,active,18,1,1,,,1605045605,1605045605,0,13
574,0,1,1605045276,3452,3452,0,False,39,1,active,3,1,1,,,1605045605,1605045605,0,5
575,1,1,1605045265,3453,3453,0,False,7,1,active,12,0,1,,,1605045605,1605045605,0,3
576,2,1,1605045410,3454,3454,0,False,5,1,active,17,2,1,,,1605045605,1605045605,0,3
577,1,1,1605043262,3456,3456,0,False,4,1,active,18,0,1,,,1605045605,1605045605,0,2
578,0,0,1604993618,3457,3457,46,False,0,1,active,0,0,0,,,1605045605,1605045605,0,0
579,0,1,1605045460,3461,3461,0,False,29,1,active,4,0,1,,,1605045605,1605045605,4,0
580,2,1,1605045151,3462,3462,0,False,10,1,active,29,0,1,,,1605045605,1605045605,0,5
581,0,1,1605045579,3463,3463,0,False,28,1,active,8,1,1,,,1605045605,1605045605,0,5
582,2,1,1605045524,3467,3467,0,False,27,1,active,16,1,1,,,1605045605,1605045605,1,0
583,1,1,1605045035,3469,3469,0,False,20,1,active,2,1,1,,,1605045605,1605045605,0,1
584,1,1,1605045498,3472,3472,0,False,37,1,active,2,0,1,,,1605045605,1605045605,2,0
585,0,1,1605045555,3477,3477,0,False,29,1,active,3,1,1,,,1605045605,1605045605,0,1
586,0,1,1605045578,3478,3478,0,False,37,1,active,6,0,1,,,1605045605,1605045605,0,0
587,0,1,1605043449,3481,3481,0,False,18,1,active,4,0,1,,,1605045605,1605045605,0,3
588,0,1,1605040757,3483,3483,0,False,4,1,active,10,0,1,,,1605045605,1605045605,3,0
