,station_status,is_returning,last_reported,is_installed,num_bikes_disabled,num_docks_disabled,num_ebikes_available,legacy_id,station_id,is_renting,eightd_has_available_keys,num_bikes_available,num_docks_available,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,active,1,1605185948,1,0,0,2,72,72,1,False,10,45,,,1605185990,1605185990,0,0
1,active,1,1605185520,1,1,0,0,79,79,1,False,28,4,,,1605185990,1605185990,3,0
2,active,1,1605184875,1,0,0,4,82,82,1,False,24,3,,,1605185990,1605185990,0,1
3,active,1,1605184804,1,0,0,0,83,83,1,False,31,31,,,1605185990,1605185990,1,0
4,out_of_service,0,86400,0,0,0,0,116,116,0,False,0,0,,,1605185990,1605185990,0,0
5,active,1,1605181762,1,0,0,1,119,119,1,False,42,11,,,1605185990,1605185990,0,0
6,active,1,1605185094,1,0,0,2,120,120,1,False,3,16,,,1605185990,1605185990,0,1
7,active,1,1605185782,1,0,0,2,127,127,1,False,12,19,,,1605185990,1605185990,0,1
8,active,1,1605185839,1,0,0,0,128,128,1,False,34,22,,,1605185990,1605185990,3,0
9,active,1,1605184917,1,0,0,2,143,143,1,False,11,13,,,1605185990,1605185990,4,0
10,active,1,1605182633,1,2,0,0,144,144,1,False,50,6,,,1605185990,1605185990,0,0
11,active,1,1605185946,1,0,0,1,146,146,1,False,25,14,,,1605185990,1605185990,0,3
12,active,1,1605185823,1,1,0,4,150,150,1,False,36,18,,,1605185990,1605185990,0,0
13,active,1,1605185748,1,3,0,1,151,151,1,True,20,10,,,1605185990,1605185990,0,5
14,active,1,1605185940,1,0,0,0,152,152,1,False,41,8,,,1605185990,1605185990,0,0
15,active,1,1605185211,1,1,0,1,157,157,1,False,7,15,,,1605185990,1605185990,0,0
16,active,1,1605185824,1,2,0,1,161,161,1,False,13,20,,,1605185990,1605185990,0,0
17,active,1,1605185867,1,2,0,0,164,164,1,False,10,35,,,1605185990,1605185990,2,0
18,active,1,1605183557,1,0,0,3,168,168,1,False,31,16,,,1605185990,1605185990,4,0
19,active,1,1605184907,1,0,0,2,173,173,1,False,57,13,,,1605185990,1605185990,2,0
20,active,1,1605185927,1,0,0,1,174,174,1,False,10,25,,,1605185990,1605185990,3,0
21,active,1,1605185560,1,1,0,5,212,212,1,False,57,2,,,1605185990,1605185990,0,1
22,active,1,1605161741,1,1,0,0,216,216,1,False,10,26,,,1605185990,1605185990,0,0
23,active,1,1605184248,1,1,0,1,217,217,1,False,34,4,,,1605185990,1605185990,4,0
24,active,1,1605185570,1,1,0,2,223,223,1,False,28,4,,,1605185990,1605185990,0,1
25,active,1,1605183255,1,1,0,1,224,224,1,True,5,24,,,1605185990,1605185990,0,1
26,active,1,1605185461,1,1,1,13,228,228,1,False,49,4,,,1605185990,1605185990,2,0
27,active,1,1605185952,1,3,0,4,229,229,1,False,14,6,,,1605185990,1605185990,5,0
28,active,1,86400,1,0,0,0,236,236,1,False,0,0,,,1605185990,1605185990,0,0
29,active,1,1605185823,1,3,0,0,237,237,1,False,27,9,,,1605185990,1605185990,0,4
30,active,1,1605185290,1,0,0,3,238,238,1,False,21,10,,,1605185990,1605185990,0,7
31,active,1,1605185633,1,1,0,0,239,239,1,False,29,1,,,1605185990,1605185990,1,0
32,active,1,1605185719,1,1,0,0,241,241,1,False,7,15,,,1605185990,1605185990,3,0
33,active,1,1605185902,1,1,0,0,242,242,1,False,40,5,,,1605185990,1605185990,1,0
34,active,1,1605184155,1,1,0,3,244,244,1,False,5,25,,,1605185990,1605185990,0,2
35,active,1,1605179919,1,0,0,1,245,245,1,False,14,9,,,1605185990,1605185990,1,0
36,active,1,1605184665,1,2,0,2,247,247,1,False,28,25,,,1605185990,1605185990,0,3
37,active,1,1605162944,1,0,0,0,248,248,1,False,86,13,,,1605185990,1605185990,0,1
38,active,1,1605184866,1,0,0,1,249,249,1,False,26,1,,,1605185990,1605185990,0,0
39,active,1,1605185907,1,1,0,1,250,250,1,False,36,3,,,1605185990,1605185990,2,0
40,active,1,1605185480,1,0,0,0,251,251,1,False,10,17,,,1605185990,1605185990,3,0
41,active,1,1605185523,1,0,0,0,252,252,1,False,15,18,,,1605185990,1605185990,1,0
42,active,1,1605185651,1,1,1,1,254,254,1,False,12,33,,,1605185990,1605185990,0,3
43,active,1,1605185055,1,3,0,1,257,257,1,False,26,10,,,1605185990,1605185990,3,0
44,active,1,1605185768,1,1,0,2,258,258,1,False,5,17,,,1605185990,1605185990,0,1
45,active,1,1605185108,1,0,0,0,259,259,1,False,36,3,,,1605185990,1605185990,0,0
46,active,1,1605182285,1,0,0,1,260,260,1,False,23,10,,,1605185990,1605185990,1,0
47,active,1,1605185176,1,0,0,1,261,261,1,False,21,20,,,1605185990,1605185990,0,1
48,active,1,1605183667,1,1,0,0,262,262,1,False,5,18,,,1605185990,1605185990,0,3
49,active,1,1605182845,1,0,0,0,264,264,1,False,18,9,,,1605185990,1605185990,0,0
50,active,1,1605184525,1,1,0,0,265,265,1,False,13,21,,,1605185990,1605185990,2,0
51,active,1,1605185366,1,1,0,2,267,267,1,False,8,61,,,1605185990,1605185990,5,0
52,active,1,1605185795,1,0,0,5,268,268,1,False,27,0,,,1605185990,1605185990,0,0
53,active,1,1605185945,1,0,0,2,270,270,1,False,2,21,,,1605185990,1605185990,0,2
54,active,1,1605185033,1,0,0,0,274,274,1,False,15,16,,,1605185990,1605185990,0,1
55,active,1,1605161739,1,0,0,0,275,275,1,False,5,14,,,1605185990,1605185990,0,3
56,active,1,1605173774,1,0,0,0,276,276,1,False,18,7,,,1605185990,1605185990,0,0
57,active,1,1605185590,1,0,0,0,278,278,1,False,11,8,,,1605185990,1605185990,1,0
58,out_of_service,0,86400,0,0,0,0,280,280,0,False,0,0,,,1605185990,1605185990,0,0
59,active,1,1605185147,1,1,0,6,281,281,1,True,43,22,,,1605185990,1605185990,12,0
60,active,1,1605185776,1,0,0,2,282,282,1,False,9,18,,,1605185990,1605185990,0,1
61,active,1,1605185053,1,0,0,0,284,284,1,False,17,34,,,1605185990,1605185990,0,3
62,active,1,1605185979,1,1,0,0,285,285,1,True,38,14,,,1605185990,1605185990,0,3
63,active,1,1605164308,1,0,0,1,289,289,1,False,3,16,,,1605185990,1605185990,0,2
64,active,1,1605185301,1,0,0,0,291,291,1,False,19,1,,,1605185990,1605185990,0,1
65,active,1,1605185496,1,0,0,0,293,293,1,False,39,15,,,1605185990,1605185990,0,0
66,active,1,1605185372,1,0,0,1,295,295,1,False,21,3,,,1605185990,1605185990,0,1
67,active,1,1605185859,1,1,0,1,297,297,1,False,23,53,,,1605185990,1605185990,0,0
68,active,1,1605184663,1,0,0,0,298,298,1,False,5,30,,,1605185990,1605185990,2,0
69,active,1,1605184687,1,0,0,0,301,301,1,False,49,9,,,1605185990,1605185990,0,3
70,active,1,1605185747,1,5,0,3,302,302,1,False,15,17,,,1605185990,1605185990,0,1
71,active,1,1605184315,1,0,0,1,303,303,1,False,45,22,,,1605185990,1605185990,3,0
72,active,1,1605185971,1,0,26,5,304,304,1,False,25,0,[{'id': '66db6da2-0aca-11e7-82f6-3863bb44ef7c'}],"{'station_id': '66db6da2-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_capacity': 70, 'region': 'BKN', 'active': True, 'valet_revision': 8705, 'off_dock_count': 4, 'dock_blocked_count': 26}",1605185990,1605185990,0,1
73,active,1,1605185984,1,0,0,2,305,305,1,False,5,28,,,1605185990,1605185990,8,0
74,active,1,1605181192,1,0,0,0,307,307,1,False,24,6,,,1605185990,1605185990,0,2
75,active,1,1605184363,1,1,0,0,308,308,1,False,45,2,,,1605185990,1605185990,1,0
76,active,1,1605185217,1,0,0,1,309,309,1,False,34,7,,,1605185990,1605185990,7,0
77,active,1,1605185894,1,2,0,1,310,310,1,False,44,20,,,1605185990,1605185990,1,0
78,active,1,1605185838,1,2,0,5,311,311,1,False,29,0,,,1605185990,1605185990,0,0
79,active,1,1605185091,1,0,0,5,312,312,1,False,29,4,,,1605185990,1605185990,0,0
80,active,1,1605185889,1,1,0,0,313,313,1,False,47,7,,,1605185990,1605185990,5,0
81,active,1,1605185202,1,3,0,1,315,315,1,False,17,9,,,1605185990,1605185990,2,0
82,active,1,1605185555,1,0,0,0,316,316,1,False,10,33,,,1605185990,1605185990,3,0
83,active,1,1605185626,1,1,0,0,317,317,1,False,35,18,,,1605185990,1605185990,1,0
84,active,1,1605184024,1,0,0,0,319,319,1,False,20,13,,,1605185990,1605185990,5,0
85,active,1,1605185479,1,0,0,0,320,320,1,False,28,11,,,1605185990,1605185990,0,2
86,active,1,1605185688,1,1,0,1,321,321,1,False,33,5,,,1605185990,1605185990,1,0
87,active,1,1605185401,1,0,0,0,323,323,1,False,36,3,,,1605185990,1605185990,0,0
88,active,1,1605185979,1,1,0,2,324,324,1,False,67,6,,,1605185990,1605185990,3,0
89,active,1,1605185873,1,1,0,2,325,325,1,False,15,19,,,1605185990,1605185990,0,2
90,active,1,1605184814,1,1,0,0,326,326,1,False,8,32,,,1605185990,1605185990,1,0
91,active,1,1605185685,1,0,0,1,327,327,1,True,35,4,,,1605185990,1605185990,0,0
92,active,1,1605184955,1,3,0,3,328,328,1,False,32,0,,,1605185990,1605185990,0,0
93,active,1,1605185804,1,0,0,3,330,330,1,False,25,14,,,1605185990,1605185990,0,0
94,active,1,1605184424,1,2,0,0,331,331,1,False,12,13,,,1605185990,1605185990,1,0
95,active,1,1605185361,1,1,0,4,332,332,1,False,22,13,,,1605185990,1605185990,0,0
96,active,1,1605184956,1,0,0,0,334,334,1,False,30,1,,,1605185990,1605185990,0,0
97,active,1,1605185730,1,1,0,2,335,335,1,False,10,16,,,1605185990,1605185990,0,1
98,active,1,1605183503,1,0,0,0,336,336,1,False,18,18,,,1605185990,1605185990,1,0
99,active,1,1605185574,1,0,0,2,340,340,1,False,24,3,,,1605185990,1605185990,0,4
100,active,1,1605185936,1,0,0,1,341,341,1,False,14,5,,,1605185990,1605185990,4,0
101,active,1,1605185981,1,1,1,0,342,342,1,False,21,6,,,1605185990,1605185990,0,1
102,active,1,1605184682,1,0,0,1,343,343,1,False,22,1,,,1605185990,1605185990,1,0
103,active,1,1605185770,1,4,0,0,344,344,1,False,3,16,,,1605185990,1605185990,0,1
104,active,1,1605185979,1,1,0,2,346,346,1,False,21,5,,,1605185990,1605185990,0,0
105,active,1,1605185962,1,1,0,2,347,347,1,False,30,23,,,1605185990,1605185990,0,0
106,active,1,1605185937,1,0,0,1,349,349,1,False,53,8,,,1605185990,1605185990,0,1
107,active,1,1605185321,1,0,1,10,350,350,1,False,39,7,,,1605185990,1605185990,0,5
108,active,1,1605185839,1,0,0,0,351,351,1,False,36,3,,,1605185990,1605185990,0,0
109,active,1,1605183877,1,2,0,0,353,353,1,False,1,24,,,1605185990,1605185990,1,0
110,active,1,1605183838,1,0,0,5,354,354,1,False,8,39,,,1605185990,1605185990,0,5
111,active,1,1605181912,1,0,0,0,355,355,1,False,31,12,,,1605185990,1605185990,1,0
112,active,1,1605185295,1,1,0,2,356,356,1,False,16,6,,,1605185990,1605185990,0,0
113,active,1,1605185872,1,0,30,5,358,358,1,False,37,0,[{'id': '66dbc8f5-0aca-11e7-82f6-3863bb44ef7c'}],"{'station_id': '66dbc8f5-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_capacity': 70, 'region': 'BKN', 'active': True, 'valet_revision': 917, 'off_dock_count': 6, 'dock_blocked_count': 30}",1605185990,1605185990,0,6
114,active,1,1605185792,1,4,0,4,359,359,1,False,32,42,,,1605185990,1605185990,10,0
115,active,1,1605185709,1,1,0,0,360,360,1,False,18,20,,,1605185990,1605185990,4,0
116,active,1,1605185513,1,0,0,1,361,361,1,False,66,13,,,1605185990,1605185990,0,0
117,active,1,1605182919,1,3,0,1,362,362,1,False,28,26,,,1605185990,1605185990,3,0
118,out_of_service,0,1604843856,0,0,0,0,363,363,0,False,0,3,,,1605185990,1605185990,0,0
119,active,1,1605181688,1,2,0,1,364,364,1,False,3,22,,,1605185990,1605185990,0,2
120,active,1,1605185860,1,0,0,3,366,366,1,False,13,20,,,1605185990,1605185990,0,6
121,active,1,1605184568,1,1,0,3,367,367,1,False,11,31,,,1605185990,1605185990,3,0
122,active,1,1605184371,1,1,2,0,368,368,1,False,19,25,,,1605185990,1605185990,0,3
123,active,1,1605185137,1,0,0,1,369,369,1,False,52,24,,,1605185990,1605185990,0,5
124,active,1,1605183719,1,1,0,3,372,372,1,False,13,13,,,1605185990,1605185990,0,1
125,active,1,1605185397,1,0,0,0,373,373,1,False,6,13,,,1605185990,1605185990,0,0
126,active,1,1605185156,1,0,0,0,376,376,1,False,34,8,,,1605185990,1605185990,2,0
127,active,1,1605184944,1,0,0,0,377,377,1,False,42,6,,,1605185990,1605185990,1,0
128,active,1,1605185970,1,0,0,0,379,379,1,False,32,24,,,1605185990,1605185990,0,3
129,active,1,1605184668,1,0,0,1,380,380,1,False,32,10,,,1605185990,1605185990,0,6
130,active,1,1605185482,1,0,1,2,383,383,1,False,19,19,,,1605185990,1605185990,1,0
131,active,1,1605185603,1,1,0,1,385,385,1,False,11,17,,,1605185990,1605185990,0,0
132,active,1,1605185953,1,1,0,0,386,386,1,False,76,5,,,1605185990,1605185990,2,0
133,active,1,1605184259,1,0,0,1,387,387,1,False,10,29,,,1605185990,1605185990,2,0
134,active,1,1605185943,1,0,0,2,388,388,1,False,24,11,,,1605185990,1605185990,3,0
135,active,1,1605184772,1,0,0,3,389,389,1,False,13,14,,,1605185990,1605185990,1,0
