,last_reported,station_id,is_installed,station_status,legacy_id,eightd_has_available_keys,num_docks_available,is_returning,num_docks_disabled,num_bikes_disabled,num_bikes_available,num_ebikes_available,is_renting,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,1604807313,72,1,active,72,False,40,1,0,4,11,1,1,,,1604808000,1604808000,8,0
1,1604807894,79,1,active,79,False,4,1,0,0,29,0,1,,,1604808000,1604808000,1,0
2,1604806611,82,1,active,82,False,1,1,0,0,26,0,1,,,1604808000,1604808000,1,0
3,1604806802,83,1,active,83,False,43,1,0,9,10,0,1,,,1604808000,1604808000,5,0
4,86400,116,0,out_of_service,116,False,0,0,0,0,0,0,0,,,1604808000,1604808000,0,0
5,1604804799,119,1,active,119,False,8,1,0,0,45,0,1,,,1604808000,1604808000,0,0
6,1604807816,120,1,active,120,False,13,1,0,2,4,0,1,,,1604808000,1604808000,1,0
7,1604807804,127,1,active,127,False,2,1,0,1,28,3,1,,,1604808000,1604808000,0,0
8,1604807943,128,1,active,128,False,5,1,0,4,47,0,1,,,1604808000,1604808000,0,7
9,1604807470,143,1,active,143,False,14,1,0,0,10,1,1,,,1604808000,1604808000,0,1
10,1604807719,144,1,active,144,False,18,1,0,0,40,0,1,,,1604808000,1604808000,0,0
11,1604807652,146,1,active,146,False,30,1,0,0,9,0,1,,,1604808000,1604808000,0,1
12,1604807335,150,1,active,150,False,21,1,0,0,34,1,1,,,1604808000,1604808000,0,4
13,1604807825,151,1,active,151,True,0,1,0,9,24,1,1,,,1604808000,1604808000,0,4
14,1604807739,152,1,active,152,False,39,1,0,0,10,0,1,,,1604808000,1604808000,0,1
15,1604807381,157,1,active,157,False,1,1,0,3,19,4,1,,,1604808000,1604808000,0,0
16,1604807988,161,1,active,161,False,1,1,0,11,23,0,1,,,1604808000,1604808000,0,0
17,1604807794,164,1,active,164,False,44,1,0,1,2,1,1,,,1604808000,1604808000,0,1
18,1604805506,168,1,active,168,False,6,1,0,1,40,0,1,,,1604808000,1604808000,0,3
19,1604807822,173,1,active,173,False,42,1,0,6,22,0,1,,,1604808000,1604808000,0,2
20,1604807804,174,1,active,174,False,4,1,0,8,23,0,1,,,1604808000,1604808000,1,0
21,1604807212,212,1,active,212,False,2,1,0,0,58,0,1,,,1604808000,1604808000,0,0
22,1604807555,216,1,active,216,False,21,1,0,3,13,1,1,,,1604808000,1604808000,1,0
