,is_installed,is_renting,station_status,num_docks_available,num_docks_disabled,last_reported,eightd_has_available_keys,num_bikes_available,is_returning,legacy_id,num_ebikes_available,station_id,num_bikes_disabled,starttime,timestamp,demand,supply
0,1,1,active,25,0,1604894271,False,27,1,72,3,72,3,1604894400,1604894400,4,0
1,1,1,active,2,0,1604894129,False,30,1,79,0,79,1,1604894400,1604894400,0,2
2,1,1,active,1,0,1604893726,False,26,1,82,0,82,0,1604894400,1604894400,1,0
3,1,1,active,52,0,1604892661,False,9,1,83,0,83,1,1604894400,1604894400,0,2
4,0,0,out_of_service,0,0,86400,False,0,0,116,0,116,0,1604894400,1604894400,0,0
5,1,1,active,11,0,1604894104,False,41,1,119,2,119,1,1604894400,1604894400,2,0
6,1,1,active,8,0,1604892131,False,9,1,120,2,120,2,1604894400,1604894400,2,0
7,1,1,active,9,0,1604893919,False,20,1,127,0,127,2,1604894400,1604894400,2,0
8,1,1,active,10,0,1604894345,False,44,1,128,0,128,2,1604894400,1604894400,0,0
9,1,1,active,15,0,1604893229,False,9,1,143,1,143,0,1604894400,1604894400,1,0
10,1,1,active,14,0,1604893870,False,43,1,144,0,144,1,1604894400,1604894400,2,0
11,1,1,active,3,0,1604893491,False,36,1,146,0,146,0,1604894400,1604894400,1,0
12,1,1,active,0,0,1604890796,False,55,1,150,12,150,0,1604894400,1604894400,0,0
13,1,1,active,7,0,1604893588,True,25,1,151,1,151,1,1604894400,1604894400,0,3
14,1,1,active,30,0,1604891568,False,18,1,152,0,152,1,1604894400,1604894400,0,0
15,1,1,active,13,0,1604892622,False,9,1,157,2,157,1,1604894400,1604894400,0,1
16,1,1,active,3,0,1604892665,False,27,1,161,0,161,5,1604894400,1604894400,0,2
17,1,1,active,31,0,1604893907,False,15,1,164,0,164,1,1604894400,1604894400,1,0
18,1,1,active,16,0,1604893790,False,29,1,168,0,168,2,1604894400,1604894400,0,0
19,1,1,active,59,0,1604894336,False,9,1,173,5,173,2,1604894400,1604894400,0,5
20,1,1,active,23,0,1604894233,False,3,1,174,0,174,9,1604894400,1604894400,0,1
21,1,1,active,4,0,1604891984,False,53,1,212,1,212,3,1604894400,1604894400,1,0
22,1,1,active,20,0,1604888744,False,17,1,216,0,216,0,1604894400,1604894400,0,1
23,1,1,active,17,0,1604894366,False,18,1,217,1,217,4,1604894400,1604894400,0,1
24,1,1,active,3,0,1604894177,False,27,1,223,0,223,3,1604894400,1604894400,0,0
25,1,1,active,19,0,1604890082,True,8,1,224,0,224,3,1604894400,1604894400,0,0
26,1,1,active,53,0,1604892595,False,2,1,228,0,228,0,1604894400,1604894400,0,0
27,1,1,active,8,0,1604891821,False,11,1,229,0,229,4,1604894400,1604894400,0,1
28,1,1,active,16,0,1604894368,False,28,1,236,2,236,3,1604894400,1604894400,1,0
29,1,1,active,5,0,1604894029,False,29,1,237,1,237,5,1604894400,1604894400,3,0
30,1,1,active,3,0,1604893910,False,25,1,238,1,238,3,1604894400,1604894400,0,1
31,1,1,active,27,0,1604893018,False,2,1,239,0,239,2,1604894400,1604894400,0,0
32,1,1,active,18,0,1604893948,False,1,1,241,0,241,4,1604894400,1604894400,0,1
33,1,1,active,9,0,1604894205,False,37,1,242,1,242,0,1604894400,1604894400,0,0
34,1,1,active,19,0,1604893253,False,10,1,244,0,244,2,1604894400,1604894400,3,0
35,1,1,active,2,0,1604892366,False,20,1,245,1,245,1,1604894400,1604894400,0,0
36,1,1,active,0,0,1604893107,False,55,1,247,0,247,0,1604894400,1604894400,0,0
37,1,1,active,2,0,1604890836,False,95,1,248,0,248,2,1604894400,1604894400,0,0
38,1,1,active,1,0,1604891843,False,26,1,249,0,249,0,1604894400,1604894400,0,0
39,1,1,active,8,0,1604893422,False,31,1,250,0,250,1,1604894400,1604894400,0,1
40,1,1,active,6,0,1604894054,False,18,1,251,0,251,3,1604894400,1604894400,2,0
41,1,1,active,3,0,1604894329,False,26,1,252,0,252,4,1604894400,1604894400,0,2
42,1,1,active,10,1,1604893320,False,32,1,254,0,254,4,1604894400,1604894400,0,0
43,1,1,active,1,0,1604893821,False,37,1,257,0,257,1,1604894400,1604894400,0,0
44,1,1,active,17,0,1604893949,False,5,1,258,1,258,1,1604894400,1604894400,0,1
45,1,1,active,9,0,1604893559,False,29,1,259,1,259,1,1604894400,1604894400,0,0
46,1,1,active,1,0,1604891892,False,32,1,260,1,260,0,1604894400,1604894400,0,0
47,1,1,active,17,0,1604894319,False,21,1,261,2,261,3,1604894400,1604894400,0,3
48,1,1,active,17,0,1604890352,False,2,1,262,0,262,5,1604894400,1604894400,1,0
49,1,1,active,1,0,1604892281,False,26,1,264,2,264,0,1604894400,1604894400,0,1
50,1,1,active,0,0,1604894282,False,33,1,265,1,265,2,1604894400,1604894400,0,0
51,1,1,active,67,0,1604894121,False,1,1,267,0,267,2,1604894400,1604894400,0,0
52,1,1,active,6,0,1604893807,False,21,1,268,0,268,0,1604894400,1604894400,1,0
53,1,1,active,1,0,1604893286,False,21,1,270,2,270,1,1604894400,1604894400,0,0
54,1,1,active,19,0,1604894240,False,6,1,274,1,274,6,1604894400,1604894400,0,2
55,1,1,active,16,0,1604891844,False,2,1,275,0,275,1,1604894400,1604894400,1,0
56,1,1,active,0,0,1604889398,False,25,1,276,0,276,0,1604894400,1604894400,0,0
57,1,1,active,6,0,1604884576,False,13,1,278,0,278,0,1604894400,1604894400,2,0
58,0,0,out_of_service,0,0,86400,False,0,0,280,0,280,0,1604894400,1604894400,0,0
59,1,1,active,65,0,1604893089,True,1,1,281,1,281,0,1604894400,1604894400,0,0
60,1,1,active,2,0,1604894126,False,20,1,282,3,282,5,1604894400,1604894400,1,0
61,1,1,active,0,0,1604893705,False,47,1,284,1,284,4,1604894400,1604894400,0,2
62,1,1,active,34,0,1604893913,True,10,1,285,0,285,9,1604894400,1604894400,2,0
63,1,1,active,14,0,1604893723,False,3,1,289,0,289,2,1604894400,1604894400,0,0
64,1,1,active,0,0,1604887690,False,20,1,291,2,291,0,1604894400,1604894400,0,0
65,1,1,active,18,0,1604890256,False,31,1,293,0,293,5,1604894400,1604894400,1,0
66,1,1,active,0,0,1604894238,False,24,1,295,0,295,0,1604894400,1604894400,0,0
67,1,1,active,53,0,1604894107,False,21,1,297,0,297,3,1604894400,1604894400,2,0
68,1,1,active,26,0,1604893063,False,8,1,298,0,298,1,1604894400,1604894400,0,0
69,1,1,active,0,0,1604893509,False,55,1,301,1,301,3,1604894400,1604894400,0,1
70,1,1,active,1,0,1604894357,False,32,1,302,8,302,4,1604894400,1604894400,1,0
71,1,1,active,3,0,1604894342,False,60,1,303,0,303,4,1604894400,1604894400,0,22
72,1,1,active,0,0,1604894207,False,33,1,304,3,304,0,1604894400,1604894400,0,2
73,1,1,active,26,0,1604894388,False,6,1,305,2,305,1,1604894400,1604894400,0,2
74,1,1,active,0,0,1604892533,False,29,1,307,0,307,1,1604894400,1604894400,1,0
75,1,1,active,0,0,1604894134,False,47,1,308,0,308,1,1604894400,1604894400,0,0
76,1,1,active,0,0,1604891803,False,39,1,309,0,309,2,1604894400,1604894400,0,16
77,1,1,active,15,0,1604890517,False,50,1,310,1,310,1,1604894400,1604894400,1,0
78,1,1,active,0,0,1604894180,False,30,1,311,1,311,1,1604894400,1604894400,0,0
79,1,1,active,1,0,1604893908,False,30,1,312,0,312,2,1604894400,1604894400,1,0
80,1,1,active,29,0,1604890222,False,25,1,313,1,313,1,1604894400,1604894400,0,0
81,1,1,active,26,0,1604892946,False,2,1,315,0,315,1,1604894400,1604894400,0,0
82,1,1,active,35,0,1604894251,False,8,1,316,1,316,0,1604894400,1604894400,1,0
83,1,1,active,1,0,1604894289,False,52,1,317,1,317,1,1604894400,1604894400,1,0
84,1,1,active,2,0,1604894021,False,27,1,319,4,319,4,1604894400,1604894400,2,0
85,1,1,active,4,0,1604894055,False,34,1,320,0,320,1,1604894400,1604894400,0,0
86,1,1,active,2,0,1604893560,False,36,1,321,1,321,1,1604894400,1604894400,0,1
87,1,1,active,28,0,1604893802,False,9,1,323,0,323,2,1604894400,1604894400,0,1
88,1,1,active,3,0,1604893742,False,69,1,324,0,324,2,1604894400,1604894400,0,0
89,1,1,active,10,0,1604894329,False,24,1,325,0,325,1,1604894400,1604894400,0,2
90,1,1,active,0,0,1604892939,False,37,1,326,2,326,4,1604894400,1604894400,1,0
91,1,1,active,0,0,1604891829,True,37,1,327,0,327,2,1604894400,1604894400,0,0
92,1,1,active,0,0,1604889062,False,33,1,328,0,328,2,1604894400,1604894400,0,0
93,1,1,active,28,0,1604892854,False,10,1,330,1,330,1,1604894400,1604894400,2,0
94,1,1,active,0,0,1604886587,False,25,1,331,1,331,2,1604894400,1604894400,1,0
95,1,1,active,2,0,1604893727,False,32,1,332,1,332,2,1604894400,1604894400,3,0
96,1,1,active,4,0,1604894274,False,25,1,334,1,334,2,1604894400,1604894400,3,0
97,1,1,active,3,0,1604893714,False,18,1,335,1,335,6,1604894400,1604894400,0,4
98,1,1,active,3,0,1604894097,False,30,1,336,0,336,3,1604894400,1604894400,0,2
99,1,1,active,0,0,1604890716,False,25,1,340,0,340,2,1604894400,1604894400,0,1
100,1,1,active,11,0,1604893940,False,8,1,341,4,341,0,1604894400,1604894400,0,0
101,1,1,active,7,1,1604894072,False,21,1,342,4,342,0,1604894400,1604894400,1,0
102,1,1,active,0,0,1604892659,False,23,1,343,1,343,0,1604894400,1604894400,0,0
103,1,1,active,9,0,1604893556,False,14,1,344,6,344,0,1604894400,1604894400,2,0
104,1,1,active,3,0,1604894372,False,20,1,346,1,346,4,1604894400,1604894400,0,3
105,1,1,active,8,0,1604894265,False,41,1,347,0,347,5,1604894400,1604894400,0,0
106,1,0,active,0,0,1604888322,False,60,0,349,1,349,1,1604894400,1604894400,0,0
107,1,1,active,1,0,1604892663,False,43,1,350,1,350,3,1604894400,1604894400,1,0
108,1,1,active,1,0,1604893158,False,38,1,351,0,351,0,1604894400,1604894400,1,0
109,1,1,active,24,0,1604890454,False,1,1,353,0,353,2,1604894400,1604894400,0,0
110,1,1,active,29,0,1604893775,False,16,1,354,4,354,2,1604894400,1604894400,2,0
111,1,1,active,5,0,1604893513,False,37,1,355,0,355,1,1604894400,1604894400,2,0
112,1,1,active,1,0,1604891246,False,20,1,356,0,356,2,1604894400,1604894400,3,0
113,1,1,active,21,0,1604894325,False,26,1,358,5,358,3,1604894400,1604894400,4,0
114,1,1,active,74,0,1604894086,False,1,1,359,0,359,3,1604894400,1604894400,0,0
115,1,1,active,12,0,1604894298,False,27,1,360,1,360,0,1604894400,1604894400,0,0
116,1,1,active,0,0,1604882468,False,75,1,361,0,361,4,1604894400,1604894400,1,0
117,1,1,active,52,0,1604894251,False,4,1,362,0,362,1,1604894400,1604894400,0,1
118,0,0,out_of_service,3,0,1604843856,False,0,0,363,0,363,0,1604894400,1604894400,0,0
119,1,1,active,21,0,1604893326,False,5,1,364,2,364,1,1604894400,1604894400,0,0
120,1,1,active,11,0,1604893705,False,21,1,366,0,366,1,1604894400,1604894400,1,0
121,1,1,active,43,0,1604891416,False,0,1,367,0,367,0,1604894400,1604894400,1,0
122,1,1,active,11,0,1604894395,False,33,1,368,1,368,3,1604894400,1604894400,3,0
123,1,1,active,10,2,1604893010,False,61,1,369,0,369,3,1604894400,1604894400,0,3
124,1,1,active,18,0,1604891271,False,9,1,372,0,372,0,1604894400,1604894400,0,0
125,1,1,active,17,0,1604886395,False,1,1,373,0,373,1,1604894400,1604894400,0,1
126,1,1,active,27,0,1604894171,False,14,1,376,2,376,1,1604894400,1604894400,1,0
127,1,1,active,6,0,1604890223,False,40,1,377,0,377,2,1604894400,1604894400,1,0
128,1,1,active,52,0,1604894383,False,2,1,379,0,379,2,1604894400,1604894400,0,1
129,1,1,active,8,0,1604892928,False,29,1,380,0,380,5,1604894400,1604894400,0,1
130,1,1,active,7,1,1604894397,False,24,1,383,0,383,7,1604894400,1604894400,6,0
131,1,1,active,16,0,1604890401,False,10,1,385,0,385,3,1604894400,1604894400,2,0
132,1,1,active,7,0,1604893872,False,72,1,386,2,386,3,1604894400,1604894400,4,0
133,1,1,active,14,0,1604894101,False,19,1,387,0,387,6,1604894400,1604894400,0,0
134,1,1,active,8,0,1604893579,False,26,1,388,1,388,1,1604894400,1604894400,0,0
135,1,1,active,4,0,1604894358,False,23,1,389,4,389,0,1604894400,1604894400,0,1
136,1,1,active,8,0,1604891552,False,20,1,390,0,390,3,1604894400,1604894400,0,1
137,1,1,active,0,0,86400,False,0,1,391,0,391,0,1604894400,1604894400,0,0
138,1,1,active,7,0,1604891575,False,25,1,392,1,392,3,1604894400,1604894400,1,0
139,1,1,active,1,0,1604893096,False,36,1,393,0,393,0,1604894400,1604894400,1,0
140,0,0,out_of_service,0,0,86400,False,0,0,394,0,394,0,1604894400,1604894400,0,0
141,1,1,active,20,0,1604882729,False,5,1,396,0,396,0,1604894400,1604894400,0,0
142,1,1,active,69,0,1604891215,False,4,1,397,0,397,2,1604894400,1604894400,0,0
143,1,1,active,10,0,1604891490,False,16,1,398,1,398,5,1604894400,1604894400,0,1
144,1,1,active,33,0,1604892088,False,3,1,399,0,399,3,1604894400,1604894400,0,1
145,1,1,active,3,0,1604894305,False,12,1,400,0,400,0,1604894400,1604894400,2,0
146,1,1,active,0,0,1604893164,False,41,1,401,0,401,1,1604894400,1604894400,0,0
147,1,1,active,24,0,1604893637,False,9,1,402,0,402,6,1604894400,1604894400,0,1
148,1,1,active,1,0,1604893916,False,29,1,403,0,403,1,1604894400,1604894400,0,0
149,1,1,active,0,0,1604893426,True,51,1,405,0,405,0,1604894400,1604894400,0,0
150,1,1,active,0,0,1604888392,False,20,1,406,1,406,0,1604894400,1604894400,0,0
151,1,1,active,0,0,1604893085,False,20,1,408,2,408,3,1604894400,1604894400,0,0
152,1,1,active,0,0,1604892875,False,43,1,410,3,410,2,1604894400,1604894400,0,0
153,1,1,active,0,0,1604893257,False,30,1,411,5,411,1,1604894400,1604894400,0,0
154,1,1,active,1,0,1604894251,False,24,1,412,1,412,4,1604894400,1604894400,0,0
155,1,1,active,22,0,1604892369,False,22,1,415,0,415,2,1604894400,1604894400,0,0
156,1,1,active,30,0,1604889729,False,0,1,416,0,416,1,1604894400,1604894400,0,0
