,legacy_id,num_ebikes_available,station_status,eightd_has_available_keys,num_docks_available,num_bikes_available,num_bikes_disabled,is_renting,last_reported,is_installed,num_docks_disabled,is_returning,station_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,72,0,active,False,40,12,3,1,1604876286,1,0,1,72,,,1604876405,1604876405,11,0
1,79,0,active,False,3,29,1,1,1604875669,1,0,1,79,,,1604876405,1604876405,0,0
2,82,0,active,False,6,20,1,1,1604875319,1,0,1,82,,,1604876405,1604876405,4,0
3,83,0,active,False,45,16,1,1,1604876088,1,0,1,83,,,1604876405,1604876405,0,0
4,116,0,out_of_service,False,0,0,0,0,86400,0,0,0,116,,,1604876405,1604876405,0,0
5,119,0,active,False,15,38,0,1,1604876094,1,0,1,119,,,1604876405,1604876405,1,0
6,120,0,active,False,16,2,1,1,1604876227,1,0,1,120,,,1604876405,1604876405,4,0
7,127,0,active,False,0,28,3,1,1604876157,1,0,1,127,,,1604876405,1604876405,0,0
8,128,1,active,False,0,49,7,1,1604876259,1,0,1,128,,,1604876405,1604876405,2,0
9,143,2,active,False,11,13,0,1,1604876241,1,0,1,143,,,1604876405,1604876405,0,4
10,144,0,active,False,10,47,1,1,1604876396,1,0,1,144,,,1604876405,1604876405,0,3
11,146,1,active,False,5,34,0,1,1604876306,1,0,1,146,,,1604876405,1604876405,2,0
12,150,0,active,False,27,28,0,1,1604875731,1,0,1,150,,,1604876405,1604876405,5,0
13,151,0,active,True,3,23,7,1,1604876387,1,0,1,151,,,1604876405,1604876405,1,0
14,152,0,active,False,43,6,0,1,1604874711,1,0,1,152,,,1604876405,1604876405,8,0
15,157,2,active,False,13,8,2,1,1604875693,1,0,1,157,,,1604876405,1604876405,0,1
16,161,1,active,False,6,27,2,1,1604876230,1,0,1,161,,,1604876405,1604876405,0,7
17,164,0,active,False,39,7,1,1,1604875820,1,0,1,164,,,1604876405,1604876405,2,0
18,168,1,active,False,12,34,1,1,1604876340,1,0,1,168,,,1604876405,1604876405,0,1
19,173,1,active,False,58,5,7,1,1604876346,1,0,1,173,,,1604876405,1604876405,0,1
20,174,0,active,False,22,6,7,1,1604876354,1,0,1,174,,,1604876405,1604876405,5,0
21,212,1,active,False,5,52,3,1,1604876363,1,0,1,212,,,1604876405,1604876405,2,0
22,216,0,active,False,24,11,2,1,1604876370,1,0,1,216,,,1604876405,1604876405,2,0
23,217,0,active,False,0,31,8,1,1604876326,1,0,1,217,,,1604876405,1604876405,0,7
24,223,0,active,False,2,28,3,1,1604876376,1,0,1,223,,,1604876405,1604876405,0,2
25,224,0,active,True,26,2,2,1,1604876014,1,0,1,224,,,1604876405,1604876405,2,0
26,228,0,active,False,53,2,0,1,1604876382,1,0,1,228,,,1604876405,1604876405,3,0
27,229,0,active,False,3,16,4,1,1604876300,1,0,1,229,,,1604876405,1604876405,0,3
28,236,0,active,False,5,39,3,1,1604876267,1,0,1,236,,,1604876405,1604876405,4,0
29,237,0,active,False,0,34,5,1,1604875767,1,0,1,237,,,1604876405,1604876405,0,1
30,238,0,active,False,1,26,4,1,1604876370,1,0,1,238,,,1604876405,1604876405,0,0
31,239,0,active,False,28,1,2,1,1604875557,1,0,1,239,,,1604876405,1604876405,0,1
32,241,0,active,False,13,6,4,1,1604876324,1,0,1,241,,,1604876405,1604876405,0,3
33,242,0,active,False,9,36,1,1,1604875608,1,0,1,242,,,1604876405,1604876405,0,0
34,244,0,active,False,28,2,1,1,1604876214,1,0,1,244,,,1604876405,1604876405,4,0
35,245,1,active,False,4,18,1,1,1604876393,1,0,1,245,,,1604876405,1604876405,0,0
36,247,0,active,False,0,55,0,1,1604875929,1,0,1,247,,,1604876405,1604876405,0,8
37,248,0,active,False,0,97,2,1,1604874425,1,0,1,248,,,1604876405,1604876405,0,2
38,249,0,active,False,0,27,0,1,1604875269,1,0,1,249,,,1604876405,1604876405,0,0
