,num_ebikes_available,is_installed,num_bikes_disabled,num_docks_available,legacy_id,is_renting,station_status,num_bikes_available,eightd_has_available_keys,last_reported,is_returning,num_docks_disabled,station_id,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,0,1,2,51,72,1,active,2,False,1604944523,1,0,72,,,1604944795,1604944795,0,2
1,2,1,2,0,79,1,active,31,False,1604944409,1,0,79,,,1604944795,1604944795,0,0
2,0,1,0,1,82,1,active,26,False,1604944657,1,0,82,,,1604944795,1604944795,1,0
3,0,1,0,51,83,1,active,11,False,1604942861,1,0,83,,,1604944795,1604944795,0,0
4,0,0,0,0,116,0,out_of_service,0,False,86400,0,0,116,,,1604944795,1604944795,0,0
5,1,1,0,7,119,1,active,46,False,1604944649,1,0,119,,,1604944795,1604944795,0,1
6,0,1,1,14,120,1,active,4,False,1604944749,1,0,120,,,1604944795,1604944795,0,3
7,0,1,3,20,127,1,active,8,False,1604944549,1,0,127,,,1604944795,1604944795,0,3
8,3,1,2,16,128,1,active,38,False,1604944725,1,0,128,,,1604944795,1604944795,0,3
9,1,1,1,11,143,1,active,12,False,1604944181,1,0,143,,,1604944795,1604944795,0,5
10,3,1,2,6,144,1,active,50,False,1604944577,1,0,144,,,1604944795,1604944795,3,0
11,2,1,0,2,146,1,active,37,False,1604944691,1,0,146,,,1604944795,1604944795,0,1
12,0,1,2,36,150,1,active,17,False,1604944155,1,0,150,,,1604944795,1604944795,0,2
13,3,1,5,0,151,1,active,28,True,1604944772,1,0,151,,,1604944795,1604944795,0,1
14,7,1,0,9,152,1,active,40,False,1604944610,1,0,152,,,1604944795,1604944795,6,0
15,0,1,1,15,157,1,active,7,False,1604942575,1,0,157,,,1604944795,1604944795,2,0
16,0,1,0,15,161,1,active,20,False,1604944650,1,0,161,,,1604944795,1604944795,10,0
17,2,1,2,20,164,1,active,25,False,1604944473,1,0,164,,,1604944795,1604944795,3,0
18,1,1,0,6,168,1,active,41,False,1604944354,1,0,168,,,1604944795,1604944795,0,0
19,0,1,4,19,173,1,active,47,False,1604944780,1,0,173,,,1604944795,1604944795,0,3
20,0,1,1,8,174,1,active,21,False,1604944704,1,0,174,,,1604944795,1604944795,0,6
21,1,1,3,8,212,1,active,49,False,1604944547,1,0,212,,,1604944795,1604944795,3,0
22,1,1,1,24,216,1,active,12,False,1604944575,1,0,216,,,1604944795,1604944795,1,0
23,5,1,4,0,217,1,active,35,False,1604944135,1,0,217,,,1604944795,1604944795,0,6
24,5,1,1,12,223,1,active,20,False,1604944542,1,0,223,,,1604944795,1604944795,0,6
25,4,1,2,6,224,1,active,22,True,1604944087,1,0,224,,,1604944795,1604944795,0,1
26,3,1,1,16,228,1,active,38,False,1604944369,1,0,228,,,1604944795,1604944795,0,0
27,4,1,3,1,229,1,active,19,False,1604944709,1,0,229,,,1604944795,1604944795,2,0
28,1,1,0,25,236,1,active,22,False,1604944728,1,0,236,,,1604944795,1604944795,0,5
29,1,1,1,25,237,1,active,13,False,1604944724,1,0,237,,,1604944795,1604944795,0,1
30,2,1,1,10,238,1,active,20,False,1604944396,1,0,238,,,1604944795,1604944795,0,4
31,0,1,1,18,239,1,active,12,False,1604942964,1,0,239,,,1604944795,1604944795,2,0
32,0,1,1,12,241,1,active,10,False,1604944660,1,0,241,,,1604944795,1604944795,0,0
33,0,1,0,3,242,1,active,43,False,1604943443,1,0,242,,,1604944795,1604944795,3,0
34,0,1,2,25,244,1,active,4,False,1604942860,1,0,244,,,1604944795,1604944795,0,2
35,0,1,0,5,245,1,active,18,False,1604943306,1,0,245,,,1604944795,1604944795,0,1
36,0,1,2,40,247,1,active,13,False,1604944496,1,0,247,,,1604944795,1604944795,10,0
37,2,1,1,2,248,1,active,96,False,1604941819,1,0,248,,,1604944795,1604944795,1,0
38,1,1,0,0,249,1,active,27,False,1604944639,1,0,249,,,1604944795,1604944795,0,1
39,1,1,1,2,250,1,active,37,False,1604944653,1,0,250,,,1604944795,1604944795,0,0
40,2,1,2,2,251,1,active,23,False,1604944709,1,0,251,,,1604944795,1604944795,0,3
41,3,1,1,10,252,1,active,22,False,1604944719,1,0,252,,,1604944795,1604944795,0,3
42,2,1,1,27,254,1,active,18,False,1604944725,1,1,254,,,1604944795,1604944795,0,1
43,4,1,2,0,257,1,active,37,False,1604944130,1,0,257,,,1604944795,1604944795,0,1
44,0,1,1,22,258,1,active,0,False,1604944782,1,0,258,,,1604944795,1604944795,0,0
45,1,1,1,5,259,1,active,33,False,1604944222,1,0,259,,,1604944795,1604944795,0,0
46,6,1,0,3,260,1,active,30,False,1604943494,1,0,260,,,1604944795,1604944795,2,0
47,0,1,0,22,261,1,active,19,False,1604944726,1,0,261,,,1604944795,1604944795,0,0
48,0,1,0,22,262,1,active,2,False,1604944590,1,0,262,,,1604944795,1604944795,0,0
49,0,1,0,2,264,1,active,25,False,1604944646,1,0,264,,,1604944795,1604944795,0,0
50,1,1,2,4,265,1,active,29,False,1604944214,1,0,265,,,1604944795,1604944795,0,4
51,3,1,1,60,267,1,active,9,False,1604944710,1,0,267,,,1604944795,1604944795,0,3
52,5,1,1,0,268,1,active,26,False,1604944688,1,0,268,,,1604944795,1604944795,0,4
53,0,1,1,12,270,1,active,10,False,1604943959,1,0,270,,,1604944795,1604944795,1,0
54,0,1,0,23,274,1,active,8,False,1604943983,1,0,274,,,1604944795,1604944795,3,0
55,1,1,0,18,275,1,active,1,False,1604944692,1,0,275,,,1604944795,1604944795,0,1
56,0,1,0,1,276,1,active,24,False,1604944733,1,0,276,,,1604944795,1604944795,0,0
57,2,1,0,6,278,1,active,13,False,1604944659,1,0,278,,,1604944795,1604944795,0,2
58,0,0,0,0,280,0,out_of_service,0,False,86400,0,0,280,,,1604944795,1604944795,0,0
59,9,1,1,10,281,1,active,55,True,1604944756,1,0,281,,,1604944795,1604944795,2,0
60,1,1,2,5,282,1,active,20,False,1604944118,1,0,282,,,1604944795,1604944795,0,0
61,1,1,0,8,284,1,active,43,False,1604944529,1,0,284,,,1604944795,1604944795,1,0
62,0,1,2,24,285,1,active,27,True,1604944760,1,0,285,,,1604944795,1604944795,0,1
63,0,1,0,18,289,1,active,1,False,1604944508,1,0,289,,,1604944795,1604944795,1,0
64,0,1,0,13,291,1,active,7,False,1604944697,1,0,291,,,1604944795,1604944795,0,0
65,2,1,2,29,293,1,active,23,False,1604944753,1,0,293,,,1604944795,1604944795,1,0
66,0,1,0,5,295,1,active,19,False,1604944097,1,0,295,,,1604944795,1604944795,0,0
67,0,1,1,68,297,1,active,8,False,1604944710,1,0,297,,,1604944795,1604944795,4,0
68,0,1,1,26,298,1,active,8,False,1604944070,1,0,298,,,1604944795,1604944795,1,0
69,0,1,0,30,301,1,active,28,False,1604944479,1,0,301,,,1604944795,1604944795,0,0
70,0,1,3,21,302,1,active,13,False,1604944633,1,0,302,,,1604944795,1604944795,0,1
71,1,1,3,1,303,1,active,63,False,1604944696,1,0,303,,,1604944795,1604944795,0,2
72,4,1,0,0,304,1,active,28,False,1604944681,1,26,304,[{'id': '66db6da2-0aca-11e7-82f6-3863bb44ef7c'}],"{'off_dock_count': 21, 'active': True, 'valet_revision': 8693, 'station_id': '66db6da2-0aca-11e7-82f6-3863bb44ef7c', 'region': 'BKN', 'off_dock_capacity': 70, 'dock_blocked_count': 26}",1604944795,1604944795,2,0
73,1,1,3,12,305,1,active,18,False,1604943806,1,0,305,,,1604944795,1604944795,0,0
74,1,1,0,7,307,1,active,23,False,1604944715,1,0,307,,,1604944795,1604944795,0,5
75,0,1,2,0,308,1,active,46,False,1604944238,1,0,308,,,1604944795,1604944795,0,3
76,0,1,3,0,309,1,active,38,False,1604944339,1,0,309,,,1604944795,1604944795,1,0
77,0,1,1,20,310,1,active,45,False,1604944652,1,0,310,,,1604944795,1604944795,4,0
78,2,1,0,6,311,1,active,25,False,1604944581,1,0,311,,,1604944795,1604944795,0,1
79,0,1,3,14,312,1,active,16,False,1604944370,1,0,312,,,1604944795,1604944795,1,0
80,1,1,0,19,313,1,active,36,False,1604944730,1,0,313,,,1604944795,1604944795,0,0
81,7,1,2,7,315,1,active,20,False,1604944443,1,0,315,,,1604944795,1604944795,0,0
82,2,1,0,30,316,1,active,13,False,1604944767,1,0,316,,,1604944795,1604944795,0,7
83,2,1,1,44,317,1,active,9,False,1604944608,1,0,317,,,1604944795,1604944795,1,0
84,2,1,1,6,319,1,active,26,False,1604944583,1,0,319,,,1604944795,1604944795,5,0
85,4,1,0,0,320,1,active,39,False,1604944176,1,0,320,,,1604944795,1604944795,0,2
86,1,1,0,4,321,1,active,35,False,1604944658,1,0,321,,,1604944795,1604944795,0,0
87,0,1,0,18,323,1,active,21,False,1604944728,1,0,323,,,1604944795,1604944795,2,0
88,1,1,0,6,324,1,active,68,False,1604944128,1,0,324,,,1604944795,1604944795,3,0
