,last_reported,station_id,is_installed,station_status,legacy_id,eightd_has_available_keys,num_docks_available,is_returning,num_docks_disabled,num_bikes_disabled,num_bikes_available,num_ebikes_available,is_renting,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,1604731045,72,1,active,72,False,12,1,0,5,38,3,1,,,1604732400,1604732400,2,0
1,1604731714,79,1,active,79,False,6,1,0,0,27,1,1,,,1604732400,1604732400,0,1
2,1604731781,82,1,active,82,False,4,1,0,0,23,0,1,,,1604732400,1604732400,0,0
3,1604730573,83,1,active,83,False,15,1,0,0,47,0,1,,,1604732400,1604732400,0,0
4,86400,116,0,out_of_service,116,False,0,0,0,0,0,0,0,,,1604732400,1604732400,0,0
5,1604730573,119,1,active,119,False,6,1,0,0,47,1,1,,,1604732400,1604732400,1,0
6,1604732101,120,1,active,120,False,3,1,0,0,16,5,1,,,1604732400,1604732400,0,0
7,1604732388,127,1,active,127,False,3,1,0,0,28,0,1,,,1604732400,1604732400,0,2
8,1604731782,128,1,active,128,False,14,1,0,6,36,1,1,,,1604732400,1604732400,0,1
9,1604730573,143,1,active,143,False,5,1,0,0,19,5,1,,,1604732400,1604732400,0,0
10,1604732308,144,1,active,144,False,17,1,0,2,39,1,1,,,1604732400,1604732400,0,1
11,1604730574,146,1,active,146,False,28,1,0,1,10,1,1,,,1604732400,1604732400,1,0
12,1604731780,150,1,active,150,False,10,1,0,0,45,1,1,,,1604732400,1604732400,0,0
13,1604731897,151,1,active,151,True,19,1,0,1,13,0,1,,,1604732400,1604732400,0,0
14,1604731724,152,1,active,152,False,34,1,0,0,15,0,1,,,1604732400,1604732400,0,0
15,1604731078,157,1,active,157,False,2,1,0,0,21,0,1,,,1604732400,1604732400,0,0
16,1604731122,161,1,active,161,False,16,1,0,2,17,0,1,,,1604732400,1604732400,0,0
17,1604731345,164,1,active,164,False,2,1,0,2,43,0,1,,,1604732400,1604732400,1,0
18,1604731676,168,1,active,168,False,21,1,0,1,25,0,1,,,1604732400,1604732400,1,0
19,1604732339,173,1,active,173,False,12,1,0,1,57,11,1,,,1604732400,1604732400,0,4
20,1604732305,174,1,active,174,False,26,1,0,1,8,1,1,,,1604732400,1604732400,0,8
21,1604730298,212,1,active,212,False,12,1,0,1,47,0,1,,,1604732400,1604732400,1,0
22,1604730574,216,1,active,216,False,33,1,0,0,4,0,1,,,1604732400,1604732400,0,0
23,1604732188,217,1,active,217,False,10,1,0,6,23,0,1,,,1604732400,1604732400,3,0
24,1604730796,223,1,active,223,False,3,1,0,4,26,0,1,,,1604732400,1604732400,0,0
25,1604729901,224,1,active,224,True,20,1,0,3,7,2,1,,,1604732400,1604732400,1,0
26,1604732051,228,1,active,228,False,45,1,0,1,9,1,1,,,1604732400,1604732400,0,1
27,1604732170,229,1,active,229,False,9,1,0,5,9,0,1,,,1604732400,1604732400,0,4
28,1604731991,236,1,active,236,False,3,1,0,4,40,0,1,,,1604732400,1604732400,3,0
29,1604731781,237,1,active,237,False,10,1,0,3,26,0,1,,,1604732400,1604732400,0,4
30,1604731781,238,1,active,238,False,1,1,0,2,28,0,1,,,1604732400,1604732400,0,0
31,1604731940,239,1,active,239,False,13,1,0,0,18,0,1,,,1604732400,1604732400,0,0
32,1604730574,241,1,active,241,False,4,1,0,1,18,1,1,,,1604732400,1604732400,0,1
33,1604731108,242,1,active,242,False,10,1,0,1,35,0,1,,,1604732400,1604732400,0,0
34,1604730957,244,1,active,244,False,24,1,0,2,5,1,1,,,1604732400,1604732400,0,0
35,1604730044,245,1,active,245,False,17,1,0,0,6,1,1,,,1604732400,1604732400,0,0
36,1604732129,247,1,active,247,False,7,1,0,0,48,0,1,,,1604732400,1604732400,2,0
37,1604731780,248,1,active,248,False,57,1,0,1,41,0,1,,,1604732400,1604732400,0,0
38,1604731843,249,1,active,249,False,23,1,0,0,4,0,1,,,1604732400,1604732400,1,0
39,1604731781,250,1,active,250,False,4,1,0,0,36,1,1,,,1604732400,1604732400,2,0
40,1604731951,251,1,active,251,False,1,1,0,1,25,0,1,,,1604732400,1604732400,0,0
41,1604731936,252,1,active,252,False,7,1,0,2,24,0,1,,,1604732400,1604732400,0,3
42,1604731781,254,1,active,254,False,27,1,1,2,17,0,1,,,1604732400,1604732400,1,0
43,1604731239,257,1,active,257,False,3,1,0,0,36,0,1,,,1604732400,1604732400,1,0
44,1604731803,258,1,active,258,False,15,1,0,1,7,4,1,,,1604732400,1604732400,0,0
45,1604730573,259,1,active,259,False,8,1,0,3,28,1,1,,,1604732400,1604732400,0,0
46,1604730575,260,1,active,260,False,8,1,0,1,24,0,1,,,1604732400,1604732400,0,0
47,1604731151,261,1,active,261,False,27,1,0,0,14,2,1,,,1604732400,1604732400,0,0
48,1604730574,262,1,active,262,False,0,1,0,3,21,0,1,,,1604732400,1604732400,0,0
49,1604731792,264,1,active,264,False,11,1,0,0,16,0,1,,,1604732400,1604732400,0,0
50,1604731781,265,1,active,265,False,2,1,0,2,31,0,1,,,1604732400,1604732400,2,0
51,1604730722,267,1,active,267,False,64,1,0,0,6,0,1,,,1604732400,1604732400,0,1
52,1604731877,268,1,active,268,False,1,1,0,0,26,0,1,,,1604732400,1604732400,0,1
53,1604729905,270,1,active,270,False,4,1,0,0,19,5,1,,,1604732400,1604732400,0,1
54,1604731299,274,1,active,274,False,19,1,0,1,11,2,1,,,1604732400,1604732400,0,0
55,1604731651,275,1,active,275,False,11,1,0,1,7,2,1,,,1604732400,1604732400,0,1
56,1604731795,276,1,active,276,False,20,1,0,0,5,1,1,,,1604732400,1604732400,0,0
57,1604730572,278,1,active,278,False,10,1,0,2,7,1,1,,,1604732400,1604732400,1,0
58,86400,280,0,out_of_service,280,False,0,0,0,0,0,0,0,,,1604732400,1604732400,0,0
59,1604731780,281,1,active,281,True,63,1,0,3,0,0,1,,,1604732400,1604732400,0,0
60,1604729830,282,1,active,282,False,19,1,0,4,4,0,1,,,1604732400,1604732400,3,0
61,1604730902,284,1,active,284,False,6,1,0,2,43,0,1,,,1604732400,1604732400,0,0
62,1604731782,285,1,active,285,True,28,1,0,2,23,0,1,,,1604732400,1604732400,0,0
63,1604732263,289,1,active,289,False,14,1,0,0,5,1,1,,,1604732400,1604732400,0,0
64,1604732315,291,1,active,291,False,3,1,0,0,17,2,1,,,1604732400,1604732400,3,0
65,1604730711,293,1,active,293,False,22,1,0,1,31,0,1,,,1604732400,1604732400,1,0
66,1604730073,295,1,active,295,False,0,1,0,0,24,1,1,,,1604732400,1604732400,0,0
67,1604732367,297,1,active,297,False,62,1,0,3,12,0,1,,,1604732400,1604732400,0,0
68,1604730573,298,1,active,298,False,11,1,0,0,24,1,1,,,1604732400,1604732400,0,0
69,1604730751,301,1,active,301,False,51,1,0,0,7,0,1,,,1604732400,1604732400,2,0
70,1604731780,302,1,active,302,False,10,1,0,3,24,1,1,,,1604732400,1604732400,1,0
71,1604731781,303,1,active,303,False,8,1,0,3,56,0,1,,,1604732400,1604732400,0,45
72,1604732053,304,1,active,304,True,13,1,0,2,18,0,1,,,1604732400,1604732400,0,0
73,1604730420,305,1,active,305,False,1,1,0,2,30,7,1,,,1604732400,1604732400,1,0
74,1604731816,307,1,active,307,False,2,1,0,1,27,2,1,,,1604732400,1604732400,1,0
75,1604732227,308,1,active,308,False,11,1,0,1,36,2,1,,,1604732400,1604732400,2,0
76,1604729711,309,1,active,309,False,32,1,0,1,8,0,1,,,1604732400,1604732400,0,0
77,1604730573,310,1,active,310,False,8,1,0,0,58,0,1,,,1604732400,1604732400,0,0
78,1604731780,311,1,active,311,False,6,1,0,1,24,2,1,,,1604732400,1604732400,0,1
79,1604732295,312,1,active,312,False,6,1,0,0,27,0,1,,,1604732400,1604732400,1,0
80,1604730573,313,1,active,313,False,0,1,0,0,55,2,1,,,1604732400,1604732400,0,0
81,1604730574,315,1,active,315,False,20,1,0,1,8,1,1,,,1604732400,1604732400,0,0
82,1604731781,316,1,active,316,False,17,1,0,1,25,1,1,,,1604732400,1604732400,2,0
83,1604732003,317,1,active,317,False,0,1,0,2,52,3,1,,,1604732400,1604732400,0,1
84,1604731138,319,1,active,319,False,17,1,0,5,11,2,1,,,1604732400,1604732400,0,3
85,1604726401,320,1,active,320,False,22,1,0,0,17,0,1,,,1604732400,1604732400,0,3
86,1604729131,321,1,active,321,False,4,1,0,1,34,4,1,,,1604732400,1604732400,0,0
87,1604730575,323,1,active,323,False,23,1,0,0,16,0,1,,,1604732400,1604732400,0,0
88,1604732151,324,1,active,324,False,14,1,0,0,60,0,1,,,1604732400,1604732400,0,0
89,1604731573,325,1,active,325,False,16,1,0,1,18,1,1,,,1604732400,1604732400,1,0
90,1604732393,326,1,active,326,False,7,1,0,10,24,0,1,,,1604732400,1604732400,0,2
91,1604731429,327,1,active,327,True,17,1,0,4,18,0,1,,,1604732400,1604732400,3,0
92,1604731780,328,1,active,328,False,2,1,0,0,33,0,1,,,1604732400,1604732400,1,0
93,1604731474,330,1,active,330,False,36,1,0,2,1,0,1,,,1604732400,1604732400,2,0
94,1604731780,331,1,active,331,False,0,1,0,2,25,4,1,,,1604732400,1604732400,0,0
95,1604731784,332,1,active,332,False,12,1,0,1,23,4,1,,,1604732400,1604732400,4,0
96,1604732205,334,1,active,334,False,14,1,0,2,15,2,1,,,1604732400,1604732400,0,3
97,1604731780,335,1,active,335,False,16,1,0,2,9,0,1,,,1604732400,1604732400,0,0
98,1604731780,336,1,active,336,False,11,1,0,3,22,0,1,,,1604732400,1604732400,0,0
99,1604731781,340,1,active,340,False,0,1,0,0,27,1,1,,,1604732400,1604732400,0,0
100,1604731800,341,1,active,341,False,11,1,0,1,7,2,1,,,1604732400,1604732400,0,0
101,1604731780,342,1,active,342,False,5,1,1,1,22,3,1,,,1604732400,1604732400,0,0
102,1604730573,343,1,active,343,False,8,1,0,0,15,0,1,,,1604732400,1604732400,0,0
103,1604731872,344,1,active,344,False,5,1,0,1,17,10,1,,,1604732400,1604732400,0,3
104,1604732273,346,1,active,346,False,6,1,0,1,20,1,1,,,1604732400,1604732400,1,0
105,1604732363,347,1,active,347,False,14,1,0,3,37,0,1,,,1604732400,1604732400,0,16
106,1604731781,349,1,active,349,False,38,1,0,0,23,0,1,,,1604732400,1604732400,4,0
107,1604731782,350,1,active,350,False,1,1,1,0,45,2,1,,,1604732400,1604732400,0,0
108,1604730574,351,1,active,351,False,12,1,0,1,26,0,1,,,1604732400,1604732400,1,0
109,1604731979,353,1,active,353,False,22,1,0,2,3,0,1,,,1604732400,1604732400,0,0
110,1604732217,354,1,active,354,False,40,1,0,0,7,2,1,,,1604732400,1604732400,0,0
111,1604731598,355,1,active,355,False,7,1,0,2,34,1,1,,,1604732400,1604732400,0,1
112,1604730001,356,1,active,356,False,16,1,0,0,7,0,1,,,1604732400,1604732400,0,0
113,1604732211,358,1,active,358,False,0,1,30,2,25,0,1,"{'active': True, 'off_dock_capacity': 70, 'region': 'BKN', 'station_id': '66dbc8f5-0aca-11e7-82f6-3863bb44ef7c', 'valet_revision': 901, 'off_dock_count': 47, 'dock_blocked_count': 30}",[{'id': '66dbc8f5-0aca-11e7-82f6-3863bb44ef7c'}],1604732400,1604732400,0,0
114,1604731782,359,1,active,359,False,75,1,0,2,1,0,1,,,1604732400,1604732400,0,0
115,1604730575,360,1,active,360,False,27,1,0,3,9,1,1,,,1604732400,1604732400,3,0
116,1604730976,361,1,active,361,False,33,1,0,1,45,4,1,,,1604732400,1604732400,0,0
