,station_id,is_installed,num_bikes_available,num_docks_available,num_docks_disabled,num_bikes_disabled,is_returning,num_ebikes_available,eightd_has_available_keys,is_renting,legacy_id,station_status,last_reported,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,72,1,20,34,0,1,1,0,False,1,72,active,1604692670,,,1604692800,1604692800,8,0
1,79,1,32,0,0,1,1,3,False,1,79,active,1604692777,,,1604692800,1604692800,0,0
2,82,1,10,17,0,0,1,0,False,1,82,active,1604692691,,,1604692800,1604692800,0,0
3,83,1,47,15,0,0,1,0,False,1,83,active,1604692763,,,1604692800,1604692800,1,0
4,116,0,0,0,0,0,0,0,False,0,116,out_of_service,86400,,,1604692800,1604692800,0,0
5,119,1,46,6,0,1,1,0,False,1,119,active,1604692407,,,1604692800,1604692800,0,0
6,120,1,0,19,0,0,1,0,False,1,120,active,1604692208,,,1604692800,1604692800,4,0
7,127,1,8,22,0,1,1,0,False,1,127,active,1604692427,,,1604692800,1604692800,7,0
8,128,1,16,36,0,4,1,0,False,1,128,active,1604692691,,,1604692800,1604692800,14,0
9,143,1,17,6,0,1,1,0,False,1,143,active,1604692549,,,1604692800,1604692800,0,6
10,144,1,45,13,0,0,1,1,False,1,144,active,1604692495,,,1604692800,1604692800,0,9
11,146,1,6,33,0,0,1,0,False,1,146,active,1604692690,,,1604692800,1604692800,3,0
12,150,1,2,53,0,0,1,0,False,1,150,active,1604692517,,,1604692800,1604692800,0,2
13,151,1,31,0,0,2,1,4,True,1,151,active,1604692789,,,1604692800,1604692800,0,5
14,152,1,24,25,0,0,1,0,False,1,152,active,1604692476,,,1604692800,1604692800,2,0
15,157,1,15,8,0,0,1,0,False,1,157,active,1604691977,,,1604692800,1604692800,1,0
16,161,1,33,2,0,0,1,2,False,1,161,active,1604692675,,,1604692800,1604692800,0,4
17,164,1,34,11,0,2,1,0,False,1,164,active,1604692637,,,1604692800,1604692800,3,0
18,168,1,35,11,0,1,1,1,False,1,168,active,1604692561,,,1604692800,1604692800,0,0
19,173,1,46,19,0,5,1,0,False,1,173,active,1604692701,,,1604692800,1604692800,4,0
20,174,1,27,6,0,2,1,0,False,1,174,active,1604692581,,,1604692800,1604692800,0,10
21,212,1,52,6,0,2,1,0,False,1,212,active,1604692540,,,1604692800,1604692800,6,0
22,216,1,0,37,0,0,1,0,False,1,216,active,1604689166,,,1604692800,1604692800,2,0
23,217,1,39,0,0,0,1,1,False,1,217,active,1604691992,,,1604692800,1604692800,0,6
24,223,1,0,32,0,1,1,0,False,1,223,active,1604692788,,,1604692800,1604692800,8,0
25,224,1,6,24,0,0,1,1,True,1,224,active,1604692501,,,1604692800,1604692800,0,2
26,228,1,48,6,0,1,1,4,False,1,228,active,1604692421,,,1604692800,1604692800,0,5
27,229,1,18,2,0,3,1,0,False,1,229,active,1604692781,,,1604692800,1604692800,0,2
28,236,1,16,29,0,2,1,0,False,1,236,active,1604692723,,,1604692800,1604692800,0,7
29,237,1,4,35,0,0,1,1,False,1,237,active,1604692737,,,1604692800,1604692800,6,0
30,238,1,8,23,0,0,1,2,False,1,238,active,1604692706,,,1604692800,1604692800,3,0
31,239,1,22,7,0,2,1,0,False,1,239,active,1604692168,,,1604692800,1604692800,0,3
32,241,1,14,7,0,2,1,0,False,1,241,active,1604692682,,,1604692800,1604692800,2,0
33,242,1,45,0,0,1,1,1,False,1,242,active,1604690917,,,1604692800,1604692800,0,0
34,244,1,2,28,0,1,1,1,False,1,244,active,1604692583,,,1604692800,1604692800,0,1
35,245,1,6,17,0,0,1,0,False,1,245,active,1604692472,,,1604692800,1604692800,0,1
36,247,1,29,26,0,0,1,1,False,1,247,active,1604692673,,,1604692800,1604692800,3,0
37,248,1,50,47,0,2,1,3,False,1,248,active,1604692538,,,1604692800,1604692800,3,0
38,249,1,4,23,0,0,1,0,False,1,249,active,1604692759,,,1604692800,1604692800,0,2
39,250,1,32,8,0,0,1,1,False,1,250,active,1604692576,,,1604692800,1604692800,3,0
40,251,1,16,4,0,7,1,1,False,1,251,active,1604692719,,,1604692800,1604692800,0,3
41,252,1,18,15,0,0,1,2,False,1,252,active,1604692773,,,1604692800,1604692800,0,5
42,254,1,21,24,0,2,1,1,False,1,254,active,1604692724,,,1604692800,1604692800,0,4
43,257,1,36,3,0,0,1,6,False,1,257,active,1604692128,,,1604692800,1604692800,1,0
44,258,1,2,20,0,1,1,0,False,1,258,active,1604692082,,,1604692800,1604692800,3,0
45,259,1,32,4,0,3,1,1,False,1,259,active,1604692782,,,1604692800,1604692800,0,0
46,260,1,27,5,0,1,1,0,False,1,260,active,1604691978,,,1604692800,1604692800,0,1
47,261,1,15,26,0,0,1,2,False,1,261,active,1604692539,,,1604692800,1604692800,0,0
48,262,1,5,18,0,1,1,0,False,1,262,active,1604692526,,,1604692800,1604692800,5,0
49,264,1,17,10,0,0,1,0,False,1,264,active,1604692661,,,1604692800,1604692800,2,0
50,265,1,26,7,0,2,1,0,False,1,265,active,1604692754,,,1604692800,1604692800,1,0
51,267,1,18,51,0,1,1,1,False,1,267,active,1604692575,,,1604692800,1604692800,0,4
52,268,1,21,6,0,0,1,0,False,1,268,active,1604692641,,,1604692800,1604692800,4,0
53,270,1,0,23,0,0,1,0,False,1,270,active,1604692729,,,1604692800,1604692800,1,0
54,274,1,10,20,0,1,1,2,False,1,274,active,1604692271,,,1604692800,1604692800,0,1
55,275,1,0,18,0,1,1,0,False,1,275,active,1604692337,,,1604692800,1604692800,2,0
56,276,1,8,17,0,0,1,0,False,1,276,active,1604692114,,,1604692800,1604692800,2,0
57,278,1,0,18,0,1,1,0,False,1,278,active,1604692528,,,1604692800,1604692800,0,0
58,280,0,0,0,0,0,0,0,False,0,280,out_of_service,86400,,,1604692800,1604692800,0,0
59,281,1,36,28,0,2,1,2,True,1,281,active,1604692752,,,1604692800,1604692800,0,14
60,282,1,1,25,0,1,1,0,False,1,282,active,1604691654,,,1604692800,1604692800,0,1
61,284,1,28,19,0,4,1,1,False,1,284,active,1604692767,,,1604692800,1604692800,10,0
