,legacy_id,eightd_has_available_keys,num_bikes_disabled,last_reported,is_renting,num_docks_available,num_bikes_available,station_id,station_status,num_docks_disabled,is_returning,is_installed,num_ebikes_available,eightd_active_station_services,valet,starttime,timestamp,demand,supply
907,3892,False,0,1605211390,1,19,0,3892,active,0,1,1,0,,,1605214795,1605214795,2,0
908,3893,False,0,1605213661,1,24,1,3893,active,0,1,1,1,,,1605214795,1605214795,0,1
909,3894,False,0,1605214145,1,2,34,3894,active,0,1,1,3,,,1605214795,1605214795,0,1
910,3895,False,0,1605206250,1,25,0,3895,active,0,1,1,0,,,1605214795,1605214795,0,0
911,3896,False,0,1605210822,1,20,2,3896,active,0,1,1,1,,,1605214795,1605214795,0,0
912,3897,False,0,1605204743,1,14,3,3897,active,0,1,1,0,,,1605214795,1605214795,0,1
913,3898,False,1,1605213312,1,43,13,3898,active,0,1,1,4,,,1605214795,1605214795,0,2
914,3899,False,0,1605212582,1,5,13,3899,active,0,1,1,0,,,1605214795,1605214795,0,0
915,3900,False,2,1605214682,1,24,4,3900,active,0,1,1,2,,,1605214795,1605214795,0,0
916,3901,False,0,1605206838,1,16,1,3901,active,0,1,1,1,,,1605214795,1605214795,0,0
917,3902,False,0,1605207062,1,15,4,3902,active,0,1,1,2,,,1605214795,1605214795,0,1
918,3903,False,0,1605214410,1,14,3,3903,active,0,1,1,1,,,1605214795,1605214795,0,0
919,3905,False,2,1605213959,1,10,15,3905,active,0,1,1,0,,,1605214795,1605214795,0,0
920,3906,False,1,1605214642,1,10,21,3906,active,0,1,1,0,,,1605214795,1605214795,6,0
921,3907,False,0,1605213113,1,16,1,3907,active,0,1,1,0,,,1605214795,1605214795,0,0
922,3909,False,0,1605214203,1,18,2,3909,active,0,1,1,0,,,1605214795,1605214795,1,0
923,3910,False,0,1605213678,1,12,5,3910,active,0,1,1,4,,,1605214795,1605214795,0,0
924,3911,False,0,1605212778,1,2,20,3911,active,0,1,1,2,,,1605214795,1605214795,0,1
925,3913,False,0,1605213476,1,2,17,3913,active,0,1,1,1,,,1605214795,1605214795,0,2
926,3914,False,1,1605213343,0,28,10,3914,active,0,0,1,1,,,1605214795,1605214795,1,0
927,3916,True,0,1605214538,1,9,36,3916,active,0,1,1,0,,,1605214795,1605214795,4,0
928,3917,False,0,1605211492,1,3,28,3917,active,0,1,1,0,,,1605214795,1605214795,0,0
929,3918,False,0,1605214724,1,22,8,3918,active,0,1,1,2,,,1605214795,1605214795,4,0
930,3919,False,2,1605214252,1,2,33,3919,active,0,1,1,1,,,1605214795,1605214795,0,9
931,3920,False,1,1605214700,1,11,7,3920,active,0,1,1,0,,,1605214795,1605214795,0,0
932,3921,False,0,1605214566,1,16,3,3921,active,0,1,1,3,,,1605214795,1605214795,0,1
933,3922,False,0,1605214640,1,14,5,3922,active,0,1,1,1,,,1605214795,1605214795,0,0
934,3923,False,0,1605212704,1,17,0,3923,active,0,1,1,0,,,1605214795,1605214795,1,0
935,3924,False,1,1605213826,1,12,12,3924,active,0,1,1,1,,,1605214795,1605214795,1,0
936,3925,False,0,1605214249,1,10,11,3925,active,0,1,1,0,,,1605214795,1605214795,0,0
937,3926,False,0,1605214749,1,20,0,3926,active,0,1,1,0,,,1605214795,1605214795,1,0
938,3927,False,2,1605214237,1,25,0,3927,active,0,1,1,0,,,1605214795,1605214795,0,0
939,3928,False,2,1605213690,1,16,0,3928,active,0,1,1,0,,,1605214795,1605214795,4,0
940,3929,False,1,1605211962,1,8,10,3929,active,0,1,1,0,,,1605214795,1605214795,0,1
941,3930,False,0,1605214635,1,12,7,3930,active,0,1,1,0,,,1605214795,1605214795,0,0
942,3931,False,0,1605214406,1,12,11,3931,active,0,1,1,2,,,1605214795,1605214795,0,1
943,3932,False,0,1605209247,1,15,8,3932,active,0,1,1,0,,,1605214795,1605214795,0,0
944,3933,False,0,1605209768,1,2,17,3933,active,0,1,1,0,,,1605214795,1605214795,0,1
945,3934,False,0,1605213652,1,24,3,3934,active,0,1,1,0,,,1605214795,1605214795,2,0
946,3935,False,0,1605209172,1,15,4,3935,active,0,1,1,0,,,1605214795,1605214795,0,0
947,3936,False,0,1605214673,1,15,4,3936,active,0,1,1,0,,,1605214795,1605214795,1,0
948,3937,False,0,1605212477,1,20,3,3937,active,0,1,1,0,,,1605214795,1605214795,0,0
949,3938,False,0,1605173798,1,12,7,3938,active,0,1,1,1,,,1605214795,1605214795,0,0
950,3939,False,0,1605211854,1,18,3,3939,active,0,1,1,1,,,1605214795,1605214795,0,0
951,3940,False,1,1605193148,1,14,1,3940,active,0,1,1,1,,,1605214795,1605214795,0,0
952,3941,False,0,1605192950,1,8,9,3941,active,0,1,1,0,,,1605214795,1605214795,0,0
953,3942,False,0,1605213682,1,20,1,3942,active,0,1,1,0,,,1605214795,1605214795,0,0
954,3944,False,0,1605208803,1,29,1,3944,active,0,1,1,0,,,1605214795,1605214795,0,0
955,3945,False,2,1605210474,1,18,1,3945,active,0,1,1,1,,,1605214795,1605214795,0,0
956,3946,False,0,1605214131,1,20,1,3946,active,0,1,1,0,,,1605214795,1605214795,0,1
957,3947,False,1,1605210791,1,17,0,3947,active,0,1,1,0,,,1605214795,1605214795,0,0
958,3948,False,0,1605199519,1,23,0,3948,active,0,1,1,0,,,1605214795,1605214795,1,0
959,3949,False,4,1605214476,1,2,17,3949,active,0,1,1,1,,,1605214795,1605214795,2,0
960,3950,False,0,1605211131,1,17,2,3950,active,0,1,1,0,,,1605214795,1605214795,0,0
961,3951,False,1,1605198033,1,13,5,3951,active,0,1,1,1,,,1605214795,1605214795,0,1
962,3952,False,1,1605213724,1,18,0,3952,active,0,1,1,0,,,1605214795,1605214795,0,0
963,3953,False,0,1605214121,1,21,4,3953,active,0,1,1,2,,,1605214795,1605214795,0,0
964,3955,False,0,1605204786,1,17,2,3955,active,0,1,1,0,,,1605214795,1605214795,0,0
965,3956,False,0,1605211628,1,22,1,3956,active,0,1,1,0,,,1605214795,1605214795,0,0
966,3957,False,0,1605203407,1,17,2,3957,active,0,1,1,0,,,1605214795,1605214795,0,0
967,3958,False,0,1605206052,0,20,3,3958,active,0,0,1,0,,,1605214795,1605214795,1,0
968,3959,False,0,1605213796,1,29,2,3959,active,0,1,1,1,,,1605214795,1605214795,0,1
969,3960,False,0,1605214046,1,18,3,3960,active,0,1,1,3,,,1605214795,1605214795,1,0
970,3961,False,0,1605211548,1,2,17,3961,active,0,1,1,0,,,1605214795,1605214795,0,0
971,3963,False,1,1605214045,1,2,28,3963,active,0,1,1,2,,,1605214795,1605214795,0,3
972,3964,False,1,1605213160,1,16,3,3964,active,0,1,1,1,,,1605214795,1605214795,0,0
973,3965,False,0,1605172591,1,17,2,3965,active,0,1,1,0,,,1605214795,1605214795,0,0
974,3966,False,0,1605213604,1,10,9,3966,active,0,1,1,1,,,1605214795,1605214795,0,1
975,3967,False,0,1605211771,1,28,2,3967,active,0,1,1,1,,,1605214795,1605214795,0,0
976,3968,False,0,1605213627,1,10,11,3968,active,0,1,1,6,,,1605214795,1605214795,0,0
977,3969,False,0,1605212527,1,14,5,3969,active,0,1,1,0,,,1605214795,1605214795,0,0
978,3970,False,0,1605210426,1,9,10,3970,active,0,1,1,0,,,1605214795,1605214795,0,0
979,3972,False,0,1605191361,1,3,18,3972,active,2,1,1,0,,,1605214795,1605214795,0,0
980,3973,False,0,1605207888,1,24,2,3973,active,0,1,1,0,,,1605214795,1605214795,0,0
981,3975,False,0,1605172592,1,6,15,3975,active,0,1,1,0,,,1605214795,1605214795,1,0
982,3976,False,1,1605209015,1,5,13,3976,active,0,1,1,0,,,1605214795,1605214795,0,0
983,3977,False,0,1605210826,1,28,1,3977,active,0,1,1,0,,,1605214795,1605214795,0,0
984,3978,False,0,1605172595,1,18,0,3978,active,0,1,1,0,,,1605214795,1605214795,0,0
985,3980,False,0,1605200843,1,20,0,3980,active,0,1,1,0,,,1605214795,1605214795,0,0
986,3981,False,1,1605203692,1,23,0,3981,active,0,1,1,0,,,1605214795,1605214795,0,0
987,3982,False,1,1605209117,1,3,17,3982,active,0,1,1,0,,,1605214795,1605214795,0,0
988,3983,False,1,1605203550,1,13,9,3983,active,0,1,1,0,,,1605214795,1605214795,0,0
989,3984,False,0,1605202984,1,23,0,3984,active,0,1,1,0,,,1605214795,1605214795,0,0
990,3985,False,0,1605208799,1,20,2,3985,active,0,1,1,2,,,1605214795,1605214795,0,0
991,3986,False,1,1605214038,1,31,3,3986,active,0,1,1,1,,,1605214795,1605214795,0,0
992,3987,False,0,1605213964,1,13,10,3987,active,0,1,1,1,,,1605214795,1605214795,0,0
993,3988,False,0,1605202984,1,1,18,3988,active,0,1,1,0,,,1605214795,1605214795,1,0
994,3989,False,0,1605205861,1,22,0,3989,active,0,1,1,0,,,1605214795,1605214795,0,0
995,3992,False,0,1605213203,1,18,29,3992,active,0,1,1,0,,,1605214795,1605214795,0,0
996,3994,False,0,1605214083,1,8,22,3994,active,0,1,1,0,,,1605214795,1605214795,1,0
997,3995,False,1,1605212207,1,17,3,3995,active,0,1,1,1,,,1605214795,1605214795,0,0
998,3996,False,0,1605207250,1,6,18,3996,active,0,1,1,0,,,1605214795,1605214795,0,0
999,3997,False,0,1605214663,1,18,2,3997,active,0,1,1,1,,,1605214795,1605214795,2,0
1000,3998,False,0,1605213522,1,26,3,3998,active,0,1,1,1,,,1605214795,1605214795,0,0
1001,3999,False,1,1605214567,1,21,1,3999,active,0,1,1,0,,,1605214795,1605214795,3,0
1002,4000,False,0,1605213931,1,19,3,4000,active,0,1,1,0,,,1605214795,1605214795,2,0
1003,4001,False,2,1605209724,1,22,0,4001,active,0,1,1,0,,,1605214795,1605214795,0,0
1004,4002,False,0,1605211913,1,17,7,4002,active,0,1,1,0,,,1605214795,1605214795,0,0
1005,4004,False,1,1605214611,1,4,16,4004,active,0,1,1,1,,,1605214795,1605214795,0,0
1006,4005,False,0,1605213618,1,23,1,4005,active,0,1,1,1,,,1605214795,1605214795,0,0
1007,4006,False,0,1605214450,1,17,8,4006,active,0,1,1,0,,,1605214795,1605214795,0,0
1008,4007,False,0,1605206942,1,30,0,4007,active,0,1,1,0,,,1605214795,1605214795,0,0
1009,4008,False,0,86400,0,0,0,4008,out_of_service,0,0,0,0,,,1605214795,1605214795,0,0
1010,4009,False,0,1605209529,1,32,3,4009,active,0,1,1,1,,,1605214795,1605214795,0,0
1011,4010,False,1,1605206940,1,23,0,4010,active,0,1,1,0,,,1605214795,1605214795,0,0
1012,4011,False,1,1605210226,1,23,1,4011,active,0,1,1,0,,,1605214795,1605214795,0,0
1013,4012,False,1,1605208403,1,21,1,4012,active,0,1,1,0,,,1605214795,1605214795,0,1
1014,4013,False,0,1605214685,1,24,0,4013,active,0,1,1,0,,,1605214795,1605214795,0,0
1015,4014,False,0,1605212571,1,19,3,4014,active,0,1,1,1,,,1605214795,1605214795,1,0
1016,4015,False,0,1605213670,1,13,18,4015,active,0,1,1,3,,,1605214795,1605214795,0,0
1017,4016,False,1,1605213645,1,21,0,4016,active,0,1,1,0,,,1605214795,1605214795,0,0
1018,4017,False,0,1605213544,1,22,0,4017,active,0,1,1,0,,,1605214795,1605214795,1,0
1019,4018,False,0,1605211491,1,21,0,4018,active,0,1,1,0,,,1605214795,1605214795,1,0
1020,4019,False,1,1605214241,1,15,1,4019,active,0,1,1,1,,,1605214795,1605214795,0,0
1021,4020,False,0,1605213673,1,19,3,4020,active,0,1,1,0,,,1605214795,1605214795,0,0
1022,4021,False,0,1605210037,1,7,14,4021,active,0,1,1,2,,,1605214795,1605214795,0,0
1023,4023,False,1,1605213875,1,18,5,4023,active,0,1,1,1,,,1605214795,1605214795,2,0
1024,4024,False,0,1605203446,1,5,28,4024,active,0,1,1,13,,,1605214795,1605214795,1,0
1025,4025,False,0,1605207833,1,17,3,4025,active,0,1,1,2,,,1605214795,1605214795,0,0
1026,4027,False,1,1605213202,1,22,0,4027,active,0,1,1,0,,,1605214795,1605214795,0,0
1027,4028,False,0,1605206513,1,3,16,4028,active,0,1,1,0,,,1605214795,1605214795,1,0
1028,4029,False,1,1605209503,1,14,8,4029,active,0,1,1,5,,,1605214795,1605214795,0,0
1029,4030,False,0,1605173796,1,4,19,4030,active,0,1,1,0,,,1605214795,1605214795,0,0
1030,4031,False,1,1605214454,1,17,1,4031,active,0,1,1,1,,,1605214795,1605214795,2,0
1031,4032,False,0,1605201697,1,6,13,4032,active,0,1,1,0,,,1605214795,1605214795,0,0
1032,4034,False,0,1605202295,1,27,0,4034,active,0,1,1,0,,,1605214795,1605214795,0,0
1033,4035,False,0,1605213927,1,19,1,4035,active,0,1,1,0,,,1605214795,1605214795,0,0
1034,4036,False,0,1605209741,1,22,14,4036,active,0,1,1,1,,,1605214795,1605214795,1,0
1035,4037,False,0,1605213377,1,11,28,4037,active,0,1,1,3,,,1605214795,1605214795,0,2
1036,4038,False,0,1605210079,0,1,28,4038,active,0,0,1,1,,,1605214795,1605214795,0,0
1037,4040,False,3,1605214657,1,13,35,4040,active,0,1,1,8,,,1605214795,1605214795,0,1
1038,4041,False,2,1605208518,1,14,2,4041,active,0,1,1,1,,,1605214795,1605214795,0,0
1039,4043,False,0,1605213892,1,23,1,4043,active,0,1,1,0,,,1605214795,1605214795,2,0
1040,4044,False,4,1605214719,1,1,44,4044,active,0,1,1,6,,,1605214795,1605214795,0,3
1041,4045,False,1,1605214087,1,29,9,4045,active,0,1,1,1,,,1605214795,1605214795,0,3
1042,4047,False,1,1605210448,1,26,0,4047,active,0,1,1,0,,,1605214795,1605214795,0,0
1043,4048,False,0,1605212042,1,18,2,4048,active,0,1,1,2,,,1605214795,1605214795,0,0
1044,4050,False,0,1605214704,1,20,1,4050,active,0,1,1,1,,,1605214795,1605214795,0,0
1045,4051,False,0,1605214694,1,24,2,4051,active,0,1,1,2,,,1605214795,1605214795,0,2
1046,4052,False,0,1605207835,1,27,0,4052,active,0,1,1,0,,,1605214795,1605214795,0,0
1047,4053,False,0,1605201101,1,19,0,4053,active,0,1,1,0,,,1605214795,1605214795,0,0
1048,4054,False,0,1605210433,1,17,2,4054,active,0,1,1,1,,,1605214795,1605214795,0,0
1049,4055,False,0,1605213770,1,22,5,4055,active,0,1,1,0,,,1605214795,1605214795,0,0
1050,4056,False,1,1605214266,1,21,2,4056,active,0,1,1,1,,,1605214795,1605214795,0,0
1051,4057,False,0,1605214543,1,22,1,4057,active,0,1,1,1,,,1605214795,1605214795,0,1
1052,4058,False,1,1605213342,1,3,37,4058,active,0,1,1,5,,,1605214795,1605214795,0,4
1053,4059,False,1,1605211677,1,30,0,4059,active,0,1,1,0,,,1605214795,1605214795,0,0
1054,4060,False,0,1605213358,1,22,1,4060,active,0,1,1,1,,,1605214795,1605214795,0,1
1055,4061,False,1,1605214020,1,23,0,4061,active,0,1,1,0,,,1605214795,1605214795,1,0
1056,4062,False,0,1605211486,1,22,1,4062,active,0,1,1,1,,,1605214795,1605214795,0,0
1057,4063,False,0,1605214548,1,23,1,4063,active,0,1,1,1,,,1605214795,1605214795,0,0
1058,4064,False,0,1605202578,1,23,0,4064,active,0,1,1,0,,,1605214795,1605214795,0,0
1059,4065,False,1,1605213915,1,32,2,4065,active,0,1,1,2,,,1605214795,1605214795,0,1
1060,4066,False,0,1605172593,1,23,0,4066,active,0,1,1,0,,,1605214795,1605214795,0,0
1061,4067,False,0,1605172592,1,23,0,4067,active,0,1,1,0,,,1605214795,1605214795,0,0
1062,4068,False,0,1605214708,1,29,1,4068,active,0,1,1,1,,,1605214795,1605214795,0,0
1063,4069,False,0,1605210797,1,24,0,4069,active,0,1,1,0,,,1605214795,1605214795,0,0
1064,4070,False,1,1605212383,1,23,0,4070,active,0,1,1,0,,,1605214795,1605214795,0,0
1065,4071,False,0,1605214243,1,20,2,4071,active,0,1,1,1,,,1605214795,1605214795,0,1
1066,4072,False,0,1605214732,0,0,40,4072,active,0,0,1,13,,,1605214795,1605214795,0,0
1067,4073,False,1,1605213959,1,0,34,4073,active,0,1,1,8,,,1605214795,1605214795,0,1
1068,4074,False,0,1605213446,1,22,1,4074,active,0,1,1,0,,,1605214795,1605214795,0,0
1069,4075,True,2,1605214428,1,32,4,4075,active,0,1,1,0,,,1605214795,1605214795,2,0
1070,4076,False,0,1605214062,1,21,8,4076,active,0,1,1,2,,,1605214795,1605214795,1,0
1071,4078,False,0,1605209116,1,10,21,4078,active,0,1,1,0,,,1605214795,1605214795,0,0
1072,4079,False,0,1605214554,1,16,5,4079,active,0,1,1,2,,,1605214795,1605214795,1,0
1073,4080,False,1,1605212800,1,15,5,4080,active,0,1,1,0,,,1605214795,1605214795,1,0
1074,4081,False,0,1605182848,1,17,4,4081,active,0,1,1,0,,,1605214795,1605214795,1,0
1075,4082,False,2,1605206505,1,28,0,4082,active,0,1,1,0,,,1605214795,1605214795,1,0
1076,4083,False,0,1605174011,1,20,0,4083,active,0,1,1,0,,,1605214795,1605214795,0,0
1077,4084,False,1,1605212940,1,21,0,4084,active,0,1,1,0,,,1605214795,1605214795,1,0
1078,4085,False,0,1605213495,1,22,3,4085,active,0,1,1,1,,,1605214795,1605214795,0,2
1079,4086,False,0,1605213188,1,6,15,4086,active,0,1,1,0,,,1605214795,1605214795,1,0
1080,4087,False,1,1605214005,1,20,1,4087,active,0,1,1,1,,,1605214795,1605214795,0,0
1081,4088,False,0,1605203738,1,13,7,4088,active,0,1,1,3,,,1605214795,1605214795,0,1
1082,4090,False,1,1605194040,1,17,3,4090,active,0,1,1,2,,,1605214795,1605214795,0,0
1083,4091,False,18,1605214563,1,2,1,4091,active,0,1,1,0,,,1605214795,1605214795,0,0
1084,4092,False,0,1605213828,1,10,9,4092,active,0,1,1,0,,,1605214795,1605214795,1,0
1085,4093,False,1,1605208639,1,15,9,4093,active,0,1,1,5,,,1605214795,1605214795,0,0
1086,4094,False,0,1605212692,1,17,4,4094,active,0,1,1,3,,,1605214795,1605214795,0,0
1087,4095,False,1,1605211995,1,15,5,4095,active,0,1,1,0,,,1605214795,1605214795,0,0
1088,4096,False,3,1605209723,1,27,0,4096,active,0,1,1,0,,,1605214795,1605214795,0,0
1089,4098,False,0,1605214116,1,17,3,4098,active,0,1,1,3,,,1605214795,1605214795,0,0
1090,4099,False,2,1605214351,1,2,17,4099,active,0,1,1,6,,,1605214795,1605214795,0,1
1091,4101,False,0,1605185276,1,10,9,4101,active,0,1,1,1,,,1605214795,1605214795,0,0
1092,4102,False,0,1605212485,1,20,2,4102,active,0,1,1,2,,,1605214795,1605214795,0,1
1093,4103,False,0,1605199367,1,16,3,4103,active,0,1,1,2,,,1605214795,1605214795,0,1
1094,4104,False,0,1605211084,1,17,3,4104,active,0,1,1,2,,,1605214795,1605214795,0,1
1095,4105,False,0,1605214782,1,18,3,4105,active,0,1,1,0,,,1605214795,1605214795,0,1
1096,4106,False,1,1605214552,1,16,2,4106,active,0,1,1,1,,,1605214795,1605214795,1,0
1097,4107,False,1,1605212327,1,23,0,4107,active,0,1,1,0,,,1605214795,1605214795,0,0
1098,4108,False,0,1605214084,1,2,17,4108,active,0,1,1,1,,,1605214795,1605214795,0,0
1099,4109,False,0,1605209711,1,21,0,4109,active,0,1,1,0,,,1605214795,1605214795,0,0
1100,4110,False,0,86400,1,0,0,4110,active,0,1,1,0,,,1605214795,1605214795,0,0
1101,4112,False,0,1605214718,1,10,8,4112,active,0,1,1,1,,,1605214795,1605214795,4,0
1102,4113,False,0,1605211809,1,2,20,4113,active,0,1,1,0,,,1605214795,1605214795,0,0
1103,4114,False,0,1605203483,1,20,5,4114,active,0,1,1,2,,,1605214795,1605214795,0,0
1104,4115,False,0,1605209799,1,21,4,4115,active,0,1,1,1,,,1605214795,1605214795,0,1
1105,4116,False,0,1605172592,1,18,1,4116,active,0,1,1,0,,,1605214795,1605214795,0,0
1106,4117,False,0,1605214021,1,22,5,4117,active,0,1,1,1,,,1605214795,1605214795,0,0
1107,4118,False,0,86400,0,0,0,4118,out_of_service,0,0,0,0,,,1605214795,1605214795,0,0
1108,4120,False,0,1605214744,1,19,24,4120,active,0,1,1,5,,,1605214795,1605214795,0,1
1109,4121,False,4,1605214461,1,32,17,4121,active,0,1,1,0,,,1605214795,1605214795,7,0
1110,4122,True,0,1605214560,1,40,13,4122,active,0,1,1,8,,,1605214795,1605214795,0,0
1111,4123,True,0,1605214279,1,19,6,4123,active,0,1,1,3,,,1605214795,1605214795,4,0
1112,4124,False,1,1605213464,1,44,3,4124,active,0,1,1,3,,,1605214795,1605214795,1,0
1113,4125,False,0,1605214136,1,34,3,4125,active,0,1,1,1,,,1605214795,1605214795,0,1
1114,4126,False,0,1605214098,1,6,13,4126,active,0,1,1,3,,,1605214795,1605214795,0,0
1115,4127,False,0,1605214585,1,17,2,4127,active,0,1,1,0,,,1605214795,1605214795,0,0
1116,4128,False,0,1605214773,1,16,8,4128,active,0,1,1,1,,,1605214795,1605214795,0,0
1117,4129,False,0,1605173796,1,18,1,4129,active,0,1,1,1,,,1605214795,1605214795,2,0
1118,4130,False,2,1605214204,1,12,8,4130,active,0,1,1,2,,,1605214795,1605214795,0,1
1119,4131,False,0,1605209896,1,15,4,4131,active,0,1,1,0,,,1605214795,1605214795,1,0
