,station_id,is_installed,num_bikes_available,num_docks_available,num_docks_disabled,num_bikes_disabled,is_returning,num_ebikes_available,eightd_has_available_keys,is_renting,legacy_id,station_status,last_reported,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,72,1,19,36,0,0,1,0,False,1,72,active,1604689123,,,1604689200,1604689200,1,0
1,79,1,29,3,0,1,1,0,False,1,79,active,1604688428,,,1604689200,1604689200,3,0
2,82,1,13,14,0,0,1,0,False,1,82,active,1604689183,,,1604689200,1604689200,0,3
3,83,1,47,15,0,0,1,0,False,1,83,active,1604689115,,,1604689200,1604689200,0,0
4,116,0,0,0,0,0,0,0,False,0,116,out_of_service,86400,,,1604689200,1604689200,0,0
5,119,1,45,7,0,1,1,0,False,1,119,active,1604685887,,,1604689200,1604689200,1,0
6,120,1,1,18,0,0,1,0,False,1,120,active,1604688057,,,1604689200,1604689200,0,1
7,127,1,8,23,0,0,1,0,False,1,127,active,1604689189,,,1604689200,1604689200,0,0
8,128,1,13,40,0,3,1,0,False,1,128,active,1604688825,,,1604689200,1604689200,3,0
9,143,1,17,6,0,1,1,0,False,1,143,active,1604688736,,,1604689200,1604689200,0,0
10,144,1,45,13,0,0,1,1,False,1,144,active,1604688606,,,1604689200,1604689200,0,0
11,146,1,9,30,0,0,1,2,False,1,146,active,1604688774,,,1604689200,1604689200,0,3
12,150,1,3,52,0,0,1,0,False,1,150,active,1604689146,,,1604689200,1604689200,0,1
13,151,1,29,2,0,2,1,3,True,1,151,active,1604689191,,,1604689200,1604689200,2,0
14,152,1,25,24,0,0,1,0,False,1,152,active,1604688977,,,1604689200,1604689200,0,1
15,157,1,17,6,0,0,1,0,False,1,157,active,1604689022,,,1604689200,1604689200,0,2
16,161,1,34,1,0,0,1,3,False,1,161,active,1604688944,,,1604689200,1604689200,0,1
17,164,1,40,5,0,2,1,0,False,1,164,active,1604688796,,,1604689200,1604689200,0,6
18,168,1,20,27,0,0,1,0,False,1,168,active,1604689042,,,1604689200,1604689200,15,0
19,173,1,48,19,0,3,1,1,False,1,173,active,1604689078,,,1604689200,1604689200,0,2
20,174,1,32,1,0,2,1,0,False,1,174,active,1604688498,,,1604689200,1604689200,0,5
21,212,1,55,3,0,2,1,3,False,1,212,active,1604689062,,,1604689200,1604689200,0,3
22,216,1,0,37,0,0,1,0,False,1,216,active,1604689166,,,1604689200,1604689200,0,0
23,217,1,38,1,0,0,1,4,False,1,217,active,1604687538,,,1604689200,1604689200,1,0
24,223,1,10,23,0,0,1,0,False,1,223,active,1604688900,,,1604689200,1604689200,0,10
25,224,1,8,22,0,0,1,2,True,1,224,active,1604689169,,,1604689200,1604689200,0,2
26,228,1,50,3,0,2,1,5,False,1,228,active,1604689048,,,1604689200,1604689200,0,2
27,229,1,20,0,0,3,1,0,False,1,229,active,1604689042,,,1604689200,1604689200,0,2
28,236,1,27,20,0,0,1,0,False,1,236,active,1604689131,,,1604689200,1604689200,0,11
29,237,1,3,36,0,0,1,1,False,1,237,active,1604689085,,,1604689200,1604689200,1,0
30,238,1,15,16,0,0,1,0,False,1,238,active,1604689150,,,1604689200,1604689200,0,7
31,239,1,21,8,0,2,1,1,False,1,239,active,1604688558,,,1604689200,1604689200,1,0
32,241,1,15,6,0,2,1,0,False,1,241,active,1604689168,,,1604689200,1604689200,0,1
33,242,1,43,2,0,1,1,0,False,1,242,active,1604688461,,,1604689200,1604689200,2,0
34,244,1,1,30,0,0,1,0,False,1,244,active,1604688737,,,1604689200,1604689200,1,0
35,245,1,5,18,0,0,1,0,False,1,245,active,1604689141,,,1604689200,1604689200,1,0
36,247,1,20,35,0,0,1,1,False,1,247,active,1604689049,,,1604689200,1604689200,9,0
37,248,1,48,49,0,2,1,0,False,1,248,active,1604688898,,,1604689200,1604689200,2,0
38,249,1,3,23,0,1,1,0,False,1,249,active,1604689011,,,1604689200,1604689200,1,0
39,250,1,31,9,0,0,1,0,False,1,250,active,1604688964,,,1604689200,1604689200,1,0
40,251,1,18,0,0,9,1,7,False,1,251,active,1604689188,,,1604689200,1604689200,0,2
41,252,1,10,23,0,0,1,0,False,1,252,active,1604689010,,,1604689200,1604689200,8,0
42,254,1,15,30,1,1,1,0,False,1,254,active,1604689153,,,1604689200,1604689200,6,0
43,257,1,39,0,0,0,1,7,False,1,257,active,1604689180,,,1604689200,1604689200,0,3
44,258,1,3,19,0,1,1,0,False,1,258,active,1604688863,,,1604689200,1604689200,0,1
45,259,1,35,2,0,2,1,2,False,1,259,active,1604688693,,,1604689200,1604689200,0,3
46,260,1,31,1,0,1,1,1,False,1,260,active,1604688831,,,1604689200,1604689200,0,4
47,261,1,14,27,0,0,1,0,False,1,261,active,1604688522,,,1604689200,1604689200,1,0
48,262,1,4,19,0,1,1,1,False,1,262,active,1604688631,,,1604689200,1604689200,1,0
49,264,1,22,4,0,1,1,2,False,1,264,active,1604688937,,,1604689200,1604689200,0,5
50,265,1,23,11,0,1,1,0,False,1,265,active,1604689191,,,1604689200,1604689200,3,0
51,267,1,20,47,0,3,1,3,False,1,267,active,1604689010,,,1604689200,1604689200,0,2
52,268,1,17,10,0,0,1,0,False,1,268,active,1604689138,,,1604689200,1604689200,4,0
53,270,1,2,21,0,0,1,0,False,1,270,active,1604688296,,,1604689200,1604689200,0,2
54,274,1,7,23,0,1,1,0,False,1,274,active,1604689002,,,1604689200,1604689200,3,0
55,275,1,1,17,0,1,1,0,False,1,275,active,1604688987,,,1604689200,1604689200,0,1
56,276,1,7,18,0,0,1,2,False,1,276,active,1604688732,,,1604689200,1604689200,1,0
57,278,1,3,16,0,0,1,0,False,1,278,active,1604686701,,,1604689200,1604689200,0,3
58,280,0,0,0,0,0,0,0,False,0,280,out_of_service,86400,,,1604689200,1604689200,0,0
59,281,1,46,17,0,3,1,9,True,1,281,active,1604689164,,,1604689200,1604689200,0,10
60,282,1,4,22,0,1,1,0,False,1,282,active,1604688614,,,1604689200,1604689200,0,3
61,284,1,30,20,0,1,1,2,False,1,284,active,1604689180,,,1604689200,1604689200,0,2
62,285,1,46,7,0,0,1,1,True,1,285,active,1604689111,,,1604689200,1604689200,4,0
63,289,1,1,18,0,0,1,1,False,1,289,active,1604689086,,,1604689200,1604689200,0,1
64,291,1,12,8,0,0,1,1,False,1,291,active,1604689123,,,1604689200,1604689200,0,2
65,293,1,28,24,0,2,1,1,False,1,293,active,1604688531,,,1604689200,1604689200,14,0
66,295,1,0,0,0,0,0,0,False,0,295,active,86400,,,1604689200,1604689200,0,0
67,297,1,26,50,0,1,1,0,False,1,297,active,1604688908,,,1604689200,1604689200,0,3
68,298,1,27,7,0,1,1,0,False,1,298,active,1604689018,,,1604689200,1604689200,0,2
69,301,1,5,53,0,0,1,0,False,1,301,active,1604689012,,,1604689200,1604689200,0,5
70,302,1,3,32,0,2,1,0,False,1,302,active,1604688667,,,1604689200,1604689200,5,0
71,303,1,62,3,0,2,1,2,False,1,303,active,1604689056,,,1604689200,1604689200,3,0
72,304,1,26,0,26,2,1,13,True,1,304,active,1604689053,"{'station_id': '66db6da2-0aca-11e7-82f6-3863bb44ef7c', 'valet_revision': 8689, 'off_dock_capacity': 70, 'active': True, 'region': 'BKN', 'dock_blocked_count': 26, 'off_dock_count': 22}",[{'id': '66db6da2-0aca-11e7-82f6-3863bb44ef7c'}],1604689200,1604689200,0,3
73,305,1,19,13,0,1,1,1,False,1,305,active,1604689167,,,1604689200,1604689200,7,0
74,307,1,16,14,0,0,1,0,False,1,307,active,1604689135,,,1604689200,1604689200,3,0
75,308,1,19,28,0,1,1,0,False,1,308,active,1604688960,,,1604689200,1604689200,2,0
76,309,1,28,9,0,4,1,1,False,1,309,active,1604689182,,,1604689200,1604689200,0,4
77,310,1,59,5,0,2,1,0,False,1,310,active,1604687967,,,1604689200,1604689200,0,2
78,311,1,20,9,0,2,1,3,False,1,311,active,1604689103,,,1604689200,1604689200,2,0
79,312,1,8,25,0,0,1,0,False,1,312,active,1604689132,,,1604689200,1604689200,0,4
80,313,1,49,5,0,1,1,1,False,1,313,active,1604688668,,,1604689200,1604689200,1,0
81,315,1,14,13,0,2,1,3,False,1,315,active,1604689179,,,1604689200,1604689200,3,0
82,316,1,2,40,0,1,1,1,False,1,316,active,1604689137,,,1604689200,1604689200,9,0
83,317,1,18,36,0,0,1,1,False,1,317,active,1604689123,,,1604689200,1604689200,0,16
84,319,1,14,18,0,1,1,1,False,1,319,active,1604689140,,,1604689200,1604689200,0,4
85,320,1,14,23,0,2,1,3,False,1,320,active,1604688669,,,1604689200,1604689200,0,4
86,321,1,23,16,0,0,1,0,False,1,321,active,1604688445,,,1604689200,1604689200,1,0
87,323,1,24,15,0,0,1,1,False,1,323,active,1604688487,,,1604689200,1604689200,0,1
88,324,1,65,9,0,0,1,0,False,1,324,active,1604688748,,,1604689200,1604689200,5,0
