,num_docks_available,last_reported,num_bikes_disabled,station_status,legacy_id,num_docks_disabled,station_id,is_installed,is_renting,num_bikes_available,num_ebikes_available,is_returning,eightd_has_available_keys,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,45,1605203853,0,active,72,0,72,1,1,10,2,1,False,,,1605203995,1605203995,1,0
1,1,1605203058,1,active,79,0,79,1,1,31,1,1,False,,,1605203995,1605203995,1,0
2,0,1605203103,0,active,82,0,82,1,1,27,5,1,False,,,1605203995,1605203995,0,0
3,25,1605203145,0,active,83,0,83,1,1,37,0,1,False,,,1605203995,1605203995,0,0
4,0,86400,0,out_of_service,116,0,116,0,0,0,0,0,False,,,1605203995,1605203995,0,0
5,12,1605202477,2,active,119,0,119,1,1,39,0,1,False,,,1605203995,1605203995,3,0
6,19,1605202293,0,active,120,0,120,1,1,0,0,1,False,,,1605203995,1605203995,1,0
7,17,1605203801,0,active,127,0,127,1,1,14,3,1,False,,,1605203995,1605203995,0,3
8,9,1605203865,2,active,128,0,128,1,1,45,3,1,False,,,1605203995,1605203995,0,5
9,14,1605203356,0,active,143,0,143,1,1,10,0,1,False,,,1605203995,1605203995,0,2
10,0,1605203933,1,active,144,0,144,1,1,57,2,1,False,,,1605203995,1605203995,0,0
11,14,1605203991,0,active,146,0,146,1,1,25,3,1,False,,,1605203995,1605203995,0,2
12,37,1605202248,0,active,150,0,150,1,1,18,0,1,False,,,1605203995,1605203995,0,0
13,0,1605203992,3,active,151,0,151,1,1,30,3,1,True,,,1605203995,1605203995,0,0
14,3,1605203443,0,active,152,0,152,1,1,46,0,1,False,,,1605203995,1605203995,0,1
15,18,1605201892,2,active,157,0,157,1,1,3,0,1,False,,,1605203995,1605203995,0,1
16,29,1605203692,1,active,161,0,161,1,1,5,1,1,False,,,1605203995,1605203995,5,0
17,27,1605203839,1,active,164,0,164,1,1,19,2,1,False,,,1605203995,1605203995,3,0
18,0,1605203705,1,active,168,0,168,1,1,46,7,1,False,,,1605203995,1605203995,0,0
19,9,1605203673,0,active,173,0,173,1,1,61,4,1,False,,,1605203995,1605203995,2,0
20,20,1605203680,0,active,174,0,174,1,1,15,1,1,False,,,1605203995,1605203995,1,0
21,8,1605203695,1,active,212,0,212,1,1,51,3,1,False,,,1605203995,1605203995,7,0
22,26,1605202476,1,active,216,0,216,1,1,10,0,1,False,,,1605203995,1605203995,0,1
23,11,1605203797,1,active,217,0,217,1,1,27,0,1,False,,,1605203995,1605203995,8,0
24,1,1605203956,3,active,223,0,223,1,1,29,3,1,False,,,1605203995,1605203995,0,1
25,25,1605202530,0,active,224,0,224,1,1,5,0,1,True,,,1605203995,1605203995,0,0
26,1,1605203832,4,active,228,1,228,1,1,49,8,1,False,,,1605203995,1605203995,0,1
27,6,1605203887,1,active,229,0,229,1,1,16,1,1,False,,,1605203995,1605203995,1,0
28,0,86400,0,active,236,0,236,1,1,0,0,1,False,,,1605203995,1605203995,0,0
29,27,1605203899,2,active,237,0,237,1,1,10,1,1,False,,,1605203995,1605203995,3,0
30,16,1605203045,0,active,238,0,238,1,1,15,1,1,False,,,1605203995,1605203995,3,0
31,10,1605203847,1,active,239,0,239,1,1,20,0,1,False,,,1605203995,1605203995,1,0
32,7,1605203765,2,active,241,0,241,1,1,14,1,1,False,,,1605203995,1605203995,0,3
33,0,1605199385,1,active,242,0,242,1,1,45,1,1,False,,,1605203995,1605203995,0,1
34,28,1605203224,2,active,244,0,244,1,1,1,0,1,False,,,1605203995,1605203995,0,0
35,8,1605202660,0,active,245,0,245,1,1,15,1,1,False,,,1605203995,1605203995,0,1
36,38,1605203982,0,active,247,0,247,1,1,17,0,1,False,,,1605203995,1605203995,0,0
37,7,1605203581,3,active,248,0,248,1,1,89,3,1,False,,,1605203995,1605203995,0,1
38,3,1605203664,0,active,249,0,249,1,1,24,1,1,False,,,1605203995,1605203995,0,0
39,10,1605203989,2,active,250,0,250,1,1,28,2,1,False,,,1605203995,1605203995,0,3
40,4,1605203649,0,active,251,0,251,1,1,23,6,1,False,,,1605203995,1605203995,0,5
41,17,1605202750,0,active,252,0,252,1,1,16,0,1,False,,,1605203995,1605203995,1,0
42,39,1605203878,1,active,254,1,254,1,1,6,0,1,False,,,1605203995,1605203995,2,0
43,2,1605203430,1,active,257,0,257,1,1,36,3,1,False,,,1605203995,1605203995,0,1
44,22,1605203222,1,active,258,0,258,1,1,0,0,1,False,,,1605203995,1605203995,2,0
45,5,1605203411,0,active,259,0,259,1,1,34,1,1,False,,,1605203995,1605203995,2,0
46,3,1605203640,2,active,260,0,260,1,1,28,1,1,False,,,1605203995,1605203995,0,1
47,22,1605202389,1,active,261,0,261,1,1,18,0,1,False,,,1605203995,1605203995,3,0
48,22,1605203354,2,active,262,0,262,1,1,0,0,1,False,,,1605203995,1605203995,1,0
49,1,1605202957,1,active,264,0,264,1,1,25,3,1,False,,,1605203995,1605203995,0,3
50,25,1605203982,1,active,265,0,265,1,1,9,0,1,False,,,1605203995,1605203995,6,0
51,56,1605203493,0,active,267,0,267,1,1,14,4,1,False,,,1605203995,1605203995,0,3
52,2,1605203561,1,active,268,0,268,1,1,24,0,1,False,,,1605203995,1605203995,0,1
53,22,1605203712,0,active,270,0,270,1,1,1,0,1,False,,,1605203995,1605203995,0,1
54,22,1605203247,0,active,274,0,274,1,1,9,0,1,False,,,1605203995,1605203995,1,0
55,18,1605203800,0,active,275,0,275,1,1,1,0,1,False,,,1605203995,1605203995,1,0
56,11,1605202889,1,active,276,0,276,1,1,13,0,1,False,,,1605203995,1605203995,0,3
57,11,1605203772,0,active,278,0,278,1,1,8,0,1,False,,,1605203995,1605203995,0,1
58,0,86400,0,out_of_service,280,0,280,0,0,0,0,0,False,,,1605203995,1605203995,0,0
59,0,1605203726,1,active,281,0,281,1,1,65,15,1,True,,,1605203995,1605203995,0,2
60,23,1605203070,1,active,282,0,282,1,1,3,1,1,False,,,1605203995,1605203995,0,0
61,25,1605203799,0,active,284,0,284,1,1,26,4,1,False,,,1605203995,1605203995,6,0
62,8,1605203993,1,active,285,0,285,1,1,44,2,1,True,,,1605203995,1605203995,0,5
63,17,1605203157,0,active,289,0,289,1,1,2,0,1,False,,,1605203995,1605203995,1,0
64,6,1605202298,1,active,291,0,291,1,1,13,1,1,False,,,1605203995,1605203995,0,3
65,15,1605203535,2,active,293,0,293,1,1,37,0,1,False,,,1605203995,1605203995,3,0
66,9,1605203993,0,active,295,0,295,1,1,15,0,1,False,,,1605203995,1605203995,1,0
67,51,1605203895,2,active,297,0,297,1,1,24,4,1,False,,,1605203995,1605203995,4,0
68,33,1605203866,0,active,298,0,298,1,1,2,1,1,False,,,1605203995,1605203995,2,0
69,22,1605203982,0,active,301,0,301,1,1,36,1,1,False,,,1605203995,1605203995,0,7
70,30,1605203563,4,active,302,0,302,1,1,3,0,1,False,,,1605203995,1605203995,0,1
71,5,1605203750,2,active,303,0,303,1,1,60,4,1,False,,,1605203995,1605203995,0,0
72,4,1605203634,0,active,304,0,304,1,1,29,9,1,False,,,1605203995,1605203995,0,2
73,10,1605203919,0,active,305,0,305,1,1,23,7,1,False,,,1605203995,1605203995,0,2
74,11,1605203985,0,active,307,0,307,1,1,19,2,1,False,,,1605203995,1605203995,0,9
75,0,1605200778,1,active,308,0,308,1,1,47,1,1,False,,,1605203995,1605203995,0,0
76,2,1605203489,1,active,309,0,309,1,1,38,1,1,False,,,1605203995,1605203995,0,2
77,16,1605203981,1,active,310,0,310,1,1,49,1,1,False,,,1605203995,1605203995,0,0
78,0,1605202820,3,active,311,0,311,1,1,28,2,1,False,,,1605203995,1605203995,0,1
79,10,1605203595,1,active,312,0,312,1,1,22,0,1,False,,,1605203995,1605203995,6,0
80,2,1605203730,0,active,313,0,313,1,1,53,4,1,False,,,1605203995,1605203995,0,0
81,6,1605203229,3,active,315,0,315,1,1,20,2,1,False,,,1605203995,1605203995,0,0
82,27,1605203872,1,active,316,0,316,1,0,15,0,0,False,,,1605203995,1605203995,3,0
83,34,1605203291,0,active,317,0,317,1,1,20,0,1,False,,,1605203995,1605203995,0,4
84,8,1605203925,0,active,319,0,319,1,1,25,0,1,False,,,1605203995,1605203995,0,7
85,0,1605202792,0,active,320,0,320,1,1,39,6,1,False,,,1605203995,1605203995,0,1
86,5,1605203603,1,active,321,0,321,1,1,33,1,1,False,,,1605203995,1605203995,0,2
87,6,1605203833,1,active,323,0,323,1,1,32,0,1,False,,,1605203995,1605203995,1,0
88,1,1605203354,1,active,324,0,324,1,1,72,0,1,False,,,1605203995,1605203995,1,0
89,24,1605203912,0,active,325,0,325,1,1,11,3,1,False,,,1605203995,1605203995,1,0
90,35,1605203591,1,active,326,0,326,1,1,5,1,1,False,,,1605203995,1605203995,0,2
91,9,1605203874,1,active,327,0,327,1,1,29,1,1,True,,,1605203995,1605203995,0,2
92,0,1605203113,3,active,328,0,328,1,0,32,3,0,False,,,1605203995,1605203995,0,2
93,10,1605203775,1,active,330,0,330,1,1,28,4,1,False,,,1605203995,1605203995,0,1
94,21,1605203983,1,active,331,0,331,1,1,5,1,1,False,,,1605203995,1605203995,0,5
95,19,1605202406,0,active,332,0,332,1,1,17,1,1,False,,,1605203995,1605203995,1,0
96,1,1605203993,1,active,334,0,334,1,1,29,0,1,False,,,1605203995,1605203995,1,0
97,7,1605203284,2,active,335,0,335,1,1,18,2,1,False,,,1605203995,1605203995,5,0
98,10,1605203897,2,active,336,0,336,1,1,24,1,1,False,,,1605203995,1605203995,2,0
99,5,1605203975,0,active,340,0,340,1,1,22,2,1,False,,,1605203995,1605203995,5,0
100,3,1605202828,0,active,341,0,341,1,0,16,0,0,False,,,1605203995,1605203995,0,0
101,9,1605203614,0,active,342,1,342,1,1,19,1,1,False,,,1605203995,1605203995,0,0
102,0,1605203227,0,active,343,0,343,1,1,23,0,1,False,,,1605203995,1605203995,0,0
103,18,1605199662,5,active,344,0,344,1,1,0,0,1,False,,,1605203995,1605203995,0,0
104,17,1605203726,1,active,346,0,346,1,1,9,3,1,False,,,1605203995,1605203995,0,4
105,20,1605203991,2,active,347,0,347,1,1,32,0,1,False,,,1605203995,1605203995,1,0
106,13,1605202848,0,active,349,0,349,1,1,48,0,1,False,,,1605203995,1605203995,0,5
107,9,1605203940,2,active,350,1,350,1,1,35,4,1,False,,,1605203995,1605203995,0,2
