,station_id,num_bikes_disabled,num_docks_available,is_returning,num_docks_disabled,legacy_id,is_installed,eightd_has_available_keys,num_bikes_available,is_renting,last_reported,num_ebikes_available,station_status,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,72,0,47,1,0,72,1,False,8,1,1605171239,1,active,,,1605175200,1605175200,0,0
1,79,0,4,1,0,79,1,False,29,1,1605164151,1,active,,,1605175200,1605175200,0,0
2,82,0,0,1,0,82,1,False,27,1,1605162945,6,active,,,1605175200,1605175200,0,0
3,83,0,32,1,0,83,1,False,30,1,1605168260,0,active,,,1605175200,1605175200,0,0
4,116,0,0,0,0,116,0,False,0,0,86400,0,out_of_service,,,1605175200,1605175200,0,0
5,119,0,10,1,0,119,1,False,43,1,1605161738,1,active,,,1605175200,1605175200,0,0
6,120,1,15,1,0,120,1,False,3,1,1605161741,2,active,,,1605175200,1605175200,0,0
7,127,0,22,1,0,127,1,False,9,1,1605162946,3,active,,,1605175200,1605175200,0,0
8,128,0,22,1,0,128,1,False,34,1,1605164149,1,active,,,1605175200,1605175200,1,0
9,143,0,16,1,0,143,1,False,8,1,1605161740,1,active,,,1605175200,1605175200,0,0
10,144,1,8,1,0,144,1,False,49,1,1605171385,0,active,,,1605175200,1605175200,0,0
11,146,0,14,1,0,146,1,False,25,1,1605161739,0,active,,,1605175200,1605175200,0,0
12,150,0,15,1,0,150,1,False,40,1,1605167821,6,active,,,1605175200,1605175200,0,1
13,151,3,10,1,0,151,1,True,20,1,1605162943,1,active,,,1605175200,1605175200,0,0
14,152,0,8,1,0,152,1,False,41,1,1605173797,0,active,,,1605175200,1605175200,0,0
15,157,0,16,1,0,157,1,False,7,1,1605161738,1,active,,,1605175200,1605175200,1,0
16,161,2,22,1,0,161,1,False,11,1,1605174804,0,active,,,1605175200,1605175200,0,0
17,164,2,34,1,0,164,1,False,11,1,1605166561,0,active,,,1605175200,1605175200,0,0
18,168,0,20,1,0,168,1,False,27,1,1605164151,0,active,,,1605175200,1605175200,0,0
19,173,0,25,1,0,173,1,False,45,1,1605167662,0,active,,,1605175200,1605175200,3,0
20,174,0,27,1,0,174,1,False,8,1,1605164150,0,active,,,1605175200,1605175200,2,0
21,212,1,9,1,0,212,1,False,50,1,1605164150,0,active,,,1605175200,1605175200,0,0
22,216,1,26,1,0,216,1,False,10,1,1605161741,0,active,,,1605175200,1605175200,0,0
23,217,1,4,1,0,217,1,False,34,1,1605161740,1,active,,,1605175200,1605175200,0,0
24,223,1,5,1,0,223,1,False,27,1,1605170178,0,active,,,1605175200,1605175200,2,0
25,224,1,24,1,0,224,1,True,5,1,1605163471,1,active,,,1605175200,1605175200,0,1
26,228,1,4,0,1,228,1,False,49,0,1605162784,14,active,,,1605175200,1605175200,0,0
27,229,1,13,1,0,229,1,False,9,1,1605163341,0,active,,,1605175200,1605175200,2,0
28,236,0,0,1,0,236,1,False,0,1,86400,0,active,,,1605175200,1605175200,0,0
29,237,2,8,1,0,237,1,False,29,1,1605173204,0,active,,,1605175200,1605175200,0,1
30,238,0,11,1,0,238,1,False,20,1,1605162945,1,active,,,1605175200,1605175200,0,0
31,239,1,1,1,0,239,1,False,29,1,1605161739,0,active,,,1605175200,1605175200,0,0
32,241,1,16,1,0,241,1,False,6,1,1605161739,0,active,,,1605175200,1605175200,0,0
33,242,1,7,1,0,242,1,False,38,1,1605161739,0,active,,,1605175200,1605175200,0,0
34,244,1,23,1,0,244,1,False,7,1,1605168491,5,active,,,1605175200,1605175200,0,0
35,245,0,8,1,0,245,1,False,15,1,1605161049,2,active,,,1605175200,1605175200,0,0
36,247,2,26,1,0,247,1,False,27,1,1605164949,0,active,,,1605175200,1605175200,0,0
37,248,0,13,1,0,248,1,False,86,1,1605162944,0,active,,,1605175200,1605175200,0,0
38,249,0,2,1,0,249,1,False,25,1,1605169889,1,active,,,1605175200,1605175200,0,0
39,250,1,5,1,0,250,1,False,34,1,1605163431,1,active,,,1605175200,1605175200,0,0
40,251,0,13,1,0,251,1,False,14,1,1605172622,0,active,,,1605175200,1605175200,0,0
41,252,0,15,1,0,252,1,False,18,1,1605162945,0,active,,,1605175200,1605175200,0,0
42,254,1,31,1,1,254,1,False,14,1,1605162945,3,active,,,1605175200,1605175200,0,1
43,257,4,12,1,0,257,1,False,23,1,1605164150,0,active,,,1605175200,1605175200,0,0
44,258,1,16,1,0,258,1,False,6,1,1605161740,2,active,,,1605175200,1605175200,0,0
45,259,0,1,1,0,259,1,False,38,1,1605161739,0,active,,,1605175200,1605175200,0,0
46,260,0,11,1,0,260,1,False,22,1,1605175180,0,active,,,1605175200,1605175200,0,0
47,261,0,20,1,0,261,1,False,21,1,1605161739,0,active,,,1605175200,1605175200,0,0
48,262,1,17,1,0,262,1,False,6,1,1605161739,0,active,,,1605175200,1605175200,0,0
49,264,0,8,1,0,264,1,False,19,1,1605162945,1,active,,,1605175200,1605175200,0,0
50,265,1,24,1,0,265,1,False,10,1,1605162944,0,active,,,1605175200,1605175200,0,0
51,267,0,63,1,0,267,1,False,7,1,1605164149,1,active,,,1605175200,1605175200,0,0
52,268,0,3,1,0,268,1,False,24,1,1605172309,1,active,,,1605175200,1605175200,1,0
53,270,0,19,1,0,270,1,False,4,1,1605164150,3,active,,,1605175200,1605175200,0,0
54,274,0,18,1,0,274,1,False,13,1,1605165083,0,active,,,1605175200,1605175200,0,0
55,275,0,14,1,0,275,1,False,5,1,1605161739,0,active,,,1605175200,1605175200,0,0
56,276,0,7,1,0,276,1,False,18,1,1605173774,0,active,,,1605175200,1605175200,0,0
57,278,0,5,1,0,278,1,False,14,1,1605163349,0,active,,,1605175200,1605175200,0,0
58,280,0,0,0,0,280,0,False,0,0,86400,0,out_of_service,,,1605175200,1605175200,0,0
59,281,0,25,1,0,281,1,True,41,1,1605167011,4,active,,,1605175200,1605175200,0,0
60,282,0,17,1,0,282,1,False,10,1,1605164149,3,active,,,1605175200,1605175200,0,0
61,284,0,30,1,0,284,1,False,21,1,1605164150,0,active,,,1605175200,1605175200,1,0
62,285,1,14,1,0,285,1,True,38,1,1605166218,0,active,,,1605175200,1605175200,1,0
63,289,0,16,1,0,289,1,False,3,1,1605164308,1,active,,,1605175200,1605175200,0,0
64,291,1,1,1,0,291,1,False,18,1,1605164150,0,active,,,1605175200,1605175200,1,0
65,293,0,15,1,0,293,1,False,39,1,1605167768,0,active,,,1605175200,1605175200,0,0
66,295,0,0,1,0,295,1,False,24,1,1605162945,3,active,,,1605175200,1605175200,0,0
67,297,1,52,1,0,297,1,False,24,1,1605168377,0,active,,,1605175200,1605175200,0,1
68,298,0,28,1,0,298,1,False,7,1,1605169052,0,active,,,1605175200,1605175200,0,0
69,301,0,6,1,0,301,1,False,52,1,1605164151,2,active,,,1605175200,1605175200,0,0
70,302,6,13,1,0,302,1,False,18,1,1605173098,6,active,,,1605175200,1605175200,0,2
71,303,0,23,1,0,303,1,False,44,1,1605164149,0,active,,,1605175200,1605175200,0,0
72,304,0,14,1,0,304,1,False,19,1,1605163846,2,active,,,1605175200,1605175200,0,0
73,305,1,28,1,0,305,1,False,4,1,1605171995,0,active,,,1605175200,1605175200,0,0
74,307,0,5,1,0,307,1,False,25,1,1605167469,1,active,,,1605175200,1605175200,0,0
75,308,1,1,1,0,308,1,False,46,1,1605172503,0,active,,,1605175200,1605175200,1,0
76,309,0,12,1,0,309,1,False,29,1,1605164151,1,active,,,1605175200,1605175200,1,0
77,310,2,20,1,0,310,1,False,44,1,1605166718,0,active,,,1605175200,1605175200,0,0
78,311,1,1,1,0,311,1,False,29,1,1605162945,6,active,,,1605175200,1605175200,0,0
79,312,0,3,1,0,312,1,False,30,1,1605164857,4,active,,,1605175200,1605175200,0,0
80,313,1,6,1,0,313,1,False,48,1,1605161739,1,active,,,1605175200,1605175200,0,0
81,315,3,14,1,0,315,1,False,12,1,1605161739,0,active,,,1605175200,1605175200,0,0
82,316,0,31,1,0,316,1,False,12,1,1605162945,1,active,,,1605175200,1605175200,0,1
83,317,1,11,1,0,317,1,False,42,1,1605174585,4,active,,,1605175200,1605175200,0,1
84,319,0,12,1,0,319,1,False,21,1,1605169430,1,active,,,1605175200,1605175200,0,2
85,320,0,10,1,0,320,1,False,29,1,1605164150,0,active,,,1605175200,1605175200,0,0
86,321,1,6,1,0,321,1,False,32,1,1605168360,0,active,,,1605175200,1605175200,0,0
87,323,0,5,1,0,323,1,False,34,1,1605161740,2,active,,,1605175200,1605175200,0,1
88,324,1,6,1,0,324,1,False,67,1,1605161744,0,active,,,1605175200,1605175200,0,0
89,325,1,22,1,0,325,1,False,12,1,1605172929,0,active,,,1605175200,1605175200,0,0
90,326,0,28,1,0,326,1,False,13,1,1605162945,1,active,,,1605175200,1605175200,0,2
91,327,0,6,1,0,327,1,True,33,1,1605174201,1,active,,,1605175200,1605175200,0,0
92,328,3,4,1,0,328,1,False,28,1,1605173062,1,active,,,1605175200,1605175200,1,0
93,330,0,19,1,0,330,1,False,20,1,1605164151,1,active,,,1605175200,1605175200,0,0
94,331,2,13,1,0,331,1,False,12,1,1605170511,1,active,,,1605175200,1605175200,1,0
95,332,2,11,1,0,332,1,False,23,1,1605162944,5,active,,,1605175200,1605175200,0,0
96,334,0,1,1,0,334,1,False,30,1,1605170179,0,active,,,1605175200,1605175200,0,2
97,335,1,20,1,0,335,1,False,6,1,1605162945,0,active,,,1605175200,1605175200,0,0
98,336,0,17,1,0,336,1,False,19,1,1605162945,0,active,,,1605175200,1605175200,0,0
99,340,0,4,1,0,340,1,False,23,1,1605162945,0,active,,,1605175200,1605175200,0,0
100,341,0,6,1,0,341,1,False,13,1,1605164150,3,active,,,1605175200,1605175200,0,1
101,342,1,4,1,1,342,1,False,23,1,1605166386,2,active,,,1605175200,1605175200,0,0
102,343,0,5,1,0,343,1,False,18,1,1605161738,0,active,,,1605175200,1605175200,0,0
103,344,4,17,1,0,344,1,False,2,1,1605163271,0,active,,,1605175200,1605175200,0,0
104,346,2,3,1,0,346,1,False,22,1,1605174935,4,active,,,1605175200,1605175200,0,1
105,347,1,29,1,0,347,1,False,24,1,1605174079,0,active,,,1605175200,1605175200,1,0
106,349,0,1,1,0,349,1,False,60,1,1605158027,4,active,,,1605175200,1605175200,0,3
107,350,0,1,1,1,350,1,False,45,1,1605174729,17,active,,,1605175200,1605175200,0,1
108,351,0,3,1,0,351,1,False,36,1,1605168399,0,active,,,1605175200,1605175200,0,0
109,353,1,25,1,0,353,1,False,1,1,1605161739,0,active,,,1605175200,1605175200,1,0
110,354,0,39,1,0,354,1,False,8,1,1605173700,5,active,,,1605175200,1605175200,0,0
111,355,0,10,1,0,355,1,False,33,1,1605164152,0,active,,,1605175200,1605175200,0,1
112,356,1,5,1,0,356,1,False,17,1,1605164149,3,active,,,1605175200,1605175200,0,0
113,358,0,21,1,0,358,1,False,29,1,1605163674,3,active,,,1605175200,1605175200,0,1
114,359,3,51,1,0,359,1,False,24,1,1605172956,0,active,,,1605175200,1605175200,0,1
115,360,2,20,1,0,360,1,False,17,1,1605160951,0,active,,,1605175200,1605175200,2,0
116,361,0,14,1,0,361,1,False,65,1,1605172066,2,active,,,1605175200,1605175200,0,1
117,362,2,29,1,0,362,1,False,26,1,1605166562,0,active,,,1605175200,1605175200,0,0
118,363,0,3,0,0,363,0,False,0,0,1604843856,0,out_of_service,,,1605175200,1605175200,0,0
119,364,2,20,1,0,364,1,False,5,1,1605164150,3,active,,,1605175200,1605175200,0,0
120,366,0,19,1,0,366,1,False,14,1,1605173326,3,active,,,1605175200,1605175200,0,0
121,367,0,35,1,0,367,1,False,8,1,1605164150,1,active,,,1605175200,1605175200,0,0
122,368,1,23,1,2,368,1,False,21,1,1605162944,0,active,,,1605175200,1605175200,0,0
123,369,0,20,1,0,369,1,False,56,1,1605174997,3,active,,,1605175200,1605175200,0,1
124,372,1,13,1,0,372,1,False,13,1,1605162854,3,active,,,1605175200,1605175200,0,1
125,373,0,12,1,0,373,1,False,7,1,1605174663,0,active,,,1605175200,1605175200,0,0
126,376,0,5,1,0,376,1,False,37,1,1605170178,0,active,,,1605175200,1605175200,0,0
127,377,0,9,1,0,377,1,False,39,1,1605162944,0,active,,,1605175200,1605175200,0,0
128,379,0,2,0,0,379,1,False,54,0,1605174844,8,active,,,1605175200,1605175200,0,0
129,380,0,7,1,0,380,1,False,35,1,1605173029,1,active,,,1605175200,1605175200,0,0
130,383,0,15,1,1,383,1,False,23,1,1605162945,5,active,,,1605175200,1605175200,0,0
131,385,0,14,1,0,385,1,False,15,1,1605164149,4,active,,,1605175200,1605175200,0,2
132,386,1,6,1,0,386,1,False,75,1,1605171385,0,active,,,1605175200,1605175200,0,0
133,387,0,29,1,0,387,1,False,10,1,1605162944,0,active,,,1605175200,1605175200,0,0
134,388,0,15,1,0,388,1,False,20,1,1605162944,0,active,,,1605175200,1605175200,0,0
135,389,0,13,1,0,389,1,False,14,1,1605161739,4,active,,,1605175200,1605175200,0,0
136,390,0,22,1,0,390,1,False,9,1,1605163484,0,active,,,1605175200,1605175200,0,0
137,391,6,12,1,1,391,1,False,19,1,1605175094,1,active,,,1605175200,1605175200,0,1
138,392,0,4,1,0,392,1,False,31,1,1605161740,1,active,,,1605175200,1605175200,0,0
139,393,0,14,1,0,393,1,False,23,1,1605164150,4,active,,,1605175200,1605175200,1,0
140,394,0,0,0,0,394,0,False,0,0,86400,0,out_of_service,,,1605175200,1605175200,0,0
141,396,0,20,1,0,396,1,False,5,1,1605156251,1,active,,,1605175200,1605175200,0,1
142,397,0,72,1,0,397,1,False,3,1,1605161739,1,active,,,1605175200,1605175200,0,0
143,398,1,1,1,0,398,1,False,29,1,1605161742,3,active,,,1605175200,1605175200,0,0
144,399,0,36,1,0,399,1,False,3,1,1605168374,1,active,,,1605175200,1605175200,0,0
145,400,0,4,1,1,400,1,False,10,1,1605174997,5,active,,,1605175200,1605175200,0,1
146,401,2,18,1,0,401,1,False,22,1,1605163910,1,active,,,1605175200,1605175200,0,1
147,402,2,23,1,0,402,1,False,14,1,1605164150,0,active,,,1605175200,1605175200,1,0
148,403,0,3,1,0,403,1,False,28,1,1605162944,2,active,,,1605175200,1605175200,0,0
149,405,0,27,1,0,405,1,False,24,1,1605174106,0,active,,,1605175200,1605175200,0,0
150,406,1,9,1,0,406,1,False,10,1,1605166562,2,active,,,1605175200,1605175200,0,0
151,408,2,1,1,0,408,1,False,20,1,1605173770,2,active,,,1605175200,1605175200,0,0
152,410,1,20,1,0,410,1,False,24,1,1605170002,4,active,,,1605175200,1605175200,2,0
153,411,1,16,1,0,411,1,False,14,1,1605171455,4,active,,,1605175200,1605175200,0,3
154,412,1,3,1,0,412,1,False,25,1,1605162944,0,active,,,1605175200,1605175200,1,0
155,415,0,33,1,0,415,1,False,13,1,1605165094,0,active,,,1605175200,1605175200,0,0
156,416,0,22,1,0,416,1,False,9,1,1605167713,2,active,,,1605175200,1605175200,0,0
157,417,0,18,1,0,417,1,False,7,1,1605165583,0,active,,,1605175200,1605175200,0,0
158,418,0,1,1,0,418,1,False,36,1,1605161740,1,active,,,1605175200,1605175200,0,0
159,419,0,16,1,0,419,1,False,7,1,1605173338,0,active,,,1605175200,1605175200,0,0
160,420,2,46,1,0,420,1,False,3,1,1605174335,1,active,,,1605175200,1605175200,0,0
161,421,1,16,1,0,421,1,False,2,1,1605173453,0,active,,,1605175200,1605175200,0,0
162,422,1,34,1,0,422,1,False,43,1,1605162407,2,active,,,1605175200,1605175200,0,0
163,423,1,21,1,0,423,1,False,5,1,1605174305,1,active,,,1605175200,1605175200,1,0
164,426,1,13,1,0,426,1,True,16,1,1605172844,3,active,,,1605175200,1605175200,1,0
165,427,1,6,1,0,427,1,False,40,1,1605161739,0,active,,,1605175200,1605175200,0,0
166,432,0,20,1,0,432,1,False,11,1,1605166400,1,active,,,1605175200,1605175200,1,0
167,434,0,7,0,0,434,1,False,53,0,1605164626,3,active,,,1605175200,1605175200,0,0
168,435,0,23,1,0,435,1,False,27,1,1605162943,0,active,,,1605175200,1605175200,2,0
169,436,0,24,1,0,436,1,False,3,1,1605161739,0,active,,,1605175200,1605175200,0,0
170,437,0,23,1,0,437,1,False,1,1,1605157888,0,active,,,1605175200,1605175200,0,0
171,438,0,1,1,0,438,1,False,46,1,1605162451,6,active,,,1605175200,1605175200,0,0
172,439,0,33,1,0,439,1,False,10,1,1605165539,0,active,,,1605175200,1605175200,0,1
173,440,1,20,1,0,440,1,False,11,1,1605165755,0,active,,,1605175200,1605175200,0,0
174,442,0,23,1,0,442,1,False,28,1,1605174561,0,active,,,1605175200,1605175200,2,0
175,443,0,16,1,0,443,1,False,7,1,1605161739,3,active,,,1605175200,1605175200,0,0
176,445,3,29,1,0,445,1,False,48,1,1605174998,4,active,,,1605175200,1605175200,0,1
177,446,0,71,1,0,446,1,False,8,1,1605169253,3,active,,,1605175200,1605175200,1,0
178,447,0,19,1,1,447,1,False,11,1,1605163417,2,active,,,1605175200,1605175200,0,1
179,448,0,11,1,0,448,1,False,16,1,1605171385,4,active,,,1605175200,1605175200,0,1
180,450,2,39,1,0,450,1,False,26,1,1605170292,3,active,,,1605175200,1605175200,0,1
181,453,1,9,1,0,453,1,False,56,1,1605167342,2,active,,,1605175200,1605175200,0,0
182,454,1,18,1,0,454,1,False,16,1,1605164149,5,active,,,1605175200,1605175200,0,0
183,455,0,49,1,0,455,1,False,10,1,1605164149,0,active,,,1605175200,1605175200,0,2
184,456,1,28,1,0,456,1,False,5,1,1605174680,2,active,,,1605175200,1605175200,1,0
185,457,1,48,1,0,457,1,False,30,1,1605174997,12,active,,,1605175200,1605175200,0,0
186,458,1,26,1,0,458,1,False,4,1,1605175017,0,active,,,1605175200,1605175200,1,0
187,460,0,11,1,0,460,1,False,14,1,1605161738,2,active,,,1605175200,1605175200,0,1
188,461,0,21,1,0,461,1,False,35,1,1605173867,1,active,,,1605175200,1605175200,0,0
189,462,0,22,1,0,462,1,False,55,1,1605166720,2,active,,,1605175200,1605175200,0,1
190,464,0,42,1,1,464,1,False,10,1,1605172384,1,active,,,1605175200,1605175200,0,0
191,465,0,22,1,0,465,1,False,17,1,1605175060,0,active,,,1605175200,1605175200,0,0
192,466,2,17,1,8,466,1,False,8,1,1605172369,1,active,,,1605175200,1605175200,1,0
193,467,2,2,1,0,467,1,False,30,1,1605173776,0,active,,,1605175200,1605175200,0,1
194,468,1,41,1,0,468,1,False,23,1,1605172511,4,active,,,1605175200,1605175200,0,0
195,469,0,39,1,0,469,1,False,18,1,1605164150,0,active,,,1605175200,1605175200,1,0
196,470,1,3,1,0,470,1,False,68,1,1605169724,1,active,,,1605175200,1605175200,0,2
197,471,0,12,1,0,471,1,False,19,1,1605161739,5,active,,,1605175200,1605175200,0,1
198,472,0,39,1,0,472,1,False,16,1,1605175037,1,active,,,1605175200,1605175200,0,2
199,473,0,4,1,0,473,1,False,46,1,1605162945,2,active,,,1605175200,1605175200,0,0
200,474,0,31,1,0,474,1,False,25,1,1605165734,0,active,,,1605175200,1605175200,0,1
201,476,1,15,1,0,476,1,False,49,1,1605164150,0,active,,,1605175200,1605175200,0,0
202,477,1,8,1,1,477,1,False,61,1,1605172585,19,active,,,1605175200,1605175200,0,27
203,478,1,12,1,0,478,1,False,24,1,1605175034,1,active,,,1605175200,1605175200,0,1
204,479,0,25,1,0,479,1,False,6,1,1605172987,1,active,,,1605175200,1605175200,0,2
