,is_installed,is_renting,station_status,num_docks_available,num_docks_disabled,last_reported,eightd_has_available_keys,num_bikes_available,is_returning,legacy_id,num_ebikes_available,station_id,num_bikes_disabled,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,1,1,active,36,0,1604930303,False,16,1,72,0,72,3,,,1604930400,1604930400,0,2
1,1,1,active,2,0,1604929998,False,29,1,79,1,79,2,,,1604930400,1604930400,2,0
2,1,1,active,1,0,1604930236,False,26,1,82,0,82,0,,,1604930400,1604930400,1,0
3,1,1,active,49,0,1604929840,False,13,1,83,2,83,0,,,1604930400,1604930400,1,0
4,0,0,out_of_service,0,0,86400,False,0,0,116,0,116,0,,,1604930400,1604930400,0,0
5,1,1,active,11,0,1604930356,False,42,1,119,2,119,0,,,1604930400,1604930400,1,0
6,1,1,active,10,0,1604929436,False,7,1,120,0,120,2,,,1604930400,1604930400,1,0
7,1,1,active,23,0,1604930191,False,7,1,127,0,127,1,,,1604930400,1604930400,0,0
8,1,1,active,39,0,1604930288,False,16,1,128,0,128,1,,,1604930400,1604930400,4,0
9,1,1,active,10,0,1604930156,False,14,1,143,0,143,0,,,1604930400,1604930400,2,0
10,1,1,active,10,0,1604929986,False,47,1,144,2,144,1,,,1604930400,1604930400,1,0
11,1,1,active,1,0,1604930071,False,38,1,146,1,146,0,,,1604930400,1604930400,0,0
12,1,1,active,13,0,1604930089,False,42,1,150,1,150,0,,,1604930400,1604930400,0,7
13,1,1,active,12,0,1604930361,True,20,1,151,0,151,1,,,1604930400,1604930400,12,0
14,1,1,active,28,0,1604930014,False,21,1,152,0,152,0,,,1604930400,1604930400,4,0
15,1,1,active,13,0,1604930227,False,9,1,157,1,157,1,,,1604930400,1604930400,0,1
16,1,1,active,8,0,1604930395,False,26,1,161,0,161,1,,,1604930400,1604930400,8,0
17,1,1,active,22,0,1604930362,False,24,1,164,0,164,1,,,1604930400,1604930400,6,0
18,1,1,active,0,0,1604930002,False,47,1,168,2,168,0,,,1604930400,1604930400,0,0
19,1,1,active,20,0,1604930320,False,43,1,173,9,173,7,,,1604930400,1604930400,2,0
20,1,1,active,3,0,1604930392,False,25,1,174,2,174,2,,,1604930400,1604930400,3,0
21,1,1,active,3,0,1604930296,False,54,1,212,2,212,3,,,1604930400,1604930400,0,1
22,1,1,active,26,0,1604930218,False,11,1,216,0,216,0,,,1604930400,1604930400,0,1
23,1,1,active,17,0,1604930011,False,17,1,217,1,217,5,,,1604930400,1604930400,9,0
24,1,1,active,8,0,1604930332,False,25,1,223,0,223,0,,,1604930400,1604930400,1,0
25,1,1,active,16,0,1604930284,True,13,1,224,1,224,1,,,1604930400,1604930400,0,1
26,1,1,active,39,0,1604930323,False,15,1,228,3,228,1,,,1604930400,1604930400,17,0
27,1,1,active,2,0,1604930263,False,18,1,229,2,229,3,,,1604930400,1604930400,1,0
28,1,1,active,18,0,1604930315,False,28,1,236,0,236,1,,,1604930400,1604930400,0,7
29,1,1,active,21,0,1604930308,False,15,1,237,0,237,3,,,1604930400,1604930400,0,4
30,1,1,active,13,0,1604929893,False,17,1,238,0,238,1,,,1604930400,1604930400,0,0
31,1,1,active,25,0,1604929922,False,5,1,239,0,239,1,,,1604930400,1604930400,1,0
32,1,1,active,15,0,1604930368,False,5,1,241,0,241,3,,,1604930400,1604930400,0,1
33,1,1,active,10,0,1604929081,False,36,1,242,1,242,0,,,1604930400,1604930400,3,0
34,1,1,active,20,0,1604930320,False,10,1,244,2,244,1,,,1604930400,1604930400,0,4
35,1,1,active,2,0,1604929870,False,21,1,245,1,245,0,,,1604930400,1604930400,0,0
36,1,1,active,27,0,1604930155,False,28,1,247,0,247,0,,,1604930400,1604930400,0,1
37,1,1,active,2,0,1604929923,False,96,1,248,1,248,1,,,1604930400,1604930400,2,0
38,1,1,active,0,0,1604930272,False,27,1,249,1,249,0,,,1604930400,1604930400,0,0
39,1,1,active,3,0,1604930315,False,36,1,250,1,250,1,,,1604930400,1604930400,1,0
40,1,1,active,15,0,1604930375,False,11,1,251,1,251,1,,,1604930400,1604930400,10,0
41,1,1,active,12,0,1604929913,False,19,1,252,0,252,2,,,1604930400,1604930400,0,1
42,1,1,active,23,1,1604930393,False,20,1,254,0,254,3,,,1604930400,1604930400,0,2
43,1,1,active,14,0,1604930153,False,25,1,257,2,257,0,,,1604930400,1604930400,9,0
44,1,1,active,18,0,1604930334,False,4,1,258,0,258,1,,,1604930400,1604930400,0,0
45,1,1,active,8,0,1604929916,False,29,1,259,0,259,2,,,1604930400,1604930400,3,0
46,1,1,active,12,0,1604929945,False,21,1,260,3,260,0,,,1604930400,1604930400,9,0
47,1,1,active,14,0,1604930236,False,26,1,261,4,261,1,,,1604930400,1604930400,0,4
48,1,1,active,22,0,1604929761,False,2,1,262,0,262,0,,,1604930400,1604930400,2,0
49,1,1,active,1,0,1604929751,False,26,1,264,0,264,0,,,1604930400,1604930400,0,1
50,1,1,active,4,0,1604929986,False,30,1,265,0,265,1,,,1604930400,1604930400,0,0
51,1,1,active,64,0,1604930336,False,5,1,267,2,267,1,,,1604930400,1604930400,7,0
52,1,1,active,11,0,1604930101,False,16,1,268,8,268,0,,,1604930400,1604930400,4,0
53,1,1,active,3,0,1604930303,False,20,1,270,0,270,0,,,1604930400,1604930400,0,6
54,1,1,active,21,0,1604930092,False,9,1,274,2,274,1,,,1604930400,1604930400,1,0
55,1,1,active,18,0,1604930042,False,1,1,275,0,275,0,,,1604930400,1604930400,0,1
56,1,1,active,0,0,1604929896,False,25,1,276,4,276,0,,,1604930400,1604930400,0,5
57,1,1,active,5,0,1604930157,False,13,1,278,1,278,1,,,1604930400,1604930400,1,0
58,0,0,out_of_service,0,0,86400,False,0,0,280,0,280,0,,,1604930400,1604930400,0,0
59,1,1,active,19,0,1604930323,True,47,1,281,14,281,0,,,1604930400,1604930400,19,0
60,1,1,active,4,0,1604930366,False,21,1,282,0,282,2,,,1604930400,1604930400,0,3
61,1,1,active,17,0,1604930288,False,30,1,284,0,284,4,,,1604930400,1604930400,10,0
62,1,1,active,30,0,1604930241,True,20,1,285,1,285,3,,,1604930400,1604930400,3,0
63,1,1,active,18,0,1604929756,False,1,1,289,0,289,0,,,1604930400,1604930400,0,0
64,1,1,active,5,0,1604930390,False,15,1,291,0,291,0,,,1604930400,1604930400,0,0
65,1,1,active,27,0,1604930394,False,25,1,293,0,293,2,,,1604930400,1604930400,0,3
66,1,1,active,1,0,1604929374,False,23,1,295,1,295,0,,,1604930400,1604930400,0,8
67,1,1,active,59,0,1604930287,False,18,1,297,1,297,0,,,1604930400,1604930400,0,2
