,station_status,num_bikes_disabled,num_bikes_available,eightd_has_available_keys,legacy_id,station_id,is_renting,num_docks_disabled,is_installed,num_ebikes_available,is_returning,num_docks_available,last_reported,starttime,timestamp,demand,supply
0,active,0,29,False,72,72,1,0,1,0,1,26,1604276297,1604278800,1604278800,29,29
1,active,0,22,False,79,79,1,0,1,0,1,11,1604278240,1604278800,1604278800,22,22
2,active,1,15,False,82,82,1,0,1,0,1,11,1604276986,1604278800,1604278800,15,15
3,active,0,54,False,83,83,1,0,1,0,1,8,1604275778,1604278800,1604278800,54,54
4,out_of_service,0,0,False,116,116,0,0,0,0,0,0,86400,1604278800,1604278800,0,0
5,active,1,40,False,119,119,1,0,1,0,1,12,1604271129,1604278800,1604278800,40,40
6,active,0,9,False,120,120,1,0,1,2,1,10,1604277007,1604278800,1604278800,9,9
7,active,2,26,False,127,127,1,0,1,0,1,3,1604278576,1604278800,1604278800,26,26
8,active,1,34,False,128,128,1,0,1,2,1,21,1604275953,1604278800,1604278800,34,34
9,active,1,4,False,143,143,1,0,1,1,1,19,1604274820,1604278800,1604278800,4,4
10,active,0,32,False,144,144,1,0,1,0,1,26,1604278087,1604278800,1604278800,32,32
11,active,2,15,False,146,146,1,0,1,1,1,22,1604278679,1604278800,1604278800,15,15
12,active,0,38,False,150,150,1,0,1,3,1,17,1604277315,1604278800,1604278800,38,38
13,active,3,29,True,151,151,1,0,1,2,1,1,1604278722,1604278800,1604278800,29,29
14,active,0,14,False,152,152,1,0,1,1,1,35,1604271467,1604278800,1604278800,14,14
15,active,3,19,False,157,157,1,0,1,3,1,1,1604277317,1604278800,1604278800,19,19
16,active,0,32,False,161,161,1,0,1,0,1,3,1604278424,1604278800,1604278800,32,32
17,active,0,8,False,164,164,1,0,1,2,1,19,1604276878,1604278800,1604278800,8,8
18,active,0,26,False,168,168,1,0,1,1,1,21,1604277830,1604278800,1604278800,26,26
19,active,3,19,False,173,173,1,0,1,2,1,48,1604278772,1604278800,1604278800,19,19
20,active,1,7,False,174,174,1,0,1,0,1,22,1604278794,1604278800,1604278800,7,7
21,active,0,5,False,212,212,1,0,1,0,1,55,1604276605,1604278800,1604278800,5,5
22,active,0,2,False,216,216,1,0,1,1,1,35,1604276859,1604278800,1604278800,2,2
23,active,1,36,False,217,217,1,0,1,0,1,2,1604278624,1604278800,1604278800,36,36
24,active,0,10,False,223,223,1,0,1,3,1,23,1604278713,1604278800,1604278800,10,10
25,active,1,0,True,224,224,1,0,1,0,1,29,1604277731,1604278800,1604278800,0,0
26,active,1,25,False,228,228,1,0,1,6,1,29,1604278542,1604278800,1604278800,25,25
27,active,2,9,False,229,229,1,0,1,0,1,12,1604278357,1604278800,1604278800,9,9
28,active,2,43,False,236,236,1,0,1,0,1,2,1604278794,1604278800,1604278800,43,43
29,out_of_service,0,0,False,237,237,0,0,0,0,0,1,1604258096,1604278800,1604278800,0,0
30,active,0,16,False,238,238,1,0,1,0,1,15,1604275108,1604278800,1604278800,16,16
31,active,0,6,False,239,239,1,0,1,1,1,25,1604278560,1604278800,1604278800,6,6
32,active,1,18,False,241,241,1,0,1,3,1,4,1604275797,1604278800,1604278800,18,18
33,active,0,37,False,242,242,1,0,1,3,1,9,1604278605,1604278800,1604278800,37,37
34,active,0,13,False,244,244,1,0,1,0,1,18,1604275096,1604278800,1604278800,13,13
35,active,2,7,False,245,245,1,0,1,0,1,14,1604274951,1604278800,1604278800,7,7
36,active,0,32,False,247,247,1,0,1,4,1,23,1604278526,1604278800,1604278800,32,32
37,active,0,64,False,248,248,1,0,1,0,1,35,1604276534,1604278800,1604278800,64,64
38,active,0,3,False,249,249,1,0,1,1,1,24,1604277447,1604278800,1604278800,3,3
39,active,1,23,False,250,250,1,0,1,0,1,16,1604277908,1604278800,1604278800,23,23
40,active,0,23,False,251,251,1,0,1,0,1,4,1604278056,1604278800,1604278800,23,23
41,active,2,21,False,252,252,1,0,1,0,1,10,1604278317,1604278800,1604278800,21,21
42,active,1,12,False,254,254,1,0,1,1,1,34,1604278074,1604278800,1604278800,12,12
43,active,1,15,False,257,257,1,0,1,1,1,23,1604278610,1604278800,1604278800,15,15
44,active,0,16,False,258,258,1,0,1,0,1,7,1604277717,1604278800,1604278800,16,16
45,active,0,25,False,259,259,1,0,1,0,1,14,1604274190,1604278800,1604278800,25,25
46,active,1,7,False,260,260,1,0,1,0,1,25,1604273628,1604278800,1604278800,7,7
47,active,0,21,False,261,261,1,0,1,1,1,20,1604278149,1604278800,1604278800,21,21
48,active,1,3,False,262,262,1,0,1,1,1,20,1604278185,1604278800,1604278800,3,3
49,active,1,5,False,264,264,1,0,1,0,1,21,1604276990,1604278800,1604278800,5,5
50,active,1,23,False,265,265,1,0,1,4,1,11,1604276742,1604278800,1604278800,23,23
51,active,2,25,False,267,267,1,0,1,1,1,43,1604278681,1604278800,1604278800,25,25
52,active,0,16,False,268,268,1,0,1,1,1,11,1604278583,1604278800,1604278800,16,16
53,active,0,14,False,270,270,1,0,1,5,1,9,1604278593,1604278800,1604278800,14,14
54,active,3,25,False,274,274,1,0,1,5,1,3,1604278617,1604278800,1604278800,25,25
55,active,0,5,False,275,275,1,0,1,2,1,14,1604278565,1604278800,1604278800,5,5
56,active,0,3,False,276,276,1,0,1,1,1,22,1604278551,1604278800,1604278800,3,3
57,active,1,9,False,278,278,1,0,1,3,1,9,1604276836,1604278800,1604278800,9,9
58,out_of_service,0,0,False,280,280,0,0,0,0,0,0,86400,1604278800,1604278800,0,0
59,active,1,27,True,281,281,1,0,1,1,1,38,1604276812,1604278800,1604278800,27,27
60,active,2,21,False,282,282,1,0,1,0,1,4,1604277943,1604278800,1604278800,21,21
61,active,1,11,False,284,284,1,0,1,2,1,39,1604278548,1604278800,1604278800,11,11
62,active,1,19,True,285,285,1,0,1,2,1,33,1604278680,1604278800,1604278800,19,19
63,active,1,7,False,289,289,1,0,1,0,1,11,1604276923,1604278800,1604278800,7,7
64,active,0,17,False,291,291,1,0,1,3,1,3,1604277333,1604278800,1604278800,17,17
65,active,3,37,False,293,293,1,1,1,8,1,14,1604278651,1604278800,1604278800,37,37
66,active,0,19,False,295,295,1,0,1,0,1,5,1604278398,1604278800,1604278800,19,19
67,active,0,27,False,297,297,1,0,1,2,1,50,1604278232,1604278800,1604278800,27,27
68,active,2,28,False,298,298,1,0,1,3,1,5,1604277727,1604278800,1604278800,28,28
69,active,0,37,False,301,301,1,0,1,2,1,21,1604278186,1604278800,1604278800,37,37
70,active,2,12,False,302,302,1,0,1,3,1,9,1604277678,1604278800,1604278800,12,12
71,active,0,38,False,303,303,1,0,1,2,1,29,1604278395,1604278800,1604278800,38,38
72,active,0,25,False,304,304,1,0,1,4,1,8,1604278427,1604278800,1604278800,25,25
73,active,0,9,False,305,305,1,0,1,1,1,24,1604277833,1604278800,1604278800,9,9
74,active,0,20,False,307,307,1,0,1,0,1,10,1604278053,1604278800,1604278800,20,20
75,active,1,12,False,308,308,1,0,1,2,1,35,1604278343,1604278800,1604278800,12,12
76,active,0,13,False,309,309,1,0,1,0,1,28,1604278372,1604278800,1604278800,13,13
77,active,0,62,False,310,310,1,0,1,2,1,4,1604271799,1604278800,1604278800,62,62
78,active,1,19,False,311,311,1,0,1,0,1,11,1604278414,1604278800,1604278800,19,19
79,active,0,29,False,312,312,1,0,1,0,1,4,1604277755,1604278800,1604278800,29,29
80,active,0,25,False,313,313,1,0,1,2,1,30,1604263117,1604278800,1604278800,25,25
81,active,2,17,False,315,315,1,0,1,1,1,10,1604274946,1604278800,1604278800,17,17
82,active,0,9,False,316,316,1,0,1,0,1,34,1604277762,1604278800,1604278800,9,9
83,active,0,37,False,317,317,1,0,1,0,1,17,1604278716,1604278800,1604278800,37,37
84,active,0,26,False,319,319,1,0,1,0,1,7,1604278380,1604278800,1604278800,26,26
85,active,1,3,False,320,320,1,0,1,0,1,35,1604278558,1604278800,1604278800,3,3
86,active,1,25,False,321,321,1,0,1,3,1,13,1604275907,1604278800,1604278800,25,25
87,active,0,21,False,323,323,1,0,1,0,1,18,1604278380,1604278800,1604278800,21,21
