,station_id,is_installed,num_bikes_available,num_docks_available,num_docks_disabled,num_bikes_disabled,is_returning,num_ebikes_available,eightd_has_available_keys,is_renting,legacy_id,station_status,last_reported,valet,eightd_active_station_services,starttime,timestamp,demand,supply
170,437,1,8,16,0,0,1,3,False,1,437,active,1604681549,,,1604682000,1604682000,0,5
171,438,1,27,19,0,1,1,0,False,1,438,active,1604681826,,,1604682000,1604682000,0,2
172,439,1,29,14,0,0,1,0,False,1,439,active,1604681779,,,1604682000,1604682000,2,0
173,440,1,21,11,0,0,1,1,False,1,440,active,1604681758,,,1604682000,1604682000,7,0
174,442,1,37,11,0,3,1,1,False,1,442,active,1604681665,,,1604682000,1604682000,0,3
175,443,1,0,23,0,0,1,0,False,1,443,active,1604681673,,,1604682000,1604682000,1,0
176,445,1,42,33,0,5,1,0,False,1,445,active,1604681952,,,1604682000,1604682000,0,10
177,446,1,35,40,0,4,1,2,False,1,446,active,1604681834,,,1604682000,1604682000,0,2
178,447,1,13,18,0,0,1,3,False,1,447,active,1604681864,,,1604682000,1604682000,4,0
179,448,1,1,24,0,2,1,1,False,1,448,active,1604681955,,,1604682000,1604682000,0,0
180,450,1,31,35,0,1,1,0,False,1,450,active,1604681740,,,1604682000,1604682000,2,0
181,453,1,39,27,0,0,1,0,False,1,453,active,1604681626,,,1604682000,1604682000,0,5
182,454,1,6,28,0,1,1,0,False,1,454,active,1604681697,,,1604682000,1604682000,1,0
183,455,1,51,5,0,3,1,2,False,1,455,active,1604681870,,,1604682000,1604682000,1,0
184,456,1,29,4,0,1,1,7,False,1,456,active,1604681985,,,1604682000,1604682000,0,1
185,457,1,8,71,0,0,1,2,False,1,457,active,1604681761,,,1604682000,1604682000,0,0
186,458,1,20,10,0,1,1,1,False,1,458,active,1604681850,,,1604682000,1604682000,1,0
187,460,1,2,21,0,2,1,0,False,1,460,active,1604681768,,,1604682000,1604682000,0,1
188,461,1,24,32,0,0,1,0,False,1,461,active,1604681860,,,1604682000,1604682000,0,7
189,462,1,59,17,0,1,1,1,False,1,462,active,1604681971,,,1604682000,1604682000,0,5
190,464,1,45,7,1,0,1,3,False,1,464,active,1604681656,,,1604682000,1604682000,0,0
191,465,1,31,8,0,0,1,9,False,1,465,active,1604681920,,,1604682000,1604682000,7,0
192,466,1,20,6,8,1,1,1,False,1,466,active,1604681908,,,1604682000,1604682000,0,2
193,467,1,33,0,0,1,1,4,False,1,467,active,1604681941,,,1604682000,1604682000,0,3
194,468,1,37,27,0,1,1,21,False,1,468,active,1604681859,,,1604682000,1604682000,0,2
195,469,1,28,29,0,0,1,4,False,1,469,active,1604681317,,,1604682000,1604682000,0,2
196,470,1,30,42,0,0,1,0,False,1,470,active,1604681757,,,1604682000,1604682000,0,1
197,471,1,11,20,0,0,1,0,False,1,471,active,1604681603,,,1604682000,1604682000,4,0
198,472,1,47,6,0,2,1,2,False,1,472,active,1604681953,,,1604682000,1604682000,0,6
199,473,1,27,22,0,1,1,1,False,1,473,active,1604681777,,,1604682000,1604682000,0,0
200,474,1,41,14,0,1,1,8,False,1,474,active,1604681785,,,1604682000,1604682000,0,2
201,476,1,26,37,0,2,1,1,False,1,476,active,1604681965,,,1604682000,1604682000,1,0
202,477,1,1,70,0,0,1,0,False,1,477,active,1604681811,,,1604682000,1604682000,0,0
203,478,1,1,35,0,1,1,1,False,1,478,active,1604681982,,,1604682000,1604682000,5,0
204,479,1,4,27,0,0,1,2,False,1,479,active,1604681891,,,1604682000,1604682000,0,3
205,480,1,7,20,0,2,1,0,False,1,480,active,1604681634,,,1604682000,1604682000,0,2
206,481,1,0,25,0,0,1,0,False,1,481,active,1604681162,,,1604682000,1604682000,0,0
207,482,1,46,31,0,1,1,2,False,1,482,active,1604681916,,,1604682000,1604682000,0,10
208,483,1,15,18,0,1,1,1,False,1,483,active,1604681423,,,1604682000,1604682000,0,7
209,484,1,46,0,0,0,1,18,False,1,484,active,1604680928,,,1604682000,1604682000,0,2
210,485,1,20,19,0,1,1,6,False,1,485,active,1604681947,,,1604682000,1604682000,8,0
211,486,1,36,4,0,1,1,0,False,1,486,active,1604681770,,,1604682000,1604682000,0,4
212,487,1,2,33,0,0,1,0,False,1,487,active,1604681911,,,1604682000,1604682000,3,0
213,489,1,29,17,0,3,1,1,False,1,489,active,1604681836,,,1604682000,1604682000,1,0
214,490,1,24,40,0,2,1,1,False,1,490,active,1604681881,,,1604682000,1604682000,15,0
215,492,1,4,64,0,0,1,0,False,1,492,active,1604681970,,,1604682000,1604682000,6,0
216,493,1,26,8,0,0,1,4,False,1,493,active,1604681844,,,1604682000,1604682000,0,4
217,494,1,53,12,0,1,1,0,False,1,494,active,1604681971,,,1604682000,1604682000,7,0
218,495,1,15,23,0,1,1,1,False,1,495,active,1604681959,,,1604682000,1604682000,0,13
219,496,1,46,15,1,3,1,0,False,1,496,active,1604681769,,,1604682000,1604682000,0,0
220,497,1,63,0,0,3,1,5,False,1,497,active,1604681888,,,1604682000,1604682000,0,5
221,499,1,6,26,0,4,1,2,True,1,499,active,1604681985,,,1604682000,1604682000,1,0
222,500,1,37,13,0,2,1,6,False,1,500,active,1604681397,,,1604682000,1604682000,0,2
223,501,1,21,60,0,2,1,1,False,1,501,active,1604681952,,,1604682000,1604682000,0,7
224,502,1,10,25,0,1,1,5,False,1,502,active,1604681898,,,1604682000,1604682000,0,5
225,503,1,22,8,0,1,1,0,False,1,503,active,1604681820,,,1604682000,1604682000,0,0
226,504,1,11,42,0,1,1,0,False,1,504,active,1604681955,,,1604682000,1604682000,0,11
227,505,1,9,40,0,3,1,0,False,1,505,active,1604681954,,,1604682000,1604682000,2,0
228,507,1,15,30,0,0,1,2,False,1,507,active,1604681977,,,1604682000,1604682000,0,10
229,508,1,11,14,0,0,1,0,False,1,508,active,1604681503,,,1604682000,1604682000,0,8
230,509,1,3,56,0,2,1,2,False,1,509,active,1604681916,,,1604682000,1604682000,10,0
231,510,1,14,41,0,0,1,1,False,1,510,active,1604681123,,,1604682000,1604682000,0,2
232,513,1,8,20,0,1,1,0,False,1,513,active,1604681764,,,1604682000,1604682000,0,0
233,514,1,35,17,0,0,1,0,True,1,514,active,1604681981,,,1604682000,1604682000,5,0
234,515,1,20,56,0,3,1,1,False,1,515,active,1604681865,,,1604682000,1604682000,0,0
235,516,1,30,0,0,1,1,0,False,1,516,active,1604680844,,,1604682000,1604682000,0,0
236,517,1,46,21,0,2,1,10,False,1,517,active,1604681148,,,1604682000,1604682000,0,1
237,519,1,48,17,0,4,1,5,False,1,519,active,1604681917,,,1604682000,1604682000,0,0
238,522,1,37,14,0,0,1,7,False,1,522,active,1604681962,"{'station_id': '66dc81ce-0aca-11e7-82f6-3863bb44ef7c', 'valet_revision': 67, 'off_dock_capacity': 70, 'active': True, 'region': 'BKN', 'dock_blocked_count': 0, 'off_dock_count': 27}",[{'id': '66dc81ce-0aca-11e7-82f6-3863bb44ef7c'}],1604682000,1604682000,0,3
239,525,1,54,1,0,1,1,0,False,1,525,active,1604681968,,,1604682000,1604682000,0,2
240,526,1,39,0,0,1,1,3,False,1,526,active,1604681985,,,1604682000,1604682000,0,6
241,528,1,18,17,0,4,1,1,False,1,528,active,1604681934,,,1604682000,1604682000,0,3
242,529,1,3,37,0,1,1,0,False,1,529,active,1604681916,,,1604682000,1604682000,1,0
243,530,1,9,13,0,2,1,0,False,1,530,active,1604681680,,,1604682000,1604682000,3,0
244,531,1,48,10,0,2,1,3,False,1,531,active,1604681765,,,1604682000,1604682000,0,1
245,532,1,0,39,0,4,1,0,False,1,532,active,1604680990,,,1604682000,1604682000,10,0
246,533,1,40,4,0,2,1,9,False,1,533,active,1604681738,,,1604682000,1604682000,0,0
247,534,1,31,0,0,0,1,5,False,1,534,active,1604680974,,,1604682000,1604682000,0,0
248,536,1,26,1,0,1,1,0,False,1,536,active,1604681790,,,1604682000,1604682000,1,0
249,539,1,11,19,0,1,1,1,False,1,539,active,1604681961,,,1604682000,1604682000,2,0
250,540,1,18,35,0,0,1,3,False,1,540,active,1604681300,,,1604682000,1604682000,0,1
251,545,1,24,2,0,1,1,0,False,1,545,active,1604681672,,,1604682000,1604682000,0,3
252,546,1,25,20,0,0,1,5,False,1,546,active,1604681766,,,1604682000,1604682000,0,0
253,2000,1,50,7,0,0,1,4,False,1,2000,active,1604681838,,,1604682000,1604682000,0,6
254,2002,1,16,11,0,0,1,0,False,1,2002,active,1604681515,,,1604682000,1604682000,2,0
255,2003,1,23,31,0,0,1,0,False,1,2003,active,1604681639,,,1604682000,1604682000,0,4
256,2005,1,11,1,0,0,1,4,False,1,2005,active,1604681591,,,1604682000,1604682000,0,0
257,2006,1,22,24,0,3,1,3,True,1,2006,active,1604681905,,,1604682000,1604682000,9,0
258,2008,1,15,9,0,0,1,2,True,1,2008,active,1604681981,,,1604682000,1604682000,3,0
259,2009,1,17,17,0,1,1,0,False,1,2009,active,1604680975,,,1604682000,1604682000,0,2
260,2010,1,48,15,0,2,1,5,False,1,2010,active,1604681871,,,1604682000,1604682000,0,4
261,2012,1,25,0,18,0,1,1,False,1,2012,active,1604681767,"{'station_id': '66dc9223-0aca-11e7-82f6-3863bb44ef7c', 'valet_revision': 1269, 'off_dock_capacity': 70, 'active': True, 'region': 'BKN', 'dock_blocked_count': 18, 'off_dock_count': 40}",[{'id': '66dc9223-0aca-11e7-82f6-3863bb44ef7c'}],1604682000,1604682000,2,0
262,2017,1,20,19,0,0,1,8,False,1,2017,active,1604681691,,,1604682000,1604682000,0,5
263,2021,1,18,46,0,1,1,0,False,1,2021,active,1604681897,,,1604682000,1604682000,0,1
264,2022,1,15,17,0,1,1,3,False,1,2022,active,1604681589,,,1604682000,1604682000,0,4
265,3016,1,37,16,0,1,1,0,False,1,3016,active,1604681518,,,1604682000,1604682000,0,0
266,3041,1,5,19,0,0,1,0,False,1,3041,active,1604681504,,,1604682000,1604682000,0,3
267,3042,1,9,10,0,0,1,0,False,1,3042,active,1604681984,,,1604682000,1604682000,2,0
268,3043,1,1,18,0,0,1,0,False,1,3043,active,1604681504,,,1604682000,1604682000,0,1
269,3044,1,2,24,0,1,1,1,False,1,3044,active,1604681952,,,1604682000,1604682000,0,0
270,3046,1,2,17,0,0,1,1,False,1,3046,active,1604681955,,,1604682000,1604682000,2,0
271,3047,1,0,21,0,0,1,0,False,1,3047,active,1604681834,,,1604682000,1604682000,0,0
272,3048,1,2,15,0,2,1,0,False,1,3048,active,1604681365,,,1604682000,1604682000,0,1
273,3049,1,0,17,1,0,1,0,False,1,3049,active,1604680373,,,1604682000,1604682000,0,0
274,3050,1,0,20,0,1,1,0,False,1,3050,active,1604678027,,,1604682000,1604682000,0,0
275,3052,1,1,21,0,1,1,0,False,1,3052,active,1604681929,,,1604682000,1604682000,0,1
276,3053,1,1,22,0,0,1,0,False,1,3053,active,1604680706,,,1604682000,1604682000,0,0
277,3054,1,0,19,0,0,1,0,False,1,3054,active,1604681601,,,1604682000,1604682000,0,0
278,3055,1,0,23,0,0,1,0,False,1,3055,active,1604681186,,,1604682000,1604682000,1,0
279,3056,1,8,14,0,1,1,0,False,1,3056,active,1604680499,,,1604682000,1604682000,0,0
280,3057,1,2,14,0,2,1,0,False,1,3057,active,1604681781,,,1604682000,1604682000,0,1
281,3058,1,9,15,0,0,1,0,False,1,3058,active,1604681911,,,1604682000,1604682000,0,2
282,3059,1,0,19,0,0,1,0,False,1,3059,active,1604676889,,,1604682000,1604682000,1,0
283,3060,1,10,9,0,0,1,1,False,1,3060,active,1604681029,,,1604682000,1604682000,0,2
284,3061,1,2,19,0,0,1,0,False,1,3061,active,1604681072,,,1604682000,1604682000,0,1
285,3062,1,1,22,0,0,1,0,False,1,3062,active,1604676499,,,1604682000,1604682000,1,0
286,3063,1,14,1,0,5,1,1,False,1,3063,active,1604681866,,,1604682000,1604682000,0,0
287,3064,1,9,11,1,2,1,0,False,1,3064,active,1604681623,,,1604682000,1604682000,0,0
288,3065,1,4,27,0,0,1,0,False,1,3065,active,1604672918,,,1604682000,1604682000,0,2
289,3066,1,17,2,0,0,1,0,False,1,3066,active,1604679373,,,1604682000,1604682000,0,1
290,3067,1,12,14,0,1,1,0,False,1,3067,active,1604681512,,,1604682000,1604682000,3,0
291,3068,1,33,9,0,0,1,3,False,1,3068,active,1604679248,,,1604682000,1604682000,0,3
292,3069,1,5,24,0,0,1,0,False,1,3069,active,1604681686,,,1604682000,1604682000,0,0
293,3070,1,4,19,0,0,1,0,False,1,3070,active,1604681318,,,1604682000,1604682000,4,0
294,3071,1,10,9,0,0,1,0,False,1,3071,active,1604681834,,,1604682000,1604682000,0,1
295,3072,1,10,14,0,0,1,1,False,1,3072,active,1604681617,,,1604682000,1604682000,0,3
296,3074,1,13,28,0,1,1,0,False,1,3074,active,1604680663,,,1604682000,1604682000,2,0
297,3075,1,5,27,0,1,1,0,False,1,3075,active,1604681926,,,1604682000,1604682000,0,2
298,3076,1,6,30,0,0,1,1,False,1,3076,active,1604681731,,,1604682000,1604682000,0,2
299,3077,1,13,20,0,0,1,1,False,1,3077,active,1604681868,,,1604682000,1604682000,0,4
300,3078,1,22,4,0,1,1,0,False,1,3078,active,1604681849,,,1604682000,1604682000,0,7
301,3080,1,2,19,0,0,1,0,False,1,3080,active,1604681890,,,1604682000,1604682000,2,0
302,3081,1,15,13,0,1,1,1,False,1,3081,active,1604679681,,,1604682000,1604682000,0,3
303,3082,1,17,6,0,2,1,0,False,1,3082,active,1604680036,,,1604682000,1604682000,1,0
304,3083,1,5,26,0,1,1,1,False,1,3083,active,1604681873,,,1604682000,1604682000,0,5
305,3085,1,16,9,0,0,1,0,False,1,3085,active,1604681762,,,1604682000,1604682000,1,0
306,3086,1,26,4,0,0,1,1,False,1,3086,active,1604681959,,,1604682000,1604682000,0,2
307,3087,1,15,14,0,1,1,0,False,1,3087,active,1604679734,,,1604682000,1604682000,0,1
308,3088,1,13,6,0,0,1,0,False,1,3088,active,1604678949,,,1604682000,1604682000,0,3
309,3092,1,27,0,0,0,0,5,False,0,3092,active,1604681485,,,1604682000,1604682000,0,0
310,3093,1,23,3,0,2,1,0,False,1,3093,active,1604681759,,,1604682000,1604682000,1,0
311,3094,1,12,5,0,0,1,0,False,1,3094,active,1604680859,,,1604682000,1604682000,2,0
312,3095,1,4,22,0,0,1,0,False,1,3095,active,1604681825,,,1604682000,1604682000,0,1
313,3096,1,35,3,0,1,1,1,False,1,3096,active,1604681876,,,1604682000,1604682000,0,1
314,3100,1,10,40,0,1,1,0,False,1,3100,active,1604677956,,,1604682000,1604682000,1,0
315,3101,1,25,2,0,0,1,0,False,1,3101,active,1604681541,,,1604682000,1604682000,2,0
316,3102,1,12,15,0,0,1,0,False,1,3102,active,1604679106,,,1604682000,1604682000,7,0
317,3105,1,9,15,0,0,1,1,False,1,3105,active,1604681114,,,1604682000,1604682000,3,0
318,3106,1,2,20,0,0,1,0,False,1,3106,active,1604681542,,,1604682000,1604682000,0,0
319,3107,1,37,2,0,0,1,0,False,1,3107,active,1604681891,,,1604682000,1604682000,0,5
320,3108,1,7,41,0,3,1,0,False,1,3108,active,1604679900,,,1604682000,1604682000,0,1
321,3109,1,30,1,0,0,1,0,False,1,3109,active,1604680903,,,1604682000,1604682000,0,0
322,3110,1,22,5,0,1,1,0,False,1,3110,active,1604681704,,,1604682000,1604682000,0,0
323,3112,1,29,1,0,3,1,2,False,1,3112,active,1604681768,,,1604682000,1604682000,0,5
324,3113,1,24,1,0,2,1,0,False,1,3113,active,1604681681,,,1604682000,1604682000,0,2
325,3115,1,47,3,0,0,1,1,False,1,3115,active,1604681503,,,1604682000,1604682000,0,2
326,3116,1,25,9,0,1,1,0,False,1,3116,active,1604681520,,,1604682000,1604682000,2,0
327,3117,1,15,9,0,3,1,0,False,1,3117,active,1604681667,,,1604682000,1604682000,0,2
328,3118,1,10,32,0,0,1,1,False,1,3118,active,1604681799,,,1604682000,1604682000,0,0
329,3119,1,12,33,0,0,1,1,False,1,3119,active,1604681647,,,1604682000,1604682000,0,0
330,3121,1,3,24,0,0,1,0,False,1,3121,active,1604681293,,,1604682000,1604682000,1,0
331,3122,1,3,76,0,0,1,0,False,1,3122,active,1604678598,,,1604682000,1604682000,3,0
332,3123,1,44,3,0,0,1,7,False,1,3123,active,1604681714,,,1604682000,1604682000,0,1
333,3124,1,2,41,0,0,1,0,False,1,3124,active,1604681617,,,1604682000,1604682000,0,1
334,3125,1,3,20,0,0,1,1,False,1,3125,active,1604680557,,,1604682000,1604682000,0,1
335,3126,1,3,31,0,0,1,0,False,1,3126,active,1604681978,,,1604682000,1604682000,0,1
336,3127,1,11,24,0,0,1,1,False,1,3127,active,1604678118,,,1604682000,1604682000,0,0
337,3128,1,12,15,0,0,1,2,False,1,3128,active,1604681055,,,1604682000,1604682000,0,0
338,3129,1,9,29,0,2,1,0,True,1,3129,active,1604681925,,,1604682000,1604682000,0,0
339,3130,1,29,1,0,0,1,1,False,1,3130,active,1604681511,,,1604682000,1604682000,0,3
340,3131,0,0,0,0,0,0,0,False,0,3131,out_of_service,86400,,,1604682000,1604682000,0,0
341,3132,1,31,0,0,4,1,11,False,1,3132,active,1604681864,,,1604682000,1604682000,0,2
342,3134,1,23,16,0,0,1,2,False,1,3134,active,1604681538,,,1604682000,1604682000,0,1
343,3135,1,4,36,1,0,1,0,False,1,3135,active,1604681760,,,1604682000,1604682000,3,0
344,3136,1,38,7,0,2,1,8,False,1,3136,active,1604681309,,,1604682000,1604682000,0,2
345,3137,1,19,10,0,2,1,1,True,1,3137,active,1604681949,,,1604682000,1604682000,0,2
346,3139,1,2,41,0,0,1,0,False,1,3139,active,1604681956,,,1604682000,1604682000,0,0
347,3140,1,4,50,0,1,1,0,False,1,3140,active,1604681967,,,1604682000,1604682000,5,0
348,3141,1,31,0,34,7,1,27,False,1,3141,active,1604681912,"{'station_id': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c', 'valet_revision': 1520, 'off_dock_capacity': 100, 'active': True, 'region': 'BKN', 'dock_blocked_count': 33, 'off_dock_count': 91}",[{'id': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c'}],1604682000,1604682000,4,0
349,3142,1,20,18,0,3,1,2,False,1,3142,active,1604681938,,,1604682000,1604682000,0,6
350,3143,1,11,35,0,1,1,1,False,1,3143,active,1604681978,,,1604682000,1604682000,4,0
351,3144,1,11,35,0,0,1,0,False,1,3144,active,1604681971,,,1604682000,1604682000,1,0
352,3145,1,2,43,0,0,1,0,False,1,3145,active,1604681821,,,1604682000,1604682000,0,1
353,3146,1,3,44,0,0,1,0,False,1,3146,active,1604681914,,,1604682000,1604682000,0,0
354,3147,1,16,23,0,0,1,5,False,1,3147,active,1604681956,,,1604682000,1604682000,0,0
355,3148,1,7,23,0,1,1,2,False,1,3148,active,1604681488,,,1604682000,1604682000,1,0
356,3150,1,17,30,0,0,1,0,False,1,3150,active,1604681807,,,1604682000,1604682000,2,0
357,3151,1,8,35,0,0,1,0,False,1,3151,active,1604681208,,,1604682000,1604682000,0,2
358,3152,1,4,34,0,4,1,0,False,1,3152,active,1604681958,,,1604682000,1604682000,0,3
359,3154,1,11,19,0,1,1,1,False,1,3154,active,1604681827,,,1604682000,1604682000,1,0
360,3156,1,27,7,0,3,1,1,False,1,3156,active,1604681862,,,1604682000,1604682000,0,3
361,3157,1,21,6,0,0,1,0,False,1,3157,active,1604681180,,,1604682000,1604682000,0,0
362,3158,1,4,23,0,4,1,0,False,1,3158,active,1604681971,,,1604682000,1604682000,0,0
363,3159,1,16,13,0,2,1,2,False,1,3159,active,1604681616,,,1604682000,1604682000,0,6
364,3160,1,12,24,0,3,1,0,True,1,3160,active,1604681978,,,1604682000,1604682000,0,5
365,3161,1,0,58,0,1,1,0,False,1,3161,active,1604680809,,,1604682000,1604682000,1,0
366,3163,1,8,32,1,2,1,0,True,1,3163,active,1604681868,,,1604682000,1604682000,1,0
367,3164,1,12,55,0,0,1,0,False,1,3164,active,1604681917,,,1604682000,1604682000,5,0
368,3165,1,9,40,0,2,1,0,False,1,3165,active,1604681973,,,1604682000,1604682000,0,0
369,3166,1,6,31,0,4,1,0,False,1,3166,active,1604681281,,,1604682000,1604682000,0,1
370,3167,1,3,51,0,1,1,1,False,1,3167,active,1604681671,,,1604682000,1604682000,1,0
371,3169,1,6,32,0,1,1,0,False,1,3169,active,1604681839,,,1604682000,1604682000,0,6
372,3170,1,0,35,0,0,1,0,False,1,3170,active,1604681020,,,1604682000,1604682000,0,0
373,3171,1,0,38,0,1,1,0,False,1,3171,active,1604681974,,,1604682000,1604682000,6,0
374,3172,1,3,24,0,0,1,0,False,1,3172,active,1604681832,,,1604682000,1604682000,0,1
375,3173,1,5,32,0,1,1,0,False,1,3173,active,1604681797,,,1604682000,1604682000,7,0
376,3175,1,6,24,0,1,1,0,False,1,3175,active,1604681684,,,1604682000,1604682000,0,5
377,3177,1,0,62,0,1,1,0,False,1,3177,active,1604681712,,,1604682000,1604682000,1,0
378,3178,1,6,32,0,1,1,0,False,1,3178,active,1604680965,,,1604682000,1604682000,0,3
379,3179,1,6,17,0,0,1,0,False,1,3179,active,1604681925,,,1604682000,1604682000,0,1
