,num_bikes_available,legacy_id,is_installed,last_reported,num_docks_available,num_bikes_disabled,num_ebikes_available,is_renting,is_returning,station_id,num_docks_disabled,station_status,eightd_has_available_keys,eightd_active_station_services,valet,starttime,timestamp,demand,supply
774,35,3735,1,1605243337,3,0,3,1,1,3735,0,active,False,,,1605243605,1605243605,0,2
775,0,3736,0,1601471240,3,0,0,0,0,3736,0,out_of_service,False,,,1605243605,1605243605,0,0
776,28,3737,1,1605243568,7,0,1,1,1,3737,0,active,False,,,1605243605,1605243605,1,0
777,28,3738,1,1605239377,3,0,0,1,1,3738,0,active,False,,,1605243605,1605243605,0,0
778,32,3739,1,1605242248,3,2,1,1,1,3739,0,active,False,,,1605243605,1605243605,0,1
779,9,3740,1,1605240297,25,0,0,1,1,3740,0,active,False,,,1605243605,1605243605,2,0
780,30,3744,1,1605243540,21,0,1,1,1,3744,0,active,False,,,1605243605,1605243605,2,0
781,5,3745,1,1605242997,22,0,1,1,1,3745,0,active,False,,,1605243605,1605243605,0,0
782,39,3746,1,1605242617,9,0,1,1,1,3746,0,active,False,,,1605243605,1605243605,1,0
783,3,3749,1,1605242395,19,1,0,1,1,3749,0,active,False,,,1605243605,1605243605,2,0
784,3,3755,1,1605243072,13,3,1,1,1,3755,0,active,False,,,1605243605,1605243605,1,0
785,9,3756,1,1605239351,12,0,1,1,1,3756,0,active,False,,,1605243605,1605243605,0,0
786,20,3757,1,1605237018,2,1,0,1,1,3757,0,active,False,,,1605243605,1605243605,1,0
787,3,3758,1,1605237747,16,0,1,1,1,3758,0,active,False,,,1605243605,1605243605,1,0
788,1,3759,1,1605242448,17,1,0,1,1,3759,0,active,False,,,1605243605,1605243605,0,0
789,11,3760,1,1605241793,12,0,2,1,1,3760,0,active,False,,,1605243605,1605243605,0,0
790,0,3761,1,1605241683,27,0,0,1,1,3761,0,active,False,,,1605243605,1605243605,2,0
791,20,3762,1,1605241819,7,0,0,1,1,3762,0,active,False,,,1605243605,1605243605,0,1
792,16,3763,1,1605243497,11,0,1,1,1,3763,0,active,False,,,1605243605,1605243605,0,1
793,9,3764,1,1605237813,12,0,1,1,1,3764,0,active,False,,,1605243605,1605243605,0,1
794,13,3765,1,1605224706,8,0,0,1,1,3765,0,active,False,,,1605243605,1605243605,0,0
795,7,3766,1,1605242958,17,0,5,1,1,3766,0,active,False,,,1605243605,1605243605,1,0
796,2,3767,1,1605233620,17,0,0,1,1,3767,0,active,False,,,1605243605,1605243605,0,0
797,23,3768,1,1605228909,0,0,1,1,1,3768,0,active,False,,,1605243605,1605243605,0,0
798,11,3769,1,1605233266,12,0,0,1,1,3769,0,active,False,,,1605243605,1605243605,0,0
799,1,3770,1,1605240285,20,0,0,1,1,3770,0,active,False,,,1605243605,1605243605,0,0
800,17,3771,1,1605241046,12,1,2,1,1,3771,0,active,False,,,1605243605,1605243605,4,0
801,6,3772,1,1605238460,13,0,0,1,1,3772,0,active,False,,,1605243605,1605243605,0,0
802,3,3773,1,1605240511,17,0,2,1,1,3773,0,active,False,,,1605243605,1605243605,0,0
803,11,3774,1,1605240902,12,0,1,1,1,3774,0,active,False,,,1605243605,1605243605,0,0
804,5,3775,1,1605239920,22,0,3,1,1,3775,0,active,False,,,1605243605,1605243605,0,0
805,2,3776,1,1605240296,21,0,0,1,1,3776,0,active,False,,,1605243605,1605243605,0,0
806,2,3777,1,1605243548,21,0,1,1,1,3777,0,active,False,,,1605243605,1605243605,0,0
807,4,3778,1,1605242030,22,1,1,1,1,3778,0,active,False,,,1605243605,1605243605,0,1
808,4,3779,1,1605237091,20,0,1,1,1,3779,0,active,False,,,1605243605,1605243605,0,0
809,4,3780,1,1605243194,18,0,0,1,1,3780,0,active,False,,,1605243605,1605243605,1,0
810,1,3781,1,1605240893,29,0,1,1,1,3781,0,active,False,,,1605243605,1605243605,0,0
811,22,3782,1,1605231310,9,0,0,1,1,3782,0,active,False,,,1605243605,1605243605,0,0
812,57,3783,1,1605239608,8,0,0,1,1,3783,0,active,False,,,1605243605,1605243605,3,0
813,6,3785,1,1605243395,30,1,0,1,1,3785,0,active,False,,,1605243605,1605243605,0,2
814,43,3786,1,1605238211,0,6,0,1,1,3786,0,active,False,,,1605243605,1605243605,0,1
815,10,3787,1,1605233685,12,0,0,1,1,3787,0,active,False,,,1605243605,1605243605,0,0
816,22,3789,1,1605241612,9,0,6,1,1,3789,0,active,False,,,1605243605,1605243605,0,0
817,6,3790,1,1605240989,31,0,0,1,1,3790,0,active,False,,,1605243605,1605243605,0,0
818,20,3791,1,1605217163,12,0,0,1,1,3791,0,active,False,,,1605243605,1605243605,0,0
819,29,3792,1,1605211917,1,0,0,0,0,3792,0,active,False,,,1605243605,1605243605,0,0
820,16,3795,1,1605236755,3,0,0,1,1,3795,0,active,False,,,1605243605,1605243605,0,0
821,16,3798,1,1605243020,39,0,0,1,1,3798,0,active,False,,,1605243605,1605243605,0,1
822,54,3799,1,1605242320,7,6,4,1,1,3799,0,active,False,,,1605243605,1605243605,0,3
823,26,3803,1,1605243419,1,0,3,1,1,3803,0,active,False,,,1605243605,1605243605,0,0
824,0,3804,1,1605243411,1,14,0,1,1,3804,3,active,False,,,1605243605,1605243605,0,0
825,1,3808,1,1605237902,18,0,1,1,1,3808,0,active,False,,,1605243605,1605243605,0,0
826,8,3809,1,1605243502,45,0,1,1,1,3809,0,active,False,,,1605243605,1605243605,0,1
827,13,3811,1,1605236226,4,2,4,1,1,3811,0,active,False,,,1605243605,1605243605,0,0
828,27,3812,1,1605243581,19,3,2,1,1,3812,0,active,False,,,1605243605,1605243605,1,0
829,19,3813,1,1605240669,28,1,0,1,1,3813,1,active,True,,,1605243605,1605243605,0,2
830,0,3814,1,1605076474,0,0,0,0,0,3814,23,active,False,,,1605243605,1605243605,0,0
831,22,3815,1,1605242379,18,1,2,1,1,3815,0,active,False,,,1605243605,1605243605,0,0
832,3,3816,1,1605239697,20,1,1,1,1,3816,0,active,False,,,1605243605,1605243605,0,0
833,5,3817,1,1605236316,13,0,0,1,1,3817,0,active,False,,,1605243605,1605243605,0,0
834,18,3818,1,1605235766,19,3,0,1,1,3818,0,active,False,,,1605243605,1605243605,0,0
835,10,3819,1,1605242874,10,0,1,1,1,3819,0,active,False,,,1605243605,1605243605,0,0
836,2,3820,1,1605242414,17,0,1,1,1,3820,0,active,False,,,1605243605,1605243605,0,0
837,2,3821,1,1605240278,22,1,2,1,1,3821,0,active,False,,,1605243605,1605243605,0,1
838,0,3822,1,1605233448,19,1,0,1,1,3822,0,active,False,,,1605243605,1605243605,1,0
839,5,3823,1,1605236539,25,0,2,1,1,3823,0,active,False,,,1605243605,1605243605,0,2
840,4,3824,1,1605239701,19,0,3,1,1,3824,0,active,False,,,1605243605,1605243605,0,0
841,1,3825,1,1605236972,28,0,0,1,1,3825,0,active,False,,,1605243605,1605243605,0,0
842,1,3826,1,1605241628,17,0,0,1,1,3826,0,active,False,,,1605243605,1605243605,2,0
843,7,3827,1,1605241781,13,0,2,1,1,3827,0,active,False,,,1605243605,1605243605,2,0
844,2,3828,1,1605234492,20,0,0,1,1,3828,0,active,False,,,1605243605,1605243605,0,1
845,4,3829,1,1605229430,20,0,0,1,1,3829,0,active,False,,,1605243605,1605243605,0,0
846,4,3830,1,1605239702,18,0,1,1,1,3830,0,active,False,,,1605243605,1605243605,0,0
847,2,3831,1,1605240393,33,0,1,1,1,3831,0,active,False,,,1605243605,1605243605,1,0
848,7,3832,1,1605236216,14,0,0,1,1,3832,0,active,False,,,1605243605,1605243605,1,0
849,1,3833,1,1605241316,16,1,1,1,1,3833,0,active,False,,,1605243605,1605243605,0,1
850,0,3834,1,1605239629,18,1,0,1,1,3834,0,active,False,,,1605243605,1605243605,1,0
851,1,3835,1,1605238869,21,0,0,1,1,3835,0,active,False,,,1605243605,1605243605,4,0
852,1,3836,1,1605235751,28,0,0,1,1,3836,0,active,False,,,1605243605,1605243605,2,0
853,2,3837,1,1605241521,27,0,2,1,1,3837,0,active,False,,,1605243605,1605243605,0,0
854,0,3838,1,1605238477,25,0,0,1,1,3838,0,active,False,,,1605243605,1605243605,1,0
855,5,3839,1,1605234820,24,0,0,1,1,3839,0,active,False,,,1605243605,1605243605,0,0
856,0,3840,1,1605239291,24,0,0,1,1,3840,0,active,False,,,1605243605,1605243605,0,0
857,7,3841,1,1605243579,17,1,3,1,1,3841,0,active,False,,,1605243605,1605243605,1,0
858,2,3842,1,1605241632,27,0,0,1,1,3842,0,active,False,,,1605243605,1605243605,1,0
859,3,3843,1,1605237963,20,0,2,1,1,3843,0,active,False,,,1605243605,1605243605,0,0
860,3,3844,1,1605235930,22,0,1,1,1,3844,0,active,False,,,1605243605,1605243605,1,0
861,5,3845,1,1605241634,16,0,0,1,1,3845,0,active,False,,,1605243605,1605243605,1,0
862,4,3846,1,1605240816,20,1,3,1,1,3846,0,active,False,,,1605243605,1605243605,1,0
863,0,3847,1,1605241294,25,0,0,1,1,3847,0,active,False,,,1605243605,1605243605,0,0
864,4,3848,1,1605239152,27,1,3,1,1,3848,0,active,False,,,1605243605,1605243605,0,1
865,5,3849,1,1605239438,12,0,1,1,1,3849,0,active,False,,,1605243605,1605243605,0,0
866,17,3850,1,1605241419,8,0,0,1,1,3850,0,active,False,,,1605243605,1605243605,2,0
867,11,3851,1,1605224578,9,0,2,1,1,3851,0,active,False,,,1605243605,1605243605,0,0
868,12,3852,1,1605232438,5,0,0,1,1,3852,0,active,False,,,1605243605,1605243605,0,0
869,16,3853,1,1605228169,2,2,0,1,1,3853,0,active,False,,,1605243605,1605243605,1,0
870,3,3854,1,1605214842,21,0,0,1,1,3854,0,active,False,,,1605243605,1605243605,0,0
871,4,3855,1,1605237989,17,1,0,1,1,3855,0,active,False,,,1605243605,1605243605,0,0
872,7,3856,1,1605240720,16,2,1,1,1,3856,0,active,False,,,1605243605,1605243605,0,0
873,3,3857,1,1605240718,16,0,0,1,1,3857,0,active,False,,,1605243605,1605243605,0,0
874,11,3858,1,1605236358,9,0,0,1,1,3858,0,active,False,,,1605243605,1605243605,0,0
875,10,3859,1,1605230120,10,0,0,1,1,3859,0,active,False,,,1605243605,1605243605,0,0
876,1,3860,1,1605241547,25,0,0,1,1,3860,0,active,False,,,1605243605,1605243605,1,0
877,4,3861,1,1605235100,16,0,1,1,1,3861,0,active,False,,,1605243605,1605243605,0,2
878,1,3862,1,1605234237,17,0,0,1,1,3862,0,active,False,,,1605243605,1605243605,0,0
879,12,3863,1,1605242852,5,1,4,1,1,3863,0,active,False,,,1605243605,1605243605,0,0
880,5,3864,1,1605243056,25,0,2,1,1,3864,0,active,False,,,1605243605,1605243605,0,3
881,2,3865,1,1605242091,22,0,2,1,1,3865,0,active,False,,,1605243605,1605243605,1,0
882,6,3866,1,1605241799,26,0,4,1,1,3866,0,active,False,,,1605243605,1605243605,0,0
883,1,3867,1,1605171384,28,0,0,1,1,3867,0,active,False,,,1605243605,1605243605,0,0
884,0,3868,1,1605242032,19,0,0,1,1,3868,0,active,False,,,1605243605,1605243605,0,0
885,2,3869,1,1605235925,22,0,0,1,1,3869,0,active,False,,,1605243605,1605243605,0,0
886,0,3870,1,1605240617,20,0,0,1,1,3870,0,active,False,,,1605243605,1605243605,1,0
887,0,3871,1,1605171384,29,1,0,1,1,3871,0,active,False,,,1605243605,1605243605,0,0
888,0,3872,1,1605243567,19,0,0,1,1,3872,0,active,False,,,1605243605,1605243605,0,0
889,2,3873,1,1605221468,15,0,1,1,1,3873,0,active,False,,,1605243605,1605243605,0,0
890,3,3874,1,1605229002,13,0,1,1,1,3874,0,active,False,,,1605243605,1605243605,0,0
891,0,3875,1,1605173019,15,0,0,1,1,3875,0,active,False,,,1605243605,1605243605,0,0
892,10,3876,1,1605241293,13,0,3,1,1,3876,0,active,False,,,1605243605,1605243605,0,0
893,5,3877,1,1605239207,20,0,2,1,1,3877,0,active,False,,,1605243605,1605243605,0,0
894,2,3878,1,1605237552,17,0,0,1,1,3878,0,active,False,,,1605243605,1605243605,1,0
895,6,3879,1,1605242782,18,1,1,1,1,3879,0,active,False,,,1605243605,1605243605,0,0
896,6,3880,1,1605229846,21,0,0,1,1,3880,0,active,False,,,1605243605,1605243605,0,0
897,21,3881,1,1605240405,16,2,0,1,1,3881,0,active,False,,,1605243605,1605243605,0,0
898,7,3882,1,1605239787,8,0,0,1,1,3882,0,active,False,,,1605243605,1605243605,0,0
899,2,3883,1,1605228301,17,0,1,1,1,3883,0,active,False,,,1605243605,1605243605,1,0
900,1,3884,1,1605241578,22,0,0,1,1,3884,0,active,False,,,1605243605,1605243605,1,0
901,1,3885,1,1605235124,18,0,1,1,1,3885,0,active,False,,,1605243605,1605243605,0,0
902,3,3886,1,1605222465,17,0,3,1,1,3886,0,active,False,,,1605243605,1605243605,0,0
903,16,3887,1,1605237703,4,1,1,1,1,3887,0,active,False,,,1605243605,1605243605,0,0
904,4,3888,1,1605243204,14,1,2,1,1,3888,0,active,False,,,1605243605,1605243605,0,1
905,5,3890,1,1605240879,26,0,2,1,1,3890,0,active,False,,,1605243605,1605243605,2,0
906,6,3891,1,1605241673,13,1,0,1,1,3891,0,active,False,,,1605243605,1605243605,0,0
907,6,3892,1,1605240862,12,1,1,1,1,3892,0,active,False,,,1605243605,1605243605,1,0
908,3,3893,1,1605243111,22,0,3,1,1,3893,0,active,False,,,1605243605,1605243605,2,0
909,31,3894,1,1605243033,4,1,0,1,1,3894,0,active,False,,,1605243605,1605243605,0,0
910,1,3895,1,1605234892,24,0,1,1,1,3895,0,active,False,,,1605243605,1605243605,0,0
911,3,3896,1,1605241715,19,0,0,1,1,3896,0,active,False,,,1605243605,1605243605,0,0
912,1,3897,1,1605233726,16,0,0,1,1,3897,0,active,False,,,1605243605,1605243605,1,0
913,10,3898,1,1605243358,46,1,0,1,1,3898,0,active,False,,,1605243605,1605243605,0,0
914,15,3899,1,1605238802,3,0,2,1,1,3899,0,active,False,,,1605243605,1605243605,0,0
915,1,3900,1,1605242197,28,1,0,1,1,3900,0,active,False,,,1605243605,1605243605,1,0
916,3,3901,1,1605241850,14,0,2,1,1,3901,0,active,False,,,1605243605,1605243605,0,0
917,3,3902,1,1605231432,16,0,0,1,1,3902,0,active,False,,,1605243605,1605243605,0,0
918,7,3903,1,1605240857,9,1,5,1,1,3903,0,active,False,,,1605243605,1605243605,1,0
919,6,3905,1,1605242794,19,2,1,1,1,3905,0,active,False,,,1605243605,1605243605,0,0
920,20,3906,1,1605243381,8,4,4,1,1,3906,0,active,False,,,1605243605,1605243605,0,3
921,1,3907,1,1605231336,16,0,0,1,1,3907,0,active,False,,,1605243605,1605243605,0,0
922,1,3909,1,1605236150,19,0,1,1,1,3909,0,active,False,,,1605243605,1605243605,0,0
923,4,3910,1,1605229098,13,0,3,1,1,3910,0,active,False,,,1605243605,1605243605,0,0
924,21,3911,1,1605240663,1,0,0,1,1,3911,0,active,False,,,1605243605,1605243605,0,0
925,14,3913,1,1605242593,5,0,0,1,1,3913,0,active,False,,,1605243605,1605243605,0,0
926,22,3914,1,1605240603,16,1,8,0,0,3914,0,active,False,,,1605243605,1605243605,0,0
927,39,3916,1,1605242095,5,1,2,1,1,3916,0,active,True,,,1605243605,1605243605,2,0
928,25,3917,1,1605232632,6,0,0,1,1,3917,0,active,False,,,1605243605,1605243605,0,0
929,28,3918,1,1605243545,2,0,8,1,1,3918,0,active,False,,,1605243605,1605243605,0,0
930,20,3919,1,1605238169,16,1,0,1,1,3919,0,active,False,,,1605243605,1605243605,0,0
931,11,3920,1,1605242227,7,1,3,1,1,3920,0,active,False,,,1605243605,1605243605,0,0
932,1,3921,1,1605235856,16,2,1,1,1,3921,0,active,False,,,1605243605,1605243605,0,0
933,4,3922,1,1605241155,15,0,1,1,1,3922,0,active,False,,,1605243605,1605243605,0,0
934,3,3923,1,1605241713,14,0,1,1,1,3923,0,active,False,,,1605243605,1605243605,0,0
935,12,3924,1,1605239436,12,1,0,1,1,3924,0,active,False,,,1605243605,1605243605,0,0
936,10,3925,1,1605223185,11,0,0,1,1,3925,0,active,False,,,1605243605,1605243605,0,0
937,4,3926,1,1605241703,16,0,1,1,1,3926,0,active,False,,,1605243605,1605243605,0,0
938,5,3927,1,1605238439,21,1,1,1,1,3927,0,active,False,,,1605243605,1605243605,1,0
939,10,3928,1,1605241945,8,0,3,1,1,3928,0,active,False,,,1605243605,1605243605,2,0
940,10,3929,1,1605241086,8,1,1,1,1,3929,0,active,False,,,1605243605,1605243605,1,0
941,7,3930,1,1605235822,11,1,1,1,1,3930,0,active,False,,,1605243605,1605243605,0,0
942,8,3931,1,1605238222,15,0,0,1,1,3931,0,active,False,,,1605243605,1605243605,0,0
943,8,3932,1,1605237190,14,1,1,1,1,3932,0,active,False,,,1605243605,1605243605,0,0
944,16,3933,1,1605235091,3,0,0,1,1,3933,0,active,False,,,1605243605,1605243605,0,0
945,7,3934,1,1605238867,20,0,1,1,1,3934,0,active,False,,,1605243605,1605243605,0,1
946,2,3935,1,1605223719,17,0,0,1,1,3935,0,active,False,,,1605243605,1605243605,0,0
947,3,3936,1,1605224980,16,0,0,1,1,3936,0,active,False,,,1605243605,1605243605,0,0
948,4,3937,1,1605238409,19,0,1,1,1,3937,0,active,False,,,1605243605,1605243605,0,0
949,7,3938,1,1605173798,12,0,1,1,1,3938,0,active,False,,,1605243605,1605243605,0,0
950,3,3939,1,1605211854,18,0,1,1,1,3939,0,active,False,,,1605243605,1605243605,0,0
951,1,3940,1,1605193148,14,1,1,1,1,3940,0,active,False,,,1605243605,1605243605,0,0
952,7,3941,1,1605224850,10,0,0,1,1,3941,0,active,False,,,1605243605,1605243605,0,0
953,0,3942,1,1605235337,21,0,0,1,1,3942,0,active,False,,,1605243605,1605243605,1,0
954,0,3944,1,1605237802,30,0,0,1,1,3944,0,active,False,,,1605243605,1605243605,0,0
955,0,3945,1,1605230324,19,2,0,1,1,3945,0,active,False,,,1605243605,1605243605,1,0
956,4,3946,1,1605239714,17,0,1,1,1,3946,0,active,False,,,1605243605,1605243605,1,0
957,0,3947,1,1605210791,17,1,0,1,1,3947,0,active,False,,,1605243605,1605243605,0,0
958,1,3948,1,1605223894,22,0,1,1,1,3948,0,active,False,,,1605243605,1605243605,0,0
959,18,3949,1,1605238692,1,4,2,1,1,3949,0,active,False,,,1605243605,1605243605,0,0
960,2,3950,1,1605211131,17,0,0,1,1,3950,0,active,False,,,1605243605,1605243605,0,0
961,2,3951,1,1605240225,15,2,0,1,1,3951,0,active,False,,,1605243605,1605243605,0,0
962,0,3952,1,1605213724,18,1,0,1,1,3952,0,active,False,,,1605243605,1605243605,0,0
963,3,3953,1,1605241345,22,0,1,1,1,3953,0,active,False,,,1605243605,1605243605,0,0
964,3,3955,1,1605240408,16,0,0,1,1,3955,0,active,False,,,1605243605,1605243605,0,0
965,1,3956,1,1605211628,22,0,0,1,1,3956,0,active,False,,,1605243605,1605243605,0,0
966,3,3957,1,1605240793,16,0,1,1,1,3957,0,active,False,,,1605243605,1605243605,0,0
967,5,3958,1,1605219357,18,0,2,0,0,3958,0,active,False,,,1605243605,1605243605,0,0
968,2,3959,1,1605241236,29,0,1,1,1,3959,0,active,False,,,1605243605,1605243605,0,0
969,1,3960,1,1605243059,19,1,1,1,1,3960,0,active,False,,,1605243605,1605243605,0,0
970,18,3961,1,1605230451,1,0,1,1,1,3961,0,active,False,,,1605243605,1605243605,0,0
971,28,3963,1,1605235955,2,1,1,1,1,3963,0,active,False,,,1605243605,1605243605,1,0
972,1,3964,1,1605235920,17,2,0,1,1,3964,0,active,False,,,1605243605,1605243605,0,0
973,1,3965,1,1605238048,18,0,0,1,1,3965,0,active,False,,,1605243605,1605243605,1,0
974,7,3966,1,1605232210,12,0,0,1,1,3966,0,active,False,,,1605243605,1605243605,0,0
975,4,3967,1,1605243495,26,0,4,1,1,3967,0,active,False,,,1605243605,1605243605,0,0
976,7,3968,1,1605242959,13,1,1,1,1,3968,0,active,False,,,1605243605,1605243605,2,0
977,5,3969,1,1605212527,14,0,0,1,1,3969,0,active,False,,,1605243605,1605243605,0,0
978,11,3970,1,1605235566,8,0,1,1,1,3970,0,active,False,,,1605243605,1605243605,0,0
979,19,3972,1,1605230163,2,0,0,1,1,3972,2,active,False,,,1605243605,1605243605,0,0
980,0,3973,1,1605238373,26,0,0,1,1,3973,0,active,False,,,1605243605,1605243605,0,0
981,15,3975,1,1605233543,6,0,0,1,1,3975,0,active,False,,,1605243605,1605243605,0,0
982,14,3976,1,1605238366,5,0,1,1,1,3976,0,active,False,,,1605243605,1605243605,0,1
983,2,3977,1,1605224414,27,0,0,1,1,3977,0,active,False,,,1605243605,1605243605,0,0
984,0,3978,1,1605172595,18,0,0,1,1,3978,0,active,False,,,1605243605,1605243605,0,0
985,1,3980,1,1605236174,19,0,0,1,1,3980,0,active,False,,,1605243605,1605243605,1,0
986,2,3981,1,1605238203,21,1,1,1,1,3981,0,active,False,,,1605243605,1605243605,0,0
987,17,3982,1,1605209117,3,1,0,1,1,3982,0,active,False,,,1605243605,1605243605,0,0
988,10,3983,1,1605242466,11,2,1,1,1,3983,0,active,False,,,1605243605,1605243605,0,0
989,2,3984,1,1605239569,21,0,1,1,1,3984,0,active,False,,,1605243605,1605243605,0,0
