,is_installed,is_renting,station_status,num_docks_available,num_docks_disabled,last_reported,eightd_has_available_keys,num_bikes_available,is_returning,legacy_id,num_ebikes_available,station_id,num_bikes_disabled,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,1,1,active,34,0,1605005777,False,19,1,72,4,72,2,,,1605006000,1605006000,0,0
1,1,1,active,8,0,1605005956,False,24,1,79,1,79,1,,,1605006000,1605006000,0,1
2,1,1,active,0,0,1604990003,False,27,1,82,0,82,0,,,1605006000,1605006000,0,1
3,1,1,active,50,0,1605005187,False,12,1,83,1,83,0,,,1605006000,1605006000,2,0
4,0,0,out_of_service,0,0,86400,False,0,0,116,0,116,0,,,1605006000,1605006000,0,0
5,1,1,active,9,0,1605004559,False,44,1,119,1,119,0,,,1605006000,1605006000,0,0
6,1,1,active,12,0,1604999164,False,7,1,120,5,120,0,,,1605006000,1605006000,0,1
7,1,1,active,5,0,1604990002,False,25,1,127,0,127,1,,,1605006000,1605006000,0,3
8,1,1,active,29,0,1605005803,False,25,1,128,0,128,2,,,1605006000,1605006000,0,0
9,1,1,active,8,0,1605005412,False,16,1,143,1,143,0,,,1605006000,1605006000,0,0
10,1,1,active,21,0,1605004785,False,36,1,144,2,144,1,,,1605006000,1605006000,0,0
11,1,1,active,7,0,1604988796,False,32,1,146,0,146,0,,,1605006000,1605006000,0,3
12,1,1,active,12,0,1605005730,False,43,1,150,11,150,0,,,1605006000,1605006000,2,0
13,1,1,active,28,0,1605004367,True,4,1,151,4,151,1,,,1605006000,1605006000,0,0
14,1,1,active,9,0,1605002054,False,39,1,152,0,152,1,,,1605006000,1605006000,0,0
15,1,1,active,5,0,1604988795,False,17,1,157,1,157,1,,,1605006000,1605006000,1,0
16,1,1,active,18,0,1605005988,False,17,1,161,0,161,0,,,1605006000,1605006000,0,13
17,1,1,active,31,0,1605005779,False,13,1,164,0,164,3,,,1605006000,1605006000,0,3
18,1,1,active,38,0,1605005696,False,9,1,168,1,168,0,,,1605006000,1605006000,2,0
19,1,1,active,42,0,1605005726,False,28,1,173,7,173,0,,,1605006000,1605006000,4,0
20,1,1,active,6,0,1605004565,False,22,1,174,0,174,2,,,1605006000,1605006000,0,0
21,1,1,active,15,0,1605005571,False,44,1,212,1,212,1,,,1605006000,1605006000,1,0
22,1,1,active,26,0,1604993631,False,9,1,216,0,216,2,,,1605006000,1605006000,0,0
23,1,1,active,11,0,1604989783,False,27,1,217,0,217,1,,,1605006000,1605006000,1,0
24,1,1,active,4,0,1605005822,False,25,1,223,0,223,4,,,1605006000,1605006000,0,2
25,1,1,active,22,0,1605004568,True,7,1,224,1,224,1,,,1605006000,1605006000,1,0
26,1,1,active,52,0,1604994508,False,3,1,228,0,228,0,,,1605006000,1605006000,0,0
27,1,1,active,19,0,1605005569,False,2,1,229,1,229,2,,,1605006000,1605006000,2,0
28,1,1,active,0,0,86400,False,0,1,236,0,236,0,,,1605006000,1605006000,0,0
29,1,1,active,12,0,1605005255,False,26,1,237,0,237,1,,,1605006000,1605006000,0,5
30,1,1,active,7,0,1604991208,False,24,1,238,0,238,0,,,1605006000,1605006000,2,0
31,1,1,active,9,0,1605005958,False,22,1,239,1,239,0,,,1605006000,1605006000,0,1
32,1,1,active,7,0,1604988795,False,15,1,241,3,241,1,,,1605006000,1605006000,5,0
33,1,1,active,12,0,1605004241,False,34,1,242,1,242,0,,,1605006000,1605006000,0,1
34,1,1,active,25,0,1604990106,False,5,1,244,2,244,1,,,1605006000,1605006000,0,1
35,1,1,active,11,0,1604991210,False,12,1,245,0,245,0,,,1605006000,1605006000,2,0
36,1,1,active,8,0,1605005920,False,46,1,247,0,247,1,,,1605006000,1605006000,0,1
37,1,1,active,5,0,1604990002,False,94,1,248,0,248,0,,,1605006000,1605006000,1,0
38,1,1,active,9,0,1604991208,False,17,1,249,0,249,1,,,1605006000,1605006000,0,0
39,1,1,active,18,0,1604999888,False,22,1,250,1,250,0,,,1605006000,1605006000,1,0
40,1,1,active,11,0,1605002289,False,14,1,251,1,251,2,,,1605006000,1605006000,0,4
41,1,1,active,6,0,1605004323,False,27,1,252,0,252,0,,,1605006000,1605006000,0,0
42,1,1,active,16,0,1605002949,False,28,1,254,0,254,3,,,1605006000,1605006000,0,2
43,1,1,active,35,0,1605004307,False,3,1,257,1,257,1,,,1605006000,1605006000,0,0
44,1,1,active,10,0,1604994024,False,11,1,258,0,258,2,,,1605006000,1605006000,0,2
45,1,1,active,5,0,1604989480,False,33,1,259,0,259,1,,,1605006000,1605006000,0,1
46,1,1,active,23,0,1605004645,False,10,1,260,1,260,0,,,1605006000,1605006000,0,0
47,1,1,active,22,0,1604988796,False,19,1,261,2,261,0,,,1605006000,1605006000,1,0
48,1,1,active,16,0,1605005919,False,6,1,262,0,262,2,,,1605006000,1605006000,0,0
49,1,1,active,2,0,1605005206,False,24,1,264,0,264,1,,,1605006000,1605006000,0,0
50,1,1,active,0,0,1604990002,False,35,1,265,1,265,0,,,1605006000,1605006000,0,2
51,1,1,active,69,0,1604996244,False,0,1,267,0,267,1,,,1605006000,1605006000,0,0
52,1,1,active,11,0,1605005343,False,14,1,268,4,268,2,,,1605006000,1605006000,0,0
53,1,1,active,6,0,1604991209,False,16,1,270,0,270,1,,,1605006000,1605006000,0,0
54,1,1,active,20,0,1604988797,False,11,1,274,5,274,0,,,1605006000,1605006000,0,0
55,1,1,active,16,0,1605002185,False,3,1,275,0,275,0,,,1605006000,1605006000,1,0
56,1,1,active,2,0,1605003125,False,23,1,276,0,276,0,,,1605006000,1605006000,0,1
57,1,1,active,0,0,1604988795,False,19,1,278,0,278,0,,,1605006000,1605006000,0,0
58,0,0,out_of_service,0,0,86400,False,0,0,280,0,280,0,,,1605006000,1605006000,0,0
59,1,1,active,55,0,1605005612,True,11,1,281,3,281,0,,,1605006000,1605006000,5,0
60,1,1,active,3,0,1605004508,False,21,1,282,2,282,3,,,1605006000,1605006000,0,0
61,1,1,active,8,0,1605005975,False,43,1,284,1,284,0,,,1605006000,1605006000,0,1
62,1,1,active,32,0,1605004742,True,20,1,285,2,285,1,,,1605006000,1605006000,13,0
63,1,1,active,12,0,1605000853,False,7,1,289,2,289,0,,,1605006000,1605006000,0,1
64,1,1,active,2,0,1605001044,False,18,1,291,8,291,0,,,1605006000,1605006000,0,4
65,1,1,active,11,0,1605005662,False,43,1,293,2,293,0,,,1605006000,1605006000,0,0
66,1,1,active,0,0,1604990001,False,24,1,295,0,295,0,,,1605006000,1605006000,0,0
67,1,1,active,50,0,1605005881,False,27,1,297,0,297,0,,,1605006000,1605006000,0,0
68,1,1,active,14,0,1604988797,False,20,1,298,2,298,1,,,1605006000,1605006000,0,0
69,1,1,active,1,0,1604998665,False,56,1,301,1,301,1,,,1605006000,1605006000,0,8
70,1,1,active,12,0,1605003140,False,22,1,302,1,302,3,,,1605006000,1605006000,2,0
71,1,1,active,36,0,1605005946,False,31,1,303,2,303,0,,,1605006000,1605006000,0,0
72,1,1,active,21,0,1605000674,False,10,1,304,0,304,2,,,1605006000,1605006000,4,0
73,1,1,active,31,0,1604994468,False,0,1,305,0,305,2,,,1605006000,1605006000,8,0
74,1,1,active,0,0,1605005577,False,30,1,307,5,307,0,,,1605006000,1605006000,0,2
75,1,1,active,2,0,1604995904,False,45,1,308,1,308,1,,,1605006000,1605006000,0,1
76,1,1,active,14,0,1605005987,False,24,1,309,0,309,3,,,1605006000,1605006000,6,0
77,1,1,active,15,0,1605005634,False,51,1,310,2,310,0,,,1605006000,1605006000,3,0
78,1,1,active,1,0,1605003488,False,30,1,311,0,311,0,,,1605006000,1605006000,0,1
79,1,1,active,3,0,1605005703,False,28,1,312,0,312,2,,,1605006000,1605006000,0,1
80,1,1,active,17,0,1605004482,False,38,1,313,0,313,0,,,1605006000,1605006000,2,0
81,1,1,active,23,0,1604988796,False,5,1,315,0,315,1,,,1605006000,1605006000,3,0
82,1,1,active,29,0,1605004341,False,14,1,316,0,316,0,,,1605006000,1605006000,0,3
83,1,1,active,1,0,1605005675,False,52,1,317,2,317,1,,,1605006000,1605006000,0,3
84,1,1,active,28,0,1605005336,False,5,1,319,0,319,0,,,1605006000,1605006000,0,1
85,1,1,active,1,0,1604994964,False,38,1,320,3,320,0,,,1605006000,1605006000,0,1
86,1,1,active,7,0,1605004873,False,30,1,321,1,321,2,,,1605006000,1605006000,0,0
