,is_returning,num_docks_available,station_id,num_bikes_disabled,num_ebikes_available,legacy_id,num_docks_disabled,eightd_has_available_keys,num_bikes_available,is_renting,station_status,last_reported,is_installed,starttime,timestamp,demand,supply
0,1,28,72,0,0,72,0,False,27,1,active,1604271322,1,1604271605,1604271605,27,27
1,1,12,79,0,1,79,0,False,21,1,active,1604268677,1,1604271605,1604271605,21,21
2,1,12,82,0,1,82,0,False,15,1,active,1604267507,1,1604271605,1604271605,15,15
3,1,8,83,0,0,83,0,False,54,1,active,1604270865,1,1604271605,1604271605,54,54
4,0,0,116,0,0,116,0,False,0,0,out_of_service,86400,0,1604271605,1604271605,0,0
5,1,12,119,1,0,119,0,False,40,1,active,1604271129,1,1604271605,1604271605,40,40
6,1,10,120,0,2,120,0,False,9,1,active,1604268034,1,1604271605,1604271605,9,9
7,1,3,127,1,1,127,0,False,27,1,active,1604271509,1,1604271605,1604271605,27,27
8,1,27,128,1,1,128,0,False,28,1,active,1604270607,1,1604271605,1604271605,28,28
9,1,21,143,1,1,143,0,False,2,1,active,1604269450,1,1604271605,1604271605,2,2
10,1,28,144,0,0,144,0,False,30,1,active,1604270537,1,1604271605,1604271605,30,30
11,1,24,146,2,0,146,0,False,13,1,active,1604271307,1,1604271605,1604271605,13,13
12,1,18,150,0,3,150,0,False,37,1,active,1604271232,1,1604271605,1604271605,37,37
13,1,4,151,2,4,151,0,True,27,1,active,1604270887,1,1604271605,1604271605,27,27
14,1,35,152,0,1,152,0,False,14,1,active,1604271467,1,1604271605,1604271605,14,14
15,1,2,157,3,3,157,0,False,18,1,active,1604270871,1,1604271605,1604271605,18,18
16,1,2,161,0,0,161,0,False,33,1,active,1604270715,1,1604271605,1604271605,33,33
17,1,19,164,0,3,164,0,False,8,1,active,1604271575,1,1604271605,1604271605,8,8
18,1,20,168,0,2,168,0,False,27,1,active,1604271598,1,1604271605,1604271605,27,27
19,1,51,173,2,0,173,0,False,17,1,active,1604270948,1,1604271605,1604271605,17,17
20,1,23,174,1,0,174,0,False,6,1,active,1604271434,1,1604271605,1604271605,6,6
21,1,51,212,0,1,212,0,False,9,1,active,1604270831,1,1604271605,1604271605,9,9
22,1,35,216,0,1,216,0,False,2,1,active,1604267391,1,1604271605,1604271605,2,2
23,1,0,217,1,2,217,0,False,38,1,active,1604270237,1,1604271605,1604271605,38,38
24,1,28,223,0,0,223,0,False,5,1,active,1604271210,1,1604271605,1604271605,5,5
25,1,29,224,1,0,224,0,True,0,1,active,1604270013,1,1604271605,1604271605,0,0
26,1,27,228,2,5,228,0,False,26,1,active,1604271222,1,1604271605,1604271605,26,26
27,1,10,229,2,1,229,0,False,11,1,active,1604271065,1,1604271605,1604271605,11,11
28,1,1,236,0,1,236,0,False,46,1,active,1604271595,1,1604271605,1604271605,46,46
29,0,1,237,0,0,237,0,False,0,0,out_of_service,1604258096,0,1604271605,1604271605,0,0
30,1,16,238,0,0,238,0,False,15,1,active,1604269821,1,1604271605,1604271605,15,15
31,1,22,239,0,1,239,0,False,9,1,active,1604270100,1,1604271605,1604271605,9,9
32,1,4,241,1,4,241,0,False,18,1,active,1604271443,1,1604271605,1604271605,18,18
33,1,9,242,0,1,242,0,False,37,1,active,1604266906,1,1604271605,1604271605,37,37
34,1,20,244,0,0,244,0,False,11,1,active,1604271075,1,1604271605,1604271605,11,11
35,1,13,245,2,1,245,0,False,8,1,active,1604271438,1,1604271605,1604271605,8,8
36,1,30,247,4,1,247,0,False,21,1,active,1604271048,1,1604271605,1604271605,21,21
37,1,34,248,1,1,248,0,False,64,1,active,1604266275,1,1604271605,1604271605,64,64
38,1,27,249,0,0,249,0,False,0,1,active,1604267743,1,1604271605,1604271605,0,0
39,1,10,250,2,2,250,0,False,28,1,active,1604271596,1,1604271605,1604271605,28,28
40,1,2,251,1,2,251,0,False,24,1,active,1604271597,1,1604271605,1604271605,24,24
41,1,10,252,2,2,252,0,False,21,1,active,1604271583,1,1604271605,1604271605,21,21
42,1,32,254,1,0,254,0,False,14,1,active,1604270413,1,1604271605,1604271605,14,14
43,1,24,257,1,2,257,0,False,14,1,active,1604271478,1,1604271605,1604271605,14,14
44,1,6,258,0,0,258,0,False,17,1,active,1604271155,1,1604271605,1604271605,17,17
45,1,15,259,0,1,259,0,False,24,1,active,1604271543,1,1604271605,1604271605,24,24
46,1,26,260,1,0,260,0,False,6,1,active,1604270305,1,1604271605,1604271605,6,6
47,1,20,261,0,3,261,0,False,21,1,active,1604270165,1,1604271605,1604271605,21,21
48,1,19,262,1,2,262,0,False,4,1,active,1604269368,1,1604271605,1604271605,4,4
49,1,23,264,1,0,264,0,False,3,1,active,1604271248,1,1604271605,1604271605,3,3
50,1,5,265,1,1,265,0,False,29,1,active,1604271244,1,1604271605,1604271605,29,29
