,station_id,num_bikes_disabled,num_docks_available,is_returning,num_docks_disabled,legacy_id,is_installed,eightd_has_available_keys,num_bikes_available,is_renting,last_reported,num_ebikes_available,station_status,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,72,0,45,1,0,72,1,False,10,1,1605153417,2,active,,,1605153600,1605153600,1,0
1,79,0,4,1,0,79,1,False,29,1,1605151636,1,active,,,1605153600,1605153600,0,0
2,82,0,1,1,0,82,1,False,26,1,1605152538,6,active,,,1605153600,1605153600,0,0
3,83,1,30,1,0,83,1,False,31,1,1605146469,0,active,,,1605153600,1605153600,0,1
4,116,0,0,0,0,116,0,False,0,0,86400,0,out_of_service,,,1605153600,1605153600,0,0
5,119,0,10,1,0,119,1,False,43,1,1605124931,1,active,,,1605153600,1605153600,0,0
6,120,1,15,1,0,120,1,False,3,1,1605152099,1,active,,,1605153600,1605153600,0,1
7,127,1,18,1,0,127,1,False,12,1,1605153027,4,active,,,1605153600,1605153600,0,3
8,128,0,19,1,0,128,1,False,37,1,1605152474,0,active,,,1605153600,1605153600,0,3
9,143,0,16,1,0,143,1,False,8,1,1605149987,1,active,,,1605153600,1605153600,0,0
10,144,1,10,1,0,144,1,False,47,1,1605147432,0,active,,,1605153600,1605153600,1,0
11,146,0,13,1,0,146,1,False,26,1,1605151582,0,active,,,1605153600,1605153600,0,1
12,150,0,38,1,0,150,1,False,17,1,1605151695,6,active,,,1605153600,1605153600,1,0
13,151,6,8,1,0,151,1,True,19,1,1605153043,0,active,,,1605153600,1605153600,3,0
14,152,0,7,1,0,152,1,False,42,1,1605145033,0,active,,,1605153600,1605153600,0,0
15,157,0,17,1,0,157,1,False,6,1,1605152359,0,active,,,1605153600,1605153600,1,0
16,161,2,22,1,0,161,1,False,11,1,1605152946,0,active,,,1605153600,1605153600,0,1
17,164,2,33,1,0,164,1,False,12,1,1605153555,3,active,,,1605153600,1605153600,2,0
18,168,0,20,1,0,168,1,False,27,1,1605152185,1,active,,,1605153600,1605153600,0,0
19,173,1,17,1,0,173,1,False,52,1,1605153108,5,active,,,1605153600,1605153600,0,7
20,174,0,28,1,0,174,1,False,7,1,1605153528,0,active,,,1605153600,1605153600,0,0
21,212,1,10,1,0,212,1,False,49,1,1605153269,0,active,,,1605153600,1605153600,0,0
22,216,1,26,1,0,216,1,False,10,1,1605145287,0,active,,,1605153600,1605153600,0,0
23,217,1,1,1,0,217,1,False,37,1,1605153532,2,active,,,1605153600,1605153600,0,0
24,223,1,3,1,0,223,1,False,29,1,1605153502,2,active,,,1605153600,1605153600,0,1
25,224,1,25,1,0,224,1,True,4,1,1605153541,1,active,,,1605153600,1605153600,0,0
26,228,0,6,0,0,228,1,False,49,0,1605139106,13,active,,,1605153600,1605153600,1,0
27,229,1,7,1,0,229,1,False,15,1,1605153442,0,active,,,1605153600,1605153600,0,5
28,236,0,0,1,0,236,1,False,0,1,86400,0,active,,,1605153600,1605153600,0,0
29,237,2,8,0,0,237,1,False,29,0,1605152430,0,active,,,1605153600,1605153600,1,0
30,238,0,11,1,0,238,1,False,20,1,1605153218,1,active,,,1605153600,1605153600,0,0
31,239,1,2,1,0,239,1,False,28,1,1605153463,0,active,,,1605153600,1605153600,0,0
32,241,1,15,1,0,241,1,False,7,1,1605153281,1,active,,,1605153600,1605153600,0,1
33,242,0,8,1,0,242,1,False,38,1,1605146442,0,active,,,1605153600,1605153600,0,0
34,244,1,22,1,0,244,1,False,8,1,1605150903,6,active,,,1605153600,1605153600,0,1
35,245,0,7,1,0,245,1,False,16,1,1605152535,3,active,,,1605153600,1605153600,0,1
36,247,2,28,1,0,247,1,False,25,1,1605152771,0,active,,,1605153600,1605153600,0,0
37,248,0,13,1,0,248,1,False,86,1,1605143834,0,active,,,1605153600,1605153600,0,0
38,249,0,2,1,0,249,1,False,25,1,1605151354,0,active,,,1605153600,1605153600,0,0
