,num_docks_available,last_reported,num_bikes_disabled,station_status,legacy_id,num_docks_disabled,station_id,is_installed,is_renting,num_bikes_available,num_ebikes_available,is_returning,eightd_has_available_keys,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,48,1605182045,0,active,72,0,72,1,1,7,0,1,False,,,1605182395,1605182395,3,0
1,3,1605182388,1,active,79,0,79,1,1,29,1,1,False,,,1605182395,1605182395,0,1
2,1,1605180333,0,active,82,0,82,1,1,26,5,1,False,,,1605182395,1605182395,0,2
3,31,1605180317,0,active,83,0,83,1,1,31,1,1,False,,,1605182395,1605182395,0,0
4,0,86400,0,out_of_service,116,0,116,0,0,0,0,0,False,,,1605182395,1605182395,0,0
5,11,1605181762,0,active,119,0,119,1,1,42,1,1,False,,,1605182395,1605182395,0,0
6,15,1605161741,1,active,120,0,120,1,1,3,2,1,False,,,1605182395,1605182395,0,0
7,21,1605181658,0,active,127,0,127,1,1,10,3,1,False,,,1605182395,1605182395,2,0
8,21,1605182011,0,active,128,0,128,1,1,35,0,1,False,,,1605182395,1605182395,0,1
9,15,1605179603,0,active,143,0,143,1,1,9,1,1,False,,,1605182395,1605182395,2,0
10,7,1605177219,2,active,144,0,144,1,1,49,0,1,False,,,1605182395,1605182395,1,0
11,14,1605181229,0,active,146,0,146,1,1,25,0,1,False,,,1605182395,1605182395,0,0
12,15,1605180889,1,active,150,0,150,1,1,39,5,1,False,,,1605182395,1605182395,0,3
13,11,1605182322,3,active,151,0,151,1,1,19,0,1,True,,,1605182395,1605182395,1,0
14,8,1605173797,0,active,152,0,152,1,1,41,0,1,False,,,1605182395,1605182395,0,0
15,15,1605182115,1,active,157,0,157,1,1,7,0,1,False,,,1605182395,1605182395,0,0
16,22,1605174804,2,active,161,0,161,1,1,11,0,1,False,,,1605182395,1605182395,2,0
17,35,1605181216,2,active,164,0,164,1,1,10,0,1,False,,,1605182395,1605182395,0,0
18,18,1605182388,0,active,168,0,168,1,1,29,1,1,False,,,1605182395,1605182395,2,0
19,18,1605182292,0,active,173,0,173,1,1,52,1,1,False,,,1605182395,1605182395,5,0
20,27,1605180766,0,active,174,0,174,1,1,8,0,1,False,,,1605182395,1605182395,2,0
21,5,1605179826,1,active,212,0,212,1,1,54,3,1,False,,,1605182395,1605182395,3,0
22,26,1605161741,1,active,216,0,216,1,1,10,0,1,False,,,1605182395,1605182395,0,0
23,3,1605180660,1,active,217,0,217,1,1,35,1,1,False,,,1605182395,1605182395,0,1
24,5,1605181640,1,active,223,0,223,1,1,27,1,1,False,,,1605182395,1605182395,1,0
25,26,1605179865,1,active,224,0,224,1,1,3,1,1,True,,,1605182395,1605182395,2,0
26,5,1605181805,1,active,228,1,228,1,1,48,13,1,False,,,1605182395,1605182395,1,0
27,10,1605180024,1,active,229,0,229,1,1,12,1,1,False,,,1605182395,1605182395,2,0
28,0,86400,0,active,236,0,236,1,1,0,0,1,False,,,1605182395,1605182395,0,0
29,9,1605182225,3,active,237,0,237,1,1,27,0,1,False,,,1605182395,1605182395,0,0
30,10,1605181857,0,active,238,0,238,1,1,21,2,1,False,,,1605182395,1605182395,0,0
31,0,1605180100,1,active,239,0,239,1,1,30,1,1,False,,,1605182395,1605182395,0,1
32,16,1605161739,1,active,241,0,241,1,1,6,0,1,False,,,1605182395,1605182395,1,0
33,6,1605179461,1,active,242,0,242,1,1,39,0,1,False,,,1605182395,1605182395,1,0
34,24,1605181080,1,active,244,0,244,1,1,6,4,1,False,,,1605182395,1605182395,0,1
35,9,1605179919,0,active,245,0,245,1,1,14,1,1,False,,,1605182395,1605182395,0,0
36,25,1605179173,2,active,247,0,247,1,1,28,1,1,False,,,1605182395,1605182395,0,0
37,13,1605162944,0,active,248,0,248,1,1,86,0,1,False,,,1605182395,1605182395,0,0
38,2,1605169889,0,active,249,0,249,1,1,25,1,1,False,,,1605182395,1605182395,1,0
39,5,1605182156,1,active,250,0,250,1,1,34,1,1,False,,,1605182395,1605182395,2,0
40,13,1605182236,0,active,251,0,251,1,1,14,0,1,False,,,1605182395,1605182395,0,4
41,15,1605162945,0,active,252,0,252,1,1,18,0,1,False,,,1605182395,1605182395,0,3
42,31,1605180248,1,active,254,1,254,1,1,14,3,1,False,,,1605182395,1605182395,0,2
43,11,1605181247,4,active,257,0,257,1,1,24,0,1,False,,,1605182395,1605182395,2,0
44,15,1605180255,1,active,258,0,258,1,1,7,3,1,False,,,1605182395,1605182395,0,2
45,2,1605180827,0,active,259,0,259,1,1,37,0,1,False,,,1605182395,1605182395,0,1
46,10,1605182285,0,active,260,0,260,1,1,23,1,1,False,,,1605182395,1605182395,0,0
47,20,1605161739,0,active,261,0,261,1,1,21,0,1,False,,,1605182395,1605182395,0,0
48,17,1605161739,1,active,262,0,262,1,1,6,0,1,False,,,1605182395,1605182395,0,1
49,8,1605162945,0,active,264,0,264,1,1,19,1,1,False,,,1605182395,1605182395,0,1
50,23,1605182339,1,active,265,0,265,1,1,11,1,1,False,,,1605182395,1605182395,2,0
51,62,1605181723,0,active,267,0,267,1,1,8,2,1,False,,,1605182395,1605182395,0,0
52,1,1605178131,1,active,268,0,268,1,1,25,2,1,False,,,1605182395,1605182395,2,0
53,18,1605181501,0,active,270,0,270,1,1,5,4,1,False,,,1605182395,1605182395,0,3
54,17,1605182133,0,active,274,0,274,1,1,14,0,1,False,,,1605182395,1605182395,1,0
55,14,1605161739,0,active,275,0,275,1,1,5,0,1,False,,,1605182395,1605182395,0,0
56,7,1605173774,0,active,276,0,276,1,1,18,0,1,False,,,1605182395,1605182395,0,0
57,6,1605181696,0,active,278,0,278,1,1,13,0,1,False,,,1605182395,1605182395,0,2
58,0,86400,0,out_of_service,280,0,280,0,0,0,0,0,False,,,1605182395,1605182395,0,0
59,25,1605167011,0,active,281,0,281,1,1,41,4,1,True,,,1605182395,1605182395,2,0
60,17,1605164149,0,active,282,0,282,1,1,10,3,1,False,,,1605182395,1605182395,0,1
61,31,1605181331,0,active,284,0,284,1,1,20,0,1,False,,,1605182395,1605182395,0,3
62,14,1605182340,1,active,285,0,285,1,1,38,0,1,True,,,1605182395,1605182395,0,1
63,16,1605164308,0,active,289,0,289,1,1,3,1,1,False,,,1605182395,1605182395,0,0
64,2,1605179133,0,active,291,0,291,1,1,18,0,1,False,,,1605182395,1605182395,1,0
65,14,1605181616,0,active,293,0,293,1,1,40,1,1,False,,,1605182395,1605182395,0,1
66,0,1605162945,0,active,295,0,295,1,1,24,3,1,False,,,1605182395,1605182395,0,3
67,53,1605178260,1,active,297,0,297,1,1,23,0,1,False,,,1605182395,1605182395,0,0
68,28,1605169052,0,active,298,0,298,1,1,7,0,1,False,,,1605182395,1605182395,0,2
69,6,1605164151,0,active,301,0,301,1,1,52,2,1,False,,,1605182395,1605182395,0,3
70,17,1605181664,5,active,302,0,302,1,1,15,5,1,False,,,1605182395,1605182395,0,0
71,22,1605180943,0,active,303,0,303,1,1,45,0,1,False,,,1605182395,1605182395,0,0
72,13,1605180416,0,active,304,0,304,1,1,20,2,1,False,,,1605182395,1605182395,5,0
73,26,1605182074,0,active,305,0,305,1,1,7,2,1,False,,,1605182395,1605182395,0,3
74,6,1605181192,0,active,307,0,307,1,1,24,0,1,False,,,1605182395,1605182395,0,0
75,1,1605182147,1,active,308,0,308,1,1,46,0,1,False,,,1605182395,1605182395,0,1
76,8,1605182278,0,active,309,0,309,1,1,33,2,1,False,,,1605182395,1605182395,1,0
77,18,1605182283,2,active,310,0,310,1,1,46,1,1,False,,,1605182395,1605182395,0,2
78,3,1605181982,1,active,311,0,311,1,1,27,5,1,False,,,1605182395,1605182395,2,0
79,3,1605182188,0,active,312,0,312,1,1,30,5,1,False,,,1605182395,1605182395,0,1
80,6,1605161739,1,active,313,0,313,1,1,48,1,1,False,,,1605182395,1605182395,0,1
81,13,1605182141,3,active,315,0,315,1,1,13,0,1,False,,,1605182395,1605182395,4,0
82,33,1605180755,0,active,316,0,316,1,1,10,0,1,False,,,1605182395,1605182395,0,0
