,num_docks_available,last_reported,num_bikes_disabled,station_status,legacy_id,num_docks_disabled,station_id,is_installed,is_renting,num_bikes_available,num_ebikes_available,is_returning,eightd_has_available_keys,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,43,1605124036,2,active,72,0,72,1,1,10,0,1,False,,,1605124795,1605124795,0,1
1,1,1605124474,0,active,79,0,79,1,1,32,1,1,False,,,1605124795,1605124795,0,1
2,10,1605124494,0,active,82,0,82,1,1,17,0,1,False,,,1605124795,1605124795,1,0
3,29,1605122554,1,active,83,0,83,1,1,32,1,1,False,,,1605124795,1605124795,0,2
4,0,86400,0,out_of_service,116,0,116,0,0,0,0,0,False,,,1605124795,1605124795,0,0
5,9,1605123091,0,active,119,0,119,1,1,44,2,1,False,,,1605124795,1605124795,0,1
6,14,1605124520,0,active,120,0,120,1,1,5,1,1,False,,,1605124795,1605124795,0,2
7,22,1605124420,0,active,127,0,127,1,1,9,1,1,False,,,1605124795,1605124795,0,1
8,18,1605124527,1,active,128,0,128,1,1,37,0,1,False,,,1605124795,1605124795,0,0
9,14,1605124551,0,active,143,0,143,1,1,10,0,1,False,,,1605124795,1605124795,0,0
10,9,1605123220,3,active,144,0,144,1,1,46,0,1,False,,,1605124795,1605124795,0,4
11,9,1605124010,1,active,146,0,146,1,1,29,1,1,False,,,1605124795,1605124795,0,0
12,41,1605124487,0,active,150,0,150,1,1,14,2,1,False,,,1605124795,1605124795,1,0
13,0,1605124705,6,active,151,0,151,1,1,27,0,1,True,,,1605124795,1605124795,0,4
14,6,1605124171,0,active,152,0,152,1,1,43,2,1,False,,,1605124795,1605124795,0,0
15,17,1605123825,2,active,157,0,157,1,1,4,2,1,False,,,1605124795,1605124795,1,0
16,19,1605124341,3,active,161,0,161,1,1,13,6,1,False,,,1605124795,1605124795,2,0
17,33,1605124356,3,active,164,0,164,1,1,11,0,1,False,,,1605124795,1605124795,2,0
18,10,1605124396,0,active,168,0,168,1,1,37,2,1,False,,,1605124795,1605124795,2,0
19,15,1605124503,2,active,173,0,173,1,1,53,2,1,False,,,1605124795,1605124795,0,7
