,legacy_id,last_reported,num_docks_available,station_status,num_bikes_disabled,station_id,is_installed,num_docks_disabled,is_returning,num_bikes_available,eightd_has_available_keys,num_ebikes_available,is_renting,starttime,timestamp,demand,supply
0,72,1604295471,19,active,0,72,1,0,1,36,False,3,1,1604296795,1604296795,36,36
1,79,1604291991,14,active,0,79,1,0,1,19,False,0,1,1604296795,1604296795,19,19
2,82,1604295801,11,active,0,82,1,0,1,16,False,3,1,1604296795,1604296795,16,16
3,83,1604294721,9,active,0,83,1,0,1,53,False,0,1,1604296795,1604296795,53,53
4,116,86400,0,out_of_service,0,116,0,0,0,0,False,0,0,1604296795,1604296795,0,0
5,119,1604287315,9,active,1,119,1,0,1,43,False,2,1,1604296795,1604296795,43,43
6,120,1604294460,8,active,0,120,1,0,1,11,False,4,1,1604296795,1604296795,11,11
7,127,1604286947,4,active,1,127,1,0,1,26,False,3,1,1604296795,1604296795,26,26
8,128,1604295465,25,active,1,128,1,0,1,30,False,0,1,1604296795,1604296795,30,30
9,143,1604292734,22,active,0,143,1,0,1,2,False,0,1,1604296795,1604296795,2,2
10,144,1604295792,26,active,0,144,1,0,1,32,False,1,1,1604296795,1604296795,32,32
11,146,1604292669,22,active,2,146,1,0,1,15,False,2,1,1604296795,1604296795,15,15
12,150,1604293223,14,active,0,150,1,0,1,41,False,6,1,1604296795,1604296795,41,41
13,151,1604296011,27,active,2,151,1,0,1,4,True,0,1,1604296795,1604296795,4,4
14,152,1604290149,37,active,0,152,1,0,1,12,False,0,1,1604296795,1604296795,12,12
15,157,1604294565,2,active,1,157,1,0,1,20,False,3,1,1604296795,1604296795,20,20
16,161,1604296637,25,active,0,161,1,0,1,10,False,4,1,1604296795,1604296795,10,10
17,164,1604286736,18,active,0,164,1,0,1,9,False,1,1,1604296795,1604296795,9,9
18,168,1604295604,28,active,0,168,1,0,1,19,False,0,1,1604296795,1604296795,19,19
19,173,1604294050,47,active,1,173,1,0,1,22,False,2,1,1604296795,1604296795,22,22
20,174,1604296090,4,active,1,174,1,0,1,25,False,4,1,1604296795,1604296795,25,25
21,212,1604294816,56,active,0,212,1,0,1,4,False,1,1,1604296795,1604296795,4,4
22,216,1604290933,33,active,0,216,1,0,1,4,False,0,1,1604296795,1604296795,4,4
23,217,1604278821,0,active,1,217,1,0,1,38,False,0,1,1604296795,1604296795,38,38
24,223,1604291831,23,active,0,223,1,0,1,10,False,1,1,1604296795,1604296795,10,10
25,224,1604292865,27,active,1,224,1,0,1,2,True,0,1,1604296795,1604296795,2,2
26,228,1604294396,31,active,0,228,1,0,1,24,False,3,1,1604296795,1604296795,24,24
27,229,1604295351,14,active,2,229,1,0,1,7,False,0,1,1604296795,1604296795,7,7
28,236,1604295721,6,active,1,236,1,0,1,40,False,1,1,1604296795,1604296795,40,40
29,237,1604258096,1,out_of_service,0,237,0,0,0,0,False,0,0,1604296795,1604296795,0,0
30,238,1604286547,13,active,0,238,1,0,1,18,False,1,1,1604296795,1604296795,18,18
31,239,1604294375,24,active,0,239,1,0,1,7,False,0,1,1604296795,1604296795,7,7
32,241,1604283560,4,active,1,241,1,0,1,18,False,3,1,1604296795,1604296795,18,18
33,242,1604296015,7,active,0,242,1,0,1,39,False,4,1,1604296795,1604296795,39,39
34,244,1604283975,16,active,0,244,1,0,1,15,False,2,1,1604296795,1604296795,15,15
35,245,1604282911,15,active,2,245,1,0,1,6,False,0,1,1604296795,1604296795,6,6
36,247,1604291448,27,active,1,247,1,0,1,27,False,0,1,1604296795,1604296795,27,27
37,248,1604293342,34,active,0,248,1,0,1,65,False,1,1,1604296795,1604296795,65,65
38,249,1604282779,23,active,0,249,1,0,1,4,False,1,1,1604296795,1604296795,4,4
39,250,1604296707,14,active,1,250,1,0,1,25,False,2,1,1604296795,1604296795,25,25
40,251,1604294118,1,active,0,251,1,0,1,26,False,4,1,1604296795,1604296795,26,26
41,252,1604294530,7,active,2,252,1,0,1,24,False,0,1,1604296795,1604296795,24,24
42,254,1604296145,31,active,1,254,1,0,1,15,False,1,1,1604296795,1604296795,15,15
43,257,1604293964,22,active,1,257,1,0,1,16,False,2,1,1604296795,1604296795,16,16
44,258,1604287307,9,active,1,258,1,0,1,13,False,1,1,1604296795,1604296795,13,13
45,259,1604294703,11,active,0,259,1,0,1,28,False,1,1,1604296795,1604296795,28,28
46,260,1604286573,28,active,1,260,1,0,1,4,False,0,1,1604296795,1604296795,4,4
47,261,1604290773,18,active,0,261,1,0,1,23,False,0,1,1604296795,1604296795,23,23
48,262,1604282659,20,active,2,262,1,0,1,2,False,0,1,1604296795,1604296795,2,2
