,is_renting,station_id,num_bikes_disabled,last_reported,is_installed,is_returning,num_ebikes_available,station_status,eightd_has_available_keys,legacy_id,num_docks_available,num_bikes_available,num_docks_disabled,valet,eightd_active_station_services,starttime,timestamp,demand,supply
450,1,3297,1,1604699633,1,1,0,active,False,3297,17,3,0,,,1604699995,1604699995,0,1
451,1,3298,0,1604699520,1,1,1,active,False,3298,3,20,0,,,1604699995,1604699995,3,0
452,1,3299,1,1604699931,1,1,1,active,False,3299,14,10,0,,,1604699995,1604699995,0,7
453,1,3300,1,1604699708,1,1,0,active,False,3300,24,0,0,,,1604699995,1604699995,4,0
454,1,3301,4,1604699978,1,1,1,active,False,3301,29,4,2,,,1604699995,1604699995,6,0
455,1,3302,0,1604699518,1,1,0,active,False,3302,21,1,0,,,1604699995,1604699995,3,0
456,1,3303,0,1604698656,1,1,0,active,False,3303,9,16,0,,,1604699995,1604699995,5,0
457,1,3304,1,1604699683,1,1,1,active,False,3304,12,14,0,,,1604699995,1604699995,0,4
458,1,3305,0,1604699968,1,1,0,active,False,3305,14,25,0,,,1604699995,1604699995,12,0
459,1,3306,0,1604699436,1,1,0,active,False,3306,23,0,0,,,1604699995,1604699995,1,0
460,1,3307,4,1604699483,1,1,0,active,False,3307,23,4,0,,,1604699995,1604699995,0,2
461,1,3308,0,1604698120,1,1,1,active,False,3308,8,19,0,,,1604699995,1604699995,0,3
462,1,3309,1,1604699476,1,1,0,active,False,3309,15,14,0,,,1604699995,1604699995,1,0
463,1,3310,0,1604699544,1,1,0,active,False,3310,21,3,0,,,1604699995,1604699995,0,3
464,1,3311,1,1604699886,1,1,0,active,False,3311,11,9,0,,,1604699995,1604699995,2,0
465,1,3312,1,1604699789,1,1,0,active,False,3312,7,31,0,,,1604699995,1604699995,4,0
466,1,3313,3,1604699795,1,1,0,active,False,3313,22,4,0,,,1604699995,1604699995,0,1
467,1,3314,1,1604699936,1,1,3,active,False,3314,23,8,0,,,1604699995,1604699995,0,0
468,1,3315,1,1604699764,1,1,0,active,False,3315,9,13,0,,,1604699995,1604699995,1,0
469,1,3317,0,1604699966,1,1,1,active,False,3317,1,23,0,,,1604699995,1604699995,0,1
470,1,3318,1,1604699892,1,1,0,active,False,3318,3,35,0,,,1604699995,1604699995,2,0
471,1,3319,2,1604698995,1,1,0,active,False,3319,4,15,0,,,1604699995,1604699995,3,0
472,1,3321,0,1604699925,1,1,0,active,False,3321,24,1,0,,,1604699995,1604699995,0,1
473,1,3322,0,1604698893,1,1,0,active,False,3322,8,17,0,,,1604699995,1604699995,0,3
474,1,3323,2,1604699561,1,1,2,active,True,3323,49,8,0,,,1604699995,1604699995,3,0
475,1,3324,1,1604698772,1,1,0,active,False,3324,2,22,0,,,1604699995,1604699995,1,0
476,1,3325,1,1604699582,1,1,0,active,False,3325,17,13,0,,,1604699995,1604699995,0,3
477,1,3326,0,1604698526,1,1,0,active,False,3326,1,20,0,,,1604699995,1604699995,1,0
478,1,3327,0,1604699735,1,1,0,active,False,3327,12,15,0,,,1604699995,1604699995,1,0
479,1,3328,3,1604699851,1,1,0,active,False,3328,28,8,0,,,1604699995,1604699995,1,0
480,1,3329,0,1604698715,1,1,0,active,False,3329,4,23,0,,,1604699995,1604699995,0,0
481,0,3330,0,86400,0,0,0,out_of_service,False,3330,0,0,0,,,1604699995,1604699995,0,0
482,1,3331,3,1604699823,1,1,0,active,True,3331,25,11,0,,,1604699995,1604699995,0,1
483,1,3332,0,1604699763,1,1,0,active,False,3332,4,15,0,,,1604699995,1604699995,0,2
484,1,3333,0,1604695368,1,1,0,active,False,3333,0,21,0,,,1604699995,1604699995,0,0
485,1,3335,0,1604699673,1,1,0,active,False,3335,11,17,0,,,1604699995,1604699995,2,0
486,1,3336,0,1604699832,1,1,1,active,False,3336,33,8,0,,,1604699995,1604699995,0,7
487,1,3337,1,1604699794,1,1,1,active,False,3337,1,21,0,,,1604699995,1604699995,0,0
488,1,3338,0,1604699106,1,1,0,active,False,3338,5,26,0,,,1604699995,1604699995,1,0
489,1,3339,1,1604699961,1,1,0,active,False,3339,11,11,0,,,1604699995,1604699995,0,3
490,1,3340,0,1604698456,1,1,0,active,False,3340,0,21,0,,,1604699995,1604699995,0,0
491,1,3342,0,1604699480,1,1,1,active,False,3342,0,23,0,,,1604699995,1604699995,0,0
492,1,3343,1,1604699960,1,1,4,active,False,3343,18,4,0,,,1604699995,1604699995,1,0
493,1,3344,0,1604698178,1,1,1,active,False,3344,0,19,0,,,1604699995,1604699995,0,1
494,1,3345,0,1604699292,1,1,0,active,False,3345,23,12,0,,,1604699995,1604699995,0,12
495,1,3346,0,1604699888,1,1,0,active,False,3346,29,0,0,,,1604699995,1604699995,3,0
496,1,3347,1,1604699144,1,1,2,active,False,3347,0,20,0,,,1604699995,1604699995,0,2
497,1,3348,1,1604699830,1,1,1,active,False,3348,0,18,0,,,1604699995,1604699995,0,0
498,1,3349,2,1604699977,1,1,0,active,False,3349,25,2,0,,,1604699995,1604699995,0,2
499,1,3350,4,1604699863,1,1,0,active,False,3350,34,1,0,,,1604699995,1604699995,16,0
500,1,3351,0,1604699871,1,1,0,active,False,3351,7,17,1,,,1604699995,1604699995,0,4
501,1,3352,0,1604699895,1,1,0,active,False,3352,1,20,0,,,1604699995,1604699995,1,0
502,1,3354,0,1604699935,1,1,2,active,True,3354,25,6,0,,,1604699995,1604699995,0,6
503,1,3355,1,1604699952,1,1,0,active,False,3355,8,16,0,,,1604699995,1604699995,0,5
504,1,3356,2,1604699590,1,1,0,active,False,3356,17,2,0,,,1604699995,1604699995,5,0
505,1,3357,0,1604699833,1,1,0,active,False,3357,29,6,0,,,1604699995,1604699995,2,0
506,1,3358,1,1604698842,1,1,1,active,False,3358,21,3,0,,,1604699995,1604699995,0,1
507,0,3359,0,86400,0,0,0,out_of_service,False,3359,0,0,0,,,1604699995,1604699995,0,0
508,1,3361,1,1604699948,1,1,1,active,False,3361,13,9,0,,,1604699995,1604699995,0,1
509,1,3362,3,1604699974,1,1,1,active,False,3362,17,14,0,,,1604699995,1604699995,0,11
510,1,3363,0,1604697350,1,1,0,active,False,3363,7,26,0,,,1604699995,1604699995,0,3
511,1,3364,0,1604699632,1,1,1,active,False,3364,11,16,0,,,1604699995,1604699995,8,0
512,1,3365,0,1604699672,1,1,1,active,False,3365,21,6,0,,,1604699995,1604699995,0,0
513,1,3366,1,1604699675,1,1,0,active,False,3366,30,0,0,,,1604699995,1604699995,3,0
514,1,3367,0,1604699737,1,1,0,active,False,3367,28,11,0,,,1604699995,1604699995,0,10
515,1,3368,0,1604699968,1,1,0,active,False,3368,14,16,0,,,1604699995,1604699995,6,0
516,1,3369,1,1604699647,1,1,1,active,False,3369,24,4,0,,,1604699995,1604699995,10,0
517,1,3370,0,1604699178,1,1,0,active,False,3370,23,2,0,,,1604699995,1604699995,5,0
518,1,3372,1,1604699964,1,1,0,active,False,3372,28,10,0,,,1604699995,1604699995,0,0
519,1,3373,1,1604698116,1,1,0,active,False,3373,5,21,0,,,1604699995,1604699995,5,0
520,1,3374,2,1604699972,1,1,2,active,True,3374,5,29,0,,,1604699995,1604699995,2,0
521,1,3375,2,1604699905,1,1,0,active,False,3375,22,10,1,,,1604699995,1604699995,7,0
522,1,3376,1,1604699796,1,1,1,active,False,3376,12,26,0,,,1604699995,1604699995,0,2
523,1,3377,0,1604697031,1,1,0,active,False,3377,4,21,0,,,1604699995,1604699995,4,0
524,1,3378,2,1604699378,1,1,1,active,False,3378,14,12,0,,,1604699995,1604699995,0,2
525,1,3379,0,1604699980,1,1,2,active,False,3379,4,31,0,,,1604699995,1604699995,0,2
526,1,3381,0,1604698368,1,1,0,active,False,3381,3,18,0,,,1604699995,1604699995,2,0
527,1,3382,1,1604699959,1,1,2,active,False,3382,7,23,0,,,1604699995,1604699995,2,0
528,1,3383,2,1604699894,1,1,1,active,False,3383,20,3,0,,,1604699995,1604699995,0,1
529,1,3384,0,1604698396,1,1,0,active,False,3384,17,8,0,,,1604699995,1604699995,0,1
530,1,3386,1,1604697236,1,1,0,active,False,3386,25,1,0,,,1604699995,1604699995,8,0
531,1,3387,0,1604699678,1,1,2,active,False,3387,2,23,0,,,1604699995,1604699995,0,4
532,1,3388,0,1604699842,1,1,0,active,False,3388,10,14,0,,,1604699995,1604699995,1,0
533,1,3389,2,1604699838,1,1,2,active,False,3389,16,10,0,,,1604699995,1604699995,1,0
534,1,3390,1,1604699641,1,1,2,active,False,3390,7,16,0,,,1604699995,1604699995,0,0
535,1,3391,0,1604699878,1,1,1,active,False,3391,15,10,0,,,1604699995,1604699995,4,0
536,1,3392,0,1604692133,1,1,0,active,False,3392,0,19,0,,,1604699995,1604699995,0,4
537,1,3393,0,1604699580,1,1,0,active,False,3393,1,18,0,,,1604699995,1604699995,0,0
538,1,3394,1,1604697414,1,1,0,active,False,3394,0,20,0,,,1604699995,1604699995,0,0
539,1,3395,0,1604690161,1,1,0,active,False,3395,0,19,0,,,1604699995,1604699995,0,0
540,1,3396,1,1604699654,1,1,0,active,False,3396,20,4,0,,,1604699995,1604699995,5,0
541,1,3397,0,1604698586,1,1,0,active,False,3397,1,24,0,,,1604699995,1604699995,0,0
542,1,3398,0,1604699794,1,1,2,active,False,3398,1,22,0,,,1604699995,1604699995,0,0
543,1,3399,0,1604699959,1,1,0,active,False,3399,2,22,0,,,1604699995,1604699995,0,0
544,1,3400,0,1604699723,1,1,0,active,True,3400,14,10,0,,,1604699995,1604699995,0,0
545,1,3402,0,1604699921,1,1,0,active,False,3402,3,20,0,,,1604699995,1604699995,0,1
546,1,3403,1,1604699385,1,1,0,active,False,3403,6,24,0,,,1604699995,1604699995,2,0
547,1,3404,2,1604699964,1,1,0,active,False,3404,7,18,0,,,1604699995,1604699995,0,0
548,1,3405,0,1604699768,1,1,1,active,False,3405,11,12,0,,,1604699995,1604699995,0,2
549,1,3407,0,1604699830,1,1,0,active,False,3407,5,18,0,,,1604699995,1604699995,5,0
550,1,3408,1,1604699687,1,1,0,active,False,3408,20,6,0,,,1604699995,1604699995,0,2
551,1,3409,4,1604699682,1,1,0,active,False,3409,11,33,0,,,1604699995,1604699995,4,0
552,1,3410,0,1604698596,1,1,0,active,False,3410,9,68,0,,,1604699995,1604699995,5,0
553,1,3411,1,1604698778,1,1,0,active,False,3411,12,14,0,,,1604699995,1604699995,4,0
554,1,3412,2,1604699515,1,1,0,active,False,3412,3,13,0,,,1604699995,1604699995,1,0
555,1,3414,0,1604699903,1,1,0,active,False,3414,18,15,0,,,1604699995,1604699995,5,0
556,1,3415,0,1604699582,1,1,0,active,False,3415,25,0,0,,,1604699995,1604699995,4,0
557,1,3416,0,1604699893,1,1,0,active,False,3416,19,5,1,,,1604699995,1604699995,0,3
558,1,3417,1,1604699940,1,1,0,active,False,3417,0,26,0,,,1604699995,1604699995,1,0
559,1,3418,1,1604698641,1,1,0,active,False,3418,31,1,0,,,1604699995,1604699995,0,1
560,1,3419,1,1604699843,1,1,0,active,False,3419,2,24,0,,,1604699995,1604699995,3,0
561,1,3420,1,1604699791,1,1,1,active,False,3420,1,19,0,,,1604699995,1604699995,0,1
562,1,3421,1,1604699354,1,1,1,active,False,3421,8,14,0,,,1604699995,1604699995,0,1
563,1,3422,1,1604699240,1,1,0,active,False,3422,6,14,0,,,1604699995,1604699995,0,0
564,1,3423,7,1604699984,1,1,4,active,True,3423,14,8,0,,,1604699995,1604699995,1,0
565,1,3424,1,1604699150,1,1,1,active,False,3424,3,23,0,,,1604699995,1604699995,0,5
566,1,3425,1,1604699805,1,1,0,active,False,3425,7,25,0,,,1604699995,1604699995,0,4
567,1,3429,2,1604699814,1,1,2,active,False,3429,3,34,0,,,1604699995,1604699995,0,5
568,1,3430,1,1604699285,1,1,0,active,False,3430,19,5,0,,,1604699995,1604699995,0,1
569,1,3435,2,1604699969,1,1,0,active,False,3435,15,28,0,,,1604699995,1604699995,2,0
570,1,3436,2,1604699933,1,1,0,active,False,3436,2,31,0,,,1604699995,1604699995,1,0
571,1,3437,2,1604699727,1,1,0,active,False,3437,37,0,0,,,1604699995,1604699995,18,0
572,1,3440,2,1604699982,1,1,0,active,False,3440,23,22,0,,,1604699995,1604699995,0,5
573,1,3443,2,1604699957,1,1,0,active,False,3443,23,15,0,,,1604699995,1604699995,0,14
574,1,3452,2,1604699159,1,1,0,active,False,3452,11,30,0,,,1604699995,1604699995,0,1
575,1,3453,0,1604699515,1,1,1,active,False,3453,18,1,0,,,1604699995,1604699995,0,0
576,1,3454,1,1604699428,1,1,0,active,False,3454,19,4,0,,,1604699995,1604699995,4,0
577,1,3456,0,1604699466,1,1,0,active,False,3456,16,6,0,,,1604699995,1604699995,0,1
578,0,3457,0,1604635409,1,0,0,active,False,3457,0,0,46,,,1604699995,1604699995,0,0
579,1,3461,0,1604699837,1,1,0,active,False,3461,7,26,0,,,1604699995,1604699995,2,0
580,1,3462,1,1604699916,1,1,0,active,False,3462,29,9,0,,,1604699995,1604699995,0,0
581,1,3463,1,1604699948,1,1,0,active,False,3463,26,10,0,,,1604699995,1604699995,7,0
582,1,3467,1,1604699860,1,1,1,active,False,3467,3,40,0,,,1604699995,1604699995,0,0
583,1,3469,0,1604699395,1,1,0,active,False,3469,11,12,0,,,1604699995,1604699995,0,0
584,1,3472,1,1604699722,1,1,0,active,False,3472,0,38,0,,,1604699995,1604699995,0,2
585,1,3477,2,1604699351,1,1,0,active,False,3477,2,29,0,,,1604699995,1604699995,0,2
586,1,3478,2,1604699151,1,1,0,active,False,3478,3,38,0,,,1604699995,1604699995,2,0
587,1,3481,0,1604695211,1,1,0,active,False,3481,0,22,0,,,1604699995,1604699995,0,0
588,1,3483,0,1604699566,1,1,0,active,False,3483,4,10,0,,,1604699995,1604699995,2,0
589,1,3486,1,1604699927,1,1,0,active,False,3486,12,17,0,,,1604699995,1604699995,0,3
590,1,3490,0,1604698980,1,1,1,active,False,3490,15,16,0,,,1604699995,1604699995,0,0
591,1,3491,1,1604699634,1,1,0,active,False,3491,8,15,0,,,1604699995,1604699995,7,0
592,1,3492,0,1604699749,1,1,1,active,False,3492,2,25,0,,,1604699995,1604699995,1,0
593,1,3493,0,1604699248,1,1,0,active,False,3493,17,14,0,,,1604699995,1604699995,3,0
594,1,3494,0,1604698797,1,1,0,active,False,3494,12,13,0,,,1604699995,1604699995,3,0
595,1,3495,1,1604699282,1,1,1,active,False,3495,3,22,0,,,1604699995,1604699995,2,0
596,1,3496,1,1604699803,1,1,3,active,False,3496,5,19,0,,,1604699995,1604699995,0,0
597,1,3497,2,1604699399,1,1,1,active,False,3497,6,15,0,,,1604699995,1604699995,3,0
598,1,3498,0,1604699947,1,1,1,active,False,3498,9,12,0,,,1604699995,1604699995,0,0
599,1,3499,1,1604699177,1,1,0,active,False,3499,2,22,0,,,1604699995,1604699995,0,1
600,1,3500,1,1604698125,1,1,0,active,False,3500,11,19,0,,,1604699995,1604699995,0,0
601,1,3501,0,1604699548,1,1,0,active,False,3501,7,22,0,,,1604699995,1604699995,5,0
602,1,3502,0,1604699673,1,1,2,active,False,3502,15,14,0,,,1604699995,1604699995,0,0
603,1,3503,0,1604698803,1,1,0,active,False,3503,7,23,0,,,1604699995,1604699995,2,0
604,1,3504,0,1604698302,1,1,0,active,True,3504,5,22,0,,,1604699995,1604699995,1,0
605,1,3505,7,1604699488,1,1,0,active,False,3505,17,9,0,,,1604699995,1604699995,0,1
606,1,3506,0,1604698804,1,1,0,active,False,3506,11,18,0,,,1604699995,1604699995,0,0
607,1,3507,4,1604699655,1,1,2,active,False,3507,5,27,0,,,1604699995,1604699995,3,0
608,1,3508,2,1604699629,1,1,2,active,False,3508,16,13,0,,,1604699995,1604699995,3,0
609,1,3509,0,1604699897,1,1,1,active,False,3509,11,20,0,,,1604699995,1604699995,0,2
610,1,3510,0,1604699340,1,1,0,active,False,3510,9,22,0,,,1604699995,1604699995,8,0
611,1,3511,2,1604699873,1,1,0,active,False,3511,12,8,0,,,1604699995,1604699995,0,0
612,1,3513,1,1604699533,1,1,1,active,False,3513,18,2,0,,,1604699995,1604699995,2,0
613,1,3514,0,1604699831,1,1,0,active,False,3514,21,2,0,,,1604699995,1604699995,0,2
614,0,3515,0,1601651096,0,0,0,out_of_service,False,3515,7,0,0,,,1604699995,1604699995,0,0
615,1,3516,0,1604699161,1,1,0,active,False,3516,23,8,0,,,1604699995,1604699995,0,2
616,1,3517,1,1604699646,1,1,0,active,False,3517,6,28,0,,,1604699995,1604699995,1,0
617,1,3518,0,1604699954,1,1,0,active,True,3518,1,33,0,,,1604699995,1604699995,0,1
618,1,3520,2,1604699570,1,1,0,active,False,3520,6,19,0,,,1604699995,1604699995,3,0
619,1,3521,1,1604699985,1,1,3,active,False,3521,14,21,0,,,1604699995,1604699995,0,0
620,1,3522,0,1604699394,1,1,0,active,False,3522,17,2,0,,,1604699995,1604699995,0,1
621,1,3523,2,1604699779,1,1,0,active,False,3523,14,9,0,,,1604699995,1604699995,2,0
622,1,3524,4,1604699630,1,1,2,active,False,3524,9,10,0,,,1604699995,1604699995,0,4
623,1,3525,0,1604695029,1,1,0,active,False,3525,21,0,0,,,1604699995,1604699995,0,0
624,1,3526,1,1604699819,1,1,0,active,False,3526,15,5,0,,,1604699995,1604699995,0,0
625,1,3527,0,1604699513,1,1,0,active,False,3527,14,13,0,,,1604699995,1604699995,0,1
626,1,3528,1,1604699983,1,1,1,active,False,3528,16,4,0,,,1604699995,1604699995,0,0
627,1,3529,1,1604697366,1,1,0,active,False,3529,14,10,0,,,1604699995,1604699995,5,0
628,1,3530,0,1604699163,1,1,0,active,False,3530,18,1,0,,,1604699995,1604699995,0,1
629,1,3531,0,1604698122,1,1,0,active,False,3531,13,14,0,,,1604699995,1604699995,1,0
630,1,3532,0,86400,1,1,0,active,False,3532,0,0,0,,,1604699995,1604699995,0,0
631,1,3533,2,1604699789,1,1,1,active,False,3533,11,21,0,,,1604699995,1604699995,0,1
632,1,3534,3,1604699762,1,1,0,active,False,3534,19,17,0,,,1604699995,1604699995,3,0
633,1,3535,0,1604699906,1,1,0,active,False,3535,7,20,0,,,1604699995,1604699995,2,0
634,1,3536,2,1604699509,1,1,1,active,False,3536,34,7,0,,,1604699995,1604699995,0,5
635,1,3537,0,1604699969,1,1,0,active,False,3537,22,7,0,,,1604699995,1604699995,1,0
636,1,3538,2,1604699691,1,1,0,active,False,3538,42,1,0,,,1604699995,1604699995,2,0
637,1,3539,0,1604699859,1,1,0,active,False,3539,34,9,0,,,1604699995,1604699995,0,5
638,1,3540,0,1604699812,1,1,1,active,False,3540,10,25,0,,,1604699995,1604699995,0,0
639,1,3541,2,1604699882,1,1,2,active,False,3541,6,31,0,,,1604699995,1604699995,0,5
640,1,3542,0,1604698395,1,1,0,active,False,3542,27,2,0,,,1604699995,1604699995,0,1
641,1,3543,1,1604698602,1,1,0,active,False,3543,29,5,0,,,1604699995,1604699995,2,0
642,1,3544,1,1604699663,1,1,1,active,False,3544,24,2,0,,,1604699995,1604699995,0,2
643,1,3545,0,1604699704,1,1,1,active,False,3545,7,26,0,,,1604699995,1604699995,0,0
644,1,3546,1,1604698444,1,1,0,active,False,3546,19,1,0,,,1604699995,1604699995,3,0
645,1,3547,0,1604697861,1,1,0,active,False,3547,3,38,0,,,1604699995,1604699995,1,0
646,1,3549,1,1604698627,1,1,0,active,False,3549,23,1,0,,,1604699995,1604699995,0,1
647,1,3551,1,1604699874,1,1,0,active,False,3551,16,6,0,,,1604699995,1604699995,3,0
648,1,3552,1,1604699791,1,1,1,active,False,3552,34,4,0,,,1604699995,1604699995,0,0
649,1,3553,0,1604699934,1,1,2,active,False,3553,27,10,0,,,1604699995,1604699995,10,0
650,1,3554,3,1604697767,1,1,0,active,False,3554,17,7,0,,,1604699995,1604699995,6,0
651,1,3555,0,1604699837,1,1,0,active,False,3555,19,8,0,,,1604699995,1604699995,0,7
652,1,3557,0,1604699021,1,1,1,active,False,3557,2,17,0,,,1604699995,1604699995,0,1
653,1,3558,0,1604699985,1,1,1,active,False,3558,24,3,0,,,1604699995,1604699995,0,2
654,1,3559,0,1604693751,1,1,0,active,False,3559,15,4,0,,,1604699995,1604699995,0,0
655,1,3561,2,1604699431,1,1,0,active,False,3561,15,9,0,,,1604699995,1604699995,3,0
656,1,3562,1,1604699133,1,1,1,active,False,3562,21,5,0,,,1604699995,1604699995,5,0
657,1,3563,0,1604696495,1,1,0,active,False,3563,29,0,0,,,1604699995,1604699995,1,0
658,1,3564,0,1604698553,1,1,1,active,False,3564,7,12,0,,,1604699995,1604699995,0,0
659,1,3565,0,1604698173,1,1,1,active,False,3565,15,4,0,,,1604699995,1604699995,0,2
660,1,3566,2,1604696820,1,1,0,active,False,3566,23,0,0,,,1604699995,1604699995,1,0
661,1,3567,0,1604696594,1,1,0,active,False,3567,18,1,0,,,1604699995,1604699995,0,0
662,1,3568,0,1604698481,1,1,2,active,False,3568,18,3,0,,,1604699995,1604699995,0,3
663,1,3569,2,1604699439,1,1,1,active,False,3569,23,4,0,,,1604699995,1604699995,0,1
664,1,3570,2,1604698371,1,1,0,active,False,3570,22,7,0,,,1604699995,1604699995,5,0
