,station_status,eightd_has_available_keys,legacy_id,station_id,is_installed,is_returning,last_reported,num_docks_disabled,num_bikes_available,is_renting,num_docks_available,num_ebikes_available,num_bikes_disabled,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,active,False,72,72,1,1,1604648478,0,29,1,26,1,0,,,1604649600,1604649600,0,1
1,active,False,79,79,1,1,1604646032,0,14,1,19,0,0,,,1604649600,1604649600,0,0
2,active,False,82,82,1,1,1604646550,0,10,1,17,1,0,,,1604649600,1604649600,1,0
3,active,False,83,83,1,1,1604645467,0,41,1,21,0,0,,,1604649600,1604649600,0,0
4,out_of_service,False,116,116,0,0,86400,0,0,0,0,0,0,,,1604649600,1604649600,0,0
5,active,False,119,119,1,1,1604645349,0,50,1,2,0,1,,,1604649600,1604649600,0,0
6,active,False,120,120,1,1,1604644148,0,5,1,14,0,0,,,1604649600,1604649600,0,0
7,active,False,127,127,1,1,1604647753,0,29,1,0,0,2,,,1604649600,1604649600,0,0
8,active,False,128,128,1,1,1604648956,0,44,1,10,1,2,,,1604649600,1604649600,0,0
9,active,False,143,143,1,1,1604639302,0,15,1,9,2,0,,,1604649600,1604649600,0,0
10,active,False,144,144,1,1,1604648272,0,44,1,14,1,0,,,1604649600,1604649600,0,0
11,active,False,146,146,1,1,1604646550,0,20,1,18,0,1,,,1604649600,1604649600,0,0
12,active,False,150,150,1,1,1604647752,0,22,1,33,2,0,,,1604649600,1604649600,0,0
13,active,True,151,151,1,1,1604648617,0,27,1,5,0,1,,,1604649600,1604649600,2,0
14,active,False,152,152,1,1,1604646218,0,22,1,27,0,0,,,1604649600,1604649600,0,0
15,active,False,157,157,1,1,1604645349,0,21,1,1,0,1,,,1604649600,1604649600,0,0
16,active,False,161,161,1,1,1604647752,0,16,1,18,2,1,,,1604649600,1604649600,1,0
17,active,False,164,164,1,1,1604644928,0,46,1,1,4,0,,,1604649600,1604649600,0,0
18,active,False,168,168,1,1,1604642801,0,9,1,36,0,2,,,1604649600,1604649600,0,0
19,active,False,173,173,1,1,1604645083,0,3,1,66,0,1,,,1604649600,1604649600,22,0
20,active,False,174,174,1,1,1604648954,0,13,1,20,2,2,,,1604649600,1604649600,0,0
21,active,False,212,212,1,1,1604645995,0,31,1,28,0,1,,,1604649600,1604649600,0,1
22,active,False,216,216,1,1,1604645350,0,10,1,26,0,1,,,1604649600,1604649600,0,1
