,is_installed,is_renting,station_status,num_docks_available,num_docks_disabled,last_reported,eightd_has_available_keys,num_bikes_available,is_returning,legacy_id,num_ebikes_available,station_id,num_bikes_disabled,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,1,1,active,42,0,1604854742,False,12,1,72,0,72,1,,,1604854800,1604854800,0,11
1,1,1,active,0,0,1604853922,False,32,1,79,1,79,1,,,1604854800,1604854800,0,4
2,1,1,active,0,0,1604853555,False,27,1,82,1,82,0,,,1604854800,1604854800,0,2
3,1,1,active,42,0,1604854507,False,19,1,83,2,83,1,,,1604854800,1604854800,0,3
4,0,0,out_of_service,0,0,86400,False,0,0,116,0,116,0,,,1604854800,1604854800,0,0
5,1,1,active,10,0,1604854527,False,43,1,119,0,119,0,,,1604854800,1604854800,0,0
6,1,1,active,16,0,1604854679,False,1,1,120,0,120,2,,,1604854800,1604854800,3,0
7,1,1,active,24,0,1604854784,False,7,1,127,0,127,0,,,1604854800,1604854800,0,4
8,1,1,active,2,0,1604854788,False,51,1,128,2,128,3,,,1604854800,1604854800,0,0
9,1,1,active,18,0,1604854792,False,6,1,143,0,143,0,,,1604854800,1604854800,0,2
10,1,1,active,9,0,1604854660,False,48,1,144,3,144,1,,,1604854800,1604854800,0,7
11,1,1,active,16,0,1604854689,False,23,1,146,4,146,0,,,1604854800,1604854800,1,0
12,1,1,active,11,0,1604854618,False,44,1,150,0,150,0,,,1604854800,1604854800,0,9
13,1,1,active,0,0,1604854761,True,31,1,151,3,151,2,,,1604854800,1604854800,0,1
14,1,1,active,41,0,1604854341,False,8,1,152,0,152,0,,,1604854800,1604854800,0,3
15,1,1,active,8,0,1604854649,False,13,1,157,0,157,2,,,1604854800,1604854800,3,0
16,1,1,active,9,0,1604854670,False,25,1,161,5,161,1,,,1604854800,1604854800,9,0
17,1,1,active,41,0,1604853331,False,5,1,164,0,164,1,,,1604854800,1604854800,0,4
18,1,1,active,15,0,1604854687,False,32,1,168,0,168,0,,,1604854800,1604854800,2,0
19,1,1,active,63,0,1604854780,False,7,1,173,1,173,0,,,1604854800,1604854800,0,5
20,1,1,active,4,0,1604854768,False,23,1,174,1,174,8,,,1604854800,1604854800,0,15
21,1,1,active,4,0,1604854738,False,56,1,212,3,212,0,,,1604854800,1604854800,1,0
22,1,1,active,32,0,1604854224,False,5,1,216,0,216,0,,,1604854800,1604854800,0,2
23,1,1,active,8,0,1604854749,False,28,1,217,1,217,3,,,1604854800,1604854800,0,1
24,1,1,active,9,0,1604854698,False,23,1,223,0,223,1,,,1604854800,1604854800,6,0
25,1,1,active,27,0,1604854696,True,3,1,224,1,224,0,,,1604854800,1604854800,5,0
26,1,1,active,54,0,1604853807,False,0,1,228,0,228,1,,,1604854800,1604854800,0,0
27,1,1,active,0,0,1604854670,False,21,1,229,0,229,2,,,1604854800,1604854800,0,0
28,1,1,active,25,0,1604854774,False,21,1,236,2,236,1,,,1604854800,1604854800,3,0
29,1,1,active,13,0,1604854677,False,25,1,237,0,237,1,,,1604854800,1604854800,0,6
30,1,1,active,9,0,1604854679,False,19,1,238,0,238,3,,,1604854800,1604854800,3,0
31,1,1,active,29,0,1604854223,False,2,1,239,0,239,0,,,1604854800,1604854800,1,0
32,1,1,active,15,0,1604854220,False,5,1,241,3,241,3,,,1604854800,1604854800,9,0
33,1,1,active,10,0,1604854361,False,34,1,242,3,242,2,,,1604854800,1604854800,2,0
34,1,1,active,24,0,1604854472,False,6,1,244,4,244,1,,,1604854800,1604854800,0,2
35,1,1,active,1,0,1604854678,False,21,1,245,3,245,1,,,1604854800,1604854800,0,3
36,1,1,active,21,0,1604854754,False,34,1,247,1,247,0,,,1604854800,1604854800,2,0
37,1,1,active,0,0,1604851826,False,98,1,248,0,248,1,,,1604854800,1604854800,0,0
38,1,1,active,2,0,1604854281,False,25,1,249,1,249,0,,,1604854800,1604854800,0,1
39,1,1,active,3,0,1604854410,False,36,1,250,0,250,1,,,1604854800,1604854800,0,2
40,1,1,active,7,0,1604854667,False,20,1,251,0,251,0,,,1604854800,1604854800,7,0
41,1,1,active,18,0,1604854523,False,15,1,252,1,252,0,,,1604854800,1604854800,0,0
42,1,1,active,16,0,1604854650,False,29,1,254,0,254,2,,,1604854800,1604854800,0,1
43,1,1,active,5,0,1604854716,False,34,1,257,0,257,0,,,1604854800,1604854800,5,0
44,1,1,active,19,0,1604854080,False,4,1,258,0,258,0,,,1604854800,1604854800,3,0
45,1,1,active,17,0,1604854787,False,22,1,259,3,259,0,,,1604854800,1604854800,0,1
46,1,1,active,0,0,1604854337,False,33,1,260,0,260,0,,,1604854800,1604854800,0,4
47,1,1,active,40,0,1604854653,False,0,1,261,0,261,1,,,1604854800,1604854800,5,0
48,1,1,active,9,0,1604853633,False,13,1,262,1,262,2,,,1604854800,1604854800,1,0
49,1,1,active,12,0,1604854114,False,15,1,264,0,264,0,,,1604854800,1604854800,0,1
50,1,1,active,4,0,1604854796,False,30,1,265,0,265,1,,,1604854800,1604854800,0,0
51,1,1,active,23,0,1604854734,False,47,1,267,0,267,0,,,1604854800,1604854800,0,6
52,1,1,active,4,0,1604854676,False,23,1,268,0,268,0,,,1604854800,1604854800,2,0
53,1,1,active,14,0,1604854439,False,8,1,270,0,270,1,,,1604854800,1604854800,0,0
54,1,1,active,27,0,1604854791,False,4,1,274,0,274,0,,,1604854800,1604854800,0,2
55,1,1,active,12,0,1604854185,False,7,1,275,1,275,0,,,1604854800,1604854800,0,1
56,1,1,active,0,0,1604854567,False,24,1,276,3,276,1,,,1604854800,1604854800,0,2
57,1,1,active,13,0,1604854733,False,6,1,278,0,278,0,,,1604854800,1604854800,2,0
58,0,0,out_of_service,0,0,86400,False,0,0,280,0,280,0,,,1604854800,1604854800,0,0
59,1,1,active,45,0,1604854507,True,19,1,281,0,281,2,,,1604854800,1604854800,0,8
60,1,1,active,12,0,1604854639,False,14,1,282,0,282,1,,,1604854800,1604854800,0,11
61,1,1,active,7,0,1604854663,False,42,1,284,2,284,2,,,1604854800,1604854800,0,4
62,1,1,active,12,0,1604854699,True,40,1,285,0,285,1,,,1604854800,1604854800,1,0
63,1,1,active,19,0,1604854561,False,0,1,289,0,289,0,,,1604854800,1604854800,0,0
64,1,1,active,17,0,1604854419,False,3,1,291,0,291,0,,,1604854800,1604854800,0,2
65,1,1,active,16,0,1604854453,False,38,1,293,3,293,0,,,1604854800,1604854800,0,8
66,1,1,active,7,0,1604854556,False,17,1,295,2,295,0,,,1604854800,1604854800,5,0
67,1,1,active,43,0,1604854517,False,33,1,297,0,297,1,,,1604854800,1604854800,0,5
68,1,1,active,17,0,1604854434,False,18,1,298,0,298,0,,,1604854800,1604854800,0,9
69,1,1,active,15,0,1604854585,False,43,1,301,0,301,0,,,1604854800,1604854800,0,0
70,1,1,active,9,0,1604854723,False,25,1,302,1,302,3,,,1604854800,1604854800,0,8
