,num_ebikes_available,num_docks_disabled,station_id,num_bikes_disabled,last_reported,legacy_id,is_installed,station_status,num_bikes_available,num_docks_available,eightd_has_available_keys,is_renting,is_returning,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,0,0,72,1,1605228851,72,1,active,18,36,False,1,1,,,1605229200,1605229200,3,0
1,1,0,79,0,1605228605,79,1,active,31,2,False,1,1,,,1605229200,1605229200,0,4
2,1,0,82,0,1605228709,82,1,active,27,0,False,1,1,,,1605229200,1605229200,0,0
3,0,0,83,0,1605226635,83,1,active,38,24,False,1,1,,,1605229200,1605229200,0,0
4,0,0,116,0,86400,116,0,out_of_service,0,0,False,0,0,,,1605229200,1605229200,0,0
5,0,0,119,2,1605227795,119,1,active,45,6,False,1,1,,,1605229200,1605229200,0,0
6,1,0,120,0,1605229160,120,1,active,4,15,False,1,1,,,1605229200,1605229200,3,0
7,1,0,127,0,1605229074,127,1,active,20,11,False,1,1,,,1605229200,1605229200,11,0
8,12,0,128,1,1605228733,128,1,active,55,0,False,1,1,,,1605229200,1605229200,0,1
9,0,0,143,0,1605229035,143,1,active,2,22,False,1,1,,,1605229200,1605229200,2,0
10,1,0,144,1,1605227537,144,1,active,57,0,False,1,1,,,1605229200,1605229200,0,1
11,0,0,146,0,1605227448,146,1,active,29,10,False,1,1,,,1605229200,1605229200,1,0
12,0,0,150,1,1605228889,150,1,active,18,36,False,1,1,,,1605229200,1605229200,2,0
13,2,0,151,2,1605229180,151,1,active,19,12,True,1,1,,,1605229200,1605229200,0,2
14,0,0,152,1,1605229149,152,1,active,42,6,False,1,1,,,1605229200,1605229200,0,0
15,3,0,157,0,1605228917,157,1,active,11,12,False,1,1,,,1605229200,1605229200,1,0
16,1,0,161,1,1605228965,161,1,active,22,12,False,1,1,,,1605229200,1605229200,1,0
17,0,0,164,1,1605228823,164,1,active,11,35,False,1,1,,,1605229200,1605229200,2,0
18,1,0,168,0,1605229130,168,1,active,38,9,False,1,1,,,1605229200,1605229200,0,7
19,0,0,173,0,1605228857,173,1,active,37,33,False,1,1,,,1605229200,1605229200,1,0
20,0,0,174,1,1605229151,174,1,active,6,28,False,1,1,,,1605229200,1605229200,0,5
21,1,0,212,2,1605228847,212,1,active,55,3,False,1,1,,,1605229200,1605229200,0,2
22,4,0,216,1,1605228600,216,1,active,14,22,False,1,1,,,1605229200,1605229200,2,0
23,1,0,217,0,1605228351,217,1,active,31,8,False,1,1,,,1605229200,1605229200,0,2
24,4,0,223,1,1605228567,223,1,active,27,5,False,1,1,,,1605229200,1605229200,2,0
25,0,0,224,2,1605229142,224,1,active,6,22,True,1,1,,,1605229200,1605229200,1,0
26,0,1,228,1,1605229145,228,1,active,28,25,False,1,1,,,1605229200,1605229200,0,1
27,0,0,229,1,1605229180,229,1,active,16,6,False,1,1,,,1605229200,1605229200,0,3
28,0,0,236,0,86400,236,1,active,0,0,False,1,1,,,1605229200,1605229200,0,0
29,2,0,237,2,1605229120,237,1,active,10,27,False,1,1,,,1605229200,1605229200,2,0
30,2,0,238,0,1605228622,238,1,active,18,13,False,1,1,,,1605229200,1605229200,2,0
31,1,0,239,1,1605228755,239,1,active,18,12,False,1,1,,,1605229200,1605229200,0,0
32,1,0,241,2,1605228318,241,1,active,13,8,False,1,1,,,1605229200,1605229200,0,1
33,0,0,242,0,1605228267,242,1,active,37,9,False,1,1,,,1605229200,1605229200,0,1
34,1,0,244,2,1605229144,244,1,active,3,26,False,1,1,,,1605229200,1605229200,0,1
35,0,0,245,0,1605228155,245,1,active,6,17,False,1,1,,,1605229200,1605229200,0,0
36,5,0,247,1,1605229173,247,1,active,31,23,False,1,1,,,1605229200,1605229200,4,0
37,0,0,248,3,1605227262,248,1,active,86,10,False,1,1,,,1605229200,1605229200,0,0
38,0,0,249,0,1605227660,249,1,active,17,10,False,1,1,,,1605229200,1605229200,0,0
39,0,0,250,1,1605229065,250,1,active,24,15,False,1,1,,,1605229200,1605229200,1,0
40,2,0,251,1,1605229173,251,1,active,14,12,False,1,1,,,1605229200,1605229200,2,0
41,3,0,252,0,1605228644,252,1,active,31,2,False,1,1,,,1605229200,1605229200,2,0
42,5,0,254,2,1605227999,254,1,active,24,21,False,1,1,,,1605229200,1605229200,8,0
43,0,0,257,0,1605229108,257,1,active,26,13,False,1,1,,,1605229200,1605229200,0,3
44,1,0,258,2,1605227643,258,1,active,2,19,False,1,1,,,1605229200,1605229200,2,0
45,0,0,259,0,1605226278,259,1,active,36,3,False,1,1,,,1605229200,1605229200,0,1
