,last_reported,station_id,is_installed,station_status,legacy_id,eightd_has_available_keys,num_docks_available,is_returning,num_docks_disabled,num_bikes_disabled,num_bikes_available,num_ebikes_available,is_renting,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,1604789515,72,1,active,72,False,45,1,0,4,6,0,1,,,1604790000,1604790000,0,2
1,1604789579,79,1,active,79,False,4,1,0,1,28,1,1,,,1604790000,1604790000,2,0
2,1604789345,82,1,active,82,False,2,1,0,0,25,0,1,,,1604790000,1604790000,1,0
3,1604789858,83,1,active,83,False,36,1,0,9,17,0,1,,,1604790000,1604790000,0,3
4,86400,116,0,out_of_service,116,False,0,0,0,0,0,0,0,,,1604790000,1604790000,0,0
5,1604789922,119,1,active,119,False,6,1,0,1,46,0,1,,,1604790000,1604790000,0,0
6,1604789829,120,1,active,120,False,12,1,0,1,6,1,1,,,1604790000,1604790000,2,0
7,1604789883,127,1,active,127,False,0,1,0,1,30,0,1,,,1604790000,1604790000,0,2
8,1604789979,128,1,active,128,False,1,1,0,4,51,1,1,,,1604790000,1604790000,0,0
9,1604789980,143,1,active,143,False,24,1,0,0,0,0,1,,,1604790000,1604790000,2,0
10,1604788958,144,1,active,144,False,19,1,0,1,38,0,1,,,1604790000,1604790000,0,0
11,1604789737,146,1,active,146,False,25,1,0,0,14,0,1,,,1604790000,1604790000,0,4
12,1604789876,150,1,active,150,False,30,1,0,0,25,1,1,,,1604790000,1604790000,0,0
13,1604789923,151,1,active,151,True,0,1,0,8,25,0,1,,,1604790000,1604790000,0,2
14,1604789337,152,1,active,152,False,41,1,0,0,8,0,1,,,1604790000,1604790000,0,2
15,1604789535,157,1,active,157,False,3,1,0,6,14,0,1,,,1604790000,1604790000,0,6
16,1604789878,161,1,active,161,False,2,1,0,6,27,0,1,,,1604790000,1604790000,0,1
17,1604789886,164,1,active,164,False,41,1,0,0,6,0,1,,,1604790000,1604790000,0,3
18,1604789825,168,1,active,168,False,0,1,0,2,45,1,1,,,1604790000,1604790000,1,0
19,1604789878,173,1,active,173,False,27,1,0,5,38,0,1,,,1604790000,1604790000,5,0
20,1604789855,174,1,active,174,False,0,1,2,28,5,1,1,,,1604790000,1604790000,0,0
21,1604789985,212,1,active,212,False,2,1,0,2,56,0,1,,,1604790000,1604790000,3,0
22,1604789701,216,1,active,216,False,22,1,0,2,13,0,1,,,1604790000,1604790000,0,4
23,1604789727,217,1,active,217,False,10,1,0,1,28,0,1,,,1604790000,1604790000,5,0
24,1604789997,223,1,active,223,False,2,1,0,2,29,0,1,,,1604790000,1604790000,1,0
25,1604789185,224,1,active,224,True,26,1,0,1,3,0,1,,,1604790000,1604790000,0,0
26,1604789737,228,1,active,228,False,48,1,0,2,5,0,1,,,1604790000,1604790000,0,2
27,1604789550,229,1,active,229,False,0,1,0,8,15,0,1,,,1604790000,1604790000,0,1
28,1604789887,236,1,active,236,False,1,1,0,4,42,0,1,,,1604790000,1604790000,0,2
29,1604789777,237,1,active,237,False,2,1,0,1,36,3,1,,,1604790000,1604790000,0,0
30,1604789742,238,1,active,238,False,0,1,0,0,31,0,1,,,1604790000,1604790000,0,0
31,1604789485,239,1,active,239,False,26,1,0,1,4,0,1,,,1604790000,1604790000,1,0
32,1604789971,241,1,active,241,False,3,1,0,5,15,1,1,,,1604790000,1604790000,2,0
33,1604788406,242,1,active,242,False,10,1,0,0,36,0,1,,,1604790000,1604790000,0,2
34,1604789696,244,1,active,244,False,27,1,0,3,1,0,1,,,1604790000,1604790000,2,0
35,1604789515,245,1,active,245,False,5,1,0,4,14,0,1,,,1604790000,1604790000,6,0
36,1604789229,247,1,active,247,False,0,1,0,1,54,0,1,,,1604790000,1604790000,1,0
37,1604789898,248,1,active,248,False,6,1,0,2,91,0,1,,,1604790000,1604790000,0,1
38,1604789990,249,1,active,249,False,9,1,0,0,18,0,1,,,1604790000,1604790000,4,0
39,1604789982,250,1,active,250,False,0,1,0,3,37,0,1,,,1604790000,1604790000,0,2
40,1604789800,251,1,active,251,False,1,1,0,5,21,0,1,,,1604790000,1604790000,0,1
41,1604789993,252,1,active,252,False,1,1,0,14,18,0,1,,,1604790000,1604790000,1,0
42,1604789994,254,1,active,254,False,2,1,0,4,41,0,1,,,1604790000,1604790000,1,0
43,1604789944,257,1,active,257,False,1,1,0,1,37,1,1,,,1604790000,1604790000,0,1
44,1604789869,258,1,active,258,False,11,1,0,3,9,0,1,,,1604790000,1604790000,0,6
45,1604789410,259,1,active,259,False,25,1,0,2,12,1,1,,,1604790000,1604790000,0,0
46,1604789758,260,1,active,260,False,27,1,0,1,5,1,1,,,1604790000,1604790000,0,1
47,1604789943,261,1,active,261,False,36,1,0,1,4,0,1,,,1604790000,1604790000,3,0
48,1604789856,262,1,active,262,False,7,1,0,12,5,0,1,,,1604790000,1604790000,12,0
49,1604789808,264,1,active,264,False,13,1,0,0,14,0,1,,,1604790000,1604790000,1,0
50,1604789869,265,1,active,265,False,0,1,0,0,35,1,1,,,1604790000,1604790000,0,2
51,1604789413,267,1,active,267,False,22,0,0,0,48,10,0,,,1604790000,1604790000,15,0
52,1604789725,268,1,active,268,False,0,1,0,1,26,1,1,,,1604790000,1604790000,0,0
53,1604789722,270,1,active,270,False,1,1,0,2,20,1,1,,,1604790000,1604790000,0,7
54,1604789615,274,1,active,274,False,27,1,0,0,4,0,1,,,1604790000,1604790000,0,0
55,1604789573,275,1,active,275,False,1,1,0,1,17,0,1,,,1604790000,1604790000,0,0
56,1604789172,276,1,active,276,False,15,1,0,2,8,0,1,,,1604790000,1604790000,1,0
57,1604788700,278,1,active,278,False,15,1,0,0,4,0,1,,,1604790000,1604790000,2,0
58,86400,280,0,out_of_service,280,False,0,0,0,0,0,0,0,,,1604790000,1604790000,0,0
59,1604789933,281,1,active,281,True,39,1,0,6,21,0,1,,,1604790000,1604790000,0,10
60,1604788850,282,1,active,282,False,24,1,0,3,0,0,1,,,1604790000,1604790000,6,0
61,1604789905,284,1,active,284,False,1,1,0,7,43,0,1,,,1604790000,1604790000,0,1
62,1604789956,285,1,active,285,True,3,1,0,2,48,0,1,,,1604790000,1604790000,3,0
63,1604785834,289,1,active,289,False,19,1,0,0,0,0,1,,,1604790000,1604790000,3,0
64,1604789631,291,1,active,291,False,18,1,0,0,2,0,1,,,1604790000,1604790000,5,0
65,1604789865,293,1,active,293,False,1,1,0,2,51,0,1,,,1604790000,1604790000,0,0
66,1604789787,295,1,active,295,False,2,1,0,2,20,0,1,,,1604790000,1604790000,2,0
67,1604789978,297,1,active,297,False,38,1,0,4,35,2,1,,,1604790000,1604790000,19,0
68,1604789876,298,1,active,298,False,15,1,0,0,20,1,1,,,1604790000,1604790000,3,0
69,1604789818,301,1,active,301,False,26,1,0,1,31,2,1,,,1604790000,1604790000,5,0
70,1604789732,302,1,active,302,False,27,1,0,3,7,0,1,,,1604790000,1604790000,2,0
71,1604789783,303,1,active,303,False,1,1,0,4,62,0,1,,,1604790000,1604790000,1,0
72,1604789993,304,1,active,304,True,24,1,0,7,2,0,1,,,1604790000,1604790000,5,0
73,1604789974,305,1,active,305,False,21,1,0,6,6,0,1,,,1604790000,1604790000,4,0
74,1604789965,307,1,active,307,False,1,1,0,5,24,2,1,,,1604790000,1604790000,0,0
75,1604789301,308,1,active,308,False,1,1,0,2,45,0,1,,,1604790000,1604790000,0,2
76,1604789647,309,1,active,309,False,0,1,0,2,39,0,1,,,1604790000,1604790000,0,5
77,1604789835,310,1,active,310,False,15,1,0,1,50,0,1,,,1604790000,1604790000,0,2
78,1604789936,311,1,active,311,False,2,1,0,4,25,0,1,,,1604790000,1604790000,0,3
79,1604789966,312,1,active,312,False,2,1,0,8,23,0,1,,,1604790000,1604790000,2,0
80,1604789322,313,1,active,313,False,27,1,0,0,28,0,1,,,1604790000,1604790000,0,1
81,1604789333,315,1,active,315,False,26,1,0,0,3,0,1,,,1604790000,1604790000,2,0
82,1604789846,316,1,active,316,False,41,1,0,1,1,0,1,,,1604790000,1604790000,5,0
83,1604789991,317,1,active,317,False,35,1,0,4,15,0,1,,,1604790000,1604790000,11,0
84,1604789626,319,1,active,319,False,29,1,0,3,1,0,1,,,1604790000,1604790000,1,0
85,1604789879,320,1,active,320,False,1,1,0,1,37,0,1,,,1604790000,1604790000,1,0
86,1604789621,321,1,active,321,False,2,1,0,2,35,0,1,,,1604790000,1604790000,0,0
87,1604789881,323,1,active,323,False,36,1,0,0,3,1,1,,,1604790000,1604790000,0,0
88,1604789834,324,1,active,324,False,6,1,0,1,67,1,1,,,1604790000,1604790000,3,0
89,1604789797,325,1,active,325,False,31,1,0,3,1,0,1,,,1604790000,1604790000,4,0
90,1604789947,326,1,active,326,False,20,1,0,0,21,0,1,,,1604790000,1604790000,14,0
91,1604789892,327,1,active,327,True,15,1,0,2,22,0,1,,,1604790000,1604790000,4,0
92,1604789313,328,1,active,328,False,0,1,0,0,35,0,1,,,1604790000,1604790000,0,0
93,1604789986,330,1,active,330,False,30,1,0,1,8,0,1,,,1604790000,1604790000,0,1
