,station_id,is_renting,num_ebikes_available,station_status,last_reported,legacy_id,eightd_has_available_keys,num_docks_disabled,num_bikes_disabled,num_bikes_available,is_installed,is_returning,num_docks_available,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,72,1,1,active,1604644914,72,False,0,1,29,1,1,25,,,1604646005,1604646005,0,0
1,79,1,0,active,1604645330,79,False,0,0,13,1,1,20,,,1604646005,1604646005,1,0
2,82,1,1,active,1604637772,82,False,0,0,10,1,1,17,,,1604646005,1604646005,0,0
3,83,1,0,active,1604645467,83,False,0,0,41,1,1,21,,,1604646005,1604646005,0,0
4,116,0,0,out_of_service,86400,116,False,0,0,0,0,0,0,,,1604646005,1604646005,0,0
5,119,1,0,active,1604645349,119,False,0,1,50,1,1,2,,,1604646005,1604646005,0,0
6,120,1,0,active,1604644148,120,False,0,0,5,1,1,14,,,1604646005,1604646005,0,0
7,127,1,0,active,1604645251,127,False,0,2,29,1,1,0,,,1604646005,1604646005,0,0
8,128,1,1,active,1604642671,128,False,0,1,45,1,1,10,,,1604646005,1604646005,0,1
9,143,1,2,active,1604639302,143,False,0,0,15,1,1,9,,,1604646005,1604646005,0,0
10,144,1,0,active,1604640097,144,False,0,0,43,1,1,15,,,1604646005,1604646005,1,0
11,146,1,0,active,1604635756,146,False,0,1,20,1,1,18,,,1604646005,1604646005,0,0
12,150,1,2,active,1604641656,150,False,0,0,22,1,1,33,,,1604646005,1604646005,0,0
13,151,1,1,active,1604641472,151,True,0,1,28,1,1,4,,,1604646005,1604646005,0,1
14,152,1,0,active,1604640166,152,False,0,0,24,1,1,25,,,1604646005,1604646005,0,2
15,157,1,0,active,1604645349,157,False,0,1,21,1,1,1,,,1604646005,1604646005,0,0
16,161,1,1,active,1604645436,161,False,0,1,15,1,1,19,,,1604646005,1604646005,1,0
17,164,1,4,active,1604644928,164,False,0,0,46,1,1,1,,,1604646005,1604646005,0,0
18,168,1,0,active,1604642801,168,False,0,2,9,1,1,36,,,1604646005,1604646005,0,0
19,173,1,0,active,1604645083,173,False,0,1,3,1,1,66,,,1604646005,1604646005,0,0
20,174,1,2,active,1604638567,174,False,0,2,14,1,1,19,,,1604646005,1604646005,0,1
21,212,1,0,active,1604645995,212,False,0,1,31,1,1,28,,,1604646005,1604646005,0,0
22,216,1,0,active,1604645350,216,False,0,1,10,1,1,26,,,1604646005,1604646005,0,0
23,217,1,0,active,1604645349,217,False,0,1,28,1,1,10,,,1604646005,1604646005,0,0
24,223,1,0,active,1604641717,223,False,0,0,20,1,1,13,,,1604646005,1604646005,0,0
25,224,1,0,active,1604644148,224,True,0,0,2,1,1,28,,,1604646005,1604646005,0,0
26,228,1,1,active,1604643136,228,False,0,0,11,1,1,44,,,1604646005,1604646005,0,1
27,229,1,0,active,1604645552,229,False,0,3,1,1,1,19,,,1604646005,1604646005,0,0
28,236,1,2,active,1604644739,236,False,0,1,44,1,1,2,,,1604646005,1604646005,0,0
29,237,1,0,active,1604639732,237,False,0,0,25,1,1,14,,,1604646005,1604646005,0,0
30,238,1,0,active,1604641952,238,False,0,4,25,1,1,2,,,1604646005,1604646005,0,0
31,239,1,1,active,1604645413,239,False,0,0,18,1,1,13,,,1604646005,1604646005,0,0
32,241,1,0,active,1604645349,241,False,0,2,12,1,1,9,,,1604646005,1604646005,0,0
33,242,1,1,active,1604644149,242,False,0,0,33,1,1,13,,,1604646005,1604646005,0,0
34,244,1,0,active,1604645349,244,False,0,0,8,1,1,23,,,1604646005,1604646005,0,0
35,245,1,1,active,1604634984,245,False,0,1,2,1,1,20,,,1604646005,1604646005,0,0
36,247,1,0,active,1604637353,247,False,0,1,48,1,1,6,,,1604646005,1604646005,0,0
37,248,1,1,active,1604643501,248,False,0,1,48,1,1,50,,,1604646005,1604646005,0,0
38,249,1,0,active,1604645948,249,False,0,0,6,1,1,21,,,1604646005,1604646005,0,0
39,250,1,1,active,1604643479,250,False,0,0,17,1,1,23,,,1604646005,1604646005,0,0
40,251,1,1,active,1604645388,251,False,0,3,21,1,1,3,,,1604646005,1604646005,0,0
41,252,1,0,active,1604641590,252,False,0,0,25,1,1,8,,,1604646005,1604646005,0,0
42,254,1,0,active,1604644379,254,False,1,2,21,1,1,23,,,1604646005,1604646005,1,0
43,257,1,0,active,1604644910,257,False,0,0,7,1,1,32,,,1604646005,1604646005,0,0
44,258,1,0,active,1604645349,258,False,0,1,16,1,1,6,,,1604646005,1604646005,0,0
45,259,1,2,active,1604645350,259,False,0,1,32,1,1,6,,,1604646005,1604646005,0,0
46,260,1,0,active,1604645349,260,False,0,0,16,1,1,17,,,1604646005,1604646005,1,0
47,261,1,1,active,1604645350,261,False,0,0,11,1,1,30,,,1604646005,1604646005,0,0
48,262,1,1,active,1604645350,262,False,0,2,12,1,1,10,,,1604646005,1604646005,1,0
49,264,1,5,active,1604642230,264,False,0,0,17,1,1,10,,,1604646005,1604646005,0,0
50,265,1,0,active,1604641034,265,False,0,2,27,1,1,6,,,1604646005,1604646005,0,0
51,267,1,0,active,1604643780,267,False,0,4,8,1,1,58,,,1604646005,1604646005,0,0
52,268,1,0,active,1604645680,268,False,0,1,0,1,1,26,,,1604646005,1604646005,1,0
53,270,1,0,active,1604641527,270,False,0,0,6,1,1,17,,,1604646005,1604646005,0,0
54,274,1,4,active,1604645350,274,False,0,0,19,1,1,12,,,1604646005,1604646005,0,0
55,275,1,0,active,1604645350,275,False,0,2,5,1,1,12,,,1604646005,1604646005,0,0
56,276,1,0,active,1604642292,276,False,0,0,13,1,1,12,,,1604646005,1604646005,0,0
57,278,1,1,active,1604645349,278,False,0,1,5,1,1,13,,,1604646005,1604646005,0,0
58,280,0,0,out_of_service,86400,280,False,0,0,0,0,0,0,,,1604646005,1604646005,0,0
59,281,1,3,active,1604645861,281,True,0,0,10,1,1,56,,,1604646005,1604646005,0,1
60,282,1,2,active,1604642886,282,False,0,3,20,1,1,4,,,1604646005,1604646005,0,0
61,284,1,0,active,1604645920,284,False,0,0,29,1,1,22,,,1604646005,1604646005,0,0
62,285,1,0,active,1604645853,285,True,0,1,8,1,1,44,,,1604646005,1604646005,1,0
63,289,1,1,active,1604644149,289,False,0,0,7,1,1,12,,,1604646005,1604646005,0,0
64,291,1,0,active,1604642735,291,False,0,0,19,1,1,1,,,1604646005,1604646005,0,0
65,293,1,0,active,1604642739,293,False,0,3,15,1,1,36,,,1604646005,1604646005,0,0
66,295,0,0,active,86400,295,False,0,0,0,1,0,0,,,1604646005,1604646005,0,0
67,297,1,0,active,1604644549,297,False,0,5,26,1,1,46,,,1604646005,1604646005,1,0
68,298,1,2,active,1604645349,298,False,0,0,31,1,1,4,,,1604646005,1604646005,0,0
69,301,1,1,active,1604644764,301,False,0,0,41,1,1,17,,,1604646005,1604646005,0,0
70,302,1,4,active,1604645908,302,False,0,3,17,1,1,17,,,1604646005,1604646005,2,0
71,303,1,0,active,1604645032,303,False,0,2,51,1,1,14,,,1604646005,1604646005,0,1
