,legacy_id,last_reported,num_docks_available,station_status,num_bikes_disabled,station_id,is_installed,num_docks_disabled,is_returning,num_bikes_available,eightd_has_available_keys,num_ebikes_available,is_renting,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,72,1604259299,24,active,1,72,1,0,1,30,False,0,1,,,1604260795,1604260795,30,30
1,79,1604260012,13,active,0,79,1,0,1,20,False,2,1,,,1604260795,1604260795,20,20
2,82,1604256676,12,active,0,82,1,0,1,15,False,0,1,,,1604260795,1604260795,15,15
3,83,1604260114,5,active,0,83,1,0,1,57,False,1,1,,,1604260795,1604260795,57,57
4,116,86400,0,out_of_service,0,116,0,0,0,0,False,0,0,,,1604260795,1604260795,0,0
5,119,1604256695,11,active,1,119,1,0,1,41,False,1,1,,,1604260795,1604260795,41,41
6,120,1604260546,12,active,0,120,1,0,1,7,False,2,1,,,1604260795,1604260795,7,7
7,127,1604258409,0,active,1,127,1,0,1,30,False,2,1,,,1604260795,1604260795,30,30
8,128,1604260202,30,active,1,128,1,0,1,25,False,1,1,,,1604260795,1604260795,25,25
9,143,1604257012,18,active,1,143,1,0,1,5,False,1,1,,,1604260795,1604260795,5,5
10,144,1604256874,30,active,0,144,1,0,1,28,False,0,1,,,1604260795,1604260795,28,28
11,146,1604259769,22,active,1,146,1,0,1,16,False,1,1,,,1604260795,1604260795,16,16
12,150,1604260661,22,active,1,150,1,0,1,32,False,3,1,,,1604260795,1604260795,32,32
13,151,1604260380,7,active,2,151,1,0,1,24,True,2,1,,,1604260795,1604260795,24,24
14,152,1604259053,35,active,0,152,1,0,1,14,False,1,1,,,1604260795,1604260795,14,14
15,157,1604257510,6,active,2,157,1,0,1,15,False,1,1,,,1604260795,1604260795,15,15
16,161,1604260617,1,active,0,161,1,0,1,34,False,4,1,,,1604260795,1604260795,34,34
17,164,1604256713,23,active,0,164,1,0,1,4,False,0,1,,,1604260795,1604260795,4,4
18,168,1604260362,23,active,0,168,1,0,1,24,False,1,1,,,1604260795,1604260795,24,24
19,173,1604260154,42,active,2,173,1,0,1,26,False,1,1,,,1604260795,1604260795,26,26
20,174,1604260089,15,active,0,174,1,0,1,15,False,2,1,,,1604260795,1604260795,15,15
21,212,1604255601,53,active,0,212,1,0,1,7,False,0,1,,,1604260795,1604260795,7,7
22,216,1604255256,35,active,0,216,1,0,1,2,False,1,1,,,1604260795,1604260795,2,2
23,217,1604253295,3,active,0,217,1,0,1,36,False,1,1,,,1604260795,1604260795,36,36
24,223,1604260771,25,active,1,223,1,0,1,7,False,0,1,,,1604260795,1604260795,7,7
25,224,1604258901,25,active,1,224,1,0,1,4,True,0,1,,,1604260795,1604260795,4,4
26,228,1604255799,23,active,1,228,1,0,1,31,False,7,1,,,1604260795,1604260795,31,31
27,229,1604259908,1,active,2,229,1,0,1,20,False,2,1,,,1604260795,1604260795,20,20
28,236,1604260785,1,active,0,236,1,0,1,46,False,1,1,,,1604260795,1604260795,46,46
29,237,1604258096,1,out_of_service,0,237,0,0,0,0,False,0,0,,,1604260795,1604260795,0,0
30,238,1604254697,15,active,0,238,1,0,1,16,False,2,1,,,1604260795,1604260795,16,16
31,239,1604256169,20,active,0,239,1,0,1,11,False,1,1,,,1604260795,1604260795,11,11
32,241,1604257474,3,active,1,241,1,0,1,19,False,7,1,,,1604260795,1604260795,19,19
33,242,1604259025,8,active,0,242,1,0,1,38,False,2,1,,,1604260795,1604260795,38,38
34,244,1604258567,22,active,0,244,1,0,1,9,False,0,1,,,1604260795,1604260795,9,9
35,245,1604251158,14,active,2,245,1,0,1,7,False,0,1,,,1604260795,1604260795,7,7
36,247,1604260355,25,active,4,247,1,0,1,26,False,4,1,,,1604260795,1604260795,26,26
37,248,1604260653,32,active,1,248,1,0,1,66,False,3,1,,,1604260795,1604260795,66,66
38,249,1604260681,25,active,0,249,1,0,1,2,False,0,1,,,1604260795,1604260795,2,2
39,250,1604260156,7,active,2,250,1,0,1,31,False,1,1,,,1604260795,1604260795,31,31
40,251,1604260780,2,active,0,251,1,0,1,25,False,3,1,,,1604260795,1604260795,25,25
41,252,1604259148,10,active,2,252,1,0,1,21,False,1,1,,,1604260795,1604260795,21,21
42,254,1604257762,35,active,1,254,1,0,1,11,False,0,1,,,1604260795,1604260795,11,11
43,257,1604259600,20,active,1,257,1,0,1,18,False,1,1,,,1604260795,1604260795,18,18
44,258,1604258234,0,active,1,258,1,0,1,22,False,4,1,,,1604260795,1604260795,22,22
45,259,1604260105,12,active,0,259,1,0,1,27,False,3,1,,,1604260795,1604260795,27,27
46,260,1604259409,24,active,1,260,1,0,1,8,False,0,1,,,1604260795,1604260795,8,8
47,261,1604260773,17,active,0,261,1,0,1,24,False,4,1,,,1604260795,1604260795,24,24
48,262,1604256892,23,active,1,262,1,0,1,0,False,0,1,,,1604260795,1604260795,0,0
49,264,1604260451,0,active,3,264,1,24,1,0,False,0,1,,,1604260795,1604260795,0,0
50,265,1604260478,1,active,1,265,1,0,1,33,False,2,1,,,1604260795,1604260795,33,33
51,267,1604258168,41,active,2,267,1,0,1,27,False,4,1,,,1604260795,1604260795,27,27
52,268,1604259197,1,active,0,268,1,0,1,26,False,5,1,,,1604260795,1604260795,26,26
53,270,1604259590,11,active,0,270,1,0,1,12,False,7,1,,,1604260795,1604260795,12,12
54,274,1604260680,5,active,1,274,1,0,1,25,False,1,1,,,1604260795,1604260795,25,25
55,275,1604257853,11,active,0,275,1,0,1,8,False,4,1,,,1604260795,1604260795,8,8
56,276,1604256453,25,active,0,276,1,0,1,0,False,0,1,,,1604260795,1604260795,0,0
57,278,1604258579,9,active,1,278,1,0,1,9,False,3,1,,,1604260795,1604260795,9,9
58,280,86400,0,out_of_service,0,280,0,0,0,0,False,0,0,,,1604260795,1604260795,0,0
59,281,1604257895,36,active,1,281,1,0,1,29,True,0,1,,,1604260795,1604260795,29,29
60,282,1604260167,3,active,1,282,1,0,1,23,False,1,1,,,1604260795,1604260795,23,23
61,284,1604260479,34,active,2,284,1,0,1,15,False,3,1,,,1604260795,1604260795,15,15
62,285,1604259761,26,active,3,285,1,0,1,24,True,1,1,,,1604260795,1604260795,24,24
63,289,1604256893,10,active,1,289,1,0,1,8,False,0,1,,,1604260795,1604260795,8,8
64,291,1604260715,2,active,0,291,1,0,1,11,False,1,1,,,1604260795,1604260795,11,11
65,293,1604260660,19,active,3,293,1,1,1,32,False,2,1,,,1604260795,1604260795,32,32
66,295,1604258038,3,active,0,295,1,0,1,21,False,4,1,,,1604260795,1604260795,21,21
67,297,1604259617,46,active,2,297,1,0,1,29,False,5,1,,,1604260795,1604260795,29,29
68,298,1604259312,6,active,2,298,1,0,1,27,False,1,1,,,1604260795,1604260795,27,27
69,301,1604260542,18,active,0,301,1,0,1,40,False,1,1,,,1604260795,1604260795,40,40
70,302,1604260635,16,active,1,302,1,0,1,6,False,0,1,,,1604260795,1604260795,6,6
71,303,1604260402,29,active,1,303,1,0,1,37,False,4,1,,,1604260795,1604260795,37,37
72,304,1604259690,7,active,0,304,1,0,1,26,False,1,1,,,1604260795,1604260795,26,26
73,305,1604259546,21,active,0,305,1,0,1,12,False,1,1,,,1604260795,1604260795,12,12
74,307,1604259393,3,active,0,307,1,0,1,27,False,2,1,,,1604260795,1604260795,27,27
75,308,1604260143,31,active,1,308,1,0,1,16,False,3,1,,,1604260795,1604260795,16,16
76,309,1604258828,28,active,0,309,1,0,1,13,False,0,1,,,1604260795,1604260795,13,13
77,310,1604258482,6,active,0,310,1,0,1,60,False,1,1,,,1604260795,1604260795,60,60
78,311,1604260784,14,active,0,311,1,0,1,17,False,0,1,,,1604260795,1604260795,17,17
79,312,1604259211,2,active,0,312,1,0,1,31,False,2,1,,,1604260795,1604260795,31,31
80,313,1604256679,31,active,0,313,1,0,1,24,False,2,1,,,1604260795,1604260795,24,24
81,315,1604257859,13,active,3,315,1,0,1,13,False,0,1,,,1604260795,1604260795,13,13
82,316,1604257217,32,active,0,316,1,0,1,11,False,0,1,,,1604260795,1604260795,11,11
83,317,1604260199,24,active,0,317,1,0,1,30,False,2,1,,,1604260795,1604260795,30,30
84,319,1604259814,10,active,0,319,1,0,1,23,False,0,1,,,1604260795,1604260795,23,23
85,320,1604260362,34,active,2,320,1,0,1,3,False,1,1,,,1604260795,1604260795,3,3
86,321,1604260156,13,active,1,321,1,0,1,25,False,2,1,,,1604260795,1604260795,25,25
87,323,1604258101,19,active,0,323,1,0,1,20,False,0,1,,,1604260795,1604260795,20,20
88,324,1604260782,19,active,3,324,1,0,1,52,False,1,1,,,1604260795,1604260795,52,52
89,325,1604260365,17,active,0,325,1,0,1,18,False,0,1,,,1604260795,1604260795,18,18
90,326,86400,0,out_of_service,0,326,0,0,0,0,False,0,0,,,1604260795,1604260795,0,0
91,327,1604260538,21,active,0,327,1,0,1,18,True,0,1,,,1604260795,1604260795,18,18
92,328,1604260066,3,active,0,328,1,0,1,20,False,0,1,,,1604260795,1604260795,20,20
93,330,1604259762,21,active,0,330,1,0,1,18,False,1,1,,,1604260795,1604260795,18,18
94,331,1604258481,2,active,4,331,1,0,1,21,False,1,1,,,1604260795,1604260795,21,21
95,332,1604260390,26,active,0,332,1,0,1,10,False,0,1,,,1604260795,1604260795,10,10
96,334,1604260189,6,active,2,334,1,0,1,23,False,0,1,,,1604260795,1604260795,23,23
97,335,1604257584,8,active,4,335,1,0,1,15,False,3,1,,,1604260795,1604260795,15,15
98,336,1604260682,5,active,1,336,1,0,1,30,False,2,1,,,1604260795,1604260795,30,30
99,340,1604260338,15,active,2,340,1,0,1,10,False,2,1,,,1604260795,1604260795,10,10
100,341,1604252589,12,active,0,341,1,0,1,7,False,0,1,,,1604260795,1604260795,7,7
101,342,1604258221,11,active,2,342,1,0,1,16,False,1,1,,,1604260795,1604260795,16,16
102,343,1604253240,3,active,1,343,1,0,1,19,False,0,1,,,1604260795,1604260795,19,19
103,344,1604260291,11,active,0,344,1,0,1,12,False,4,1,,,1604260795,1604260795,12,12
104,346,1604257650,4,active,3,346,1,0,1,20,False,0,1,,,1604260795,1604260795,20,20
105,347,1604258305,32,active,1,347,1,0,1,21,False,1,1,,,1604260795,1604260795,21,21
106,349,1604260501,4,active,1,349,1,0,1,56,False,1,1,,,1604260795,1604260795,56,56
107,350,1604260636,29,active,2,350,1,0,1,16,False,1,1,,,1604260795,1604260795,16,16
108,351,1604259051,31,active,0,351,1,0,1,8,False,1,1,,,1604260795,1604260795,8,8
109,353,1604258946,2,active,3,353,1,0,1,22,False,0,1,,,1604260795,1604260795,22,22
110,354,1604259063,37,active,0,354,1,0,1,10,False,0,1,,,1604260795,1604260795,10,10
