,num_ebikes_available,is_installed,num_bikes_disabled,num_docks_available,legacy_id,is_renting,station_status,num_bikes_available,eightd_has_available_keys,last_reported,is_returning,num_docks_disabled,station_id,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,0,1,5,50,72,1,active,0,False,1604779147,1,0,72,,,1604779195,1604779195,8,0
1,0,1,1,0,79,1,active,32,False,1604778017,1,0,79,,,1604779195,1604779195,0,0
2,0,1,0,0,82,1,active,27,False,1604777304,1,0,82,,,1604779195,1604779195,0,7
3,1,1,6,28,83,1,active,28,False,1604779060,1,0,83,,,1604779195,1604779195,0,3
4,0,0,0,0,116,0,out_of_service,0,False,86400,0,0,116,,,1604779195,1604779195,0,0
5,0,1,1,9,119,1,active,43,False,1604779120,1,0,119,,,1604779195,1604779195,3,0
6,0,1,2,16,120,1,active,1,False,1604779007,1,0,120,,,1604779195,1604779195,0,0
7,0,1,3,0,127,1,active,28,False,1604779111,1,0,127,,,1604779195,1604779195,0,0
8,0,1,3,2,128,1,active,51,False,1604779187,1,0,128,,,1604779195,1604779195,0,0
9,0,1,1,22,143,1,active,1,False,1604778681,1,0,143,,,1604779195,1604779195,1,0
10,0,1,1,15,144,1,active,42,False,1604778917,1,0,144,,,1604779195,1604779195,0,0
11,0,1,0,36,146,1,active,3,False,1604778869,1,0,146,,,1604779195,1604779195,1,0
12,0,1,0,36,150,1,active,19,False,1604779078,1,0,150,,,1604779195,1604779195,0,7
13,0,1,6,0,151,1,active,27,True,1604779181,1,0,151,,,1604779195,1604779195,0,0
14,0,1,0,40,152,1,active,9,False,1604778888,1,0,152,,,1604779195,1604779195,0,8
15,1,1,3,14,157,1,active,6,False,1604779121,1,0,157,,,1604779195,1604779195,8,0
16,0,1,4,2,161,1,active,29,False,1604779166,1,0,161,,,1604779195,1604779195,1,0
17,0,1,0,46,164,1,active,1,False,1604778817,1,0,164,,,1604779195,1604779195,2,0
18,0,1,3,5,168,1,active,39,False,1604779142,1,0,168,,,1604779195,1604779195,1,0
19,0,1,4,39,173,1,active,27,False,1604778932,1,0,173,,,1604779195,1604779195,11,0
20,0,1,12,2,174,1,active,1,False,1604779086,1,20,174,,,1604779195,1604779195,1,0
21,0,1,1,7,212,1,active,52,False,1604779167,1,0,212,,,1604779195,1604779195,3,0
22,0,1,1,36,216,1,active,0,False,1604779043,1,0,216,,,1604779195,1604779195,2,0
23,2,1,2,6,217,1,active,31,False,1604779161,1,0,217,,,1604779195,1604779195,5,0
24,0,1,2,0,223,1,active,31,False,1604778800,1,0,223,,,1604779195,1604779195,0,0
25,0,1,0,26,224,1,active,4,True,1604779082,1,0,224,,,1604779195,1604779195,0,2
26,0,1,1,54,228,1,active,0,False,1604778808,1,0,228,,,1604779195,1604779195,1,0
27,1,1,5,1,229,1,active,17,False,1604778787,1,0,229,,,1604779195,1604779195,0,0
28,3,1,2,1,236,1,active,44,False,1604779183,1,0,236,,,1604779195,1604779195,0,1
29,0,1,0,22,237,1,active,17,False,1604779169,1,0,237,,,1604779195,1604779195,10,0
30,2,1,1,0,238,1,active,30,False,1604779168,1,0,238,,,1604779195,1604779195,0,1
