,station_status,eightd_has_available_keys,legacy_id,station_id,is_installed,is_returning,last_reported,num_docks_disabled,num_bikes_available,is_renting,num_docks_available,num_ebikes_available,num_bikes_disabled,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,active,False,72,72,1,1,1604627480,0,23,1,31,0,1,,,1604628000,1604628000,1,0
1,active,False,79,79,1,1,1604626857,0,19,1,12,1,2,,,1604628000,1604628000,0,0
2,active,False,82,82,1,1,1604627909,0,9,1,18,0,0,,,1604628000,1604628000,0,3
3,active,False,83,83,1,1,1604627289,0,45,1,17,0,0,,,1604628000,1604628000,0,2
4,out_of_service,False,116,116,0,0,86400,0,0,0,0,0,0,,,1604628000,1604628000,0,0
5,active,False,119,119,1,1,1604624854,0,51,1,0,0,2,,,1604628000,1604628000,0,1
6,active,False,120,120,1,1,1604627429,0,3,1,16,1,0,,,1604628000,1604628000,0,1
7,active,False,127,127,1,1,1604627871,0,29,1,1,2,1,,,1604628000,1604628000,0,0
8,active,False,128,128,1,1,1604627877,0,52,1,1,2,3,,,1604628000,1604628000,0,2
9,active,False,143,143,1,1,1604626815,0,11,1,13,0,0,,,1604628000,1604628000,1,0
10,active,False,144,144,1,1,1604627448,0,41,1,16,0,1,,,1604628000,1604628000,0,0
11,active,False,146,146,1,1,1604627564,0,20,1,18,0,1,,,1604628000,1604628000,1,0
12,active,False,150,150,1,1,1604627797,0,20,1,35,4,0,,,1604628000,1604628000,0,0
13,active,True,151,151,1,1,1604627985,0,28,1,2,5,3,,,1604628000,1604628000,0,1
14,active,False,152,152,1,1,1604627746,0,24,1,25,0,0,,,1604628000,1604628000,0,2
15,active,False,157,157,1,1,1604627584,0,19,1,4,0,0,,,1604628000,1604628000,2,0
16,active,False,161,161,1,1,1604627754,0,31,1,2,1,2,,,1604628000,1604628000,0,5
17,active,False,164,164,1,0,1604627769,0,46,0,1,4,0,,,1604628000,1604628000,0,0
18,active,False,168,168,1,1,1604627860,0,22,1,23,0,2,,,1604628000,1604628000,0,4
19,active,False,173,173,1,1,1604627919,0,4,1,65,1,1,,,1604628000,1604628000,2,0
20,active,False,174,174,1,1,1604627754,0,1,1,32,0,2,,,1604628000,1604628000,6,0
21,active,False,212,212,1,1,1604626989,0,30,1,29,0,1,,,1604628000,1604628000,0,0
22,active,False,216,216,1,1,1604620917,0,7,1,29,0,1,,,1604628000,1604628000,2,0
23,active,False,217,217,1,1,1604626313,0,30,1,8,0,1,,,1604628000,1604628000,1,0
24,active,False,223,223,1,1,1604627798,0,17,1,16,2,0,,,1604628000,1604628000,6,0
25,active,True,224,224,1,1,1604627579,0,4,1,26,1,0,,,1604628000,1604628000,0,2
26,active,False,228,228,1,1,1604627856,0,18,1,36,0,1,,,1604628000,1604628000,0,2
27,active,False,229,229,1,1,1604627620,0,4,1,16,0,3,,,1604628000,1604628000,0,3
28,active,False,236,236,1,1,1604627315,0,40,1,3,0,4,,,1604628000,1604628000,5,0
29,active,False,237,237,1,1,1604627594,0,28,1,10,0,1,,,1604628000,1604628000,2,0
30,active,False,238,238,1,1,1604627423,0,25,1,2,0,4,,,1604628000,1604628000,0,1
31,active,False,239,239,1,1,1604627661,0,19,1,11,2,1,,,1604628000,1604628000,0,1
32,active,False,241,241,1,1,1604626570,0,17,1,2,0,4,,,1604628000,1604628000,0,3
33,active,False,242,242,1,1,1604627904,0,33,1,13,0,0,,,1604628000,1604628000,0,0
34,active,False,244,244,1,1,1604627443,0,6,1,25,2,0,,,1604628000,1604628000,1,0
35,active,False,245,245,1,1,1604627521,0,3,1,18,0,2,,,1604628000,1604628000,0,1
36,active,False,247,247,1,1,1604627738,0,54,1,0,3,1,,,1604628000,1604628000,0,2
37,active,False,248,248,1,1,1604625819,0,46,1,52,0,1,,,1604628000,1604628000,0,0
38,active,False,249,249,1,1,1604626324,0,9,1,17,0,1,,,1604628000,1604628000,0,1
39,active,False,250,250,1,1,1604627941,0,21,1,16,0,3,,,1604628000,1604628000,2,0
40,active,False,251,251,1,1,1604627944,0,24,1,2,0,1,,,1604628000,1604628000,0,3
41,active,False,252,252,1,1,1604627941,0,17,1,16,1,0,,,1604628000,1604628000,4,0
42,active,False,254,254,1,1,1604627687,1,23,1,21,1,2,,,1604628000,1604628000,3,0
43,active,False,257,257,1,1,1604627693,0,7,1,32,0,0,,,1604628000,1604628000,0,1
44,active,False,258,258,1,1,1604626957,0,20,1,1,5,2,,,1604628000,1604628000,0,4
45,active,False,259,259,1,1,1604625529,0,29,1,7,0,3,,,1604628000,1604628000,1,0
46,active,False,260,260,1,1,1604627479,0,23,1,9,0,1,,,1604628000,1604628000,0,2
47,active,False,261,261,1,1,1604627889,0,8,1,33,0,0,,,1604628000,1604628000,0,0
48,active,False,262,262,1,1,1604627657,0,14,1,8,0,2,,,1604628000,1604628000,0,1
49,active,False,264,264,1,1,1604627842,0,2,1,24,0,1,,,1604628000,1604628000,2,0
50,active,False,265,265,1,1,1604627332,0,28,1,2,0,5,,,1604628000,1604628000,2,0
51,active,False,267,267,1,1,1604627839,0,16,1,48,1,6,,,1604628000,1604628000,0,5
52,active,False,268,268,1,1,1604627915,0,6,1,20,0,1,,,1604628000,1604628000,0,2
53,active,False,270,270,1,1,1604627658,0,6,1,16,1,1,,,1604628000,1604628000,1,0
54,active,False,274,274,1,1,1604627462,0,10,1,21,0,0,,,1604628000,1604628000,3,0
55,active,False,275,275,1,1,1604626010,0,6,1,12,0,1,,,1604628000,1604628000,0,1
56,active,False,276,276,1,1,1604626565,0,13,1,11,0,1,,,1604628000,1604628000,0,0
57,active,False,278,278,1,1,1604627908,0,3,1,15,2,1,,,1604628000,1604628000,0,0
58,out_of_service,False,280,280,0,0,86400,0,0,0,0,0,0,,,1604628000,1604628000,0,0
59,active,True,281,281,1,1,1604625377,0,0,1,66,0,0,,,1604628000,1604628000,13,0
60,active,False,282,282,1,1,1604627233,0,14,1,11,1,2,,,1604628000,1604628000,0,0
61,active,False,284,284,1,1,1604627941,0,35,1,16,3,0,,,1604628000,1604628000,9,0
62,active,True,285,285,1,1,1604627987,0,28,1,23,1,2,,,1604628000,1604628000,0,9
63,active,False,289,289,1,1,1604626341,0,6,1,13,2,0,,,1604628000,1604628000,2,0
64,active,False,291,291,1,1,1604627558,0,20,1,0,0,0,,,1604628000,1604628000,0,1
65,active,False,293,293,1,1,1604627924,0,24,1,28,0,2,,,1604628000,1604628000,0,4
66,active,False,295,295,1,0,86400,0,0,0,0,0,0,,,1604628000,1604628000,0,0
67,active,False,297,297,1,1,1604627785,0,20,1,50,0,7,,,1604628000,1604628000,0,0
68,active,False,298,298,1,1,1604625817,0,32,1,3,1,0,,,1604628000,1604628000,0,2
69,active,False,301,301,1,1,1604627687,0,30,1,28,2,0,,,1604628000,1604628000,2,0
70,active,False,302,302,1,1,1604627633,0,9,1,25,1,3,,,1604628000,1604628000,1,0
71,active,False,303,303,1,1,1604627605,0,52,1,13,1,2,,,1604628000,1604628000,1,0
72,active,True,304,304,1,1,1604627419,0,12,1,21,5,0,,,1604628000,1604628000,0,1
73,active,False,305,305,1,1,1604626635,0,2,1,28,1,3,,,1604628000,1604628000,0,0
74,active,False,307,307,1,1,1604627919,0,28,1,0,6,2,,,1604628000,1604628000,0,3
75,active,False,308,308,1,1,1604627036,0,10,1,36,0,2,,,1604628000,1604628000,1,0
76,active,False,309,309,1,1,1604626028,0,16,1,24,0,1,,,1604628000,1604628000,0,2
77,active,False,310,310,1,1,1604627841,1,63,1,2,1,0,,,1604628000,1604628000,0,0
78,active,False,311,311,1,1,1604627737,0,22,1,8,0,1,,,1604628000,1604628000,0,0
79,active,False,312,312,1,1,1604627672,0,27,1,5,0,1,,,1604628000,1604628000,3,0
80,active,False,313,313,1,0,1604618721,0,54,0,1,1,0,,,1604628000,1604628000,0,0
81,active,False,315,315,1,1,1604627961,0,17,1,10,0,2,,,1604628000,1604628000,0,1
82,active,False,316,316,1,1,1604627081,0,8,1,35,1,0,,,1604628000,1604628000,0,4
83,active,False,317,317,1,1,1604627919,0,50,1,1,3,3,,,1604628000,1604628000,0,5
84,active,False,319,319,1,1,1604627590,0,4,1,29,0,0,,,1604628000,1604628000,0,1
85,active,False,320,320,1,1,1604627307,0,16,1,21,0,2,,,1604628000,1604628000,4,0
86,active,False,321,321,1,1,1604627319,0,17,1,21,0,1,,,1604628000,1604628000,3,0
87,active,False,323,323,1,1,1604626514,0,14,1,24,0,1,,,1604628000,1604628000,1,0
88,active,False,324,324,1,0,1604626738,0,72,0,1,4,1,,,1604628000,1604628000,0,0
89,active,False,325,325,1,1,1604627976,0,34,1,0,2,1,,,1604628000,1604628000,0,2
90,active,False,326,326,1,1,1604627744,0,15,1,17,0,9,,,1604628000,1604628000,3,0
91,active,True,327,327,1,1,1604627067,0,12,1,25,0,2,,,1604628000,1604628000,0,2
92,active,False,328,328,1,1,1604627128,0,32,1,2,4,1,,,1604628000,1604628000,0,5
93,active,False,330,330,1,1,1604627260,0,0,1,39,0,0,,,1604628000,1604628000,1,0
94,active,False,331,331,1,1,1604627066,0,24,1,0,2,3,,,1604628000,1604628000,0,0
95,active,False,332,332,1,1,1604627827,0,23,1,13,0,0,,,1604628000,1604628000,8,0
96,active,False,334,334,1,1,1604627505,0,17,1,13,0,1,,,1604628000,1604628000,0,1
97,active,False,335,335,1,1,1604627765,0,17,1,9,0,1,,,1604628000,1604628000,0,7
98,active,False,336,336,1,1,1604627202,0,36,1,0,1,0,,,1604628000,1604628000,0,4
99,active,False,340,340,1,1,1604627417,0,13,1,14,3,0,,,1604628000,1604628000,1,0
