,num_ebikes_available,num_docks_disabled,station_id,num_bikes_disabled,last_reported,legacy_id,is_installed,station_status,num_bikes_available,num_docks_available,eightd_has_available_keys,is_renting,is_returning,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,2,0,72,1,1605232487,72,1,active,21,33,False,1,1,,,1605232800,1605232800,0,0
1,0,0,79,0,1605232406,79,1,active,27,6,False,1,1,,,1605232800,1605232800,0,1
2,1,0,82,0,1605230597,82,1,active,27,0,False,1,1,,,1605232800,1605232800,0,0
3,0,0,83,0,1605231827,83,1,active,38,24,False,1,1,,,1605232800,1605232800,1,0
4,0,0,116,0,86400,116,0,out_of_service,0,0,False,0,0,,,1605232800,1605232800,0,0
5,0,0,119,2,1605227795,119,1,active,45,6,False,1,1,,,1605232800,1605232800,0,0
6,1,0,120,0,1605232062,120,1,active,7,12,False,1,1,,,1605232800,1605232800,1,0
7,3,0,127,0,1605231970,127,1,active,31,0,False,1,1,,,1605232800,1605232800,0,0
8,12,0,128,1,1605232521,128,1,active,54,1,False,1,1,,,1605232800,1605232800,0,1
9,1,0,143,0,1605231150,143,1,active,4,20,False,1,1,,,1605232800,1605232800,2,0
10,0,0,144,1,1605231993,144,1,active,56,1,False,1,1,,,1605232800,1605232800,0,0
11,0,0,146,0,1605232111,146,1,active,30,9,False,1,1,,,1605232800,1605232800,2,0
12,1,0,150,2,1605232730,150,1,active,20,33,False,1,1,,,1605232800,1605232800,7,0
13,1,0,151,2,1605232529,151,1,active,17,14,True,1,1,,,1605232800,1605232800,0,2
14,0,0,152,1,1605231906,152,1,active,42,6,False,1,1,,,1605232800,1605232800,1,0
15,2,0,157,1,1605232449,157,1,active,12,10,False,1,1,,,1605232800,1605232800,2,0
16,0,0,161,1,1605232657,161,1,active,23,11,False,1,1,,,1605232800,1605232800,0,3
17,1,0,164,2,1605232674,164,1,active,13,32,False,1,1,,,1605232800,1605232800,1,0
18,0,0,168,0,1605232377,168,1,active,31,16,False,1,1,,,1605232800,1605232800,1,0
19,1,0,173,0,1605232469,173,1,active,38,32,False,1,1,,,1605232800,1605232800,0,2
20,0,0,174,1,1605232128,174,1,active,1,33,False,1,1,,,1605232800,1605232800,1,0
21,1,0,212,2,1605232367,212,1,active,53,5,False,1,1,,,1605232800,1605232800,0,3
22,5,0,216,1,1605230513,216,1,active,16,20,False,1,1,,,1605232800,1605232800,1,0
23,1,0,217,0,1605232082,217,1,active,29,10,False,1,1,,,1605232800,1605232800,2,0
24,5,0,223,2,1605232263,223,1,active,29,2,False,1,1,,,1605232800,1605232800,1,0
25,2,0,224,0,1605230823,224,1,active,7,23,True,1,1,,,1605232800,1605232800,1,0
26,0,1,228,1,1605232530,228,1,active,27,26,False,1,1,,,1605232800,1605232800,2,0
27,0,0,229,1,1605231568,229,1,active,13,9,False,1,1,,,1605232800,1605232800,0,4
28,0,0,236,0,86400,236,1,active,0,0,False,1,1,,,1605232800,1605232800,0,0
29,0,0,237,2,1605232563,237,1,active,12,25,False,1,1,,,1605232800,1605232800,0,1
30,3,0,238,0,1605232509,238,1,active,20,11,False,1,1,,,1605232800,1605232800,0,1
31,0,0,239,1,1605231284,239,1,active,18,12,False,1,1,,,1605232800,1605232800,0,0
32,0,0,241,2,1605232409,241,1,active,12,9,False,1,1,,,1605232800,1605232800,0,1
33,0,0,242,0,1605232507,242,1,active,36,10,False,1,1,,,1605232800,1605232800,1,0
34,1,0,244,2,1605229445,244,1,active,2,27,False,1,1,,,1605232800,1605232800,0,0
35,0,0,245,0,1605228155,245,1,active,6,17,False,1,1,,,1605232800,1605232800,0,0
36,5,0,247,1,1605232797,247,1,active,36,18,False,1,1,,,1605232800,1605232800,4,0
37,0,0,248,3,1605227262,248,1,active,86,10,False,1,1,,,1605232800,1605232800,0,2
38,0,0,249,0,1605227660,249,1,active,17,10,False,1,1,,,1605232800,1605232800,1,0
39,0,0,250,2,1605232657,250,1,active,25,13,False,1,1,,,1605232800,1605232800,0,1
40,0,0,251,2,1605232391,251,1,active,16,9,False,1,1,,,1605232800,1605232800,1,0
41,4,0,252,0,1605232758,252,1,active,33,0,False,1,1,,,1605232800,1605232800,0,1
42,11,0,254,2,1605232496,254,1,active,32,13,False,1,1,,,1605232800,1605232800,3,0
43,0,0,257,0,1605231518,257,1,active,23,16,False,1,1,,,1605232800,1605232800,1,0
44,0,0,258,3,1605232562,258,1,active,4,16,False,1,1,,,1605232800,1605232800,3,0
45,0,0,259,0,1605232490,259,1,active,35,4,False,1,1,,,1605232800,1605232800,0,0
46,0,0,260,2,1605232300,260,1,active,21,10,False,1,1,,,1605232800,1605232800,0,1
47,0,0,261,0,1605232671,261,1,active,20,21,False,1,1,,,1605232800,1605232800,0,0
48,0,0,262,1,1605231408,262,1,active,6,17,False,1,1,,,1605232800,1605232800,0,0
49,0,0,264,0,1605231081,264,1,active,17,10,False,1,1,,,1605232800,1605232800,2,0
50,1,0,265,0,1605232639,265,1,active,17,18,False,1,1,,,1605232800,1605232800,1,0
51,4,0,267,1,1605232512,267,1,active,26,43,False,1,1,,,1605232800,1605232800,1,0
52,0,0,268,1,1605232755,268,1,active,20,6,False,1,1,,,1605232800,1605232800,0,3
53,0,0,270,0,1605231886,270,1,active,5,18,False,1,1,,,1605232800,1605232800,0,1
54,2,0,274,0,1605231683,274,1,active,13,18,False,1,1,,,1605232800,1605232800,0,5
55,0,0,275,0,1605231404,275,1,active,1,18,False,1,1,,,1605232800,1605232800,1,0
56,0,0,276,1,1605232307,276,1,active,2,22,False,1,1,,,1605232800,1605232800,0,1
57,1,0,278,0,1605231457,278,1,active,6,13,False,1,1,,,1605232800,1605232800,2,0
58,0,0,280,0,86400,280,0,out_of_service,0,0,False,0,0,,,1605232800,1605232800,0,0
59,0,0,281,1,1605230338,281,1,active,33,32,True,1,1,,,1605232800,1605232800,0,2
60,1,0,282,0,1605231124,282,1,active,6,21,False,1,1,,,1605232800,1605232800,4,0
61,9,0,284,0,1605232785,284,1,active,44,7,False,1,1,,,1605232800,1605232800,0,9
62,1,0,285,3,1605232764,285,1,active,31,19,True,1,1,,,1605232800,1605232800,0,5
63,0,0,289,0,1605232594,289,1,active,1,18,False,1,1,,,1605232800,1605232800,0,1
64,2,0,291,1,1605232205,291,1,active,17,2,False,1,1,,,1605232800,1605232800,0,0
65,1,0,293,3,1605232394,293,1,active,47,4,False,1,1,,,1605232800,1605232800,1,0
66,1,0,295,1,1605232480,295,1,active,21,2,False,1,1,,,1605232800,1605232800,1,0
67,5,0,297,3,1605232715,297,1,active,33,41,False,1,1,,,1605232800,1605232800,0,3
68,0,0,298,1,1605230884,298,1,active,4,30,False,1,1,,,1605232800,1605232800,1,0
69,2,0,301,0,1605232528,301,1,active,45,13,False,1,1,,,1605232800,1605232800,0,3
70,5,0,302,14,1605231993,302,1,active,23,0,False,1,1,,,1605232800,1605232800,1,0
71,0,0,303,1,1605231292,303,1,active,58,8,False,1,1,,,1605232800,1605232800,0,0
72,0,0,304,0,1605230166,304,1,active,9,24,False,1,1,,,1605232800,1605232800,0,3
73,0,0,305,1,1605232679,305,1,active,0,32,False,1,1,,,1605232800,1605232800,0,0
74,0,0,307,1,1605231891,307,1,active,29,0,False,1,1,,,1605232800,1605232800,0,1
75,1,0,308,2,1605232288,308,1,active,43,3,False,1,1,,,1605232800,1605232800,0,1
76,1,0,309,1,1605232186,309,1,active,25,15,False,1,1,,,1605232800,1605232800,0,3
77,0,0,310,1,1605230974,310,1,active,56,9,False,1,1,,,1605232800,1605232800,1,0
78,1,0,311,3,1605232488,311,1,active,14,14,False,1,1,,,1605232800,1605232800,0,0
79,1,0,312,1,1605232041,312,1,active,30,2,False,1,1,,,1605232800,1605232800,1,0
80,0,0,313,0,1605230684,313,1,active,45,10,False,1,1,,,1605232800,1605232800,0,0
81,0,0,315,3,1605229860,315,1,active,20,6,False,1,1,,,1605232800,1605232800,0,1
82,8,0,316,1,1605231966,316,1,active,37,5,False,0,0,,,1605232800,1605232800,0,0
83,11,0,317,0,1605232684,317,1,active,34,20,False,1,1,,,1605232800,1605232800,2,0
84,0,0,319,0,1605232218,319,1,active,7,26,False,1,1,,,1605232800,1605232800,3,0
85,5,0,320,0,1605232788,320,1,active,33,6,False,1,1,,,1605232800,1605232800,0,2
86,0,0,321,1,1605230027,321,1,active,27,11,False,1,1,,,1605232800,1605232800,0,0
87,0,0,323,0,1605231885,323,1,active,33,6,False,1,1,,,1605232800,1605232800,0,0
88,0,0,324,0,1605232729,324,1,active,71,3,False,1,1,,,1605232800,1605232800,0,2
89,5,0,325,2,1605225278,325,1,active,33,0,False,0,0,,,1605232800,1605232800,0,0
90,10,0,326,2,1605232622,326,1,active,27,12,False,1,1,,,1605232800,1605232800,0,3
91,0,0,327,3,1605232139,327,1,active,23,13,True,1,1,,,1605232800,1605232800,0,3
92,0,0,328,3,1605231935,328,1,active,25,7,False,1,1,,,1605232800,1605232800,6,0
93,0,0,330,1,1605232071,330,1,active,22,16,False,1,1,,,1605232800,1605232800,0,1
94,2,0,331,1,1605232598,331,1,active,19,7,False,1,1,,,1605232800,1605232800,4,0
95,2,0,332,0,1605232660,332,1,active,21,15,False,1,1,,,1605232800,1605232800,1,0
96,0,0,334,0,1605232369,334,1,active,24,7,False,1,1,,,1605232800,1605232800,1,0
97,0,0,335,0,1605232111,335,1,active,13,14,False,1,1,,,1605232800,1605232800,1,0
98,8,0,336,0,1605232600,336,1,active,33,3,False,1,1,,,1605232800,1605232800,0,2
99,0,0,340,0,1605231476,340,1,active,26,1,False,1,1,,,1605232800,1605232800,0,0
100,0,0,341,0,1605202828,341,1,active,16,3,False,0,0,,,1605232800,1605232800,0,0
101,0,1,342,2,1605231694,342,1,active,21,5,False,1,1,,,1605232800,1605232800,1,0
102,0,0,343,0,1605231774,343,1,active,18,5,False,1,1,,,1605232800,1605232800,0,0
103,4,0,344,4,1605232126,344,1,active,6,13,False,1,1,,,1605232800,1605232800,0,5
104,1,0,346,2,1605232553,346,1,active,14,11,False,1,1,,,1605232800,1605232800,0,0
105,10,0,347,5,1605232280,347,1,active,48,1,False,1,1,,,1605232800,1605232800,1,0
106,0,0,349,1,1605231701,349,1,active,37,23,False,1,1,,,1605232800,1605232800,0,1
107,2,1,350,3,1605232645,350,1,active,38,5,False,1,1,,,1605232800,1605232800,0,3
108,0,0,351,1,1605231239,351,1,active,38,0,False,1,1,,,1605232800,1605232800,0,0
109,0,0,353,3,1605224340,353,1,active,3,21,False,1,1,,,1605232800,1605232800,1,0
110,1,0,354,0,1605231108,354,1,active,4,43,False,1,1,,,1605232800,1605232800,0,0
111,1,0,355,2,1605232749,355,1,active,31,10,False,1,1,,,1605232800,1605232800,0,3
112,0,0,356,1,1605229789,356,1,active,14,8,False,1,1,,,1605232800,1605232800,1,0
113,10,0,358,1,1605232633,358,1,active,42,7,False,1,1,,,1605232800,1605232800,8,0
114,0,0,359,3,1605230984,359,1,active,6,69,False,1,1,,,1605232800,1605232800,0,2
115,1,0,360,2,1605232013,360,1,active,8,29,False,1,1,,,1605232800,1605232800,3,0
116,5,0,361,1,1605231745,361,1,active,71,7,False,1,1,,,1605232800,1605232800,3,0
117,1,0,362,1,1605232791,362,1,active,35,21,False,1,1,,,1605232800,1605232800,1,0
118,0,0,363,0,1604843856,363,0,out_of_service,0,3,False,0,0,,,1605232800,1605232800,0,0
119,1,0,364,0,1605230478,364,1,active,4,23,False,1,1,,,1605232800,1605232800,0,1
120,0,0,366,2,1605231571,366,1,active,5,26,False,1,1,,,1605232800,1605232800,6,0
121,0,0,367,2,1605232103,367,1,active,13,28,False,1,1,,,1605232800,1605232800,0,5
122,5,2,368,3,1605232731,368,1,active,40,2,False,1,1,,,1605232800,1605232800,0,6
123,4,0,369,0,1605232636,369,1,active,55,21,False,1,1,,,1605232800,1605232800,0,0
124,2,0,372,0,1605230579,372,1,active,10,17,False,1,1,,,1605232800,1605232800,0,0
125,1,0,373,0,1605231821,373,1,active,6,13,False,1,1,,,1605232800,1605232800,0,0
126,1,0,376,1,1605232776,376,1,active,32,9,False,1,1,,,1605232800,1605232800,1,0
127,0,0,377,1,1605232517,377,1,active,27,20,False,1,1,,,1605232800,1605232800,0,0
128,12,0,379,0,1605231159,379,1,active,53,3,False,1,1,,,1605232800,1605232800,0,9
129,6,0,380,1,1605231196,380,1,active,41,0,False,1,1,,,1605232800,1605232800,0,3
130,4,1,383,0,1605232506,383,1,active,37,1,False,1,1,,,1605232800,1605232800,0,0
131,2,0,385,0,1605232600,385,1,active,4,25,False,1,1,,,1605232800,1605232800,0,2
132,0,0,386,2,1605230337,386,1,active,70,10,False,0,0,,,1605232800,1605232800,0,0
133,0,0,387,0,1605230884,387,1,active,9,30,False,1,1,,,1605232800,1605232800,0,1
134,1,0,388,2,1605232598,388,1,active,2,31,False,1,1,,,1605232800,1605232800,0,1
135,3,0,389,0,1605230407,389,1,active,16,11,False,1,1,,,1605232800,1605232800,0,3
136,0,0,390,0,1605232527,390,1,active,22,9,False,1,1,,,1605232800,1605232800,1,0
137,0,20,391,15,1605232485,391,1,active,0,3,False,1,1,,,1605232800,1605232800,1,0
138,2,0,392,0,1605230837,392,1,active,28,7,False,1,1,,,1605232800,1605232800,0,0
139,1,0,393,1,1605232427,393,1,active,5,31,False,1,1,,,1605232800,1605232800,8,0
140,0,0,394,0,86400,394,0,out_of_service,0,0,False,0,0,,,1605232800,1605232800,0,0
141,0,0,396,0,1605229784,396,1,active,6,19,False,1,1,,,1605232800,1605232800,0,1
142,3,0,397,1,1605231637,397,1,active,6,68,False,1,1,,,1605232800,1605232800,0,0
143,0,0,398,1,1605232406,398,1,active,29,1,False,1,1,,,1605232800,1605232800,0,1
144,1,0,399,1,1605229352,399,1,active,5,33,False,1,1,,,1605232800,1605232800,0,1
145,1,1,400,1,1605231356,400,1,active,7,6,False,1,1,,,1605232800,1605232800,0,1
146,6,0,401,0,1605232712,401,1,active,32,10,False,1,1,,,1605232800,1605232800,0,2
147,6,0,402,1,1605231719,402,1,active,38,0,False,0,0,,,1605232800,1605232800,0,0
148,1,0,403,0,1605231927,403,1,active,15,16,False,1,1,,,1605232800,1605232800,0,1
149,3,0,405,0,1605231737,405,1,active,29,22,False,1,1,,,1605232800,1605232800,0,2
150,0,0,406,0,1605232094,406,1,active,9,11,False,1,1,,,1605232800,1605232800,0,1
151,0,0,408,2,1605231778,408,1,active,20,1,False,1,1,,,1605232800,1605232800,0,3
152,1,0,410,6,1605232733,410,1,active,18,21,False,1,1,,,1605232800,1605232800,0,2
153,0,0,411,0,1605232128,411,1,active,8,23,False,1,1,,,1605232800,1605232800,8,0
154,0,0,412,2,1605231149,412,1,active,24,3,False,1,1,,,1605232800,1605232800,3,0
155,0,0,415,3,1605232786,415,1,active,9,34,False,1,1,,,1605232800,1605232800,2,0
156,1,0,416,0,1605230654,416,1,active,4,27,False,1,1,,,1605232800,1605232800,0,1
157,0,0,417,0,1605229129,417,1,active,3,22,False,1,1,,,1605232800,1605232800,0,1
158,0,0,418,0,1605232170,418,1,active,32,5,False,1,1,,,1605232800,1605232800,0,0
159,1,0,419,1,1605231987,419,1,active,5,17,False,1,1,,,1605232800,1605232800,0,0
160,0,0,420,2,1605229172,420,1,active,2,47,False,1,1,,,1605232800,1605232800,2,0
161,0,0,421,3,1605230940,421,1,active,4,12,False,1,1,,,1605232800,1605232800,0,0
162,5,0,422,6,1605232416,422,1,active,16,56,False,1,1,,,1605232800,1605232800,5,0
163,3,0,423,1,1605232331,423,1,active,4,22,False,1,1,,,1605232800,1605232800,0,1
164,1,0,426,3,1605232732,426,1,active,17,10,True,1,1,,,1605232800,1605232800,0,6
165,1,0,427,1,1605232321,427,1,active,36,10,False,1,1,,,1605232800,1605232800,0,0
166,3,0,432,1,1605232740,432,1,active,10,20,False,1,1,,,1605232800,1605232800,3,0
167,2,0,434,1,1605231681,434,1,active,42,17,False,1,1,,,1605232800,1605232800,0,1
168,2,0,435,1,1605232728,435,1,active,35,14,False,1,1,,,1605232800,1605232800,0,12
169,0,0,436,0,1605231852,436,1,active,3,24,False,1,1,,,1605232800,1605232800,0,0
170,0,0,437,0,1605232611,437,1,active,0,24,False,1,1,,,1605232800,1605232800,3,0
171,2,0,438,1,1605232596,438,1,active,45,1,False,1,1,,,1605232800,1605232800,0,9
172,0,0,439,1,1605232770,439,1,active,6,36,False,1,1,,,1605232800,1605232800,6,0
173,0,0,440,0,1605232794,440,1,active,4,28,False,1,1,,,1605232800,1605232800,1,0
174,0,0,442,0,1605232332,442,1,active,21,30,False,1,1,,,1605232800,1605232800,1,0
175,0,0,443,2,1605229411,443,1,active,3,18,False,1,1,,,1605232800,1605232800,0,0
176,8,0,445,1,1605232394,445,1,active,68,11,False,1,1,,,1605232800,1605232800,0,0
177,0,0,446,2,1605232647,446,1,active,5,72,False,1,1,,,1605232800,1605232800,1,0
178,4,1,447,0,1605232373,447,1,active,15,15,False,1,1,,,1605232800,1605232800,5,0
179,5,0,448,0,1605232731,448,1,active,11,16,False,1,1,,,1605232800,1605232800,4,0
180,0,0,450,3,1605232633,450,1,active,18,46,False,1,1,,,1605232800,1605232800,2,0
181,0,0,453,2,1605230220,453,1,active,64,0,False,1,1,,,1605232800,1605232800,0,7
182,1,0,454,2,1605232356,454,1,active,12,21,False,1,1,,,1605232800,1605232800,2,0
183,0,0,455,1,1605232547,455,1,active,5,53,False,1,1,,,1605232800,1605232800,2,0
184,0,0,456,1,1605230089,456,1,active,0,33,False,1,1,,,1605232800,1605232800,0,0
185,1,0,457,0,1605232293,457,1,active,13,66,False,1,1,,,1605232800,1605232800,0,0
186,1,0,458,1,1605232187,458,1,active,5,25,False,1,1,,,1605232800,1605232800,2,0
187,0,0,460,2,1605232660,460,1,active,7,16,False,1,1,,,1605232800,1605232800,1,0
188,0,0,461,1,1605232384,461,1,active,15,40,False,1,1,,,1605232800,1605232800,6,0
189,2,0,462,0,1605232732,462,1,active,58,19,False,1,1,,,1605232800,1605232800,3,0
190,0,1,464,0,1605231726,464,1,active,0,52,False,1,1,,,1605232800,1605232800,0,0
191,0,0,465,2,1605231251,465,1,active,11,26,False,1,1,,,1605232800,1605232800,1,0
192,0,8,466,2,1605232275,466,1,active,7,18,False,1,1,,,1605232800,1605232800,6,0
193,0,0,467,1,1605231530,467,1,active,32,1,False,1,1,,,1605232800,1605232800,1,0
194,0,0,468,3,1605232795,468,1,active,32,30,False,1,1,,,1605232800,1605232800,0,2
195,1,0,469,0,1605232631,469,1,active,6,51,False,1,1,,,1605232800,1605232800,2,0
196,8,0,470,0,1605232618,470,1,active,71,1,False,1,1,,,1605232800,1605232800,0,0
197,2,0,471,0,1605232392,471,1,active,18,13,False,1,1,,,1605232800,1605232800,1,0
198,0,0,472,1,1605232576,472,1,active,7,47,False,1,1,,,1605232800,1605232800,0,0
199,0,0,473,1,1605232701,473,1,active,45,18,False,1,1,,,1605232800,1605232800,2,0
