,is_installed,is_renting,station_status,num_docks_available,num_docks_disabled,last_reported,eightd_has_available_keys,num_bikes_available,is_returning,legacy_id,num_ebikes_available,station_id,num_bikes_disabled,starttime,timestamp,demand,supply
0,1,1,active,18,0,1604904739,False,34,1,72,6,72,3,1604905200,1604905200,0,1
1,1,1,active,4,0,1604904738,False,28,1,79,0,79,1,1604905200,1604905200,0,0
2,1,1,active,0,0,1604903531,False,27,1,82,0,82,0,1604905200,1604905200,0,0
3,1,1,active,52,0,1604903493,False,8,1,83,1,83,2,1604905200,1604905200,0,0
4,0,0,out_of_service,0,0,86400,False,0,0,116,0,116,0,1604905200,1604905200,0,0
5,1,1,active,9,0,1604902326,False,43,1,119,2,119,1,1604905200,1604905200,0,0
6,1,1,active,6,0,1604902326,False,11,1,120,2,120,2,1604905200,1604905200,0,0
7,1,1,active,9,0,1604903532,False,21,1,127,1,127,1,1604905200,1604905200,0,0
8,1,1,active,32,0,1604904737,False,23,1,128,1,128,1,1604905200,1604905200,0,1
9,1,1,active,14,0,1604902326,False,10,1,143,1,143,0,1604905200,1604905200,0,0
10,1,1,active,11,0,1604903955,False,46,1,144,1,144,1,1604905200,1604905200,0,0
11,1,1,active,2,0,1604903530,False,37,1,146,0,146,0,1604905200,1604905200,0,0
12,1,1,active,0,0,1604903532,False,55,1,150,12,150,0,1604905200,1604905200,0,0
13,1,1,active,12,0,1604903531,True,20,1,151,0,151,1,1604905200,1604905200,0,0
14,1,1,active,31,0,1604901494,False,18,1,152,0,152,0,1604905200,1604905200,0,0
15,1,1,active,14,0,1604902326,False,8,1,157,2,157,1,1604905200,1604905200,0,0
16,1,1,active,6,0,1604903533,False,23,1,161,1,161,6,1604905200,1604905200,1,0
17,1,1,active,31,0,1604905066,False,16,1,164,1,164,0,1604905200,1604905200,0,0
18,1,1,active,15,0,1604904738,False,32,1,168,1,168,0,1604905200,1604905200,0,0
19,1,1,active,60,0,1604905045,False,6,1,173,0,173,4,1604905200,1604905200,0,1
20,1,1,active,11,0,1604900483,False,16,1,174,1,174,3,1604905200,1604905200,0,0
21,1,1,active,4,0,1604900944,False,53,1,212,0,212,3,1604905200,1604905200,0,0
22,1,1,active,21,0,1604902327,False,16,1,216,0,216,0,1604905200,1604905200,0,0
23,1,1,active,17,0,1604902326,False,16,1,217,0,217,6,1604905200,1604905200,1,0
24,1,1,active,4,0,1604903885,False,28,1,223,0,223,1,1604905200,1604905200,0,0
25,1,1,active,20,0,1604902617,True,9,1,224,2,224,1,1604905200,1604905200,0,0
26,1,1,active,53,0,1604904737,False,2,1,228,0,228,0,1604905200,1604905200,1,0
27,1,1,active,7,0,1604903971,False,14,1,229,2,229,2,1604905200,1604905200,2,0
28,1,1,active,12,0,1604903532,False,34,1,236,2,236,1,1604905200,1604905200,0,1
29,1,1,active,8,0,1604903531,False,29,1,237,2,237,2,1604905200,1604905200,0,3
30,1,1,active,3,0,1604904736,False,27,1,238,2,238,1,1604905200,1604905200,0,0
31,1,1,active,27,0,1604902326,False,2,1,239,0,239,2,1604905200,1604905200,0,0
32,1,1,active,19,0,1604902326,False,0,1,241,0,241,4,1604905200,1604905200,1,0
33,1,1,active,11,0,1604903644,False,35,1,242,0,242,0,1604905200,1604905200,0,0
