,num_docks_available,last_reported,num_bikes_disabled,station_status,legacy_id,num_docks_disabled,station_id,is_installed,is_renting,num_bikes_available,num_ebikes_available,is_returning,eightd_has_available_keys,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,43,1605127013,3,active,72,0,72,1,1,9,0,1,False,,,1605128395,1605128395,0,1
1,1,1605128385,0,active,79,0,79,1,1,32,0,1,False,,,1605128395,1605128395,0,1
2,9,1605125985,0,active,82,0,82,1,1,18,0,1,False,,,1605128395,1605128395,0,0
3,31,1605128170,1,active,83,0,83,1,1,30,0,1,False,,,1605128395,1605128395,2,0
4,0,86400,0,out_of_service,116,0,116,0,0,0,0,0,False,,,1605128395,1605128395,0,0
5,10,1605124931,0,active,119,0,119,1,1,43,1,1,False,,,1605128395,1605128395,0,0
6,16,1605126288,0,active,120,0,120,1,1,3,1,1,False,,,1605128395,1605128395,0,3
7,23,1605126248,0,active,127,0,127,1,1,8,1,1,False,,,1605128395,1605128395,0,1
8,18,1605127296,1,active,128,0,128,1,1,37,1,1,False,,,1605128395,1605128395,1,0
9,14,1605127475,0,active,143,0,143,1,1,10,0,1,False,,,1605128395,1605128395,0,3
10,13,1605128323,3,active,144,0,144,1,1,42,0,1,False,,,1605128395,1605128395,0,0
11,10,1605126851,0,active,146,0,146,1,1,29,1,1,False,,,1605128395,1605128395,0,2
12,40,1605128255,0,active,150,0,150,1,1,15,3,1,False,,,1605128395,1605128395,0,2
13,4,1605128223,6,active,151,0,151,1,1,23,0,1,True,,,1605128395,1605128395,3,0
14,6,1605128212,0,active,152,0,152,1,1,43,3,1,False,,,1605128395,1605128395,0,0
15,16,1605127266,2,active,157,0,157,1,1,5,3,1,False,,,1605128395,1605128395,1,0
16,17,1605127887,3,active,161,0,161,1,1,15,4,1,False,,,1605128395,1605128395,0,3
17,31,1605127984,3,active,164,0,164,1,1,13,2,1,False,,,1605128395,1605128395,0,3
18,8,1605128174,0,active,168,0,168,1,1,39,4,1,False,,,1605128395,1605128395,0,4
19,22,1605127774,2,active,173,0,173,1,1,46,1,1,False,,,1605128395,1605128395,4,0
20,20,1605127945,0,active,174,0,174,1,1,15,1,1,False,,,1605128395,1605128395,0,3
21,2,1605127804,1,active,212,0,212,1,1,57,1,1,False,,,1605128395,1605128395,0,5
22,29,1605120663,1,active,216,0,216,1,1,7,0,1,False,,,1605128395,1605128395,0,1
23,0,1605127330,1,active,217,0,217,1,1,38,2,1,False,,,1605128395,1605128395,0,1
24,6,1605127826,1,active,223,0,223,1,1,26,2,1,False,,,1605128395,1605128395,0,1
25,23,1605127593,0,active,224,0,224,1,1,7,3,1,True,,,1605128395,1605128395,0,2
26,9,1605125795,1,active,228,0,228,1,0,45,12,0,False,,,1605128395,1605128395,0,0
27,4,1605127797,4,active,229,0,229,1,1,15,0,1,False,,,1605128395,1605128395,0,1
28,0,86400,0,active,236,0,236,1,1,0,0,1,False,,,1605128395,1605128395,0,0
29,21,1605127161,2,active,237,0,237,1,1,16,0,1,False,,,1605128395,1605128395,1,0
30,16,1605128004,0,active,238,0,238,1,1,15,2,1,False,,,1605128395,1605128395,0,1
31,0,1605125454,1,active,239,0,239,1,1,30,0,1,False,,,1605128395,1605128395,0,3
32,13,1605127220,1,active,241,0,241,1,1,9,0,1,False,,,1605128395,1605128395,0,0
33,2,1605126911,0,active,242,0,242,1,1,44,1,1,False,,,1605128395,1605128395,0,1
34,29,1605125748,2,active,244,0,244,1,1,0,0,1,False,,,1605128395,1605128395,2,0
35,9,1605127911,0,active,245,0,245,1,1,14,1,1,False,,,1605128395,1605128395,0,0
36,32,1605127292,2,active,247,0,247,1,1,21,0,1,False,,,1605128395,1605128395,7,0
37,10,1605126759,0,active,248,0,248,1,1,89,1,1,False,,,1605128395,1605128395,0,2
38,1,1605116300,0,active,249,0,249,1,1,26,0,1,False,,,1605128395,1605128395,1,0
39,6,1605128179,3,active,250,0,250,1,1,31,1,1,False,,,1605128395,1605128395,2,0
40,14,1605127803,2,active,251,0,251,1,1,11,1,1,False,,,1605128395,1605128395,0,2
41,2,1605127735,0,active,252,0,252,1,1,31,0,1,False,,,1605128395,1605128395,1,0
42,40,1605127778,2,active,254,1,254,1,1,4,1,1,False,,,1605128395,1605128395,0,2
43,4,1605128072,2,active,257,0,257,1,1,33,0,1,False,,,1605128395,1605128395,0,3
44,21,1605128228,1,active,258,0,258,1,1,1,0,1,False,,,1605128395,1605128395,1,0
45,0,1605128289,1,active,259,0,259,1,1,38,0,1,False,,,1605128395,1605128395,0,1
46,3,1605128318,0,active,260,0,260,1,1,30,5,1,False,,,1605128395,1605128395,0,2
47,23,1605128021,0,active,261,0,261,1,1,18,0,1,False,,,1605128395,1605128395,0,0
48,21,1605125514,1,active,262,0,262,1,1,2,0,1,False,,,1605128395,1605128395,1,0
49,2,1605123735,2,active,264,0,264,1,1,23,1,1,False,,,1605128395,1605128395,1,0
50,24,1605127893,1,active,265,0,265,1,1,10,4,1,False,,,1605128395,1605128395,0,2
51,59,1605127025,1,active,267,0,267,1,1,10,0,1,False,,,1605128395,1605128395,0,1
52,0,1605127829,1,active,268,0,268,1,1,26,1,1,False,,,1605128395,1605128395,0,1
53,22,1605126672,0,active,270,0,270,1,1,1,0,1,False,,,1605128395,1605128395,0,1
54,20,1605128004,0,active,274,0,274,1,1,11,0,1,False,,,1605128395,1605128395,1,0
55,18,1605127672,1,active,275,0,275,1,1,0,0,1,False,,,1605128395,1605128395,2,0
56,9,1605127784,0,active,276,0,276,1,1,16,0,1,False,,,1605128395,1605128395,0,0
57,4,1605123850,1,active,278,0,278,1,1,14,0,1,False,,,1605128395,1605128395,2,0
58,0,86400,0,out_of_service,280,0,280,0,0,0,0,0,False,,,1605128395,1605128395,0,0
59,4,1605126770,6,active,281,0,281,1,1,56,9,1,True,,,1605128395,1605128395,0,6
60,25,1605128294,0,active,282,0,282,1,1,2,1,1,False,,,1605128395,1605128395,0,0
61,23,1605127921,0,active,284,0,284,1,1,28,1,1,False,,,1605128395,1605128395,3,0
62,16,1605128009,1,active,285,0,285,1,1,36,2,1,True,,,1605128395,1605128395,0,0
63,17,1605122438,1,active,289,0,289,1,1,1,0,1,False,,,1605128395,1605128395,1,0
64,3,1605126864,0,active,291,0,291,1,1,17,3,1,False,,,1605128395,1605128395,1,0
65,9,1605127982,1,active,293,0,293,1,1,44,0,1,False,,,1605128395,1605128395,0,1
66,2,1605127334,0,active,295,0,295,1,1,22,0,1,False,,,1605128395,1605128395,1,0
67,53,1605128123,0,active,297,0,297,1,1,24,2,1,False,,,1605128395,1605128395,0,1
68,26,1605125520,1,active,298,0,298,1,1,8,0,1,False,,,1605128395,1605128395,0,2
69,15,1605128164,0,active,301,0,301,1,1,43,0,1,False,,,1605128395,1605128395,0,0
70,27,1605128135,4,active,302,0,302,1,1,6,1,1,False,,,1605128395,1605128395,2,0
71,24,1605128386,1,active,303,0,303,1,1,42,0,1,False,,,1605128395,1605128395,1,0
72,9,1605128388,2,active,304,0,304,1,1,22,2,1,False,,,1605128395,1605128395,0,2
73,23,1605127914,0,active,305,0,305,1,1,10,0,1,False,,,1605128395,1605128395,1,0
74,7,1605128148,0,active,307,0,307,1,1,23,5,1,False,,,1605128395,1605128395,0,2
75,0,1605128125,1,active,308,0,308,1,1,47,1,1,False,,,1605128395,1605128395,0,0
76,0,1605126824,2,active,309,0,309,1,1,39,1,1,False,,,1605128395,1605128395,0,0
77,15,1605127472,3,active,310,0,310,1,1,48,0,1,False,,,1605128395,1605128395,0,2
78,4,1605128337,4,active,311,0,311,1,1,23,3,1,False,,,1605128395,1605128395,3,0
79,4,1605127741,0,active,312,0,312,1,1,29,3,1,False,,,1605128395,1605128395,3,0
80,4,1605128385,0,active,313,0,313,1,1,51,0,1,False,,,1605128395,1605128395,0,1
81,10,1605127749,4,active,315,0,315,1,1,15,1,1,False,,,1605128395,1605128395,1,0
82,32,1605128298,0,active,316,0,316,1,1,11,5,1,False,,,1605128395,1605128395,0,1
83,32,1605128379,0,active,317,0,317,1,1,22,1,1,False,,,1605128395,1605128395,1,0
84,1,1605128341,1,active,319,0,319,1,1,31,4,1,False,,,1605128395,1605128395,0,4
85,6,1605126963,0,active,320,0,320,1,1,33,2,1,False,,,1605128395,1605128395,0,3
86,7,1605127735,2,active,321,0,321,1,1,30,0,1,False,,,1605128395,1605128395,0,0
87,2,1605128271,1,active,323,0,323,1,1,36,3,1,False,,,1605128395,1605128395,1,0
88,0,1605128383,0,active,324,0,324,1,1,74,1,1,False,,,1605128395,1605128395,0,0
89,25,1605128297,1,active,325,0,325,1,1,9,0,1,False,,,1605128395,1605128395,3,0
90,28,1605126133,0,active,326,0,326,1,1,13,3,1,False,,,1605128395,1605128395,0,1
91,15,1605128367,1,active,327,0,327,1,1,23,4,1,True,,,1605128395,1605128395,3,0
92,3,1605127041,3,active,328,0,328,1,1,29,1,1,False,,,1605128395,1605128395,0,1
93,19,1605126982,0,active,330,0,330,1,1,20,2,1,False,,,1605128395,1605128395,2,0
94,14,1605127230,2,active,331,0,331,1,1,11,1,1,False,,,1605128395,1605128395,0,0
95,15,1605127886,1,active,332,0,332,1,1,20,2,1,False,,,1605128395,1605128395,2,0
96,0,1605128214,0,active,334,0,334,1,1,31,5,1,False,,,1605128395,1605128395,0,4
97,6,1605127672,1,active,335,0,335,1,1,20,1,1,False,,,1605128395,1605128395,0,5
98,22,1605128353,0,active,336,0,336,1,1,14,0,1,False,,,1605128395,1605128395,0,0
99,6,1605127064,0,active,340,0,340,1,1,21,0,1,False,,,1605128395,1605128395,0,1
100,11,1605125584,0,active,341,0,341,1,1,8,0,1,False,,,1605128395,1605128395,1,0
