,legacy_id,num_ebikes_available,station_status,eightd_has_available_keys,num_docks_available,num_bikes_available,num_bikes_disabled,is_renting,last_reported,is_installed,num_docks_disabled,is_returning,station_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,72,4,active,False,33,20,2,1,1604999964,1,0,1,72,,,1605002405,1605002405,0,1
1,79,2,active,False,7,25,1,1,1605002321,1,0,1,79,,,1605002405,1605002405,0,1
2,82,0,active,False,0,27,0,1,1604990003,1,0,1,82,,,1605002405,1605002405,0,0
3,83,0,active,False,51,11,0,1,1604988797,1,0,1,83,,,1605002405,1605002405,1,0
4,116,0,out_of_service,False,0,0,0,0,86400,0,0,0,116,,,1605002405,1605002405,0,0
5,119,1,active,False,8,45,0,1,1604997223,1,0,1,119,,,1605002405,1605002405,0,1
6,120,5,active,False,12,7,0,1,1604999164,1,0,1,120,,,1605002405,1605002405,0,0
7,127,0,active,False,5,25,1,1,1604990002,1,0,1,127,,,1605002405,1605002405,0,0
8,128,0,active,False,28,26,2,1,1604996207,1,0,1,128,,,1605002405,1605002405,0,1
9,143,0,active,False,9,15,0,1,1604988796,1,0,1,143,,,1605002405,1605002405,1,0
10,144,1,active,False,0,57,1,1,1604998443,1,0,1,144,,,1605002405,1605002405,0,21
11,146,0,active,False,7,32,0,1,1604988796,1,0,1,146,,,1605002405,1605002405,0,0
12,150,13,active,False,10,45,0,1,1604993484,1,0,1,150,,,1605002405,1605002405,0,2
13,151,5,active,True,27,5,1,1,1604998235,1,0,1,151,,,1605002405,1605002405,0,1
14,152,0,active,False,9,39,1,1,1605002054,1,0,1,152,,,1605002405,1605002405,0,0
15,157,1,active,False,5,17,1,1,1604988795,1,0,1,157,,,1605002405,1605002405,0,0
16,161,1,active,False,10,25,0,1,1605001624,1,0,1,161,,,1605002405,1605002405,0,6
17,164,0,active,False,32,12,3,1,1604993620,1,0,1,164,,,1605002405,1605002405,1,0
18,168,1,active,False,37,10,0,1,1605001750,1,0,1,168,,,1605002405,1605002405,0,1
19,173,4,active,False,48,22,0,1,1604999361,1,0,1,173,,,1605002405,1605002405,6,0
20,174,1,active,False,5,23,2,1,1605002383,1,0,1,174,,,1605002405,1605002405,0,1
21,212,0,active,False,16,43,1,1,1604991208,1,0,1,212,,,1605002405,1605002405,1,0
22,216,0,active,False,26,9,2,1,1604993631,1,0,1,216,,,1605002405,1605002405,0,0
23,217,0,active,False,11,27,1,1,1604989783,1,0,1,217,,,1605002405,1605002405,0,0
24,223,0,active,False,7,22,4,1,1604997236,1,0,1,223,,,1605002405,1605002405,3,0
25,224,1,active,True,20,9,1,1,1604990957,1,0,1,224,,,1605002405,1605002405,0,2
26,228,0,active,False,52,3,0,1,1604994508,1,0,1,228,,,1605002405,1605002405,0,0
27,229,0,active,False,20,1,2,1,1604990002,1,0,1,229,,,1605002405,1605002405,1,0
