,is_installed,station_id,legacy_id,num_bikes_available,last_reported,num_docks_available,station_status,num_ebikes_available,is_renting,num_docks_disabled,is_returning,eightd_has_available_keys,num_bikes_disabled,valet,eightd_active_station_services,starttime,timestamp,demand,supply
223,1,501,501,2,1605116928,81,active,0,1,0,1,False,0,,,1605117595,1605117595,2,0
224,1,502,502,8,1605116930,27,active,2,1,0,1,False,1,,,1605117595,1605117595,0,2
225,1,503,503,26,1605117499,3,active,1,1,0,1,False,2,,,1605117595,1605117595,2,0
226,1,504,504,12,1605117417,40,active,3,1,1,1,False,1,,,1605117595,1605117595,2,0
227,1,505,505,24,1605117580,26,active,1,1,0,1,False,2,,,1605117595,1605117595,5,0
228,1,507,507,4,1605117525,40,active,2,1,0,1,False,1,,,1605117595,1605117595,9,0
229,1,508,508,0,1605117241,23,active,0,1,0,1,False,2,,,1605117595,1605117595,6,0
230,1,509,509,23,1605117586,36,active,1,1,0,1,False,2,,,1605117595,1605117595,0,2
231,1,510,510,36,1605116977,18,active,10,1,0,1,False,1,,,1605117595,1605117595,2,0
232,1,513,513,5,1605117380,24,active,1,1,0,1,False,0,,,1605117595,1605117595,1,0
233,1,514,514,13,1605117566,34,active,0,1,0,1,True,5,,,1605117595,1605117595,4,0
234,1,515,515,5,1605117582,72,active,1,1,0,1,False,2,,,1605117595,1605117595,3,0
235,1,516,516,15,1605116369,13,active,1,1,0,1,False,3,,,1605117595,1605117595,0,0
236,1,517,517,25,1605117376,40,active,1,1,0,1,False,4,,,1605117595,1605117595,3,0
237,1,519,519,42,1605117546,24,active,2,1,0,1,False,3,,,1605117595,1605117595,5,0
238,1,522,522,45,1605117477,5,active,13,1,0,1,False,1,,,1605117595,1605117595,0,3
239,1,525,525,47,1605117474,5,active,1,1,0,1,False,4,,,1605117595,1605117595,2,0
240,1,526,526,36,1605117515,2,active,4,1,0,1,False,2,,,1605117595,1605117595,0,5
241,1,528,528,29,1605117518,5,active,2,1,0,1,False,5,,,1605117595,1605117595,0,3
242,1,529,529,0,1605117074,41,active,0,1,0,1,False,0,,,1605117595,1605117595,2,0
243,1,530,530,13,1605117585,8,active,0,1,0,1,False,3,,,1605117595,1605117595,0,1
244,1,531,531,53,1605117460,4,active,1,1,0,1,False,3,,,1605117595,1605117595,0,0
245,1,532,532,27,1605117291,13,active,0,1,0,1,False,3,,,1605117595,1605117595,1,0
246,1,533,533,37,1605116909,7,active,5,1,0,1,False,2,,,1605117595,1605117595,0,4
247,1,534,534,29,1605113218,0,active,0,1,0,1,False,2,,,1605117595,1605117595,0,0
248,1,536,536,24,1605117531,0,active,1,1,0,1,False,4,,,1605117595,1605117595,0,2
249,1,539,539,27,1605117560,3,active,4,1,0,1,False,1,,,1605117595,1605117595,0,5
250,1,540,540,9,1605117381,45,active,0,1,0,1,False,0,,,1605117595,1605117595,2,0
251,1,545,545,4,1605117555,22,active,2,1,0,1,False,1,,,1605117595,1605117595,0,0
252,1,546,546,15,1605117559,29,active,2,1,0,1,False,1,,,1605117595,1605117595,0,1
253,1,2000,2000,56,1605117534,1,active,2,1,0,1,False,0,,,1605117595,1605117595,0,0
254,1,2002,2002,21,1605117428,4,active,0,1,0,1,False,2,,,1605117595,1605117595,0,3
255,1,2003,2003,5,1605117556,48,active,0,1,0,1,False,1,,,1605117595,1605117595,0,1
256,1,2005,2005,11,1605106918,1,active,1,1,0,1,False,0,,,1605117595,1605117595,0,0
257,1,2006,2006,33,1605117481,11,active,2,1,1,1,True,4,,,1605117595,1605117595,1,0
258,1,2008,2008,14,1605117557,10,active,2,1,0,1,True,0,,,1605117595,1605117595,3,0
259,1,2009,2009,27,1605117404,8,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
260,1,2010,2010,62,1605117441,3,active,11,1,0,1,False,0,,,1605117595,1605117595,0,2
261,1,2012,2012,18,1605117365,0,active,0,1,18,1,False,3,"{'active': True, 'station_id': '66dc9223-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_capacity': 70, 'off_dock_count': 42, 'dock_blocked_count': 18, 'valet_revision': 1283, 'region': 'BKN'}",[{'id': '66dc9223-0aca-11e7-82f6-3863bb44ef7c'}],1605117595,1605117595,7,0
262,1,2017,2017,12,1605117588,26,active,0,1,0,1,False,1,,,1605117595,1605117595,0,0
263,1,2021,2021,2,1605117472,60,active,2,1,1,1,False,2,,,1605117595,1605117595,0,2
264,1,2022,2022,6,1605116963,26,active,2,1,0,1,False,1,,,1605117595,1605117595,0,3
265,1,3016,3016,32,1605117095,21,active,0,1,0,1,False,1,,,1605117595,1605117595,0,2
266,1,3041,3041,7,1605117073,17,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
267,1,3042,3042,19,1605117014,0,active,1,1,0,1,False,0,,,1605117595,1605117595,0,2
268,1,3043,3043,17,1605116881,2,active,1,1,0,1,False,0,,,1605117595,1605117595,0,1
269,1,3044,3044,4,1605114341,23,active,0,1,0,1,False,0,,,1605117595,1605117595,1,0
270,1,3046,3046,3,1605117403,16,active,2,1,0,1,False,0,,,1605117595,1605117595,0,1
271,1,3047,3047,3,1605117487,17,active,0,1,0,1,False,1,,,1605117595,1605117595,0,0
272,1,3048,3048,0,1605115494,18,active,0,1,0,1,False,1,,,1605117595,1605117595,0,0
273,1,3049,3049,3,1605116513,14,active,0,1,1,1,False,0,,,1605117595,1605117595,0,0
274,1,3050,3050,2,1605116478,19,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
275,1,3052,3052,1,1605116974,21,active,1,1,0,1,False,1,,,1605117595,1605117595,0,0
276,1,3053,3053,3,1605117587,17,active,0,1,0,1,False,3,,,1605117595,1605117595,0,0
277,1,3054,3054,2,1605115602,17,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
278,1,3055,3055,1,1605117407,22,active,0,1,0,1,False,0,,,1605117595,1605117595,0,1
279,1,3056,3056,3,1605117228,17,active,0,1,0,1,False,3,,,1605117595,1605117595,2,0
280,1,3057,3057,2,1605117281,16,active,0,1,0,1,False,0,,,1605117595,1605117595,1,0
281,1,3058,3058,2,1605115767,22,active,1,1,0,1,False,0,,,1605117595,1605117595,0,0
282,1,3059,3059,1,1605116944,17,active,0,1,0,1,False,1,,,1605117595,1605117595,0,1
283,1,3060,3060,4,1605117220,14,active,1,1,0,1,False,1,,,1605117595,1605117595,0,1
284,1,3061,3061,4,1605116262,16,active,0,1,0,1,False,1,,,1605117595,1605117595,1,0
285,1,3062,3062,11,1605106300,12,active,6,0,0,0,False,0,,,1605117595,1605117595,0,0
286,1,3063,3063,2,1605115645,17,active,0,1,0,1,False,1,,,1605117595,1605117595,1,0
287,1,3064,3064,2,1605116720,18,active,0,1,1,1,False,2,,,1605117595,1605117595,0,2
288,1,3065,3065,5,1605110087,26,active,1,1,0,1,False,0,,,1605117595,1605117595,1,0
289,1,3066,3066,7,1605117299,10,active,0,1,0,1,False,2,,,1605117595,1605117595,1,0
290,1,3067,3067,3,1605117272,23,active,0,1,0,1,False,1,,,1605117595,1605117595,1,0
291,1,3068,3068,15,1605116873,27,active,0,1,0,1,False,0,,,1605117595,1605117595,3,0
292,1,3069,3069,0,1605095396,29,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
293,1,3070,3070,4,1605116176,19,active,0,1,0,1,False,0,,,1605117595,1605117595,1,0
294,1,3071,3071,2,1605117380,17,active,1,1,0,1,False,0,,,1605117595,1605117595,0,2
295,1,3072,3072,10,1605114547,14,active,0,1,0,1,False,0,,,1605117595,1605117595,0,1
296,1,3074,3074,25,1605117051,17,active,0,1,0,1,False,0,,,1605117595,1605117595,1,0
297,1,3075,3075,10,1605115588,21,active,2,1,0,1,False,2,,,1605117595,1605117595,0,1
298,1,3076,3076,7,1605117244,29,active,0,1,0,1,False,0,,,1605117595,1605117595,0,4
299,1,3077,3077,1,1605117571,32,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
300,1,3078,3078,5,1605117409,21,active,1,1,0,1,False,1,,,1605117595,1605117595,0,2
301,1,3080,3080,14,1605115522,6,active,0,1,0,1,False,1,,,1605117595,1605117595,0,1
302,1,3081,3081,5,1605116478,23,active,1,1,0,1,False,1,,,1605117595,1605117595,1,0
303,1,3082,3082,8,1605116728,17,active,0,1,0,1,False,0,,,1605117595,1605117595,0,3
304,1,3083,3083,0,1605115703,30,active,0,1,0,1,False,2,,,1605117595,1605117595,2,0
305,1,3085,3085,3,1605117560,21,active,0,1,0,1,False,1,,,1605117595,1605117595,0,0
306,1,3086,3086,6,1605117342,23,active,1,1,0,1,False,1,,,1605117595,1605117595,3,0
307,1,3087,3087,8,1605117264,22,active,0,1,0,1,False,0,,,1605117595,1605117595,3,0
308,1,3088,3088,2,1605114560,15,active,0,1,0,1,False,2,,,1605117595,1605117595,1,0
309,1,3092,3092,10,1605117421,17,active,0,1,0,1,False,0,,,1605117595,1605117595,5,0
310,1,3093,3093,25,1605117154,1,active,0,1,0,1,False,2,,,1605117595,1605117595,0,2
311,1,3094,3094,13,1605117558,3,active,0,1,0,1,False,1,,,1605117595,1605117595,0,1
312,1,3095,3095,2,1605114040,23,active,0,1,0,1,False,1,,,1605117595,1605117595,0,1
313,1,3096,3096,27,1605117011,11,active,0,1,0,1,False,1,,,1605117595,1605117595,1,0
314,1,3100,3100,28,1605117012,22,active,0,1,0,1,False,1,,,1605117595,1605117595,0,3
315,1,3101,3101,18,1605117574,9,active,0,1,0,1,False,0,,,1605117595,1605117595,2,0
316,1,3102,3102,22,1605116688,5,active,0,1,0,1,False,0,,,1605117595,1605117595,0,2
317,1,3105,3105,19,1605116859,5,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
318,1,3106,3106,2,1605117531,18,active,0,1,0,1,False,2,,,1605117595,1605117595,0,0
319,1,3107,3107,32,1605117466,6,active,0,1,0,1,False,1,,,1605117595,1605117595,0,2
320,1,3108,3108,0,1605113291,50,active,0,1,0,1,False,1,,,1605117595,1605117595,2,0
321,1,3109,3109,25,1605116976,6,active,2,1,0,1,False,0,,,1605117595,1605117595,0,0
322,1,3110,3110,22,1605117051,5,active,0,1,0,1,False,1,,,1605117595,1605117595,4,0
323,1,3112,3112,30,1605117415,1,active,1,1,0,1,False,2,,,1605117595,1605117595,0,1
324,1,3113,3113,21,1605117324,6,active,1,1,0,1,False,0,,,1605117595,1605117595,0,1
325,1,3115,3115,45,1605117368,3,active,0,1,0,1,False,2,,,1605117595,1605117595,0,1
326,1,3116,3116,28,1605117345,6,active,0,1,0,1,False,1,,,1605117595,1605117595,0,0
327,1,3117,3117,4,1605117388,21,active,2,1,0,1,False,2,,,1605117595,1605117595,0,1
328,1,3118,3118,19,1605117215,23,active,1,1,0,1,False,0,,,1605117595,1605117595,0,0
329,1,3119,3119,23,1605117297,20,active,3,1,0,1,False,2,,,1605117595,1605117595,3,0
330,1,3121,3121,19,1605117349,7,active,4,1,0,1,False,1,,,1605117595,1605117595,0,1
331,1,3122,3122,16,1605115181,62,active,0,1,0,1,False,1,,,1605117595,1605117595,0,0
332,1,3123,3123,46,1605117371,1,active,8,1,0,1,False,0,,,1605117595,1605117595,0,1
333,1,3124,3124,13,1605117143,30,active,0,1,0,1,False,0,,,1605117595,1605117595,0,1
334,1,3125,3125,9,1605116920,13,active,2,1,0,1,False,1,,,1605117595,1605117595,2,0
335,1,3126,3126,12,1605116521,20,active,1,1,0,1,False,2,,,1605117595,1605117595,1,0
336,1,3127,3127,7,1605112288,27,active,0,1,0,1,False,1,,,1605117595,1605117595,0,0
337,1,3128,3128,9,1605116560,18,active,4,1,0,1,False,0,,,1605117595,1605117595,0,0
338,1,3129,3129,6,1605117582,30,active,1,1,1,1,True,3,,,1605117595,1605117595,1,0
339,1,3130,3130,9,1605116813,21,active,0,1,0,1,False,0,,,1605117595,1605117595,1,0
340,1,3131,3131,12,1605116661,17,active,3,1,2,1,False,0,,,1605117595,1605117595,0,0
341,1,3132,3132,28,1605116307,5,active,13,1,0,1,False,2,,,1605117595,1605117595,0,4
342,1,3134,3134,20,1605117509,31,active,8,1,0,1,False,0,,,1605117595,1605117595,0,5
343,1,3135,3135,0,1605116835,39,active,0,1,2,1,False,0,,,1605117595,1605117595,2,0
344,1,3136,3136,34,1605116992,12,active,11,1,0,1,False,1,,,1605117595,1605117595,2,0
345,1,3137,3137,15,1605117479,9,active,0,1,0,1,True,7,,,1605117595,1605117595,0,2
346,1,3139,3139,10,1605117550,31,active,1,1,0,1,False,2,,,1605117595,1605117595,0,6
347,1,3140,3140,18,1605117438,34,active,3,1,0,1,False,3,,,1605117595,1605117595,4,0
348,1,3141,3141,34,1605117400,0,active,28,1,34,1,False,1,"{'active': True, 'station_id': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c', 'off_dock_capacity': 80, 'off_dock_count': 91, 'dock_blocked_count': 33, 'valet_revision': 1534, 'region': 'BKN'}",[{'id': '66dd42eb-0aca-11e7-82f6-3863bb44ef7c'}],1605117595,1605117595,0,4
349,1,3142,3142,24,1605117255,16,active,7,1,0,1,False,1,,,1605117595,1605117595,0,5
350,1,3143,3143,14,1605117506,29,active,6,1,0,1,False,4,,,1605117595,1605117595,0,1
351,1,3144,3144,7,1605117516,37,active,0,1,0,1,False,2,,,1605117595,1605117595,0,1
352,1,3145,3145,2,1605117388,43,active,1,1,0,1,False,0,,,1605117595,1605117595,1,0
353,1,3146,3146,4,1605117181,43,active,1,1,0,1,False,0,,,1605117595,1605117595,0,0
354,1,3147,3147,4,1605117522,35,active,2,1,0,1,False,0,,,1605117595,1605117595,0,0
355,1,3148,3148,4,1605117581,24,active,0,1,0,1,False,3,,,1605117595,1605117595,0,2
356,1,3150,3150,5,1605117566,41,active,0,1,0,1,False,1,,,1605117595,1605117595,0,4
357,1,3151,3151,8,1605117319,35,active,0,1,0,1,False,0,,,1605117595,1605117595,0,7
358,1,3152,3152,9,1605117547,33,active,1,1,0,1,False,0,,,1605117595,1605117595,0,2
359,1,3154,3154,12,1605116991,18,active,4,1,0,1,False,1,,,1605117595,1605117595,0,2
360,1,3156,3156,28,1605117460,5,active,2,1,0,1,False,4,,,1605117595,1605117595,2,0
361,1,3157,3157,5,1605115462,22,active,0,1,0,1,False,0,,,1605117595,1605117595,0,1
362,1,3158,3158,13,1605117482,16,active,1,1,0,1,False,2,,,1605117595,1605117595,0,0
363,1,3159,3159,3,1605117521,28,active,0,1,0,1,False,0,,,1605117595,1605117595,0,1
364,1,3160,3160,8,1605117505,28,active,0,1,0,1,True,3,,,1605117595,1605117595,0,0
365,1,3161,3161,2,1605117268,57,active,1,1,0,1,False,0,,,1605117595,1605117595,1,0
366,1,3163,3163,16,1605117574,24,active,2,1,1,1,True,2,,,1605117595,1605117595,0,1
367,1,3164,3164,11,1605117481,52,active,0,1,0,1,False,4,,,1605117595,1605117595,6,0
368,1,3165,3165,26,1605117549,22,active,0,1,0,1,False,3,,,1605117595,1605117595,1,0
369,1,3166,3166,0,1605117358,38,active,0,1,0,1,False,3,,,1605117595,1605117595,4,0
370,1,3167,3167,10,1605117320,43,active,0,1,0,1,False,2,,,1605117595,1605117595,0,5
371,1,3169,3169,1,1605117328,38,active,1,1,0,1,False,0,,,1605117595,1605117595,4,0
372,1,3170,3170,1,1605117162,34,active,0,1,0,1,False,0,,,1605117595,1605117595,3,0
373,1,3171,3171,2,1605117535,36,active,0,1,0,1,False,1,,,1605117595,1605117595,0,2
374,1,3172,3172,3,1605117535,24,active,2,1,0,1,False,0,,,1605117595,1605117595,4,0
375,1,3173,3173,1,1605116741,36,active,0,1,1,1,False,0,,,1605117595,1605117595,5,0
376,1,3175,3175,3,1605117298,27,active,1,1,0,1,False,1,,,1605117595,1605117595,0,1
377,1,3177,3177,13,1605117560,48,active,3,1,1,1,False,1,,,1605117595,1605117595,0,9
378,1,3178,3178,5,1605117557,33,active,0,1,1,1,False,0,,,1605117595,1605117595,0,3
379,1,3179,3179,1,1605116997,21,active,0,1,0,1,False,1,,,1605117595,1605117595,3,0
380,1,3184,3184,5,1605115648,7,active,0,1,0,1,False,1,,,1605117595,1605117595,0,0
381,1,3185,3185,20,1605117014,2,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
382,1,3186,3186,39,1605116478,0,active,0,1,0,1,False,3,,,1605117595,1605117595,0,1
383,1,3187,3187,20,1605117487,2,active,0,1,0,1,False,0,,,1605117595,1605117595,0,3
384,1,3191,3191,5,1605113497,13,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
385,1,3192,3192,19,1605112020,3,active,0,1,0,1,False,0,,,1605117595,1605117595,0,4
386,1,3193,3193,2,1605116004,16,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
387,1,3194,3194,1,1605117471,21,active,0,1,0,1,False,0,,,1605117595,1605117595,0,1
388,1,3195,3195,1,1605117196,33,active,0,1,0,1,False,0,,,1605117595,1605117595,0,1
389,1,3196,3196,0,1605107803,18,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
390,1,3198,3198,0,1605103362,18,active,0,1,0,1,False,0,,,1605117595,1605117595,1,0
391,1,3199,3199,12,1605116817,2,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
392,1,3201,3201,2,1605113257,16,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
393,1,3202,3202,15,1605117305,3,active,0,1,0,1,False,0,,,1605117595,1605117595,3,0
394,1,3203,3203,22,1605117461,3,active,0,1,0,1,False,1,,,1605117595,1605117595,0,0
395,1,3205,3205,1,1605117572,21,active,0,1,0,1,False,0,,,1605117595,1605117595,1,0
396,1,3206,3206,0,1605116379,26,active,0,1,0,1,False,0,,,1605117595,1605117595,1,0
397,1,3207,3207,0,1605097132,26,active,0,1,0,1,False,0,,,1605117595,1605117595,1,0
398,1,3209,3209,17,1605114469,5,active,0,1,0,1,False,0,,,1605117595,1605117595,0,1
399,1,3210,3210,0,1605116585,18,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
400,1,3211,3211,19,1605117422,2,active,0,1,0,1,False,1,,,1605117595,1605117595,1,0
401,1,3212,3212,1,1605110862,21,active,0,1,0,1,False,0,,,1605117595,1605117595,0,1
402,1,3213,3213,4,1605116930,18,active,0,1,0,1,False,0,,,1605117595,1605117595,2,0
403,1,3214,3214,18,1605113260,4,active,0,1,0,1,False,0,,,1605117595,1605117595,1,0
404,1,3220,3220,0,1605078886,18,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
405,1,3221,3221,25,1605115796,0,active,2,1,0,1,False,2,,,1605117595,1605117595,0,0
406,1,3225,3225,1,1605116443,13,active,0,1,0,1,False,0,,,1605117595,1605117595,0,1
407,1,3226,3226,7,1605117241,38,active,0,1,0,1,True,0,,,1605117595,1605117595,3,0
408,1,3231,3231,3,1605116986,35,active,0,1,0,1,False,1,,,1605117595,1605117595,6,0
409,1,3232,3232,42,1605117348,5,active,0,1,0,1,False,0,,,1605117595,1605117595,0,7
410,1,3233,3233,35,1605115261,0,active,14,0,0,0,False,4,,,1605117595,1605117595,0,2
411,1,3235,3235,20,1605117429,5,active,2,1,0,1,False,1,,,1605117595,1605117595,0,1
412,1,3236,3236,2,1605117175,26,active,0,1,3,1,False,2,,,1605117595,1605117595,4,0
413,1,3241,3241,6,1605117075,11,active,0,1,0,1,False,2,,,1605117595,1605117595,0,4
414,1,3242,3242,13,1605117527,25,active,2,1,0,1,False,1,,,1605117595,1605117595,3,0
415,1,3243,3243,6,1605117267,23,active,1,1,0,1,False,0,,,1605117595,1605117595,0,0
416,1,3244,3244,28,1605117447,12,active,1,1,0,1,False,2,,,1605117595,1605117595,0,0
417,1,3246,3246,1,1605115308,38,active,0,1,0,1,False,0,,,1605117595,1605117595,4,0
418,1,3249,3249,6,1605117041,12,active,1,1,0,1,False,1,,,1605117595,1605117595,0,1
419,1,3255,3255,15,1605117276,1,active,2,1,0,1,False,2,,,1605117595,1605117595,0,3
420,1,3256,3256,17,1605117489,5,active,0,1,0,1,False,1,,,1605117595,1605117595,0,6
421,1,3259,3259,12,1605117341,14,active,2,1,0,1,False,1,,,1605117595,1605117595,0,0
422,1,3260,3260,22,1605117178,22,active,1,1,0,1,False,1,,,1605117595,1605117595,0,2
423,1,3263,3263,36,1605117149,22,active,0,1,0,1,False,1,,,1605117595,1605117595,0,6
424,1,3267,3267,4,1605117513,10,active,0,1,0,1,False,0,,,1605117595,1605117595,0,3
425,1,3268,3268,9,1605117399,5,active,0,1,0,1,False,0,,,1605117595,1605117595,1,0
426,1,3269,3269,3,1605116816,11,active,0,1,0,1,False,0,,,1605117595,1605117595,1,0
427,1,3270,3270,9,1605114491,5,active,0,1,0,1,False,0,,,1605117595,1605117595,2,0
428,1,3272,3272,6,1605116871,8,active,0,1,0,1,False,0,,,1605117595,1605117595,0,2
429,1,3273,3273,18,1605108692,0,active,0,1,0,1,False,0,,,1605117595,1605117595,0,1
430,1,3275,3275,10,1605117241,3,active,0,1,0,1,False,1,,,1605117595,1605117595,1,0
431,1,3276,3276,8,1605117471,18,active,0,1,0,1,False,0,,,1605117595,1605117595,0,0
