,num_ebikes_available,is_renting,last_reported,num_bikes_disabled,eightd_has_available_keys,is_installed,station_status,num_bikes_available,num_docks_disabled,station_id,num_docks_available,is_returning,legacy_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,1,1,1605099518,2,False,1,active,14,0,72,39,1,72,,,1605099605,1605099605,0,8
1,2,1,1605099305,0,False,1,active,29,0,79,4,1,79,,,1605099605,1605099605,1,0
2,0,1,1605099229,0,False,1,active,24,0,82,3,1,82,,,1605099605,1605099605,0,1
3,0,1,1605098307,1,False,1,active,29,0,83,32,1,83,,,1605099605,1605099605,2,0
4,0,0,86400,0,False,0,out_of_service,0,0,116,0,0,116,,,1605099605,1605099605,0,0
5,0,1,1605098628,1,False,1,active,44,0,119,8,1,119,,,1605099605,1605099605,0,0
6,1,1,1605098955,0,False,1,active,10,0,120,9,1,120,,,1605099605,1605099605,0,2
7,0,1,1605099493,0,False,1,active,25,0,127,6,1,127,,,1605099605,1605099605,0,9
8,1,1,1605099483,1,False,1,active,28,0,128,27,1,128,,,1605099605,1605099605,0,4
9,1,1,1605099544,2,False,1,active,9,0,143,13,1,143,,,1605099605,1605099605,1,0
10,0,1,1605096127,2,False,1,active,50,0,144,6,1,144,,,1605099605,1605099605,0,1
11,1,1,1605099428,0,False,1,active,33,0,146,6,1,146,,,1605099605,1605099605,0,5
12,0,1,1605099599,0,False,1,active,32,0,150,23,1,150,,,1605099605,1605099605,3,0
13,0,1,1605099217,5,True,1,active,5,0,151,23,1,151,,,1605099605,1605099605,4,0
14,0,1,1605098015,0,False,1,active,46,0,152,3,1,152,,,1605099605,1605099605,0,4
15,0,1,1605099505,2,False,1,active,11,0,157,10,1,157,,,1605099605,1605099605,0,2
16,0,1,1605098766,2,False,1,active,14,0,161,19,1,161,,,1605099605,1605099605,5,0
17,1,1,1605099408,0,False,1,active,4,0,164,43,1,164,,,1605099605,1605099605,3,0
18,0,1,1605099428,0,False,1,active,22,0,168,25,1,168,,,1605099605,1605099605,13,0
19,7,1,1605099063,1,False,1,active,37,0,173,32,1,173,,,1605099605,1605099605,29,0
20,1,1,1605099481,0,False,1,active,20,0,174,15,1,174,,,1605099605,1605099605,0,4
21,0,1,1605098983,1,False,1,active,52,0,212,7,1,212,,,1605099605,1605099605,5,0
22,1,1,1605098657,1,False,1,active,3,0,216,33,1,216,,,1605099605,1605099605,1,0
23,2,1,1605099493,1,False,1,active,30,0,217,8,1,217,,,1605099605,1605099605,0,0
24,0,1,1605099368,5,False,1,active,26,0,223,2,1,223,,,1605099605,1605099605,0,3
25,2,1,1605097899,0,True,1,active,3,0,224,27,1,224,,,1605099605,1605099605,0,0
26,0,1,1605099392,1,False,1,active,0,0,228,54,1,228,,,1605099605,1605099605,14,0
27,1,1,1605099434,3,False,1,active,11,0,229,9,1,229,,,1605099605,1605099605,0,3
28,0,1,86400,0,False,1,active,0,0,236,0,1,236,,,1605099605,1605099605,0,0
29,2,1,1605099465,1,False,1,active,18,0,237,20,1,237,,,1605099605,1605099605,0,1
30,3,1,1605099547,0,False,1,active,22,0,238,9,1,238,,,1605099605,1605099605,0,8
31,0,1,1605097964,0,False,1,active,21,0,239,10,1,239,,,1605099605,1605099605,1,0
32,1,1,1605099568,1,False,1,active,13,0,241,9,1,241,,,1605099605,1605099605,0,3
33,0,1,1605099519,2,False,1,active,33,0,242,11,1,242,,,1605099605,1605099605,3,0
34,1,1,1605098757,2,False,1,active,8,0,244,21,1,244,,,1605099605,1605099605,0,5
35,0,1,1605099382,0,False,1,active,16,0,245,7,1,245,,,1605099605,1605099605,1,0
36,0,1,1605098790,3,False,1,active,43,0,247,9,1,247,,,1605099605,1605099605,0,10
37,0,1,1605099407,1,False,1,active,85,0,248,13,1,248,,,1605099605,1605099605,3,0
38,0,1,1605099403,0,False,1,active,23,0,249,4,1,249,,,1605099605,1605099605,0,0
39,0,1,1605099469,0,False,1,active,11,0,250,29,1,250,,,1605099605,1605099605,4,0
40,1,1,1605099454,0,False,1,active,17,0,251,10,1,251,,,1605099605,1605099605,0,5
41,0,1,1605099023,0,False,1,active,29,0,252,4,1,252,,,1605099605,1605099605,0,5
42,1,1,1605099382,2,False,1,active,30,0,254,15,1,254,,,1605099605,1605099605,0,8
43,0,1,1605099311,0,False,1,active,8,0,257,31,1,257,,,1605099605,1605099605,4,0
44,0,1,1605099249,1,False,1,active,6,0,258,16,1,258,,,1605099605,1605099605,1,0
45,0,1,1605099235,0,False,1,active,25,0,259,14,1,259,,,1605099605,1605099605,0,0
46,2,1,1605098083,0,False,1,active,17,0,260,16,1,260,,,1605099605,1605099605,5,0
