,legacy_id,num_ebikes_available,station_status,eightd_has_available_keys,num_docks_available,num_bikes_available,num_bikes_disabled,is_renting,last_reported,is_installed,num_docks_disabled,is_returning,station_id,starttime,timestamp,demand,supply
0,72,2,active,False,27,25,3,1,1604890627,1,0,1,72,1604890805,1604890805,2,0
1,79,0,active,False,4,28,1,1,1604888348,1,0,1,79,1604890805,1604890805,2,0
2,82,1,active,False,0,27,0,1,1604889941,1,0,1,82,1604890805,1604890805,0,1
3,83,0,active,False,50,11,1,1,1604890378,1,0,1,83,1604890805,1604890805,0,2
4,116,0,out_of_service,False,0,0,0,0,86400,0,0,0,116,1604890805,1604890805,0,0
5,119,1,active,False,13,39,1,1,1604890744,1,0,1,119,1604890805,1604890805,2,0
6,120,2,active,False,8,9,2,1,1604889499,1,0,1,120,1604890805,1604890805,0,0
7,127,1,active,False,7,22,2,1,1604889018,1,0,1,127,1604890805,1604890805,0,2
8,128,3,active,False,4,50,2,1,1604890685,1,0,1,128,1604890805,1604890805,0,6
9,143,1,active,False,13,11,0,1,1604888113,1,0,1,143,1604890805,1604890805,0,2
10,144,0,active,False,13,43,2,1,1604890692,1,0,1,144,1604890805,1604890805,0,0
11,146,0,active,False,1,38,0,1,1604887622,1,0,1,146,1604890805,1604890805,0,2
12,150,12,active,False,1,54,0,1,1604890283,1,0,1,150,1604890805,1604890805,1,0
13,151,0,active,True,8,24,1,1,1604889965,1,0,1,151,1604890805,1604890805,1,0
14,152,0,active,False,31,17,1,1,1604886987,1,0,1,152,1604890805,1604890805,1,0
15,157,0,active,False,15,7,1,1,1604886143,1,0,1,157,1604890805,1604890805,2,0
16,161,1,active,False,1,28,6,1,1604889796,1,0,1,161,1604890805,1604890805,0,1
17,164,1,active,False,29,17,1,1,1604890767,1,0,1,164,1604890805,1604890805,0,2
18,168,0,active,False,14,31,2,1,1604889044,1,0,1,168,1604890805,1604890805,0,2
19,173,0,active,False,52,10,8,1,1604890744,1,0,1,173,1604890805,1604890805,0,1
20,174,0,active,False,21,5,9,1,1604890629,1,0,1,174,1604890805,1604890805,0,2
21,212,1,active,False,2,56,2,1,1604890180,1,0,1,212,1604890805,1604890805,0,3
22,216,0,active,False,20,17,0,1,1604888744,1,0,1,216,1604890805,1604890805,0,0
23,217,0,active,False,15,18,6,1,1604887364,1,0,1,217,1604890805,1604890805,0,0
24,223,0,active,False,5,25,3,1,1604890461,1,0,1,223,1604890805,1604890805,2,0
25,224,0,active,True,19,8,3,1,1604890082,1,0,1,224,1604890805,1604890805,0,0
26,228,0,active,False,55,0,0,1,1604888712,1,0,1,228,1604890805,1604890805,2,0
27,229,0,active,False,7,12,4,1,1604890206,1,0,1,229,1604890805,1604890805,0,1
28,236,0,active,False,16,28,3,1,1604890174,1,0,1,236,1604890805,1604890805,0,0
29,237,0,active,False,7,27,5,1,1604890673,1,0,1,237,1604890805,1604890805,2,0
30,238,0,active,False,4,23,4,1,1604890685,1,0,1,238,1604890805,1604890805,2,0
31,239,0,active,False,26,3,2,1,1604890464,1,0,1,239,1604890805,1604890805,0,1
32,241,1,active,False,15,3,5,1,1604889916,1,0,1,241,1604890805,1604890805,0,2
33,242,0,active,False,11,35,0,1,1604882011,1,0,1,242,1604890805,1604890805,2,0
34,244,1,active,False,20,10,1,1,1604890657,1,0,1,244,1604890805,1604890805,0,0
35,245,0,active,False,3,19,1,1,1604889206,1,0,1,245,1604890805,1604890805,1,0
36,247,0,active,False,1,54,0,1,1604890314,1,0,1,247,1604890805,1604890805,1,0
37,248,0,active,False,2,95,2,1,1604888052,1,0,1,248,1604890805,1604890805,0,0
38,249,0,active,False,3,24,0,1,1604888051,1,0,1,249,1604890805,1604890805,2,0
39,250,0,active,False,5,34,1,1,1604890197,1,0,1,250,1604890805,1604890805,0,3
40,251,0,active,False,10,14,3,1,1604890624,1,0,1,251,1604890805,1604890805,4,0
41,252,0,active,False,4,26,3,1,1604890630,1,0,1,252,1604890805,1604890805,0,0
42,254,0,active,False,8,34,4,1,1604889941,1,1,1,254,1604890805,1604890805,0,2
43,257,0,active,False,1,37,1,1,1604890199,1,0,1,257,1604890805,1604890805,0,0
44,258,0,active,False,19,3,1,1,1604890287,1,0,1,258,1604890805,1604890805,2,0
45,259,1,active,False,10,28,1,1,1604890321,1,0,1,259,1604890805,1604890805,1,0
46,260,0,active,False,2,31,0,1,1604886291,1,0,1,260,1604890805,1604890805,1,0
47,261,0,active,False,18,19,4,1,1604890793,1,0,1,261,1604890805,1604890805,2,0
48,262,0,active,False,17,2,5,1,1604890352,1,0,1,262,1604890805,1604890805,0,0
49,264,1,active,False,5,22,0,1,1604890260,1,0,1,264,1604890805,1604890805,4,0
50,265,0,active,False,0,33,2,1,1604889463,1,0,1,265,1604890805,1604890805,0,0
51,267,0,active,False,66,3,1,1,1604890790,1,0,1,267,1604890805,1604890805,0,2
52,268,0,active,False,8,19,0,1,1604889299,1,0,1,268,1604890805,1604890805,2,0
53,270,2,active,False,2,20,1,1,1604890611,1,0,1,270,1604890805,1604890805,1,0
54,274,0,active,False,21,4,6,1,1604890471,1,0,1,274,1604890805,1604890805,2,0
55,275,0,active,False,15,2,2,1,1604889015,1,0,1,275,1604890805,1604890805,0,0
56,276,0,active,False,0,25,0,1,1604889398,1,0,1,276,1604890805,1604890805,0,0
57,278,0,active,False,6,13,0,1,1604884576,1,0,1,278,1604890805,1604890805,0,0
58,280,0,out_of_service,False,0,0,0,0,86400,0,0,0,280,1604890805,1604890805,0,0
59,281,0,active,True,65,1,0,1,1604890549,1,0,1,281,1604890805,1604890805,0,0
60,282,3,active,False,4,20,3,1,1604889641,1,0,1,282,1604890805,1604890805,0,0
61,284,0,active,False,3,44,4,1,1604890770,1,0,1,284,1604890805,1604890805,3,0
62,285,0,active,True,33,11,9,1,1604890338,1,0,1,285,1604890805,1604890805,0,1
63,289,0,active,False,16,1,2,1,1604887153,1,0,1,289,1604890805,1604890805,2,0
64,291,2,active,False,0,20,0,1,1604887690,1,0,1,291,1604890805,1604890805,0,0
65,293,0,active,False,18,31,5,1,1604890256,1,0,1,293,1604890805,1604890805,0,0
66,295,0,active,False,0,24,0,1,1604887988,1,0,1,295,1604890805,1604890805,0,0
67,297,0,active,False,55,20,2,1,1604890080,1,0,1,297,1604890805,1604890805,1,0
68,298,1,active,False,23,11,1,1,1604890631,1,0,1,298,1604890805,1604890805,0,3
69,301,1,active,False,2,53,3,1,1604889474,1,0,1,301,1604890805,1604890805,2,0
70,302,4,active,False,8,25,4,1,1604890366,1,0,1,302,1604890805,1604890805,7,0
71,303,0,active,False,4,59,4,1,1604890211,1,0,1,303,1604890805,1604890805,1,0
72,304,3,active,False,1,32,0,1,1604888168,1,0,1,304,1604890805,1604890805,1,0
73,305,0,active,False,32,0,1,1,1604890314,1,0,1,305,1604890805,1604890805,5,0
74,307,1,active,False,0,29,1,1,1604890141,1,0,1,307,1604890805,1604890805,0,0
75,308,0,active,False,0,47,1,1,1604889520,1,0,1,308,1604890805,1604890805,0,0
76,309,0,active,False,1,38,2,1,1604886136,1,0,1,309,1604890805,1604890805,1,0
77,310,1,active,False,15,50,1,1,1604890517,1,0,1,310,1604890805,1604890805,0,0
78,311,1,active,False,0,29,2,1,1604890771,1,0,1,311,1604890805,1604890805,1,0
79,312,0,active,False,0,31,2,1,1604889152,1,0,1,312,1604890805,1604890805,0,1
80,313,1,active,False,29,25,1,1,1604890222,1,0,1,313,1604890805,1604890805,0,0
81,315,0,active,False,26,2,1,1,1604890747,1,0,1,315,1604890805,1604890805,0,0
82,316,0,active,False,38,5,0,1,1604888875,1,0,1,316,1604890805,1604890805,3,0
83,317,3,active,False,0,53,1,1,1604890048,1,0,1,317,1604890805,1604890805,0,1
84,319,3,active,False,5,23,5,1,1604890653,1,0,1,319,1604890805,1604890805,4,0
85,320,0,active,False,4,34,1,1,1604889798,1,0,1,320,1604890805,1604890805,0,0
86,321,1,active,False,1,37,1,1,1604889877,1,0,1,321,1604890805,1604890805,0,1
87,323,0,active,False,28,9,2,1,1604889964,1,0,1,323,1604890805,1604890805,0,0
88,324,0,active,False,4,68,2,1,1604889972,1,0,1,324,1604890805,1604890805,1,0
89,325,0,active,False,11,23,1,1,1604890717,1,0,1,325,1604890805,1604890805,1,0
90,326,0,active,False,5,32,4,1,1604890542,1,0,1,326,1604890805,1604890805,5,0
