,legacy_id,num_ebikes_available,station_status,eightd_has_available_keys,num_docks_available,num_bikes_available,num_bikes_disabled,is_renting,last_reported,is_installed,num_docks_disabled,is_returning,station_id,starttime,timestamp,demand,supply
0,72,5,active,False,21,31,3,1,1604897344,1,0,1,72,1604898005,1604898005,3,0
1,79,0,active,False,4,28,1,1,1604896926,1,0,1,79,1604898005,1604898005,0,0
2,82,0,active,False,0,27,0,1,1604894444,1,0,1,82,1604898005,1604898005,0,0
3,83,0,active,False,54,7,1,1,1604896804,1,0,1,83,1604898005,1604898005,0,0
4,116,0,out_of_service,False,0,0,0,0,86400,0,0,0,116,1604898005,1604898005,0,0
5,119,2,active,False,9,43,1,1,1604897043,1,0,1,119,1604898005,1604898005,0,0
6,120,2,active,False,6,11,2,1,1604897622,1,0,1,120,1604898005,1604898005,0,0
7,127,1,active,False,8,22,1,1,1604895847,1,0,1,127,1604898005,1604898005,0,1
8,128,0,active,False,10,44,2,1,1604894345,1,0,1,128,1604898005,1604898005,0,0
9,143,1,active,False,14,10,0,1,1604896863,1,0,1,143,1604898005,1604898005,0,0
10,144,0,active,False,12,45,1,1,1604896735,1,0,1,144,1604898005,1604898005,0,0
11,146,0,active,False,2,37,0,1,1604897029,1,0,1,146,1604898005,1604898005,0,0
12,150,12,active,False,0,55,0,1,1604890796,1,0,1,150,1604898005,1604898005,0,0
13,151,0,active,True,10,22,1,1,1604896232,1,0,1,151,1604898005,1604898005,0,2
14,152,0,active,False,30,18,1,1,1604891568,1,0,1,152,1604898005,1604898005,0,0
15,157,2,active,False,14,8,1,1,1604894746,1,0,1,157,1604898005,1604898005,0,0
16,161,2,active,False,4,25,6,1,1604897711,1,0,1,161,1604898005,1604898005,0,2
17,164,0,active,False,30,16,1,1,1604897694,1,0,1,164,1604898005,1604898005,0,0
18,168,0,active,False,16,29,2,1,1604893790,1,0,1,168,1604898005,1604898005,2,0
19,173,4,active,False,64,4,2,1,1604897276,1,0,1,173,1604898005,1604898005,1,0
20,174,0,active,False,25,2,3,1,1604896543,1,0,1,174,1604898005,1604898005,14,0
21,212,2,active,False,3,54,3,1,1604897115,1,0,1,212,1604898005,1604898005,0,1
22,216,0,active,False,21,16,0,1,1604895992,1,0,1,216,1604898005,1604898005,0,0
23,217,0,active,False,17,17,5,1,1604897081,1,0,1,217,1604898005,1604898005,0,0
24,223,0,active,False,3,27,3,1,1604897841,1,0,1,223,1604898005,1604898005,2,0
25,224,0,active,True,19,8,3,1,1604890082,1,0,1,224,1604898005,1604898005,1,0
26,228,0,active,False,53,2,0,1,1604892595,1,0,1,228,1604898005,1604898005,0,0
27,229,0,active,False,9,10,4,1,1604895594,1,0,1,229,1604898005,1604898005,1,0
28,236,1,active,False,17,29,1,1,1604897872,1,0,1,236,1604898005,1604898005,5,0
29,237,3,active,False,5,32,2,1,1604897660,1,0,1,237,1604898005,1604898005,0,2
30,238,0,active,False,4,24,3,1,1604895444,1,0,1,238,1604898005,1604898005,3,0
31,239,0,active,False,27,2,2,1,1604893018,1,0,1,239,1604898005,1604898005,0,0
32,241,0,active,False,19,0,4,1,1604895564,1,0,1,241,1604898005,1604898005,0,0
33,242,1,active,False,9,37,0,1,1604894205,1,0,1,242,1604898005,1604898005,0,0
34,244,1,active,False,16,13,2,1,1604897402,1,0,1,244,1604898005,1604898005,1,0
35,245,1,active,False,2,20,1,1,1604896416,1,0,1,245,1604898005,1604898005,0,0
36,247,0,active,False,0,55,0,1,1604893107,1,0,1,247,1604898005,1604898005,0,0
37,248,0,active,False,2,95,2,1,1604890836,1,0,1,248,1604898005,1604898005,0,1
38,249,0,active,False,1,26,0,1,1604891843,1,0,1,249,1604898005,1604898005,1,0
39,250,0,active,False,9,30,1,1,1604896931,1,0,1,250,1604898005,1604898005,0,0
40,251,1,active,False,4,20,3,1,1604896656,1,0,1,251,1604898005,1604898005,1,0
41,252,0,active,False,5,24,4,1,1604897445,1,0,1,252,1604898005,1604898005,1,0
42,254,0,active,False,10,32,4,1,1604896112,1,1,1,254,1604898005,1604898005,2,0
43,257,0,active,False,1,37,1,1,1604893821,1,0,1,257,1604898005,1604898005,0,22
44,258,0,active,False,18,4,1,1,1604896519,1,0,1,258,1604898005,1604898005,0,0
45,259,1,active,False,9,29,1,1,1604893559,1,0,1,259,1604898005,1604898005,1,0
46,260,1,active,False,1,32,0,1,1604891892,1,0,1,260,1604898005,1604898005,0,0
47,261,0,active,False,20,18,3,1,1604896681,1,0,1,261,1604898005,1604898005,2,0
48,262,1,active,False,16,3,5,1,1604897165,1,0,1,262,1604898005,1604898005,0,0
49,264,1,active,False,2,25,0,1,1604894412,1,0,1,264,1604898005,1604898005,0,0
50,265,0,active,False,1,33,1,1,1604897706,1,0,1,265,1604898005,1604898005,1,0
51,267,0,active,False,67,1,2,1,1604894121,1,0,1,267,1604898005,1604898005,1,0
52,268,0,active,False,5,22,0,1,1604896500,1,0,1,268,1604898005,1604898005,2,0
53,270,2,active,False,1,21,1,1,1604893286,1,0,1,270,1604898005,1604898005,0,0
54,274,0,active,False,21,4,6,1,1604895943,1,0,1,274,1604898005,1604898005,0,0
55,275,1,active,False,15,3,1,1,1604895907,1,0,1,275,1604898005,1604898005,0,0
56,276,0,active,False,0,25,0,1,1604895156,1,0,1,276,1604898005,1604898005,0,0
57,278,0,active,False,4,15,0,1,1604896086,1,0,1,278,1604898005,1604898005,0,0
58,280,0,out_of_service,False,0,0,0,0,86400,0,0,0,280,1604898005,1604898005,0,0
59,281,1,active,True,65,1,0,1,1604893089,1,0,1,281,1604898005,1604898005,0,1
60,282,3,active,False,1,21,5,1,1604895143,1,0,1,282,1604898005,1604898005,0,0
61,284,0,active,False,2,45,4,1,1604897031,1,0,1,284,1604898005,1604898005,0,1
62,285,1,active,True,32,12,9,1,1604897955,1,0,1,285,1604898005,1604898005,4,0
63,289,0,active,False,14,3,2,1,1604893723,1,0,1,289,1604898005,1604898005,1,0
