,is_installed,is_renting,station_status,num_docks_available,num_docks_disabled,last_reported,eightd_has_available_keys,num_bikes_available,is_returning,legacy_id,num_ebikes_available,station_id,num_bikes_disabled,eightd_active_station_services,valet,starttime,timestamp,demand,supply
0,1,1,active,38,0,1604940733,False,15,1,72,0,72,2,,,1604941200,1604941200,0,13
1,1,1,active,0,0,1604940894,False,31,1,79,2,79,2,,,1604941200,1604941200,0,0
2,1,1,active,2,0,1604939498,False,25,1,82,1,82,0,,,1604941200,1604941200,1,0
3,1,1,active,49,0,1604941024,False,13,1,83,0,83,0,,,1604941200,1604941200,0,2
4,0,0,out_of_service,0,0,86400,False,0,0,116,0,116,0,,,1604941200,1604941200,0,0
5,1,1,active,11,0,1604934672,False,42,1,119,1,119,0,,,1604941200,1604941200,4,0
6,1,1,active,11,0,1604940012,False,6,1,120,0,120,2,,,1604941200,1604941200,0,2
7,1,1,active,24,0,1604940390,False,5,1,127,0,127,2,,,1604941200,1604941200,3,0
8,1,1,active,22,0,1604941126,False,31,1,128,6,128,3,,,1604941200,1604941200,7,0
9,1,1,active,10,0,1604940535,False,14,1,143,0,143,0,,,1604941200,1604941200,0,2
10,1,1,active,4,0,1604940349,False,52,1,144,4,144,2,,,1604941200,1604941200,0,2
11,1,1,active,0,0,1604939766,False,39,1,146,2,146,0,,,1604941200,1604941200,0,2
12,1,1,active,25,0,1604940133,False,28,1,150,0,150,2,,,1604941200,1604941200,0,11
13,1,1,active,0,0,1604941184,True,31,1,151,5,151,2,,,1604941200,1604941200,0,3
14,1,1,active,15,0,1604941169,False,33,1,152,4,152,1,,,1604941200,1604941200,7,0
15,1,1,active,10,0,1604940801,False,12,1,157,1,157,1,,,1604941200,1604941200,0,5
16,1,1,active,25,0,1604940767,False,10,1,161,0,161,0,,,1604941200,1604941200,10,0
17,1,1,active,20,0,1604940268,False,25,1,164,0,164,2,,,1604941200,1604941200,0,0
18,1,1,active,9,0,1604940828,False,38,1,168,0,168,0,,,1604941200,1604941200,3,0
19,1,1,active,10,0,1604940811,False,56,1,173,2,173,4,,,1604941200,1604941200,0,8
20,1,1,active,9,0,1604940949,False,20,1,174,1,174,1,,,1604941200,1604941200,1,0
21,1,1,active,8,0,1604941147,False,49,1,212,0,212,3,,,1604941200,1604941200,0,0
22,1,1,active,23,0,1604941101,False,14,1,216,2,216,0,,,1604941200,1604941200,0,2
23,1,1,active,0,0,1604941002,False,34,1,217,4,217,5,,,1604941200,1604941200,1,0
24,1,1,active,13,0,1604940146,False,19,1,223,0,223,1,,,1604941200,1604941200,1,0
25,1,1,active,7,0,1604940710,True,21,1,224,4,224,2,,,1604941200,1604941200,1,0
26,1,1,active,17,0,1604941094,False,37,1,228,4,228,1,,,1604941200,1604941200,1,0
27,1,1,active,0,0,1604940940,False,21,1,229,4,229,2,,,1604941200,1604941200,0,2
28,1,1,active,24,0,1604940721,False,23,1,236,1,236,0,,,1604941200,1604941200,0,1
