,is_installed,station_id,legacy_id,num_bikes_available,last_reported,num_docks_available,station_status,num_ebikes_available,is_renting,num_docks_disabled,is_returning,eightd_has_available_keys,num_bikes_disabled,starttime,timestamp,demand,supply
356,1,3150,3150,27,1605074602,19,active,10,1,0,1,False,1,1605077995,1605077995,0,0
357,1,3151,3151,37,1605077451,6,active,1,1,0,1,False,0,1605077995,1605077995,0,0
358,1,3152,3152,16,1605074235,26,active,0,1,0,1,False,0,1605077995,1605077995,0,0
359,1,3154,3154,3,1605076505,28,active,1,1,0,1,False,0,1605077995,1605077995,0,0
360,1,3156,3156,14,1605076771,23,active,1,1,0,1,False,0,1605077995,1605077995,0,2
361,1,3157,3157,10,1605077626,17,active,2,1,0,1,False,0,1605077995,1605077995,0,0
362,1,3158,3158,2,1605072668,26,active,2,1,0,1,False,3,1605077995,1605077995,0,1
363,1,3159,3159,8,1605071972,20,active,0,1,0,1,False,3,1605077995,1605077995,1,0
364,1,3160,3160,14,1605077976,24,active,0,1,0,1,True,1,1605077995,1605077995,0,1
365,1,3161,3161,40,1605076669,18,active,11,1,0,1,False,1,1605077995,1605077995,0,3
366,1,3163,3163,14,1605072700,25,active,0,1,1,1,True,3,1605077995,1605077995,2,0
367,1,3164,3164,41,1605077085,26,active,13,1,0,1,False,0,1605077995,1605077995,0,0
368,1,3165,3165,30,1605076561,20,active,0,1,0,1,False,1,1605077995,1605077995,0,0
369,1,3166,3166,19,1605076792,22,active,4,1,0,1,False,0,1605077995,1605077995,0,0
370,1,3167,3167,30,1605074322,22,active,1,1,0,1,False,3,1605077995,1605077995,0,0
371,1,3169,3169,23,1605075074,15,active,2,1,0,1,False,1,1605077995,1605077995,0,0
372,1,3170,3170,12,1605074837,23,active,1,1,0,1,False,0,1605077995,1605077995,0,0
373,1,3171,3171,17,1605073715,22,active,3,1,0,1,False,0,1605077995,1605077995,0,0
374,1,3172,3172,20,1605073813,7,active,5,1,0,1,False,0,1605077995,1605077995,0,0
375,1,3173,3173,30,1605076541,6,active,6,0,0,0,False,2,1605077995,1605077995,1,0
376,1,3175,3175,21,1605076595,7,active,1,1,0,1,False,3,1605077995,1605077995,0,0
377,1,3177,3177,43,1605077993,18,active,4,1,1,1,False,1,1605077995,1605077995,0,0
378,1,3178,3178,22,1605071630,16,active,3,1,0,1,False,1,1605077995,1605077995,0,0
379,1,3179,3179,2,1605069527,21,active,1,1,0,1,False,0,1605077995,1605077995,0,0
380,1,3184,3184,1,1605059685,12,active,0,1,0,1,False,0,1605077995,1605077995,1,0
381,1,3185,3185,17,1605062453,5,active,0,1,0,1,False,0,1605077995,1605077995,0,0
382,1,3186,3186,23,1605073553,19,active,0,1,0,1,False,0,1605077995,1605077995,0,2
383,1,3187,3187,19,1605070064,3,active,0,1,0,1,False,0,1605077995,1605077995,0,0
384,1,3191,3191,7,1605072557,11,active,0,1,0,1,False,0,1605077995,1605077995,0,1
385,1,3192,3192,21,1605076649,1,active,0,1,0,1,False,0,1605077995,1605077995,0,0
386,1,3193,3193,1,1605055721,17,active,0,1,0,1,False,0,1605077995,1605077995,1,0
387,1,3194,3194,0,1605056456,22,active,0,1,0,1,False,0,1605077995,1605077995,0,0
388,1,3195,3195,0,1605054431,34,active,0,1,0,1,False,0,1605077995,1605077995,0,0
389,1,3196,3196,1,1605062373,17,active,0,1,0,1,False,0,1605077995,1605077995,0,0
390,1,3198,3198,1,1605054670,17,active,0,1,0,1,False,0,1605077995,1605077995,0,0
391,1,3199,3199,12,1605064078,2,active,0,1,0,1,False,0,1605077995,1605077995,0,0
392,1,3201,3201,1,1605066838,16,active,0,1,0,1,False,1,1605077995,1605077995,0,0
393,1,3202,3202,13,1605076840,5,active,0,1,0,1,False,0,1605077995,1605077995,0,0
394,1,3203,3203,26,1605075576,0,active,0,1,0,1,False,0,1605077995,1605077995,0,0
395,1,3205,3205,3,1605071393,19,active,0,1,0,1,False,0,1605077995,1605077995,0,0
396,1,3206,3206,3,1605067076,23,active,0,1,0,1,False,0,1605077995,1605077995,0,0
397,1,3207,3207,0,1605054077,26,active,0,1,0,1,False,0,1605077995,1605077995,0,0
398,1,3209,3209,20,1605071326,2,active,0,1,0,1,False,0,1605077995,1605077995,1,0
399,1,3210,3210,0,1605051382,18,active,0,1,0,1,False,0,1605077995,1605077995,0,0
400,1,3211,3211,18,1605063307,4,active,0,1,0,1,False,0,1605077995,1605077995,0,0
401,1,3212,3212,0,1605051359,22,active,0,1,0,1,False,0,1605077995,1605077995,0,0
402,1,3213,3213,8,1605071816,14,active,0,1,0,1,False,0,1605077995,1605077995,0,0
403,1,3214,3214,21,1605072123,1,active,0,1,0,1,False,0,1605077995,1605077995,0,0
404,1,3220,3220,0,1605044624,18,active,0,1,0,1,False,0,1605077995,1605077995,0,0
405,1,3221,3221,25,1605073480,0,active,2,1,0,1,False,2,1605077995,1605077995,0,0
406,1,3225,3225,4,1605070830,10,active,0,1,0,1,False,0,1605077995,1605077995,0,0
407,1,3226,3226,25,1605077876,18,active,1,1,0,1,True,2,1605077995,1605077995,0,0
408,1,3231,3231,1,1605065588,38,active,0,1,0,1,False,0,1605077995,1605077995,0,0
409,1,3232,3232,22,1605075266,25,active,0,1,0,1,False,0,1605077995,1605077995,0,0
410,1,3233,3233,1,1605076473,38,active,0,1,0,1,False,0,1605077995,1605077995,0,0
411,1,3235,3235,0,1605076474,26,active,0,1,0,1,False,0,1605077995,1605077995,0,0
412,1,3236,3236,27,1605077829,0,active,3,1,3,1,False,3,1605077995,1605077995,0,0
413,1,3241,3241,15,1605077714,2,active,3,1,0,1,False,2,1605077995,1605077995,0,0
414,1,3242,3242,16,1605075267,23,active,2,1,0,1,False,0,1605077995,1605077995,0,0
415,1,3243,3243,4,1605067809,24,active,0,1,0,1,False,1,1605077995,1605077995,0,0
416,1,3244,3244,26,1605076474,14,active,0,1,0,1,False,2,1605077995,1605077995,0,0
417,1,3246,3246,4,1605075267,35,active,0,1,0,1,False,0,1605077995,1605077995,0,0
418,1,3249,3249,6,1605075304,13,active,3,1,0,1,False,0,1605077995,1605077995,0,0
419,1,3255,3255,5,1605077679,12,active,0,1,0,1,False,1,1605077995,1605077995,1,0
420,1,3256,3256,0,1605075390,20,active,0,1,0,1,False,3,1605077995,1605077995,0,0
421,1,3259,3259,13,1605076973,8,active,0,1,0,1,False,6,1605077995,1605077995,0,0
422,1,3260,3260,15,1605076018,30,active,1,1,0,1,False,0,1605077995,1605077995,0,0
423,1,3263,3263,43,1605077155,16,active,0,1,0,1,False,0,1605077995,1605077995,0,0
424,1,3267,3267,7,1605071312,7,active,0,1,0,1,False,0,1605077995,1605077995,0,0
425,1,3268,3268,14,1605074131,0,active,0,1,0,1,False,0,1605077995,1605077995,0,0
426,1,3269,3269,6,1605070521,8,active,0,1,0,1,False,0,1605077995,1605077995,0,0
427,1,3270,3270,14,1605061584,0,active,0,1,0,1,False,0,1605077995,1605077995,0,0
428,1,3272,3272,5,1605057973,9,active,0,1,0,1,False,0,1605077995,1605077995,0,0
429,1,3273,3273,14,1605071094,4,active,0,1,0,1,False,0,1605077995,1605077995,0,0
430,1,3275,3275,13,1605068783,1,active,0,1,0,1,False,0,1605077995,1605077995,0,0
431,1,3276,3276,13,1605062626,13,active,0,1,0,1,False,0,1605077995,1605077995,0,0
432,1,3277,3277,12,1605058525,2,active,0,1,0,1,False,0,1605077995,1605077995,0,0
433,1,3278,3278,13,1605071400,1,active,0,1,0,1,False,0,1605077995,1605077995,0,0
434,1,3279,3279,15,1605069822,3,active,0,1,0,1,False,0,1605077995,1605077995,0,0
435,1,3280,3280,3,1605055975,11,active,0,1,0,1,False,0,1605077995,1605077995,0,0
436,1,3281,3281,1,1605065806,13,active,0,1,0,1,False,0,1605077995,1605077995,0,0
437,1,3282,3282,10,1605077199,26,active,2,1,0,1,True,2,1605077995,1605077995,0,0
438,1,3283,3283,38,1605077631,7,active,5,1,0,1,False,2,1605077995,1605077995,0,0
439,1,3284,3284,7,1605069811,31,active,1,1,0,1,False,0,1605077995,1605077995,0,0
440,1,3285,3285,15,1605074916,28,active,3,1,0,1,False,0,1605077995,1605077995,0,0
441,1,3286,3286,9,1605074555,26,active,0,1,0,1,False,4,1605077995,1605077995,3,0
442,1,3287,3287,24,1605072184,22,active,2,1,0,1,False,1,1605077995,1605077995,0,0
443,1,3288,3288,35,1605073913,2,active,2,1,0,1,False,2,1605077995,1605077995,2,0
444,1,3289,3289,10,1605072591,21,active,2,1,0,1,False,1,1605077995,1605077995,0,1
445,1,3290,3290,24,1605077896,10,active,2,1,1,1,False,0,1605077995,1605077995,0,0
446,1,3292,3292,2,1605066994,39,active,0,1,1,1,True,1,1605077995,1605077995,1,0
447,1,3293,3293,13,1605076349,10,active,1,1,0,1,False,1,1605077995,1605077995,0,0
448,1,3294,3294,9,1605073018,28,active,3,1,0,1,True,1,1605077995,1605077995,1,0
449,1,3296,3296,21,1605073412,20,active,4,1,0,1,False,1,1605077995,1605077995,0,0
450,1,3297,3297,2,1605074734,19,active,1,1,0,1,False,0,1605077995,1605077995,0,0
451,1,3298,3298,18,1605077382,4,active,2,1,0,1,False,1,1605077995,1605077995,0,0
452,1,3299,3299,2,1605072445,21,active,1,1,0,1,False,2,1605077995,1605077995,0,0
453,1,3300,3300,1,1605075125,23,active,0,1,0,1,False,1,1605077995,1605077995,0,0
454,1,3301,3301,7,1605076461,27,active,0,1,2,1,False,3,1605077995,1605077995,1,0
455,1,3302,3302,5,1605073585,17,active,1,1,0,1,False,0,1605077995,1605077995,0,0
456,1,3303,3303,23,1605065549,1,active,0,1,0,1,False,1,1605077995,1605077995,0,0
457,1,3304,3304,22,1605070899,5,active,1,1,0,1,False,0,1605077995,1605077995,0,0
458,1,3305,3305,36,1605061995,0,active,0,1,0,1,False,3,1605077995,1605077995,2,0
459,1,3306,3306,5,1605070700,18,active,4,1,0,1,False,0,1605077995,1605077995,0,0
460,1,3307,3307,21,1605077032,8,active,4,1,0,1,False,2,1605077995,1605077995,0,0
461,1,3308,3308,26,1605055219,1,active,0,1,0,1,False,0,1605077995,1605077995,0,0
462,1,3309,3309,4,1605074703,26,active,0,1,0,1,False,0,1605077995,1605077995,0,0
463,1,3310,3310,8,1605077613,16,active,1,1,0,1,False,0,1605077995,1605077995,0,0
464,1,3311,3311,21,1605055959,0,active,0,1,0,1,False,0,1605077995,1605077995,0,0
465,1,3312,3312,36,1605076964,1,active,2,1,0,1,False,2,1605077995,1605077995,0,1
466,1,3313,3313,27,1605074632,2,active,2,1,0,1,False,0,1605077995,1605077995,0,0
467,1,3314,3314,29,1605075150,2,active,8,1,0,1,False,1,1605077995,1605077995,0,0
468,1,3315,3315,21,1605072253,2,active,2,1,0,1,False,0,1605077995,1605077995,0,0
469,1,3317,3317,24,1605072410,0,active,0,1,0,1,False,0,1605077995,1605077995,0,0
470,1,3318,3318,24,1605074864,13,active,9,1,0,1,False,2,1605077995,1605077995,0,0
471,1,3319,3319,19,1605074495,1,active,5,1,0,1,False,1,1605077995,1605077995,0,0
472,1,3321,3321,23,1605076716,2,active,3,1,0,1,False,0,1605077995,1605077995,0,0
473,1,3322,3322,25,1605067460,0,active,0,1,0,1,False,0,1605077995,1605077995,0,0
474,1,3323,3323,31,1605072135,27,active,10,1,0,1,True,1,1605077995,1605077995,0,0
475,1,3324,3324,25,1605063900,0,active,0,1,0,1,False,0,1605077995,1605077995,0,0
476,1,3325,3325,11,1605074270,20,active,2,1,0,1,False,0,1605077995,1605077995,0,1
477,1,3326,3326,13,1605061759,8,active,0,1,0,1,False,0,1605077995,1605077995,0,0
478,1,3327,3327,10,1605076424,17,active,4,1,0,1,False,0,1605077995,1605077995,1,0
479,1,3328,3328,12,1605071277,26,active,6,1,0,1,False,1,1605077995,1605077995,0,0
480,1,3329,3329,19,1605076707,8,active,3,1,0,1,False,0,1605077995,1605077995,0,0
481,0,3330,3330,0,1605050516,3,out_of_service,0,0,0,0,False,0,1605077995,1605077995,0,0
482,1,3331,3331,18,1605066062,18,active,1,1,0,1,True,3,1605077995,1605077995,0,0
483,1,3332,3332,19,1605072410,0,active,1,1,0,1,False,0,1605077995,1605077995,0,0
484,1,3333,3333,19,1605067013,2,active,0,1,0,1,False,0,1605077995,1605077995,0,0
485,1,3335,3335,26,1605076251,1,active,1,1,0,1,False,1,1605077995,1605077995,0,0
486,1,3336,3336,2,1605072480,37,active,0,1,0,1,False,2,1605077995,1605077995,0,0
487,1,3337,3337,22,1605058699,1,active,1,1,0,1,False,0,1605077995,1605077995,0,0
488,1,3338,3338,30,1605073306,1,active,1,1,0,1,False,0,1605077995,1605077995,0,1
489,1,3339,3339,21,1605075329,2,active,0,1,0,1,False,0,1605077995,1605077995,0,0
490,1,3340,3340,18,1605068674,3,active,0,1,0,1,False,0,1605077995,1605077995,0,0
491,1,3342,3342,22,1605062617,1,active,0,1,0,1,False,0,1605077995,1605077995,0,0
492,1,3343,3343,10,1605067774,13,active,5,1,0,1,False,0,1605077995,1605077995,0,0
493,1,3344,3344,14,1605066625,4,active,2,1,0,1,False,1,1605077995,1605077995,0,0
494,1,3345,3345,1,1605075390,34,active,1,1,0,1,False,0,1605077995,1605077995,0,1
495,1,3346,3346,0,1605067161,29,active,0,1,0,1,False,0,1605077995,1605077995,0,0
496,1,3347,3347,12,1605074238,7,active,2,1,0,1,False,2,1605077995,1605077995,0,0
497,1,3348,3348,10,1605067276,9,active,0,1,0,1,False,0,1605077995,1605077995,0,0
498,1,3349,3349,10,1605070592,19,active,0,1,0,1,False,1,1605077995,1605077995,0,0
499,1,3350,3350,11,1605077018,27,active,1,1,0,1,False,1,1605077995,1605077995,1,0
500,1,3351,3351,21,1605065024,0,active,0,1,0,1,False,4,1605077995,1605077995,0,0
501,1,3352,3352,21,1605070378,0,active,1,1,0,1,False,0,1605077995,1605077995,0,0
502,1,3354,3354,2,1605073348,28,active,2,1,0,1,True,1,1605077995,1605077995,0,0
503,1,3355,3355,3,1605072943,20,active,1,1,0,1,False,2,1605077995,1605077995,0,0
504,1,3356,3356,3,1605071936,18,active,0,1,0,1,False,0,1605077995,1605077995,0,0
505,1,3357,3357,25,1605076540,9,active,11,1,0,1,False,1,1605077995,1605077995,0,0
506,1,3358,3358,3,1605063902,22,active,0,1,0,1,False,0,1605077995,1605077995,0,0
507,1,3359,3359,3,1605056637,37,active,0,1,0,1,False,1,1605077995,1605077995,0,0
508,1,3361,3361,16,1605064693,5,active,1,1,0,1,False,2,1605077995,1605077995,0,0
509,1,3362,3362,0,1605072310,34,active,0,1,0,1,False,0,1605077995,1605077995,0,0
510,1,3363,3363,3,1605072565,29,active,1,1,0,1,False,1,1605077995,1605077995,0,0
511,1,3364,3364,20,1605074543,7,active,0,1,0,1,False,0,1605077995,1605077995,0,0
512,1,3365,3365,7,1605065287,20,active,0,1,0,1,False,0,1605077995,1605077995,0,0
513,1,3366,3366,9,1605073854,21,active,3,1,0,1,False,1,1605077995,1605077995,3,0
514,1,3367,3367,2,1605070902,36,active,0,1,0,1,False,1,1605077995,1605077995,0,0
515,1,3368,3368,26,1605076548,4,active,0,1,0,1,False,0,1605077995,1605077995,0,0
516,1,3369,3369,22,1605076474,6,active,5,1,0,1,False,1,1605077995,1605077995,0,0
517,1,3370,3370,11,1605072822,13,active,0,1,0,1,False,1,1605077995,1605077995,1,0
518,1,3372,3372,8,1605076639,30,active,1,1,0,1,False,1,1605077995,1605077995,0,0
519,1,3373,3373,23,1605074404,4,active,0,1,0,1,False,0,1605077995,1605077995,0,0
520,1,3374,3374,35,1605070595,0,active,2,1,0,1,True,1,1605077995,1605077995,0,2
521,1,3375,3375,1,1605067575,34,active,0,1,0,1,False,0,1605077995,1605077995,0,0
522,1,3376,3376,7,1605075406,30,active,1,1,0,1,False,2,1605077995,1605077995,0,2
523,1,3377,3377,25,1605074750,0,active,1,1,0,1,False,0,1605077995,1605077995,0,0
524,1,3378,3378,0,1605074072,28,active,0,1,0,1,False,0,1605077995,1605077995,0,0
525,1,3379,3379,26,1605074065,7,active,1,1,0,1,False,2,1605077995,1605077995,1,0
526,1,3381,3381,15,1605073544,6,active,1,1,0,1,False,0,1605077995,1605077995,0,0
527,1,3382,3382,23,1605073990,8,active,1,1,0,1,False,0,1605077995,1605077995,0,0
528,1,3383,3383,9,1605071728,15,active,3,1,0,1,False,1,1605077995,1605077995,0,0
529,1,3384,3384,6,1605071021,19,active,0,1,0,1,False,0,1605077995,1605077995,0,0
530,1,3386,3386,8,1605072022,19,active,0,1,0,1,False,0,1605077995,1605077995,0,0
531,1,3387,3387,18,1605075922,5,active,0,1,1,1,False,1,1605077995,1605077995,1,0
532,1,3388,3388,23,1605067540,2,active,0,1,0,1,False,0,1605077995,1605077995,0,0
533,1,3389,3389,22,1605063536,5,active,1,1,0,1,False,1,1605077995,1605077995,0,0
534,1,3390,3390,20,1605072282,0,active,0,1,0,1,False,4,1605077995,1605077995,0,0
535,1,3391,3391,25,1605074801,0,active,3,1,0,1,False,0,1605077995,1605077995,0,0
536,1,3392,3392,15,1605060612,4,active,2,1,0,1,False,0,1605077995,1605077995,0,0
537,1,3393,3393,17,1605060427,2,active,1,1,0,1,False,0,1605077995,1605077995,0,0
538,1,3394,3394,18,1605052275,3,active,0,1,0,1,False,0,1605077995,1605077995,0,0
539,1,3395,3395,19,1605065617,0,active,1,1,0,1,False,0,1605077995,1605077995,0,0
540,1,3396,3396,4,1605066686,21,active,0,1,0,1,False,0,1605077995,1605077995,0,0
541,1,3397,3397,22,1605068484,2,active,1,1,0,1,False,1,1605077995,1605077995,0,0
542,1,3398,3398,20,1605074020,2,active,1,1,0,1,False,1,1605077995,1605077995,0,0
543,1,3399,3399,23,1605064618,0,active,0,1,0,1,False,1,1605077995,1605077995,0,1
544,1,3400,3400,20,1605076288,3,active,0,1,0,1,True,1,1605077995,1605077995,1,0
545,1,3402,3402,21,1605063543,0,active,0,1,0,1,False,2,1605077995,1605077995,0,0
546,1,3403,3403,27,1605076344,3,active,0,1,0,1,False,1,1605077995,1605077995,0,0
547,1,3404,3404,25,1605075784,2,active,0,1,0,1,False,0,1605077995,1605077995,2,0
548,1,3405,3405,5,1605063866,18,active,0,1,0,1,False,0,1605077995,1605077995,0,0
549,1,3407,3407,22,1605076823,0,active,0,1,0,1,False,1,1605077995,1605077995,0,0
550,1,3408,3408,27,1605075899,0,active,0,1,0,1,False,0,1605077995,1605077995,0,1
551,1,3409,3409,22,1605075860,26,active,1,1,0,1,False,0,1605077995,1605077995,0,0
552,1,3410,3410,76,1605070346,1,active,1,1,0,1,False,0,1605077995,1605077995,0,0
553,1,3411,3411,17,1605073041,10,active,4,1,0,1,False,0,1605077995,1605077995,0,0
554,1,3412,3412,8,1605075347,9,active,2,1,0,1,False,1,1605077995,1605077995,0,0
555,1,3414,3414,5,1605072535,28,active,0,1,0,1,False,0,1605077995,1605077995,0,0
556,1,3415,3415,7,1605077323,18,active,1,1,0,1,False,0,1605077995,1605077995,0,0
557,1,3416,3416,4,1605075932,20,active,1,1,1,1,False,0,1605077995,1605077995,0,0
558,1,3417,3417,22,1605073536,3,active,0,1,0,1,False,2,1605077995,1605077995,0,0
559,1,3418,3418,27,1605076535,6,active,3,1,0,1,False,0,1605077995,1605077995,0,0
560,1,3419,3419,26,1605077678,0,active,0,1,0,1,False,1,1605077995,1605077995,0,0
561,1,3420,3420,16,1605072805,5,active,0,1,0,1,False,0,1605077995,1605077995,0,0
562,1,3421,3421,18,1605073223,4,active,0,1,0,1,False,1,1605077995,1605077995,0,0
563,1,3422,3422,20,1605060263,0,active,0,1,0,1,False,1,1605077995,1605077995,0,0
564,1,3423,3423,17,1605076978,9,active,7,1,0,1,True,3,1605077995,1605077995,0,0
565,1,3424,3424,26,1605073184,1,active,1,1,0,1,False,0,1605077995,1605077995,0,0
566,1,3425,3425,31,1605077893,0,active,4,1,0,1,False,2,1605077995,1605077995,0,0
567,1,3429,3429,20,1605075267,19,active,0,1,0,1,False,0,1605077995,1605077995,1,0
568,1,3430,3430,4,1605073710,21,active,3,1,0,1,False,0,1605077995,1605077995,0,1
569,1,3435,3435,38,1605077680,5,active,2,1,0,1,False,2,1605077995,1605077995,0,0
570,1,3436,3436,26,1605065931,9,active,0,1,0,1,False,0,1605077995,1605077995,0,2
571,1,3437,3437,11,1605070357,28,active,1,1,0,1,False,0,1605077995,1605077995,0,0
572,1,3440,3440,15,1605075268,29,active,2,1,0,1,False,3,1605077995,1605077995,0,0
573,1,3443,3443,0,1605076473,40,active,0,1,0,1,False,0,1605077995,1605077995,0,0
574,1,3452,3452,40,1605060281,2,active,0,1,0,1,False,1,1605077995,1605077995,0,0
575,1,3453,3453,12,1605075174,7,active,2,1,0,1,False,0,1605077995,1605077995,0,0
576,1,3454,3454,6,1605077336,17,active,3,1,0,1,False,1,1605077995,1605077995,0,0
577,1,3456,3456,8,1605077680,14,active,1,1,0,1,False,0,1605077995,1605077995,0,0
578,1,3457,3457,0,1604993618,0,active,0,0,46,0,False,0,1605077995,1605077995,0,0
579,1,3461,3461,25,1605072083,8,active,0,1,0,1,False,0,1605077995,1605077995,0,0
580,1,3462,3462,3,1605074696,36,active,0,1,0,1,False,0,1605077995,1605077995,0,0
