,is_installed,station_id,legacy_id,num_bikes_available,last_reported,num_docks_available,station_status,num_ebikes_available,is_renting,num_docks_disabled,is_returning,eightd_has_available_keys,num_bikes_disabled,starttime,timestamp,demand,supply
0,1,72,72,10,1605080493,42,active,1,1,0,1,False,3,1605085195,1605085195,0,0
1,1,79,79,23,1605077680,10,active,0,1,0,1,False,0,1605085195,1605085195,0,0
2,1,82,82,26,1605076473,0,active,0,1,0,1,False,1,1605085195,1605085195,1,0
3,1,83,83,0,1605085159,0,active,0,1,40,1,False,22,1605085195,1605085195,0,0
4,0,116,116,0,86400,0,out_of_service,0,0,0,0,False,0,1605085195,1605085195,0,0
5,1,119,119,47,1605075266,5,active,2,1,0,1,False,1,1605085195,1605085195,0,0
6,1,120,120,16,1605075267,3,active,4,1,0,1,False,0,1605085195,1605085195,0,0
7,1,127,127,31,1605076473,0,active,3,1,0,1,False,0,1605085195,1605085195,0,0
8,1,128,128,28,1605077679,26,active,0,1,0,1,False,2,1605085195,1605085195,1,0
9,1,143,143,10,1605075268,14,active,1,1,0,1,False,0,1605085195,1605085195,0,0
10,1,144,144,51,1605084916,5,active,2,1,0,1,False,2,1605085195,1605085195,0,0
11,1,146,146,37,1605076472,2,active,0,1,0,1,False,0,1605085195,1605085195,0,0
12,1,150,150,38,1605078070,17,active,2,1,0,1,False,0,1605085195,1605085195,0,0
13,1,151,151,5,1605076472,23,active,0,1,0,1,True,5,1605085195,1605085195,0,0
14,1,152,152,45,1605077389,4,active,0,1,0,1,False,0,1605085195,1605085195,0,0
15,1,157,157,17,1605075266,5,active,0,1,0,1,False,1,1605085195,1605085195,0,0
16,1,161,161,19,1605076474,14,active,4,1,0,1,False,2,1605085195,1605085195,0,0
17,1,164,164,4,1605080157,43,active,0,1,0,1,False,0,1605085195,1605085195,0,0
18,1,168,168,22,1605080655,25,active,2,1,0,1,False,0,1605085195,1605085195,0,0
19,1,173,173,13,1605082717,56,active,2,1,0,1,False,1,1605085195,1605085195,0,1
20,1,174,174,19,1605080588,16,active,2,1,0,1,False,0,1605085195,1605085195,0,0
21,1,212,212,48,1605077680,9,active,0,1,0,1,False,3,1605085195,1605085195,2,0
22,1,216,216,3,1605075269,33,active,1,1,0,1,False,1,1605085195,1605085195,0,0
23,1,217,217,27,1605075268,11,active,3,1,0,1,False,1,1605085195,1605085195,0,0
24,1,223,223,25,1605083709,3,active,0,1,0,1,False,5,1605085195,1605085195,0,0
25,1,224,224,0,1605075266,30,active,0,1,0,1,True,0,1605085195,1605085195,0,0
26,1,228,228,1,1605085007,54,active,1,1,0,1,False,0,1605085195,1605085195,0,0
27,1,229,229,10,1605076474,10,active,0,1,0,1,False,3,1605085195,1605085195,0,0
28,1,236,236,0,86400,0,active,0,1,0,1,False,0,1605085195,1605085195,0,0
29,1,237,237,25,1605082213,13,active,3,1,0,1,False,1,1605085195,1605085195,0,0
30,1,238,238,28,1605078633,3,active,6,1,0,1,False,0,1605085195,1605085195,0,0
31,1,239,239,21,1605075268,10,active,0,1,0,1,False,0,1605085195,1605085195,0,0
32,1,241,241,8,1605075267,14,active,0,1,0,1,False,1,1605085195,1605085195,0,0
33,1,242,242,31,1605084976,14,active,1,1,0,1,False,1,1605085195,1605085195,0,0
34,1,244,244,10,1605081702,19,active,2,1,0,1,False,2,1605085195,1605085195,0,0
35,1,245,245,17,1605077679,6,active,0,1,0,1,False,0,1605085195,1605085195,0,0
36,1,247,247,52,1605083708,0,active,2,1,0,1,False,3,1605085195,1605085195,0,0
37,1,248,248,88,1605076472,10,active,0,1,0,1,False,1,1605085195,1605085195,0,0
38,1,249,249,24,1605077679,3,active,0,1,0,1,False,0,1605085195,1605085195,0,0
39,1,250,250,11,1605076473,29,active,1,1,0,1,False,0,1605085195,1605085195,0,0
40,1,251,251,19,1605077678,8,active,0,1,0,1,False,0,1605085195,1605085195,0,0
41,1,252,252,28,1605079005,5,active,1,1,0,1,False,0,1605085195,1605085195,0,1
42,1,254,254,30,1605077092,15,active,2,1,0,1,False,2,1605085195,1605085195,0,0
43,1,257,257,13,1605077680,26,active,0,1,0,1,False,0,1605085195,1605085195,0,1
44,1,258,258,8,1605075348,14,active,0,1,0,1,False,1,1605085195,1605085195,0,0
45,1,259,259,39,1605075274,0,active,1,1,0,1,False,0,1605085195,1605085195,0,0
46,1,260,260,17,1605080598,16,active,3,1,0,1,False,0,1605085195,1605085195,0,0
47,1,261,261,20,1605075266,21,active,1,1,0,1,False,0,1605085195,1605085195,2,0
48,1,262,262,6,1605078367,15,active,0,1,0,1,False,3,1605085195,1605085195,0,0
49,1,264,264,22,1605078081,5,active,0,1,0,1,False,0,1605085195,1605085195,1,0
50,1,265,265,34,1605084235,1,active,1,1,0,1,False,0,1605085195,1605085195,0,0
51,1,267,267,0,1605077679,69,active,0,1,0,1,False,1,1605085195,1605085195,0,0
52,1,268,268,6,1605077680,21,active,0,1,0,1,False,0,1605085195,1605085195,0,0
53,1,270,270,10,1605077679,12,active,0,1,0,1,False,1,1605085195,1605085195,0,0
54,1,274,274,13,1605075267,17,active,1,1,0,1,False,1,1605085195,1605085195,0,0
55,1,275,275,9,1605077444,10,active,7,1,0,1,False,0,1605085195,1605085195,0,1
56,1,276,276,23,1605075268,2,active,0,1,0,1,False,0,1605085195,1605085195,0,0
57,1,278,278,6,1605075267,10,active,0,1,0,1,False,3,1605085195,1605085195,0,0
58,0,280,280,0,86400,0,out_of_service,0,0,0,0,False,0,1605085195,1605085195,0,0
59,1,281,281,3,1605076473,60,active,0,1,0,1,True,3,1605085195,1605085195,0,1
60,1,282,282,7,1605077679,19,active,0,1,0,1,False,1,1605085195,1605085195,0,0
61,1,284,284,36,1605077678,13,active,1,1,0,1,False,2,1605085195,1605085195,0,0
62,1,285,285,7,1605082605,44,active,0,1,0,1,True,2,1605085195,1605085195,0,0
63,1,289,289,10,1605075266,9,active,4,1,0,1,False,0,1605085195,1605085195,0,0
64,1,291,291,20,1605080388,0,active,5,1,0,1,False,0,1605085195,1605085195,0,0
65,1,293,293,27,1605081298,27,active,0,1,0,1,False,0,1605085195,1605085195,0,0
66,1,295,295,24,1605076473,0,active,0,1,0,1,False,0,1605085195,1605085195,0,0
67,1,297,297,20,1605083867,53,active,0,1,0,1,False,4,1605085195,1605085195,0,0
68,1,298,298,17,1605078293,17,active,1,1,0,1,False,1,1605085195,1605085195,0,0
69,1,301,301,54,1605077683,4,active,4,1,0,1,False,0,1605085195,1605085195,1,0
70,1,302,302,27,1605080229,4,active,7,1,0,1,False,6,1605085195,1605085195,0,0
71,1,303,303,41,1605077678,26,active,0,1,0,1,False,0,1605085195,1605085195,1,0
72,1,304,304,7,1605080167,25,active,1,1,0,1,False,1,1605085195,1605085195,0,0
73,1,305,305,7,1605081224,26,active,0,1,0,1,False,0,1605085195,1605085195,0,0
74,1,307,307,29,1605083388,0,active,2,1,0,1,False,1,1605085195,1605085195,1,0
75,1,308,308,46,1605077680,0,active,0,1,0,1,False,2,1605085195,1605085195,0,0
76,1,309,309,18,1605084144,21,active,0,1,0,1,False,2,1605085195,1605085195,1,0
77,1,310,310,51,1605075267,15,active,2,1,0,1,False,0,1605085195,1605085195,0,0
78,1,311,311,29,1605083574,0,active,4,1,0,1,False,2,1605085195,1605085195,0,0
79,1,312,312,29,1605084943,4,active,1,1,0,1,False,0,1605085195,1605085195,0,0
