,eightd_has_available_keys,is_installed,is_renting,is_returning,last_reported,legacy_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,station_id,station_status,starttime,timestamp,demand,supply
0,False,1,0,0,1607225983,72,16,1,38,0,10,72,active,1607234405,1607234405,0,0
1,False,1,1,1,1607230551,79,21,0,12,0,0,79,active,1607234405,1607234405,0,2
2,False,1,1,1,1607231845,82,17,1,9,0,1,82,active,1607234405,1607234405,0,0
3,False,1,1,1,1607227281,83,51,1,10,0,2,83,active,1607234405,1607234405,0,0
4,False,1,1,1,1607230757,116,16,0,33,0,2,116,active,1607234405,1607234405,0,1
5,False,1,1,1,1607228547,119,33,1,19,0,2,119,active,1607234405,1607234405,0,0
6,False,1,1,1,1607234174,120,2,2,15,0,0,120,active,1607234405,1607234405,0,1
7,False,1,1,1,1607233367,127,12,1,18,0,4,127,active,1607234405,1607234405,0,3
8,False,1,1,1,1607232851,128,50,2,4,0,1,128,active,1607234405,1607234405,1,0
9,False,1,1,1,1607229570,143,9,2,13,0,0,143,active,1607234405,1607234405,0,0
10,False,1,1,1,1607230405,144,47,3,8,0,3,144,active,1607234405,1607234405,0,0
11,False,1,1,1,1607234196,146,31,0,8,0,2,146,active,1607234405,1607234405,0,4
12,False,1,1,1,1607233495,150,11,1,43,0,2,150,active,1607234405,1607234405,1,0
13,True,1,1,1,1607234078,151,5,1,27,0,0,151,active,1607234405,1607234405,0,0
14,False,1,1,1,1607231725,152,32,2,15,0,2,152,active,1607234405,1607234405,0,0
15,False,1,1,1,1607220995,157,22,0,0,1,0,157,active,1607234405,1607234405,0,0
16,False,1,1,1,1607232504,161,35,0,0,0,6,161,active,1607234405,1607234405,0,1
17,False,1,1,1,1607234332,164,9,0,37,0,0,164,active,1607234405,1607234405,0,0
18,False,1,1,1,1607232750,168,30,0,17,0,0,168,active,1607234405,1607234405,1,0
19,False,1,1,1,1607232426,173,15,5,50,0,1,173,active,1607234405,1607234405,0,0
20,False,1,1,1,1607233225,174,12,2,21,0,5,174,active,1607234405,1607234405,0,0
21,False,1,1,1,1607234243,212,19,1,40,0,3,212,active,1607234405,1607234405,1,0
22,False,1,1,1,1607218082,216,2,0,35,0,0,216,active,1607234405,1607234405,0,0
23,False,1,1,1,1607229939,217,24,1,14,0,1,217,active,1607234405,1607234405,0,0
24,False,1,1,1,1607232033,223,30,0,3,0,5,223,active,1607234405,1607234405,0,0
25,True,1,1,1,1607234270,224,8,0,22,0,0,224,active,1607234405,1607234405,0,5
26,False,1,1,1,1607229209,228,33,0,22,0,0,228,active,1607234405,1607234405,1,0
27,False,1,1,1,1607231319,229,10,1,12,0,0,229,active,1607234405,1607234405,0,0
28,False,1,1,1,1607233922,236,30,12,9,0,0,236,active,1607234405,1607234405,0,0
29,False,1,0,0,1607220667,237,37,2,0,0,7,237,active,1607234405,1607234405,0,0
30,False,1,1,1,1607231110,238,17,2,12,0,10,238,active,1607234405,1607234405,1,0
31,False,1,1,1,1607231438,239,18,2,11,0,4,239,active,1607234405,1607234405,0,0
32,False,1,1,1,1607226973,241,13,2,8,0,3,241,active,1607234405,1607234405,1,0
33,False,1,1,1,1607226633,242,32,1,13,0,1,242,active,1607234405,1607234405,0,1
34,False,1,1,1,1607229456,244,3,2,26,0,0,244,active,1607234405,1607234405,0,0
35,True,1,1,1,1607213725,245,2,3,18,0,0,245,active,1607234405,1607234405,0,0
36,False,1,1,1,1607231079,247,62,3,14,0,0,247,active,1607234405,1607234405,0,0
37,False,1,1,1,1607220369,248,67,0,24,0,0,248,active,1607234405,1607234405,0,1
38,False,1,1,1,1607230885,249,17,1,9,0,0,249,active,1607234405,1607234405,0,0
39,False,1,1,1,1607233363,250,8,3,29,0,4,250,active,1607234405,1607234405,0,0
40,False,1,1,1,1607231765,251,27,0,0,0,1,251,active,1607234405,1607234405,0,0
41,False,1,1,1,1607230911,252,19,1,13,0,0,252,active,1607234405,1607234405,0,1
42,False,1,1,1,1607233708,254,19,2,26,0,1,254,active,1607234405,1607234405,0,0
43,False,1,1,1,1607232365,257,63,10,6,0,0,257,active,1607234405,1607234405,1,0
44,False,1,1,1,1607226088,258,11,1,11,0,6,258,active,1607234405,1607234405,0,1
45,False,1,1,1,1607225311,259,21,0,18,0,0,259,active,1607234405,1607234405,0,0
46,False,1,1,1,1607234248,260,29,0,4,0,1,260,active,1607234405,1607234405,0,0
47,False,1,1,1,1607231406,261,14,0,27,0,2,261,active,1607234405,1607234405,0,1
48,False,1,1,1,1607231956,262,9,0,15,0,0,262,active,1607234405,1607234405,0,0
49,False,1,1,1,1607234367,264,0,19,0,8,0,264,active,1607234405,1607234405,0,0
50,False,1,1,1,1607233817,265,19,2,14,0,2,265,active,1607234405,1607234405,1,0
51,False,1,1,1,1607233315,267,2,3,73,0,0,267,active,1607234405,1607234405,1,0
52,False,1,1,1,1607227997,268,4,1,22,0,0,268,active,1607234405,1607234405,2,0
53,False,1,1,1,1607232774,270,6,1,16,0,0,270,active,1607234405,1607234405,0,0
54,False,1,1,1,1607229027,274,23,1,7,0,2,274,active,1607234405,1607234405,3,0
55,False,1,1,1,1607233894,275,5,0,14,0,3,275,active,1607234405,1607234405,0,1
56,False,1,1,1,1607228503,276,4,0,21,0,0,276,active,1607234405,1607234405,1,0
57,False,1,1,1,1607220726,278,7,0,12,0,0,278,active,1607234405,1607234405,0,0
58,False,0,0,0,1606931963,280,0,0,1,0,0,280,out_of_service,1607234405,1607234405,0,0
59,True,1,1,1,1607232582,281,49,1,16,0,2,281,active,1607234405,1607234405,1,0
60,False,1,1,1,1607230836,282,17,0,10,0,2,282,active,1607234405,1607234405,0,0
61,False,1,1,1,1607233308,284,21,3,27,0,3,284,active,1607234405,1607234405,0,0
62,True,1,1,1,1607234267,285,26,1,26,0,0,285,active,1607234405,1607234405,0,2
63,False,1,1,1,1607233114,289,8,2,9,0,1,289,active,1607234405,1607234405,0,0
64,False,1,1,1,1607232555,291,15,1,4,0,2,291,active,1607234405,1607234405,0,0
65,False,1,1,1,1607234043,293,49,1,4,0,9,293,active,1607234405,1607234405,4,0
66,False,1,1,1,1607229550,295,8,0,16,0,0,295,active,1607234405,1607234405,0,0
67,False,1,0,0,1607229586,297,76,1,0,0,8,297,active,1607234405,1607234405,0,1
68,False,1,1,1,1607230819,298,31,2,2,0,3,298,active,1607234405,1607234405,1,0
69,False,1,1,1,1607234329,301,29,0,29,0,4,301,active,1607234405,1607234405,2,0
70,False,1,1,1,1607233236,302,10,2,25,0,3,302,active,1607234405,1607234405,1,0
71,False,1,1,1,1607227206,303,64,0,3,0,2,303,active,1607234405,1607234405,0,0
72,True,1,1,1,1607233138,304,29,0,4,0,5,304,active,1607234405,1607234405,0,1
73,False,1,1,1,1607234328,305,20,1,12,0,4,305,active,1607234405,1607234405,1,0
74,False,1,1,1,1607231988,307,15,0,15,0,0,307,active,1607234405,1607234405,2,0
75,False,1,1,1,1607227184,308,23,2,23,0,1,308,active,1607234405,1607234405,0,0
76,False,1,1,1,1607218941,309,4,0,37,0,0,309,active,1607234405,1607234405,0,0
77,False,1,1,1,1607227385,310,59,0,7,0,0,310,active,1607234405,1607234405,0,0
78,False,1,1,1,1607233364,311,5,1,25,0,0,311,active,1607234405,1607234405,0,0
79,False,1,1,1,1607234039,312,16,3,14,0,0,312,active,1607234405,1607234405,1,0
80,False,1,1,1,1607233343,313,11,0,44,0,1,313,active,1607234405,1607234405,0,1
81,False,1,1,1,1607221373,315,4,3,22,0,1,315,active,1607234405,1607234405,2,0
82,False,1,1,1,1607231148,316,9,1,33,0,6,316,active,1607234405,1607234405,0,3
83,False,0,0,0,86400,317,0,0,0,0,0,317,out_of_service,1607234405,1607234405,0,0
84,False,1,1,1,1607232626,319,0,0,33,0,0,319,active,1607234405,1607234405,2,0
85,False,1,1,1,1607233738,320,2,2,31,0,0,320,active,1607234405,1607234405,0,0
86,False,1,1,1,1607223938,321,20,2,17,0,2,321,active,1607234405,1607234405,0,0
87,False,1,1,1,1607233557,323,15,0,24,0,1,323,active,1607234405,1607234405,0,0
88,False,1,1,1,1607232184,324,67,3,4,0,3,324,active,1607234405,1607234405,0,0
89,False,1,0,0,1607227435,325,29,2,4,0,6,325,active,1607234405,1607234405,1,0
90,False,1,1,1,1607234304,326,28,8,5,0,8,326,active,1607234405,1607234405,0,7
91,True,1,1,1,1607227526,327,27,2,10,0,3,327,active,1607234405,1607234405,0,0
92,False,1,1,1,1607234300,328,25,2,8,0,0,328,active,1607234405,1607234405,0,1
93,False,1,1,1,1607234291,330,11,1,30,0,1,330,active,1607234405,1607234405,0,0
94,False,1,1,1,1607233506,331,19,0,8,0,2,331,active,1607234405,1607234405,1,0
95,False,1,1,1,1607234156,332,29,1,6,0,5,332,active,1607234405,1607234405,0,3
96,False,1,0,0,1607200075,334,13,1,30,0,2,334,active,1607234405,1607234405,0,0
97,False,1,1,1,1607231495,335,8,0,19,0,0,335,active,1607234405,1607234405,1,0
98,False,1,1,1,1607234107,336,6,3,27,0,0,336,active,1607234405,1607234405,0,4
99,False,1,1,1,1607226499,340,15,3,9,0,4,340,active,1607234405,1607234405,1,0
100,False,1,1,1,1607231524,341,9,1,9,0,6,341,active,1607234405,1607234405,0,0
101,False,1,1,1,1607229164,342,22,0,6,1,4,342,active,1607234405,1607234405,0,0
102,False,1,1,1,1607213643,343,22,0,1,0,0,343,active,1607234405,1607234405,0,0
103,False,1,1,1,1607230198,344,8,0,15,0,3,344,active,1607234405,1607234405,0,0
104,False,1,1,1,1607232687,346,17,2,8,0,2,346,active,1607234405,1607234405,0,0
105,False,1,1,1,1607227671,347,31,1,22,0,2,347,active,1607234405,1607234405,0,0
106,False,1,1,1,1607233376,349,24,1,36,0,5,349,active,1607234405,1607234405,0,0
107,False,1,1,1,1607233765,350,28,7,11,1,5,350,active,1607234405,1607234405,1,0
108,False,1,1,1,1607229573,351,15,1,23,0,1,351,active,1607234405,1607234405,0,1
109,False,1,1,1,1607227663,353,8,0,19,0,3,353,active,1607234405,1607234405,0,0
110,False,1,1,1,1607230408,354,10,0,37,0,0,354,active,1607234405,1607234405,0,0
111,False,1,1,1,1607228922,355,15,2,26,0,2,355,active,1607234405,1607234405,1,0
112,False,1,1,1,1607227029,356,22,1,0,0,4,356,active,1607234405,1607234405,0,0
113,False,1,1,1,1607232918,358,24,2,24,0,2,358,active,1607234405,1607234405,1,0
114,False,1,1,1,1607226332,359,59,2,17,0,17,359,active,1607234405,1607234405,0,1
115,False,1,1,1,1607230395,360,10,0,29,0,1,360,active,1607234405,1607234405,0,0
116,False,1,1,1,1607233149,361,26,9,44,0,0,361,active,1607234405,1607234405,0,1
117,False,1,1,1,1607231696,362,13,0,44,0,0,362,active,1607234405,1607234405,0,0
118,False,0,0,0,1604843856,363,0,0,3,0,0,363,out_of_service,1607234405,1607234405,0,0
119,False,1,1,1,1607230678,364,4,2,21,0,1,364,active,1607234405,1607234405,0,0
120,False,1,1,1,1607231777,366,2,0,31,0,0,366,active,1607234405,1607234405,1,0
121,False,1,1,1,1607231500,367,10,0,33,0,0,367,active,1607234405,1607234405,0,0
