,legacy_id,num_ebikes_available,station_status,eightd_has_available_keys,num_docks_available,num_bikes_available,num_bikes_disabled,is_renting,last_reported,is_installed,num_docks_disabled,is_returning,station_id,valet,eightd_active_station_services,starttime,timestamp,demand,supply
0,72,0,active,False,29,23,3,1,1604879279,1,0,1,72,,,1604880005,1604880005,0,0
1,79,0,active,False,3,29,1,1,1604877550,1,0,1,79,,,1604880005,1604880005,0,0
2,82,2,active,False,3,24,0,1,1604879568,1,0,1,82,,,1604880005,1604880005,0,1
3,83,0,active,False,45,16,1,1,1604879648,1,0,1,83,,,1604880005,1604880005,0,3
4,116,0,out_of_service,False,0,0,0,0,86400,0,0,0,116,,,1604880005,1604880005,0,0
5,119,1,active,False,14,39,0,1,1604878781,1,0,1,119,,,1604880005,1604880005,0,0
6,120,1,active,False,11,6,2,1,1604879729,1,0,1,120,,,1604880005,1604880005,2,0
7,127,0,active,False,1,28,2,1,1604879367,1,0,1,127,,,1604880005,1604880005,0,6
8,128,0,active,False,2,51,3,1,1604879962,1,0,1,128,,,1604880005,1604880005,2,0
9,143,0,active,False,15,9,0,1,1604879627,1,0,1,143,,,1604880005,1604880005,0,1
10,144,0,active,False,13,44,1,1,1604879495,1,0,1,144,,,1604880005,1604880005,1,0
11,146,0,active,False,3,36,0,1,1604879417,1,0,1,146,,,1604880005,1604880005,2,0
12,150,0,active,False,22,33,0,1,1604879979,1,0,1,150,,,1604880005,1604880005,7,0
13,151,0,active,True,2,24,7,1,1604879985,1,0,1,151,,,1604880005,1604880005,5,0
14,152,0,active,False,34,14,1,1,1604879091,1,0,1,152,,,1604880005,1604880005,2,0
15,157,0,active,False,15,7,1,1,1604879393,1,0,1,157,,,1604880005,1604880005,0,1
16,161,0,active,False,9,21,5,1,1604879994,1,0,1,161,,,1604880005,1604880005,8,0
17,164,0,active,False,37,9,1,1,1604879586,1,0,1,164,,,1604880005,1604880005,6,0
18,168,2,active,False,12,33,2,1,1604879720,1,0,1,168,,,1604880005,1604880005,0,4
19,173,0,active,False,58,4,8,1,1604879619,1,0,1,173,,,1604880005,1604880005,1,0
20,174,1,active,False,16,11,8,1,1604879908,1,0,1,174,,,1604880005,1604880005,0,4
21,212,0,active,False,3,54,3,1,1604879627,1,0,1,212,,,1604880005,1604880005,1,0
22,216,0,active,False,24,13,0,1,1604879527,1,0,1,216,,,1604880005,1604880005,3,0
23,217,2,active,False,10,24,5,1,1604879886,1,0,1,217,,,1604880005,1604880005,0,7
24,223,0,active,False,4,26,3,1,1604879674,1,0,1,223,,,1604880005,1604880005,2,0
25,224,0,active,True,23,4,3,1,1604879599,1,0,1,224,,,1604880005,1604880005,3,0
26,228,0,active,False,49,5,1,1,1604879955,1,0,1,228,,,1604880005,1604880005,0,0
27,229,0,active,False,6,13,4,1,1604879799,1,0,1,229,,,1604880005,1604880005,4,0
28,236,0,active,False,0,43,4,1,1604879935,1,0,1,236,,,1604880005,1604880005,0,0
29,237,1,active,False,0,33,6,1,1604879402,1,0,1,237,,,1604880005,1604880005,0,0
30,238,0,active,False,1,26,4,1,1604879817,1,0,1,238,,,1604880005,1604880005,1,0
31,239,0,active,False,29,0,2,1,1604879657,1,0,1,239,,,1604880005,1604880005,1,0
32,241,0,active,False,17,3,3,1,1604879821,1,0,1,241,,,1604880005,1604880005,0,3
33,242,0,active,False,10,36,0,1,1604879724,1,0,1,242,,,1604880005,1604880005,0,1
34,244,1,active,False,24,6,1,1,1604879429,1,0,1,244,,,1604880005,1604880005,2,0
35,245,0,active,False,4,18,1,1,1604879682,1,0,1,245,,,1604880005,1604880005,0,0
36,247,0,active,False,7,47,1,1,1604879935,1,0,1,247,,,1604880005,1604880005,0,0
37,248,0,active,False,2,95,2,1,1604878300,1,0,1,248,,,1604880005,1604880005,2,0
38,249,0,active,False,0,27,0,1,1604875269,1,0,1,249,,,1604880005,1604880005,0,0
39,250,1,active,False,1,37,2,1,1604879775,1,0,1,250,,,1604880005,1604880005,0,1
40,251,1,active,False,3,21,3,1,1604879964,1,0,1,251,,,1604880005,1604880005,3,0
41,252,0,active,False,3,27,3,1,1604879957,1,0,1,252,,,1604880005,1604880005,1,0
42,254,1,active,False,5,37,5,1,1604879558,1,0,1,254,,,1604880005,1604880005,0,4
43,257,0,active,False,3,33,3,1,1604879739,1,0,1,257,,,1604880005,1604880005,1,0
44,258,1,active,False,11,12,0,1,1604879662,1,0,1,258,,,1604880005,1604880005,0,7
45,259,1,active,False,8,30,1,1,1604879566,1,0,1,259,,,1604880005,1604880005,2,0
46,260,0,active,False,3,30,0,1,1604879553,1,0,1,260,,,1604880005,1604880005,1,0
47,261,0,active,False,28,12,1,1,1604878052,1,0,1,261,,,1604880005,1604880005,4,0
48,262,0,active,False,13,6,5,1,1604879057,1,0,1,262,,,1604880005,1604880005,0,1
49,264,0,active,False,9,13,5,1,1604879489,1,0,1,264,,,1604880005,1604880005,3,0
50,265,0,active,False,4,27,4,1,1604879842,1,0,1,265,,,1604880005,1604880005,3,0
51,267,1,active,False,65,4,1,1,1604879680,1,0,1,267,,,1604880005,1604880005,0,1
52,268,0,active,False,4,22,1,1,1604879195,1,0,1,268,,,1604880005,1604880005,2,0
53,270,0,active,False,9,14,0,1,1604879935,1,0,1,270,,,1604880005,1604880005,5,0
54,274,0,active,False,22,3,6,1,1604879956,1,0,1,274,,,1604880005,1604880005,0,0
55,275,0,active,False,15,3,1,1,1604879828,1,0,1,275,,,1604880005,1604880005,0,0
56,276,0,active,False,0,25,0,1,1604879735,1,0,1,276,,,1604880005,1604880005,0,0
57,278,2,active,False,7,12,0,1,1604878817,1,0,1,278,,,1604880005,1604880005,1,0
58,280,0,out_of_service,False,0,0,0,0,86400,0,0,0,280,,,1604880005,1604880005,0,0
59,281,0,active,True,62,2,2,1,1604879757,1,0,1,281,,,1604880005,1604880005,1,0
60,282,0,active,False,15,9,3,1,1604879765,1,0,1,282,,,1604880005,1604880005,5,0
61,284,0,active,False,5,42,4,1,1604879885,1,0,1,284,,,1604880005,1604880005,5,0
62,285,0,active,True,23,23,7,1,1604879856,1,0,1,285,,,1604880005,1604880005,0,4
63,289,0,active,False,18,0,1,1,1604878420,1,0,1,289,,,1604880005,1604880005,1,0
64,291,5,active,False,0,20,0,1,1604879923,1,0,1,291,,,1604880005,1604880005,0,0
65,293,0,active,False,15,35,4,1,1604879936,1,0,1,293,,,1604880005,1604880005,2,0
66,295,0,active,False,1,23,0,1,1604879231,1,0,1,295,,,1604880005,1604880005,1,0
67,297,0,active,False,67,7,3,1,1604879893,1,0,1,297,,,1604880005,1604880005,13,0
68,298,0,active,False,22,9,4,1,1604879162,1,0,1,298,,,1604880005,1604880005,1,0
69,301,2,active,False,4,49,5,1,1604879694,1,0,1,301,,,1604880005,1604880005,0,0
70,302,0,active,False,23,11,3,1,1604879666,1,0,1,302,,,1604880005,1604880005,6,0
71,303,0,active,False,2,60,5,1,1604879157,1,0,1,303,,,1604880005,1604880005,0,5
72,304,3,active,False,1,32,0,1,1604879836,1,0,1,304,,,1604880005,1604880005,0,1
73,305,0,active,False,32,0,1,1,1604879980,1,0,1,305,,,1604880005,1604880005,1,0
74,307,1,active,False,0,29,1,1,1604879882,1,0,1,307,,,1604880005,1604880005,0,4
75,308,0,active,False,1,46,1,1,1604879753,1,0,1,308,,,1604880005,1604880005,0,0
76,309,0,active,False,0,39,2,1,1604878880,1,0,1,309,,,1604880005,1604880005,0,3
77,310,0,active,False,10,55,1,1,1604879496,1,0,1,310,,,1604880005,1604880005,0,0
78,311,0,active,False,1,28,2,1,1604879959,1,0,1,311,,,1604880005,1604880005,0,1
79,312,0,active,False,0,30,3,1,1604879917,1,0,1,312,,,1604880005,1604880005,0,3
80,313,0,active,False,31,24,0,1,1604876623,1,0,1,313,,,1604880005,1604880005,1,0
81,315,0,active,False,27,1,1,1,1604879978,1,0,1,315,,,1604880005,1604880005,1,0
82,316,0,active,False,34,9,0,1,1604879813,1,0,1,316,,,1604880005,1604880005,0,4
83,317,0,active,False,1,52,1,1,1604879605,1,0,1,317,,,1604880005,1604880005,0,7
84,319,0,active,False,14,14,5,1,1604879288,1,0,1,319,,,1604880005,1604880005,7,0
85,320,1,active,False,2,35,2,1,1604879990,1,0,1,320,,,1604880005,1604880005,0,0
86,321,0,active,False,4,34,1,1,1604879538,1,0,1,321,,,1604880005,1604880005,2,0
87,323,1,active,False,29,8,2,1,1604879435,1,0,1,323,,,1604880005,1604880005,0,0
88,324,0,active,False,3,69,2,1,1604879059,1,0,1,324,,,1604880005,1604880005,0,0
89,325,0,active,False,11,20,4,1,1604879801,1,0,1,325,,,1604880005,1604880005,0,2
90,326,0,active,False,2,35,4,1,1604879954,1,0,1,326,,,1604880005,1604880005,2,0
91,327,0,active,True,1,36,2,1,1604878502,1,0,1,327,,,1604880005,1604880005,1,0
92,328,0,active,False,0,33,2,1,1604879748,1,0,1,328,,,1604880005,1604880005,0,2
93,330,0,active,False,25,10,4,1,1604877956,1,0,1,330,,,1604880005,1604880005,0,0
94,331,0,active,False,1,25,1,1,1604879621,1,0,1,331,,,1604880005,1604880005,0,1
95,332,1,active,False,6,29,1,1,1604879778,1,0,1,332,,,1604880005,1604880005,3,0
96,334,1,active,False,9,21,1,1,1604879691,1,0,1,334,,,1604880005,1604880005,4,0
97,335,0,active,False,1,20,6,1,1604879721,1,0,1,335,,,1604880005,1604880005,0,0
98,336,0,active,False,5,29,2,1,1604879933,1,0,1,336,,,1604880005,1604880005,5,0
99,340,0,active,False,0,24,3,1,1604877263,1,0,1,340,,,1604880005,1604880005,0,0
100,341,0,active,False,17,2,0,1,1604878207,1,0,1,341,,,1604880005,1604880005,3,0
101,342,0,active,False,21,7,0,1,1604879051,1,1,1,342,,,1604880005,1604880005,0,1
102,343,0,active,False,0,23,0,1,1604878183,1,0,1,343,,,1604880005,1604880005,0,0
103,344,4,active,False,13,9,1,1,1604879814,1,0,1,344,,,1604880005,1604880005,3,0
104,346,0,active,False,6,19,2,1,1604879964,1,0,1,346,,,1604880005,1604880005,4,0
105,347,0,active,False,1,49,4,1,1604879657,1,0,1,347,,,1604880005,1604880005,0,2
106,349,0,active,False,4,56,1,1,1604879734,1,0,1,349,,,1604880005,1604880005,4,0
107,350,0,active,False,0,44,2,1,1604879989,1,1,1,350,,,1604880005,1604880005,0,2
108,351,1,active,False,3,34,2,1,1604879132,1,0,1,351,,,1604880005,1604880005,3,0
109,353,0,active,False,21,3,3,1,1604879708,1,0,1,353,,,1604880005,1604880005,0,1
110,354,2,active,False,33,12,2,1,1604878498,1,0,1,354,,,1604880005,1604880005,1,0
111,355,4,active,False,1,41,1,1,1604879956,1,0,1,355,,,1604880005,1604880005,0,0
112,356,2,active,False,3,20,0,1,1604879914,1,0,1,356,,,1604880005,1604880005,0,0
113,358,6,active,False,0,41,5,1,1604879918,1,30,1,358,"{'off_dock_count': 5, 'dock_blocked_count': 30, 'off_dock_capacity': 70, 'active': True, 'station_id': '66dbc8f5-0aca-11e7-82f6-3863bb44ef7c', 'region': 'BKN', 'valet_revision': 901}",[{'id': '66dbc8f5-0aca-11e7-82f6-3863bb44ef7c'}],1604880005,1604880005,0,7
114,359,0,active,False,74,2,2,1,1604874244,1,0,1,359,,,1604880005,1604880005,0,1
115,360,0,active,False,22,16,1,1,1604879704,1,0,1,360,,,1604880005,1604880005,5,0
116,361,0,active,False,0,76,3,1,1604879595,1,0,1,361,,,1604880005,1604880005,0,1
117,362,0,active,False,43,13,1,1,1604879912,1,0,1,362,,,1604880005,1604880005,0,4
118,363,0,out_of_service,False,3,0,0,0,1604843856,0,0,0,363,,,1604880005,1604880005,0,0
119,364,1,active,False,24,2,1,1,1604878708,1,0,1,364,,,1604880005,1604880005,4,0
120,366,0,active,False,9,23,1,1,1604879784,1,0,1,366,,,1604880005,1604880005,0,0
121,367,2,active,False,40,3,0,1,1604878741,1,0,1,367,,,1604880005,1604880005,0,2
122,368,0,active,False,1,43,3,1,1604879994,1,0,1,368,,,1604880005,1604880005,0,0
123,369,0,active,False,2,71,1,1,1604879536,1,2,1,369,,,1604880005,1604880005,0,2
124,372,1,active,False,17,10,0,1,1604879346,1,0,1,372,,,1604880005,1604880005,0,0
125,373,1,active,False,16,1,2,1,1604878790,1,0,1,373,,,1604880005,1604880005,1,0
126,376,0,active,False,31,10,1,1,1604879975,1,0,1,376,,,1604880005,1604880005,1,0
127,377,1,active,False,3,41,4,1,1604879407,1,0,1,377,,,1604880005,1604880005,4,0
128,379,0,active,False,44,10,2,1,1604879966,1,0,1,379,,,1604880005,1604880005,0,4
129,380,1,active,False,0,36,6,1,1604879801,1,0,1,380,,,1604880005,1604880005,3,0
130,383,0,active,False,1,32,5,1,1604879895,1,1,1,383,,,1604880005,1604880005,0,2
131,385,1,active,False,18,5,6,1,1604879951,1,0,1,385,,,1604880005,1604880005,4,0
132,386,3,active,False,10,71,1,1,1604879824,1,0,1,386,,,1604880005,1604880005,5,0
133,387,3,active,False,15,18,6,1,1604879992,1,0,1,387,,,1604880005,1604880005,2,0
134,388,1,active,False,12,22,1,1,1604879909,1,0,1,388,,,1604880005,1604880005,6,0
135,389,9,active,False,0,27,0,0,1604877006,1,0,0,389,,,1604880005,1604880005,0,0
136,390,0,active,False,15,14,2,1,1604877784,1,0,1,390,,,1604880005,1604880005,2,0
137,391,0,active,False,0,0,0,1,86400,1,0,1,391,,,1604880005,1604880005,0,0
138,392,2,active,False,9,22,4,1,1604879658,1,0,1,392,,,1604880005,1604880005,3,0
139,393,0,active,False,6,29,2,1,1604879710,1,0,1,393,,,1604880005,1604880005,5,0
140,394,0,out_of_service,False,0,0,0,0,86400,0,0,0,394,,,1604880005,1604880005,0,0
141,396,0,active,False,21,4,0,1,1604879582,1,0,1,396,,,1604880005,1604880005,1,0
142,397,0,active,False,66,7,2,1,1604878444,1,0,1,397,,,1604880005,1604880005,2,0
143,398,0,active,False,17,10,4,1,1604879715,1,0,1,398,,,1604880005,1604880005,2,0
144,399,1,active,False,31,4,4,1,1604879236,1,0,1,399,,,1604880005,1604880005,0,1
145,400,0,active,False,5,9,1,1,1604879463,1,0,1,400,,,1604880005,1604880005,2,0
146,401,0,active,False,1,39,2,1,1604879630,1,0,1,401,,,1604880005,1604880005,0,0
147,402,1,active,False,30,5,4,1,1604879735,1,0,1,402,,,1604880005,1604880005,0,5
148,403,0,active,False,4,26,1,1,1604879919,1,0,1,403,,,1604880005,1604880005,2,0
149,405,0,active,True,0,50,1,1,1604879721,1,0,1,405,,,1604880005,1604880005,0,5
150,406,0,active,False,3,16,1,1,1604879972,1,0,1,406,,,1604880005,1604880005,4,0
151,408,0,active,False,0,20,3,1,1604879993,1,0,1,408,,,1604880005,1604880005,0,1
152,410,0,active,False,11,30,4,1,1604879936,1,0,1,410,,,1604880005,1604880005,11,0
153,411,2,active,False,6,24,1,1,1604879810,1,0,1,411,,,1604880005,1604880005,0,2
154,412,0,active,False,3,21,5,1,1604879653,1,0,1,412,,,1604880005,1604880005,4,0
155,415,1,active,False,20,24,2,1,1604879718,1,0,1,415,,,1604880005,1604880005,0,3
156,416,1,active,False,28,3,0,1,1604879754,1,0,1,416,,,1604880005,1604880005,0,3
157,417,0,active,False,5,19,1,1,1604878286,1,0,1,417,,,1604880005,1604880005,5,0
158,418,0,active,False,5,31,1,1,1604879369,1,0,1,418,,,1604880005,1604880005,4,0
159,419,0,active,False,16,6,1,1,1604879695,1,0,1,419,,,1604880005,1604880005,0,0
160,420,0,active,False,38,6,7,1,1604879852,1,0,1,420,,,1604880005,1604880005,0,1
161,421,0,active,False,2,17,0,1,1604878833,1,0,1,421,,,1604880005,1604880005,0,0
162,422,1,active,False,75,1,2,1,1604879425,1,0,1,422,,,1604880005,1604880005,4,0
163,423,0,active,False,22,3,2,1,1604879851,1,0,1,423,,,1604880005,1604880005,0,0
164,426,0,active,True,1,27,2,1,1604879978,1,0,1,426,,,1604880005,1604880005,1,0
